feature	positive_signature	negative_signature
78	PA4385;PA1555;PA4761;PA0402;PA3217;PA3999;PA5429;PA4942;PA1982;PA0401;PA1556	PA1874;PA1871;PA1661;PA4208;PA5163;PA1902;PA1670;PA2329;PA0051;PA2570;PA1217;PA1249;PA2328;PA5164;PA2371;PA3477;PA3361;PA3478;PA2327;PA3724;PA1927;PA2412;PA4205;PA3479;PA1130;PA1511;PA1901;PA4206;PA0263;PA1668;PA5161;PA1903;PA4211;PA1660;PA4207
79	PA0652;PA1655;PA4756;PA0782;PA3112;PA5174;PA4750;PA1657;PA1555;PA4272;PA3877;PA0668;PA1556;PA3874;PA2967;PA2740;PA1609;PA1656;PA5239;PA4942;PA3875;PA2950;PA1610;PA3194;PA2968;PA4846	PA4910;PA0441;PA3236;PA0158;PA3366;PA0792;PA4909;PA3364;PA4786;PA2153;PA5417;PA3570;PA2160;PA2147;PA5353;PA0157;PA0604;PA1927;PA4172;PA2948;PA3568;PA5421;PA1933;PA0605;PA0606
80	PA4202;PA1320	PA2438;PA2367;PA2413;PA2446;PA2408;PA2369;PA2473;PA2366;PA2371;PA2416;PA2445;PA2442;PA2370;PA2389;PA2443;PA2290;PA2412;PA2272;PA2444;PA2373;PA2265;PA2360;PA2362;PA2368;PA3120;PA2363;PA2365;PA2407;PA2409;PA2361
81	PA4225;PA4230;PA4224;PA4513;PA3600;PA2412;PA4226;PA4158;PA4228;PA4231;PA4708;PA4470;PA3479	PA3554;PA1179;PA3552;PA4774;PA3553;PA4773;PA2444;PA1690;PA3181;PA3531;PA3558;PA3183;PA3182;PA4777;PA4435;PA1180;PA3559
82	PA3553;PA3187;PA5036;PA1984;PA0105;PA0036;PA3195;PA2105;PA3559;PA3557;PA5354;PA3556;PA3182;PA4773;PA3554;PA4588;PA3555;PA5353;PA4010;PA1976;PA1982;PA2321;PA3183;PA4973;PA3181;PA3568;PA3558;PA3194;PA4454;PA3193;PA0222;PA5355	PA2652;PA5378;PA5379;PA5416;PA4613;PA1518;PA0890;PA0898;PA5420;PA0849;PA1561;PA1927;PA5421;PA1602;PA5419;PA3236;PA5304;PA5417;PA3526;PA5418
83	PA1806;PA5505	PA4038;PA4089;PA3870;PA0524;PA0523;PA4193;PA0325;PA0685;PA3294;PA3936;PA3872
84	PA4189;PA3609;PA4861;PA4342;PA1807;PA3437;PA2594;PA5272;PA0424	PA2524;PA5010;PA0997;PA5142;PA3642;PA0363;PA1823;PA3603;PA3088;PA1000;PA4988;PA3004;PA0927;PA3361;PA4376;PA5349;PA5228;PA0609
85	PA2362;PA0156;PA4901;PA4786;PA4418;PA5106	PA4443;PA4741;PA3438;PA1583;PA4740;PA5316;PA0301;PA5560;PA0548;PA3832;PA3313;PA5315;PA3834;PA4217;PA1581;PA4257;PA2970;PA4256;PA5570;PA1580;PA4669;PA4272;PA4748;PA1584;PA4254;PA0609;PA4242;PA4239;PA4274;PA3636;PA5013;PA0546;PA4245;PA4243;PA0024;PA3686;PA0432;PA5557;PA1582;PA4696;PA4255;PA4271;PA4244;PA5239;PA3480;PA4273;PA5568;PA3167;PA1013;PA4671;PA4252;PA4670;PA4430;PA4240;PA4261;PA2645;PA4211;PA3822;PA4241
86	PA3609;PA1277;PA3607;PA5118;PA3608;PA4645;PA4646;PA2905;PA1275;PA3610	PA4236;PA1249;PA1984;PA0105;PA1562;PA5172;PA0107;PA1174;PA3477;PA3418;PA3570;PA5171;PA3724;PA0179;PA4500;PA0865;PA1247;PA3479;PA2015;PA2365;PA4211;PA2573
87	PA0997;PA2592;PA1871;PA4211;PA0998;PA1902;PA4130;PA2195;PA2408;PA1249;PA3105;PA4209;PA4217;PA1002;PA1657;PA2080;PA1946;PA2193;PA3477;PA1904;PA2587;PA1003;PA0996;PA1432;PA3724;PA1000;PA2412;PA3104;PA3333;PA1247;PA0999;PA3476;PA2194;PA1901;PA1659;PA1658;PA1001;PA4133;PA1903;PA3475;PA1905;PA0143	PA1317;PA2513;PA1024;PA2514;PA1319;PA1318;PA1320;PA2512;PA1321
88	PA1002;PA0999;PA0997;PA3333;PA2194;PA2193;PA3724;PA0998;PA1000;PA1001;PA3478;PA2195;PA0996;PA3479	PA3446;PA3931;PA1694;PA1717;PA1690;PA1697;PA1725;PA1696;PA1693;PA1719;PA1701;PA1260;PA4192;PA1695;PA1723;PA0283;PA2444;PA4195;PA4205;PA1703;PA1691;PA1722;PA1698;PA1724;PA1716;PA1692;PA4207
89	PA5498;PA3601;PA5541;PA3600;PA4065;PA1923;PA4064;PA5539;PA5499;PA5501;PA5538;PA2913	PA3553;PA3446;PA2904;PA4130;PA4810;PA3366;PA3559;PA0872;PA1179;PA3552;PA4774;PA3557;PA0870;PA3364;PA3556;PA5100;PA4773;PA4811;PA2019;PA1180;PA4777;PA3554;PA3555;PA4776;PA0865;PA3558;PA4133;PA4812;PA1318;PA5304;PA5106
90	PA2685;PA1260;PA2536;PA1901;PA2683;PA1902;PA0085;PA1905;PA5173;PA1904;PA1903;PA4211;PA0087;PA4209;PA4217	PA4225;PA3187;PA0228;PA1694;PA1717;PA2512;PA3366;PA1946;PA1317;PA1697;PA1690;PA1725;PA2513;PA4502;PA4226;PA4504;PA3364;PA4123;PA4228;PA1696;PA4506;PA4121;PA1693;PA1321;PA2507;PA1719;PA1701;PA1695;PA4122;PA1723;PA2508;PA1320;PA2514;PA4231;PA1703;PA1691;PA1722;PA4230;PA1698;PA4224;PA1724;PA1319;PA1318;PA1716;PA1692
91	PA4973;PA1555;PA1557;PA0295;PA1556;PA2105	PA0510;PA3584;PA0523;PA0524;PA1856;PA3579;PA3392;PA3874;PA4470;PA2691;PA0518;PA3875;PA3582;PA0494;PA5445;PA0519;PA3872;PA5508
92	PA0083;PA0999;PA4225;PA0997;PA3584;PA4230;PA1856;PA4224;PA0998;PA4249;PA0084;PA4226;PA0996;PA3929;PA4228;PA4231;PA4263;PA4264;PA2105;PA3930	PA3187;PA2893;PA4024;PA2446;PA1070;PA1984;PA3236;PA5137;PA5452;PA2008;PA1071;PA3300;PA2009;PA4502;PA4504;PA1072;PA2007;PA1074;PA2442;PA2445;PA0958;PA1340;PA1701;PA5154;PA1338;PA1927;PA5082;PA2444;PA1341;PA0865;PA4496;PA2862;PA0524;PA5155;PA2000;PA5415;PA1999;PA1073;PA5153
93	PA1421;PA3047;PA3929;PA4880;PA3930	PA3446;PA3600;PA1694;PA1717;PA3938;PA5538;PA1690;PA1697;PA1725;PA1696;PA3874;PA1693;PA1719;PA1701;PA1695;PA1723;PA3444;PA3936;PA3875;PA1703;PA1691;PA1722;PA1698;PA3445;PA1724;PA1716;PA1692
94	PA1874;PA1871;PA4208;PA0106;PA3415;PA3417;PA3416;PA2570;PA0107;PA0180;PA1930;PA2151;PA2163;PA2152;PA2164;PA3418;PA3478;PA2153;PA2160;PA2147;PA3724;PA2165;PA3346;PA4205;PA2566;PA4206;PA1931;PA4207;PA0108	PA5508
95	PA5559;PA1586;PA4847;PA4246;PA1583;PA3446;PA4740;PA4251;PA4848;PA4250;PA4269;PA3105;PA5435;PA1155;PA4260;PA4257;PA4256;PA1580;PA1584;PA4262;PA1556;PA4640;PA0432;PA4271;PA5556;PA4385;PA1588;PA1587;PA4261;PA5554;PA5555	PA2151;PA1260;PA2144;PA0441;PA5421;PA2165;PA3361;PA2164;PA0444;PA2155;PA4810;PA4811;PA1256
96	PA4771	PA3156;PA1092;PA2232;PA3498;PA2105;PA1087;PA3151;PA1095;PA3514;PA3155;PA2104;PA3159;PA3148;PA1094;PA4503;PA3158;PA4918;PA1130;PA3152;PA2739;PA1086;PA4919
97	PA4230;PA3187;PA4969;PA4226;PA0887;PA4228;PA4812;PA4290;PA5137;PA4811;PA5445	PA5498;PA5368;PA3600;PA3382;PA5539;PA5172;PA5501;PA3938;PA5538;PA3319;PA0681;PA4351;PA3296;PA1923;PA5499;PA2913;PA5171;PA5500;PA5367;PA1927;PA0686;PA2914;PA4064;PA3910;PA3601;PA5541;PA0679;PA3383;PA4065;PA3380;PA3551
98	PA0090;PA0088;PA0079;PA3610	PA1871;PA0747;PA2367;PA3417;PA1902;PA1249;PA2815;PA0105;PA5172;PA1930;PA2366;PA1174;PA4880;PA3418;PA1173;PA3724;PA0179;PA2623;PA1246;PA3479;PA0177;PA5173;PA2365;PA3551;PA1562;PA2573
99	PA5427;PA4236;PA0518;PA1049;PA5172;PA0519;PA2193;PA1557;PA1555;PA3877;PA5230;PA1556;PA5171;PA1561;PA3337;PA0835;PA5497;PA2194;PA0836;PA4206;PA0295;PA5173;PA5304	PA3930;PA0228;PA3929;PA4024;PA1856
100	PA3554;PA0482;PA4773;PA3552;PA3553;PA2634;PA3558;PA2018;PA0196;PA4122;PA1024;PA0195;PA0102;PA4776;PA2019;PA4777	PA3151;PA3476;PA4225;PA4230;PA3187;PA0604;PA3152;PA2446;PA4226;PA0605;PA2445;PA4228;PA0603;PA2444;PA3158
101	PA5069;PA4941;PA3834;PA4956;PA2612;PA3001;PA4751;PA5489;PA1770;PA3987;PA4947;PA4042;PA4425;PA3213;PA2709;PA5552;PA5063;PA4732;PA1588;PA4758;PA3162;PA4201;PA4069;PA5068;PA1821;PA2976;PA4411;PA4937	
102	PA0872;PA0782;PA1584;PA3877;PA5172;PA3876;PA4810	PA4443;PA4225;PA2203;PA4193;PA3442;PA1756;PA3446;PA3935;PA3931;PA2594;PA3938;PA4442;PA0523;PA3514;PA1856;PA3392;PA3443;PA4226;PA0281;PA4228;PA2600;PA2083;PA3937;PA2062;PA4192;PA1838;PA0280;PA2412;PA0283;PA3444;PA2598;PA3936;PA4195;PA4470;PA5103;PA4194;PA4231;PA0282;PA2204;PA4230;PA3445;PA0524;PA2202;PA4224;PA3449;PA3152
103	PA0997;PA0228;PA0998;PA4125;PA1694;PA2682;PA1717;PA2512;PA1690;PA1697;PA4128;PA2513;PA1725;PA2509;PA4123;PA1696;PA4121;PA0996;PA1432;PA1693;PA2507;PA1719;PA1701;PA1695;PA0227;PA4122;PA1723;PA2508;PA2514;PA1703;PA0999;PA4127;PA1691;PA1722;PA1698;PA2948;PA1724;PA1716;PA4124;PA1692	PA3181;PA1904;PA3582;PA3182;PA3193;PA0494
104	PA1095;PA1421;PA1659;PA4969;PA1932;PA1187;PA2903;PA5422;PA0887;PA2672;PA1092;PA1384;PA4194;PA5435	PA4414;PA0098;PA2052;PA5221;PA2105;PA1049;PA2104;PA2607;PA5228;PA5174;PA0361;PA2103
105	PA3651;PA3553;PA1281;PA3187;PA3452;PA2904;PA4688;PA3552;PA4774;PA5302;PA0421;PA3556;PA4773;PA2019;PA3554;PA2018;PA2914;PA1320;PA2321;PA1278;PA3558;PA4846;PA5304	PA3013;PA3719;PA1555;PA1524;PA1905;PA3721;PA1602;PA4133;PA3361;PA0242;PA1904;PA0105;PA4899;PA4211;PA2600;PA5100;PA1903;PA1556;PA4209;PA4217
106	PA3151;PA5010;PA3148;PA4548;PA2843;PA1668;PA4376;PA2442;PA2444;PA5501;PA3158;PA0934	PA2639;PA0524;PA0523;PA4867;PA5221;PA1156;PA5298;PA4454;PA1310
107	PA0083;PA0095;PA3337;PA0084	PA0510;PA3870;PA2553;PA0518;PA0519;PA0523;PA1856;PA3392;PA2691;PA2012;PA3874;PA2011;PA0025;PA0024;PA2014;PA2249;PA2250;PA0865;PA3875;PA3872;PA0524;PA2015;PA2555;PA2013;PA2000;PA1999
108	PA1874;PA4470;PA2413;PA0196;PA1736;PA2412;PA4913;PA3582;PA4068;PA2263;PA4435;PA5111;PA5452	PA0997;PA0782;PA2446;PA4759;PA3545;PA0872;PA2008;PA0523;PA5302;PA0870;PA4761;PA1555;PA2009;PA2007;PA2445;PA5445;PA1556;PA1000;PA1927;PA2444;PA0865;PA0524;PA2000;PA5415;PA1999;PA5304
109	PA5559;PA4431;PA2970;PA4430;PA4268;PA3832;PA4267;PA3636	PA1179;PA2649;PA2015;PA3030;PA3352;PA3659;PA4776;PA5499;PA1890
110	PA4496;PA2685;PA4909;PA4055;PA2513;PA3600;PA2514;PA2682;PA0500;PA2508;PA2512	PA3187;PA3195;PA2052;PA4774;PA0523;PA3392;PA3877;PA3182;PA4773;PA3914;PA2323;PA4314;PA3876;PA0865;PA4205;PA3875;PA2321;PA3183;PA3181;PA0524;PA3194;PA4206;PA2263;PA3193
111	PA3562;PA5445;PA1179;PA3552;PA3584;PA2290;PA3561;PA1421;PA0164;PA3579;PA3560;PA1602;PA4812;PA1092;PA3582;PA2253;PA4810;PA2264;PA4811;PA1180;PA5508	PA2553;PA3187;PA2446;PA1070;PA1984;PA0602;PA2008;PA2009;PA0196;PA3364;PA1072;PA2007;PA0195;PA1340;PA5154;PA1338;PA2014;PA2250;PA2444;PA1341;PA0865;PA4973;PA5155;PA2000;PA4133;PA1999;PA1073
112	PA2360;PA5523;PA2362;PA2673;PA0838;PA5522;PA4130;PA0174;PA4901;PA2363;PA1463;PA1931;PA3316;PA0173;PA0175;PA0275;PA2361	PA3639;PA3584;PA0432;PA3558;PA4351;PA5373;PA5429;PA1984;PA3582;PA5426;PA5075;PA1155
113	PA4217;PA5523;PA2015;PA1856;PA3417;PA3918;PA3416;PA4885;PA2541;PA0387;PA5312;PA5394	PA2947;PA5454;PA0851;PA2843;PA4868;PA1070;PA1543;PA0357;PA3366
114	PA0082;PA1524;PA0077;PA0079;PA0080;PA0078;PA3582;PA2264;PA3584;PA3540;PA3579;PA0090;PA3182;PA2290;PA0081;PA0091;PA0084;PA0085;PA3183;PA0083;PA2265;PA3181;PA1421;PA5131;PA1562;PA0087	PA1871;PA3724;PA0954;PA5541;PA5539;PA3600;PA1927;PA2914;PA4064;PA5230;PA5501;PA5538
115	PA1655;PA4505;PA3310;PA4524;PA4097;PA0206;PA3513;PA4158;PA1598;PA3498	PA4804;PA0157;PA4593;PA0363;PA4412;PA0927;PA5516;PA0350
116	PA3584;PA1809;PA1555;PA0196;PA1609;PA0195;PA2023;PA3820;PA0662	PA3719;PA0228;PA3721;PA1217;PA5471;PA3195;PA0107;PA3514;PA3513;PA3724;PA3512;PA3232;PA4500;PA3476;PA5523;PA4918;PA3568;PA2566;PA3194;PA5313;PA0887;PA4290
117	PA4505;PA1095;PA1930;PA3584;PA1260;PA3514;PA1004;PA2573;PA1100;PA3351;PA4500;PA3352;PA3361;PA1458;PA1984;PA2920;PA1463;PA4812;PA1077;PA1443;PA3526	PA4588;PA2011;PA0524;PA4688;PA2446
118	PA2438;PA1438;PA0870;PA3512;PA2810;PA0204;PA3112	PA1095;PA1930;PA3495;PA4568;PA0296;PA0336;PA5067;PA5066;PA0263;PA0330;PA1092;PA4254;PA4274;PA2023;PA1342;PA1464;PA1004
119	PA5074;PA5080;PA1156;PA1000;PA5076;PA4430;PA0430;PA2991;PA1140;PA2645;PA2648;PA4429;PA2647;PA5505	PA4038;PA3554;PA4124;PA4773;PA3552;PA4774;PA3553;PA3557;PA1701;PA3558;PA2513;PA4122;PA0749;PA4125;PA3556;PA4123;PA4776;PA4777;PA2019;PA4121;PA3559
120	PA3181;PA3194;PA0844;PA5373;PA5415;PA3437;PA2373;PA3182;PA3193;PA0347;PA3195;PA3183;PA2637	PA3320;PA5302;PA1317;PA2513;PA1927;PA4670;PA2514;PA1319;PA2811;PA1320;PA1318;PA2512;PA5304;PA1692
121	PA3151;PA3159;PA2444;PA5281;PA3156;PA3148;PA3152;PA0782;PA2446;PA3426;PA5415;PA2445;PA4812;PA2442;PA0958;PA3155;PA5454;PA5119;PA3158;PA2969	PA4124;PA4985;PA1701;PA2194;PA4122;PA1694;PA4125;PA4123;PA0254;PA1696;PA4121;PA1692;PA3025
122	PA0524;PA0523;PA0105;PA4973	PA0997;PA3553;PA0998;PA1902;PA3600;PA1092;PA2512;PA5538;PA1087;PA4217;PA0132;PA1179;PA2193;PA4073;PA2513;PA3364;PA2509;PA1923;PA2012;PA4773;PA4121;PA1432;PA2507;PA1094;PA1024;PA0130;PA4064;PA2514;PA2321;PA0999;PA1421;PA2015;PA1518;PA3601;PA5541;PA2013;PA4065
123	PA1179;PA3531;PA4548;PA4956;PA3523;PA5445	PA4225;PA2553;PA3187;PA2248;PA1984;PA2512;PA4687;PA5435;PA4688;PA5302;PA2009;PA3364;PA4226;PA4228;PA2247;PA2514;PA0865;PA4231;PA4230;PA2555;PA4224;PA2000
124	PA2295;PA4193;PA4192;PA2294;PA2296;PA2444;PA5103;PA4195;PA4194	PA4225;PA2553;PA3187;PA3541;PA1984;PA3582;PA5452;PA2008;PA3300;PA0870;PA2009;PA4226;PA2007;PA4228;PA1340;PA3478;PA3724;PA1338;PA0865;PA3333;PA3479;PA4230;PA0524;PA5453;PA3547
125	PA0510;PA3584;PA0523;PA0524;PA3579;PA3392;PA1092;PA3582;PA1086;PA3526;PA1087	PA4225;PA4230;PA3719;PA2444;PA4224;PA2020;PA2446;PA4226;PA5415;PA1319;PA2445;PA4228;PA3337;PA1318;PA5216;PA5217;PA4231
126	PA4259;PA2446;PA0051;PA2644;PA1581;PA2639;PA2638;PA4257;PA4256;PA1584;PA2445;PA4242;PA4264;PA1582;PA1553;PA4255;PA3337;PA2641;PA2444;PA2637;PA3531;PA4252;PA2640;PA4249;PA2645;PA4261;PA1562;PA2648	PA4706;PA4225;PA2413;PA3600;PA2105;PA0523;PA1856;PA4226;PA2691;PA3929;PA4228;PA4707;PA2412;PA4708;PA1982;PA4470;PA4231;PA4230;PA2862;PA0524;PA4224;PA3601
127	PA1095;PA3608;PA1317;PA1094;PA2513;PA2412;PA2514;PA5415;PA3348;PA1092;PA1693;PA2512;PA1086;PA3526;PA1087	PA1871;PA3870;PA4236;PA2815;PA5172;PA2569;PA4774;PA0134;PA3557;PA4880;PA3877;PA4773;PA2019;PA3874;PA3914;PA5171;PA2018;PA0854;PA3876;PA3875;PA3872;PA3558;PA1562
128	PA5302;PA4811;PA5304;PA2813;PA2811;PA4812;PA4810;PA2812;PA3356	PA1002;PA1657;PA0999;PA0997;PA3333;PA4771;PA3476;PA3187;PA2193;PA0998;PA1000;PA1658;PA4504;PA1001;PA0080;PA3478;PA0958;PA0996;PA4209;PA3479;PA4217
129	PA1087;PA1950;PA2360;PA1260;PA5522;PA3361;PA2338;PA4812;PA4811;PA1256	PA5559;PA4741;PA4246;PA2217;PA4259;PA4276;PA4268;PA3832;PA3745;PA2744;PA4260;PA4433;PA1581;PA4257;PA2970;PA4256;PA5570;PA4272;PA4693;PA4748;PA1584;PA4263;PA4274;PA4239;PA4262;PA4245;PA4243;PA0579;PA5557;PA1582;PA4255;PA4271;PA5429;PA4244;PA4273;PA4247;PA4248;PA4258;PA4249;PA0920;PA4430;PA4240;PA4261;PA5554;PA3822
130	PA0510;PA3870;PA5176;PA0518;PA4810;PA0519;PA0523;PA1856;PA3392;PA5354;PA3877;PA4811;PA3874;PA0025;PA0024;PA5353;PA3876;PA3875;PA3872;PA3814;PA0524;PA4812;PA5355	PA1556;PA2009;PA3187
131	PA2339;PA1310;PA0098;PA0204;PA1686;PA4158;PA0262;PA0081;PA1393;PA2103	PA5236;PA1274;PA4189;PA0504;PA1553;PA0035;PA5199;PA4068;PA0609;PA5230
132	PA3554;PA3555;PA4189;PA3552;PA0427;PA3553;PA2317;PA3557;PA3558;PA4073;PA3600;PA0293;PA1024;PA3556;PA4188;PA3559	PA4127;PA4163;PA4128;PA4130;PA4148;PA4122;PA1430;PA4125;PA4180;PA4123;PA4158;PA4152;PA4153;PA4133;PA4124;PA4172;PA4121;PA4138;PA1693
133	PA1655;PA2947;PA4443;PA2944;PA1277;PA2203;PA2599;PA3442;PA3446;PA3935;PA3931;PA0896;PA1279;PA3938;PA4442;PA5508;PA1179;PA3443;PA0281;PA2083;PA3937;PA2062;PA1493;PA5025;PA1838;PA0280;PA0283;PA3444;PA2598;PA3936;PA4470;PA0282;PA2204;PA3445;PA1278;PA3449	PA0132;PA5106;PA1871;PA4613;PA3719;PA1946;PA5421;PA3721;PA0844;PA3364;PA0849;PA5313;PA0130;PA3236;PA5100;PA3366;PA5417;PA5098
134	PA5379;PA4163;PA5420;PA1602;PA2408;PA3236;PA4482;PA4264;PA5417;PA5508	PA4443;PA2203;PA3553;PA4193;PA3442;PA3446;PA3600;PA3935;PA2329;PA3931;PA2594;PA2310;PA3938;PA4442;PA3559;PA1179;PA3552;PA4774;PA2328;PA3557;PA3443;PA3364;PA3556;PA0281;PA2600;PA2083;PA3937;PA4773;PA1180;PA3554;PA3555;PA4192;PA2327;PA1493;PA1838;PA0280;PA0283;PA1320;PA3444;PA2598;PA3936;PA3448;PA4195;PA5103;PA4194;PA0282;PA2204;PA2948;PA3445;PA2202;PA3558;PA3449
135	PA0997;PA0082;PA0095;PA0998;PA0079;PA0077;PA0088;PA0782;PA0080;PA0078;PA1317;PA0281;PA0090;PA0996;PA0075;PA0081;PA0091;PA0280;PA1000;PA0084;PA0072;PA0085;PA0074;PA0087;PA0083;PA0999;PA2685;PA1001;PA0089	PA3719;PA3600;PA1602;PA3541;PA3366;PA5538;PA3545;PA1946;PA1514;PA3540;PA3364;PA3710;PA3724;PA1501;PA0130;PA0603;PA4205;PA1518;PA5421;PA3601;PA4206;PA1999;PA3551;PA4207;PA1326;PA3542;PA3547
136	PA3159;PA2570;PA5429;PA1317;PA2776	PA0997;PA3553;PA0082;PA0077;PA0095;PA0079;PA0998;PA0088;PA0080;PA0078;PA1002;PA4774;PA1856;PA3929;PA0090;PA0075;PA0996;PA4865;PA3930;PA0081;PA3555;PA0091;PA1000;PA0084;PA0072;PA0085;PA4776;PA0074;PA0087;PA0083;PA0999;PA2685;PA1001;PA0089
137	PA4225;PA3553;PA2512;PA3559;PA4774;PA3557;PA1317;PA2513;PA4226;PA3556;PA4228;PA4773;PA3554;PA3555;PA1320;PA4776;PA2514;PA1384;PA4231;PA4230;PA4224;PA1319;PA1318	PA0685;PA0678;PA3382;PA1694;PA2022;PA1254;PA4125;PA0347;PA0677;PA3545;PA1256;PA3375;PA1268;PA3319;PA4148;PA4123;PA0958;PA1696;PA4121;PA2352;PA1693;PA1719;PA1260;PA0680;PA1253;PA5523;PA3910;PA3383;PA3551;PA3547;PA1692
138	PA0997;PA0998;PA1694;PA4125;PA1717;PA1690;PA1697;PA4128;PA1725;PA4123;PA1696;PA4121;PA0996;PA1693;PA1719;PA1701;PA1695;PA1976;PA1000;PA4122;PA1723;PA1703;PA0999;PA4127;PA1691;PA1722;PA1698;PA1724;PA1001;PA1716;PA4124;PA1692	PA2008;PA0523;PA0524;PA3187;PA2553;PA2555;PA2013;PA2014;PA2000;PA5415;PA2445;PA2012;PA2442;PA2444;PA2011
139	PA0747;PA0082;PA2248;PA0080;PA1984;PA0872;PA2008;PA0870;PA2009;PA2007;PA5100;PA2012;PA3570;PA2011;PA2014;PA0084;PA0085;PA2249;PA2250;PA0865;PA5217;PA0083;PA2685;PA2013;PA2000;PA3569;PA0887;PA1999;PA4207;PA0081;PA1073;PA5153	PA0999;PA4307;PA3584;PA0997;PA1701;PA3333;PA2193;PA2261;PA0998;PA1000;PA1723;PA1001;PA1432;PA0996;PA2321;PA3523;PA1696;PA3478;PA1180;PA1693
140	PA5368;PA0844;PA0685;PA0678;PA3382;PA5297;PA2022;PA0347;PA0677;PA4209;PA1258;PA3378;PA3375;PA3377;PA5366;PA3319;PA0681;PA4351;PA3296;PA0684;PA4811;PA3379;PA2352;PA3384;PA5367;PA3374;PA0686;PA5369;PA0680;PA3910;PA0679;PA3383;PA3380;PA0683	PA2512;PA1317;PA2513;PA1319;PA1318;PA2514
141	PA3416;PA0887;PA4290;PA2523;PA2263;PA5445;PA0519;PA2261	PA0997;PA3553;PA0998;PA3236;PA3523;PA3559;PA0872;PA2008;PA3552;PA1100;PA2009;PA3556;PA4773;PA0996;PA5417;PA4777;PA5379;PA3555;PA1000;PA5419;PA4042;PA4064;PA0897;PA5416;PA0999;PA5420;PA3558;PA5421;PA1001;PA4307
142	PA1258;PA3584;PA3377;PA3379;PA0685;PA3382;PA3372;PA5388;PA0684;PA0677;PA1004	PA3552;PA1317;PA2013;PA3315;PA2011;PA5321;PA2826;PA1320;PA2444;PA1081;PA4688
143	PA1438;PA5353;PA1666;PA3374;PA1280;PA0350;PA2058;PA4930	PA4283;PA1655;PA3097;PA1823;PA3100;PA5140;PA1529;PA2902;PA3211;PA1614;PA0378;PA4376;PA4393;PA0967;PA0901;PA5443;PA4865;PA1890
144	PA0652;PA5559;PA4246;PA4007;PA1583;PA4259;PA5316;PA4740;PA4251;PA4276;PA5560;PA4270;PA4268;PA4250;PA4238;PA3745;PA1092;PA2742;PA3637;PA0934;PA4260;PA4433;PA1581;PA5277;PA4257;PA4256;PA3807;PA5570;PA1580;PA4272;PA3656;PA4748;PA1584;PA4274;PA4254;PA3001;PA4267;PA4751;PA4264;PA4262;PA5558;PA5013;PA4242;PA4239;PA4245;PA4243;PA4694;PA0432;PA0579;PA4241;PA4563;PA5557;PA1582;PA4253;PA4255;PA4449;PA4271;PA4450;PA4425;PA4244;PA5239;PA2623;PA4273;PA4942;PA5556;PA4247;PA4248;PA4385;PA1588;PA4568;PA3162;PA4258;PA4671;PA4252;PA3770;PA4249;PA4670;PA4240;PA1010;PA4261;PA5554;PA5555;PA4935	
145	PA2652;PA3159;PA3151;PA4310;PA3348;PA1318;PA2444;PA3155;PA3158;PA4307	PA0997;PA2592;PA4225;PA4211;PA3187;PA0998;PA1902;PA4130;PA2195;PA2408;PA3366;PA4209;PA4217;PA1002;PA1946;PA2193;PA2009;PA4226;PA3361;PA1904;PA4228;PA3478;PA0996;PA3724;PA1000;PA0865;PA3333;PA3479;PA0999;PA3476;PA4230;PA2194;PA1130;PA1901;PA4224;PA2000;PA1001;PA4133;PA1999;PA1903;PA1905;PA2409;PA0089
146	PA2008;PA3310;PA4458;PA5322;PA3540;PA5323;PA5045;PA2009;PA1959;PA2104;PA2007;PA3541;PA0130;PA2023;PA0854;PA2569;PA3551;PA3542;PA3547;PA2105;PA3545	PA1100;PA1799;PA3212;PA2536
147	PA3929;PA3930	PA0510;PA3446;PA5427;PA4235;PA0518;PA5172;PA0519;PA1657;PA1179;PA3552;PA0523;PA2193;PA1557;PA1555;PA3392;PA3877;PA1556;PA1180;PA0024;PA5171;PA1000;PA1561;PA3337;PA1656;PA5497;PA4205;PA2194;PA0524;PA0836;PA4133;PA5173
148	PA4316;PA4812;PA3929;PA4482;PA2962;PA0148	PA3310;PA1557;PA5202;PA2858;PA4669;PA0357;PA3600;PA4454;PA4953;PA1072;PA5429;PA2908;PA1070;PA4290;PA0865;PA1770;PA4977
149	PA0997;PA0998;PA1902;PA1217;PA0651;PA2408;PA1279;PA4217;PA1002;PA1317;PA1905;PA1904;PA0996;PA1000;PA2412;PA1320;PA3333;PA0999;PA1901;PA1001;PA1319;PA1903;PA4211	PA3584;PA0524;PA5500;PA3601;PA5541;PA3600;PA4065;PA2164;PA4064;PA2912;PA5539;PA3366;PA2913
150	PA2553;PA3417;PA3416;PA1092;PA2232;PA0175;PA2008;PA1930;PA2003;PA0178;PA1174;PA2009;PA4309;PA2007;PA1173;PA0176;PA3570;PA2247;PA2573;PA4027;PA1561;PA0179;PA4633;PA3337;PA2654;PA1337;PA3569;PA5355	PA3131;PA4969
151	PA4201;PA2570;PA4158;PA4747;PA0102;PA2857;PA3814	PA0768;PA3584;PA0609;PA0363;PA2217;PA2644;PA3582;PA5230;PA3820;PA3861;PA0935
