feature	positive_signature	negative_signature
13	PA5010;PA2947;PA3584;PA5281;PA2810;PA0219;PA4971	PA0296;PA0650;PA5045;PA1105;PA4953;PA1726;PA0263;PA5153;PA4425;PA4865;PA4776;PA4232;PA0036;PA2105;PA1375;PA1890
14	PA1225;PA4594;PA3187;PA4500;PA1249;PA2444;PA3193	PA3554;PA4051;PA3584;PA3552;PA4193;PA4192;PA1421;PA4195;PA3558;PA2018;PA3556;PA4773;PA0494;PA4194;PA2019
15	PA4385;PA0510;PA2584;PA4761;PA3392;PA2629;PA2018;PA4528;PA0597;PA1609;PA2968;PA5174;PA4687;PA0401;PA5435	PA1874;PA4208;PA3719;PA2144;PA3721;PA1902;PA2570;PA2162;PA2151;PA2163;PA1905;PA3477;PA2152;PA1904;PA2164;PA2153;PA2160;PA2147;PA5084;PA3724;PA2165;PA5497;PA4205;PA1901;PA4206;PA1903;PA4211;PA4207
16	PA3607;PA4208;PA3181;PA0890;PA3579;PA3194;PA4206;PA1959;PA3182;PA3193;PA3195;PA4205;PA2321;PA3183;PA4207	PA3151;PA4193;PA3514;PA4192;PA3156;PA3148;PA5103;PA3152;PA3155;PA4194;PA3366;PA1393;PA3559
17	PA4385;PA0501;PA0668;PA3181;PA1589;PA1809;PA5508;PA2019;PA2018;PA5155;PA1073;PA0896;PA5016;PA0904;PA3182;PA3820;PA0494;PA3735;PA5147;PA3183;PA4810	PA1874;PA1871;PA2592;PA4208;PA4211;PA2367;PA1902;PA2329;PA2570;PA1217;PA1249;PA4209;PA4217;PA0132;PA2328;PA2366;PA1317;PA3361;PA1904;PA3478;PA3724;PA1927;PA4205;PA3479;PA1130;PA1901;PA2368;PA4206;PA0530;PA4133;PA2365;PA1903;PA1905;PA4207
18	PA1274;PA3139;PA4771;PA1687;PA1609;PA2968;PA5174;PA1638;PA4688	PA5096;PA0106;PA0105;PA4209;PA0107;PA2008;PA1930;PA0178;PA1174;PA1905;PA2009;PA1904;PA3418;PA5100;PA3570;PA5098;PA2550;PA2920;PA0174;PA3333;PA0112;PA0177;PA2555;PA2000;PA1903;PA4211;PA2573;PA0108;PA5106
19	PA1002;PA1657;PA0083;PA0997;PA2711;PA0999;PA3476;PA2193;PA5316;PA0998;PA1000;PA4130;PA4122;PA2907;PA1001;PA0996;PA4133;PA4211;PA4121;PA1432;PA4217	PA4225;PA3459;PA4230;PA4224;PA1736;PA4226;PA4228;PA4064;PA1341;PA4435;PA5435
20	PA1554;PA3139;PA3310;PA1552;PA2828;PA0750;PA3735;PA4307	PA3914;PA5106;PA5096;PA5098;PA5353;PA3540;PA0480;PA5095;PA5354;PA3875;PA3541;PA3929;PA5100;PA3877;PA3876;PA3874;PA3872;PA3545;PA5355
21	PA3151;PA3159;PA1095;PA4918;PA5171;PA3156;PA3148;PA1094;PA3152;PA2105;PA1092;PA2739;PA3155;PA1086;PA4919;PA2104;PA3158;PA1087	PA0254;PA2018
22	PA3554;PA3555;PA4189;PA3552;PA0427;PA3553;PA3557;PA3558;PA4073;PA0293;PA0196;PA1024;PA3556;PA4188;PA3559	PA4124;PA4127;PA4163;PA4153;PA4128;PA4130;PA4148;PA4122;PA1430;PA4125;PA4180;PA4123;PA4161;PA4152;PA4158;PA4133;PA1696;PA4172;PA4121;PA4138;PA1693
23	PA4433;PA4264;PA1701;PA0958	PA2812;PA2811;PA2813
24	PA0872;PA3584;PA4225;PA4230;PA4224;PA2009;PA4226;PA1249;PA2811;PA3582;PA2813;PA4228;PA0865;PA2812;PA4231	PA1001;PA3333;PA3444;PA0958
25	PA4225;PA4706;PA4230;PA4224;PA4470;PA2413;PA4708;PA2531;PA3600;PA2412;PA4226;PA4158;PA2408;PA4228;PA2407;PA2389;PA2409;PA4707;PA4159;PA4231	PA4880;PA2446;PA5415;PA2445;PA4812;PA3877;PA2444;PA3366
26	PA1719;PA1691;PA1722;PA1701;PA1698;PA1695;PA1690;PA1697;PA1725;PA1723;PA1724;PA1694;PA1249;PA1716;PA1717;PA1696;PA1693;PA1692;PA1703	PA3181
27	PA1586;PA4443;PA3442;PA4276;PA3935;PA4270;PA4250;PA4238;PA3745;PA3820;PA4442;PA4260;PA3656;PA0281;PA1838;PA0283;PA3444;PA3936;PA0316;PA2204;PA1587;PA1610;PA4241	PA1874;PA2553;PA0844;PA4911;PA1254;PA2682;PA3236;PA2512;PA0182;PA5378;PA4909;PA2513;PA3364;PA5417;PA3570;PA3710;PA5379;PA3629;PA2507;PA0447;PA1260;PA3724;PA5419;PA2508;PA2514;PA1982;PA5416;PA3568;PA5420;PA5421;PA2000;PA3569;PA5418
28	PA0747;PA1174;PA0222;PA0749;PA1275;PA4418;PA5106	PA0157;PA2685;PA3651;PA2193;PA4399;PA4946;PA3217;PA2083;PA4839;PA0546;PA4314;PA0361;PA5568;PA1124
29	PA0510;PA2194;PA5171;PA2193;PA1557;PA1555;PA5427;PA0836;PA4236;PA1049;PA1561;PA0295;PA2195;PA5173;PA0518;PA3337;PA0835;PA5172;PA1556;PA0519;PA5230	PA3929;PA3930;PA4217
30	PA3361;PA1432	PA3181;PA2638;PA3187;PA0106;PA3194;PA1338;PA4500;PA4504;PA3193;PA5429;PA2408;PA2826;PA0958;PA1340;PA3182;PA1696;PA1341;PA3195;PA4205;PA3183
31	PA3300;PA4225;PA4230;PA4973;PA2862;PA4733;PA0106;PA4224;PA4500;PA5453;PA4226;PA1984;PA4228;PA5056;PA0958;PA4708;PA4231;PA5452;PA0107	PA1667;PA1661;PA1666;PA4130;PA3582;PA3559;PA4217;PA3562;PA0132;PA1657;PA1179;PA3584;PA5372;PA5508;PA3557;PA3561;PA5373;PA3556;PA3877;PA4456;PA5445;PA1180;PA3554;PA2018;PA1656;PA1320;PA1659;PA1658;PA1001;PA4133;PA1660;PA5304
32	PA1667;PA0510;PA1661;PA5357;PA3553;PA2408;PA1662;PA3559;PA1179;PA3552;PA4774;PA3557;PA5354;PA3556;PA3929;PA5100;PA4773;PA4865;PA1180;PA3930;PA4777;PA3554;PA3555;PA5353;PA4867;PA4776;PA3558;PA0920;PA1660;PA5106	PA1701;PA4771;PA0106;PA2009;PA0105;PA1693;PA4687;PA1432;PA0865;PA4688;PA0107
33	PA0652;PA5559;PA4847;PA4246;PA4007;PA1583;PA4259;PA4740;PA4251;PA5560;PA4268;PA4238;PA1092;PA3745;PA3313;PA2744;PA3637;PA0934;PA4260;PA4433;PA1581;PA4257;PA4256;PA3807;PA5570;PA1580;PA4272;PA4748;PA1584;PA4274;PA4254;PA3001;PA4267;PA4242;PA4264;PA4262;PA5558;PA4239;PA1585;PA3686;PA0432;PA0579;PA4483;PA5557;PA0968;PA4241;PA1582;PA4253;PA4255;PA4449;PA4271;PA4450;PA4425;PA4244;PA4273;PA5556;PA4247;PA5568;PA4248;PA4385;PA1588;PA4568;PA4258;PA4671;PA4252;PA4249;PA4670;PA4430;PA0887;PA4240;PA1010;PA4261;PA5554;PA3822;PA5555;PA4935	PA3416;PA1447;PA4810
34	PA0510;PA5427;PA4235;PA4236;PA0518;PA1049;PA5172;PA0519;PA0523;PA2193;PA1557;PA1555;PA3877;PA5230;PA1556;PA5171;PA1561;PA3337;PA0835;PA5497;PA2194;PA0524;PA0836;PA5495;PA0295;PA5173;PA2195;PA5304	
35	PA4433;PA4732;PA4758;PA3162;PA2638;PA4201;PA4483;PA4069;PA4956;PA1821;PA2612;PA3834;PA4232;PA5304;PA3482;PA1770	
36	PA4089;PA2674;PA4908	PA4741;PA1583;PA4403;PA4259;PA4740;PA5316;PA4944;PA0002;PA4251;PA5242;PA5560;PA4464;PA3745;PA2742;PA4406;PA3637;PA1581;PA4433;PA1505;PA4257;PA2638;PA2970;PA4256;PA5570;PA1580;PA4272;PA3656;PA1584;PA4274;PA4254;PA5013;PA4267;PA4751;PA4262;PA4242;PA1770;PA4239;PA4245;PA4243;PA3629;PA3686;PA0579;PA4483;PA4563;PA1582;PA0555;PA4255;PA3348;PA4425;PA4417;PA4244;PA4273;PA4247;PA3814;PA2637;PA4248;PA1588;PA2634;PA3162;PA4568;PA4258;PA4671;PA5110;PA4252;PA4249;PA4240;PA5161;PA4263;PA4241;PA2741
37	PA1874;PA1871;PA2367;PA0106;PA3415;PA3417;PA3416;PA2570;PA1249;PA0105;PA1092;PA0175;PA0113;PA3526;PA0107;PA5213;PA0180;PA1930;PA2369;PA2366;PA0178;PA2371;PA2370;PA0176;PA0179;PA3348;PA2373;PA0174;PA3346;PA0112;PA2360;PA0177;PA3568;PA2368;PA2566;PA0108;PA2365;PA4290;PA0704	PA1140;PA3545;PA5508
38	PA3609;PA3607;PA4771;PA3608;PA3610;PA2906;PA0072;PA4109;PA4043;PA0074;PA1273;PA5304;PA0081;PA2907	PA3187;PA0106;PA2553;PA3417;PA1249;PA1984;PA2815;PA2594;PA0105;PA1342;PA2008;PA1930;PA2366;PA1174;PA2009;PA3477;PA2007;PA3418;PA1173;PA1135;PA1339;PA1003;PA3478;PA1340;PA3570;PA3724;PA1338;PA0179;PA1341;PA1337;PA1247;PA3479;PA0177;PA2365;PA4211;PA2573;PA3569
39	PA0945;PA3651;PA1277;PA4569;PA0336;PA2906;PA0890;PA2019;PA1272;PA0944;PA2018;PA1959;PA4729;PA0421;PA3582;PA3821;PA3820;PA5304;PA2969	PA4211;PA4208;PA1902;PA4130;PA3935;PA2570;PA4209;PA4217;PA5106;PA0132;PA1657;PA1555;PA1557;PA5354;PA3361;PA1904;PA4207;PA5230;PA1556;PA3478;PA4205;PA3479;PA1901;PA1659;PA4206;PA1658;PA4133;PA5173;PA1903;PA1905;PA1660;PA5355
40	PA4092;PA2059;PA3505;PA3374;PA3970;PA5422;PA1311;PA5228;PA0203;PA4886;PA5549	PA0997;PA3654;PA2674;PA4626;PA2009;PA5131
41	PA3553;PA4011;PA4452;PA4810;PA2105;PA3559;PA1179;PA3552;PA4774;PA1078;PA3557;PA3556;PA3877;PA4456;PA4773;PA4811;PA3874;PA2104;PA4777;PA1180;PA3554;PA3555;PA4010;PA0130;PA4776;PA3876;PA3875;PA3872;PA4453;PA3558;PA4455;PA4454;PA0920;PA1081	PA4127;PA3517;PA4771;PA2536;PA1317;PA4128;PA0085;PA4122;PA4153;PA4125;PA3516;PA4123;PA3523;PA1320;PA4124;PA4121
42	PA1095;PA3333	PA0510;PA0024;PA0025;PA3870;PA4193;PA1856;PA0523;PA4192;PA3392;PA0524;PA0519;PA1249;PA0518;PA3875;PA2444;PA3874;PA3872;PA5508
43	PA4804;PA3512;PA3636;PA4415;PA0204	PA4931;PA0336;PA4645;PA0330;PA0555;PA1464;PA1726;PA0176;PA1004
44	PA0082;PA0095;PA0077;PA0088;PA0079;PA0080;PA0078;PA3582;PA5172;PA5508;PA3584;PA3579;PA0090;PA0075;PA0091;PA5171;PA0089;PA0084;PA0072;PA0085;PA0074;PA0087;PA0083;PA2685;PA2536;PA1156;PA5173;PA0081	PA2553;PA3187;PA2001;PA2248;PA2446;PA3366;PA2008;PA2009;PA3364;PA4504;PA2007;PA2012;PA5100;PA3710;PA3570;PA2011;PA5098;PA2247;PA1338;PA2014;PA4500;PA2249;PA2250;PA0130;PA2444;PA0865;PA2015;PA2555;PA2013;PA2000;PA3569;PA4133;PA1999;PA1073;PA5355
45	PA0999;PA4910;PA3629;PA2862;PA0106;PA0304;PA4909;PA0998;PA4912;PA3568;PA4911;PA0108;PA4908;PA4913;PA1001;PA0105;PA0112;PA0113;PA5039;PA0107	PA0777;PA2003;PA0523;PA5302;PA1701;PA2444;PA1317;PA3601;PA2014;PA3600;PA2000;PA1319;PA2445;PA1999;PA1318;PA1717;PA3876;PA5304;PA2382
46	PA3929;PA3930	PA0510;PA5427;PA4235;PA0518;PA1049;PA5172;PA0519;PA1657;PA0523;PA2193;PA1557;PA1555;PA3392;PA3877;PA5230;PA1556;PA3874;PA0024;PA5171;PA1561;PA3337;PA1656;PA3876;PA5497;PA3875;PA3872;PA2194;PA0524;PA0836;PA1659;PA0295;PA5173;PA2195
47	PA0997;PA3608;PA3452;PA0998;PA1902;PA1217;PA1984;PA1342;PA4217;PA1002;PA2008;PA0872;PA2193;PA1905;PA2009;PA1904;PA2007;PA1432;PA0996;PA1000;PA2444;PA0865;PA4496;PA0999;PA2194;PA1901;PA2000;PA5415;PA1001;PA1903;PA4211	PA4774;PA0196;PA3559;PA2514;PA0195;PA4776;PA4773;PA4777
48	PA1602;PA5304	PA0510;PA0025;PA0524;PA0523;PA1856;PA3392;PA2691;PA0518;PA5175;PA4811;PA0519;PA3872;PA3814;PA4207
49	PA0999;PA5523;PA0838;PA5570;PA5522;PA1931;PA0174;PA0173;PA4811	PA0083;PA0326;PA4206;PA5373;PA5429;PA1806;PA5426;PA2444;PA5549;PA5075;PA4207
50	PA0997;PA2592;PA1871;PA0998;PA4130;PA1249;PA1002;PA1657;PA2193;PA3477;PA2587;PA1003;PA0996;PA1432;PA3724;PA1000;PA0854;PA3479;PA0999;PA3476;PA1001;PA4133;PA4211;PA0143	PA3584;PA2555;PA1317;PA1024;PA0196;PA1319;PA1318;PA3582;PA1140;PA1320;PA3569;PA1321
51	PA5443;PA5493;PA5199;PA5223	PA1667;PA0997;PA2592;PA1871;PA4211;PA3187;PA0998;PA1902;PA4130;PA2195;PA1249;PA4217;PA1002;PA1657;PA1946;PA2193;PA1555;PA4226;PA3361;PA1904;PA4228;PA4123;PA4121;PA1003;PA3478;PA0996;PA1556;PA3724;PA1000;PA4122;PA3333;PA3479;PA0999;PA3476;PA2194;PA1658;PA1668;PA1001;PA4133;PA1905;PA4124
52	PA1798;PA4051;PA4193;PA4192;PA4195;PA1224;PA3361;PA4194;PA2232;PA1799	PA1095;PA3486;PA1094;PA2566;PA0604;PA2446;PA5415;PA3337;PA1092;PA2444;PA1086;PA1087
53	PA0084;PA0085	PA1694;PA4125;PA1717;PA1179;PA1690;PA1697;PA1725;PA4123;PA1696;PA4121;PA1693;PA1719;PA1701;PA1695;PA4122;PA1723;PA1703;PA1691;PA1698;PA1722;PA1724;PA1716;PA4124;PA1692
54	PA4158	PA3666;PA4259;PA5316;PA4251;PA4464;PA3352;PA4268;PA4250;PA4238;PA3745;PA5315;PA4237;PA2742;PA4406;PA4260;PA4433;PA1581;PA1589;PA1580;PA4272;PA3656;PA3361;PA5337;PA4274;PA4254;PA4242;PA4267;PA4751;PA4264;PA4245;PA4934;PA0579;PA4563;PA3351;PA3349;PA3348;PA4244;PA4273;PA4247;PA1588;PA4568;PA3162;PA4258;PA1587;PA3742;PA4252;PA4249;PA4263;PA2741
55	PA1770	PA4088;PA4038;PA4089;PA3914;PA1146;PA3589;PA3449;PA5541;PA0325;PA3590;PA4859;PA3877;PA5539;PA3876;PA0222;PA3379
56	PA2144;PA2570;PA2162;PA4209;PA2151;PA3100;PA2163;PA3477;PA0196;PA3364;PA2152;PA2164;PA2153;PA2160;PA2147;PA1932;PA2165;PA4172;PA1130;PA0156;PA1933;PA2155;PA1931	PA5568
57	PA0011;PA1514	PA4047;PA1586;PA0895;PA4733;PA5176;PA4687;PA5223;PA4053;PA3151;PA1552;PA3155;PA3159;PA3970;PA4776;PA5063;PA4939;PA4971;PA3158;PA4758;PA3770;PA1587;PA3152;PA1010;PA5259;PA5215
58	PA4867;PA4866;PA3004;PA1752;PA0421;PA3313;PA4776;PA3193;PA5445;PA4865;PA4777	PA3584;PA3719;PA3531;PA1514;PA5020;PA1927;PA1602;PA2408;PA3877;PA3337;PA5106;PA2550
59	PA1095;PA3486;PA2566;PA1094;PA4500;PA3372;PA1092;PA1086;PA1087	PA4051;PA4193;PA4192;PA1224;PA0504;PA3361;PA2232;PA3633;PA4195;PA4194
60	PA3687;PA5322;PA3540;PA5366;PA3600;PA2513;PA2514;PA1432;PA5429;PA3541;PA4064;PA0102;PA3551;PA3252;PA2512;PA3542;PA3547;PA2105;PA3545	PA1100;PA4073;PA5100;PA3861;PA4307;PA4110
61	PA1982;PA4163;PA1421;PA5098	PA0510;PA0997;PA4208;PA4193;PA3442;PA3446;PA0998;PA1902;PA3600;PA4130;PA3935;PA3931;PA2570;PA1217;PA0518;PA3523;PA1717;PA3938;PA0519;PA4209;PA4442;PA4217;PA1002;PA4613;PA0523;PA2193;PA3392;PA1905;PA3443;PA3522;PA3361;PA1904;PA0281;PA3937;PA0996;PA3478;PA1701;PA4192;PA0280;PA1000;PA1927;PA2412;PA0283;PA1320;PA3444;PA1716;PA4470;PA4194;PA4205;PA0999;PA2204;PA1722;PA3445;PA0524;PA1901;PA4206;PA1001;PA4133;PA1903;PA4211;PA4207
62	PA0083;PA0091;PA2536;PA0089;PA0077;PA0088;PA2513;PA0084;PA0085;PA2514;PA2682;PA0078;PA0090;PA0074;PA2512;PA0087	PA0510;PA0523;PA0524;PA1421;PA3392;PA0887;PA0518;PA0130;PA3582;PA4290;PA5445;PA0519
63	PA0747;PA0106;PA2446;PA1217;PA0105;PA0175;PA0107;PA0934;PA0180;PA0178;PA1174;PA1173;PA0176;PA3710;PA3570;PA2247;PA0179;PA2249;PA2250;PA1982;PA3568;PA2566;PA3569;PA0108;PA5355	PA3609;PA3607;PA0523;PA1778;PA0524;PA3560;PA4470;PA3392;PA3601;PA5541;PA3600;PA0782;PA4065;PA4064;PA5539;PA0074;PA0494;PA3875;PA5538
64	PA5559;PA1257;PA3609;PA3651;PA3608;PA3628;PA5172;PA4810;PA4688;PA1258;PA1317;PA5570;PA5516;PA4811;PA4245;PA4243;PA3159;PA1320;PA3607;PA5173;PA1319;PA1660;PA3610	PA2008;PA2892;PA0997;PA1437;PA5436;PA3187;PA4027;PA2009;PA2000;PA0996;PA2889;PA1806;PA0195;PA5103;PA5304;PA5435
65	PA3719;PA3628;PA3236;PA1317;PA3182;PA5445;PA5417;PA5379;PA4640;PA3232;PA5419;PA4172;PA2624;PA3183;PA3568;PA3194;PA5420;PA5421;PA0887;PA1319;PA4290;PA5418	PA0510;PA4443;PA3870;PA4193;PA3442;PA2203;PA3553;PA3446;PA3935;PA3931;PA0518;PA2594;PA3938;PA3356;PA0519;PA4442;PA1179;PA3552;PA0523;PA3392;PA3443;PA0281;PA3877;PA2083;PA4773;PA3937;PA3874;PA2011;PA3554;PA3914;PA0223;PA4192;PA1838;PA0280;PA1927;PA0283;PA3444;PA3936;PA4195;PA3876;PA3875;PA3872;PA0282;PA2204;PA3445;PA0524;PA2202;PA3558;PA4065
66	PA5559;PA0997;PA4847;PA0998;PA1002;PA3361;PA0996;PA5558;PA4846;PA1000;PA4042;PA2023;PA4205;PA5505;PA0999;PA5555;PA4431;PA1587;PA4430;PA0887;PA1001;PA2645;PA4211;PA2648;PA3822;PA2647	PA4973;PA3557;PA2408;PA2444;PA4773;PA2357
67	PA3579;PA3876;PA3584;PA3874;PA2813	PA1667;PA1871;PA0997;PA1661;PA3553;PA4211;PA0998;PA1902;PA3559;PA0399;PA1657;PA1002;PA3552;PA4774;PA1856;PA2193;PA3557;PA1317;PA1905;PA4226;PA4504;PA3556;PA1904;PA4773;PA1003;PA0996;PA1432;PA4777;PA3478;PA3554;PA5445;PA3555;PA3724;PA1000;PA1656;PA1320;PA4776;PA4969;PA3333;PA1247;PA3479;PA0999;PA3476;PA2194;PA1659;PA3558;PA1658;PA1001;PA1319;PA1318;PA2195;PA0143;PA1660;PA4207
68	PA3609;PA1277;PA3607;PA3608;PA3610;PA4645;PA3713;PA2352	PA4211;PA0747;PA2573;PA5171;PA2015;PA1174;PA2009;PA4236;PA0179;PA4500;PA3337;PA3418;PA5172;PA1135;PA0108;PA3570;PA2550
69	PA1667;PA3187;PA1666;PA1670;PA1101;PA2570;PA2408;PA1660;PA2409;PA3195;PA3584;PA1100;PA3182;PA2323;PA2018;PA2321;PA3479;PA3183;PA1669;PA2584;PA3181;PA3194;PA1668;PA2407;PA3193	PA0296;PA3446;PA5522;PA3935;PA4125;PA3541;PA3938;PA3356;PA3545;PA1856;PA3443;PA5422;PA4152;PA5100;PA3937;PA0750;PA4121;PA1432;PA3570;PA2913;PA2776;PA1701;PA3547;PA0604;PA1927;PA4500;PA0603;PA3444;PA5523;PA3445;PA5313;PA3551;PA5312;PA3542;PA3569
70	PA1871;PA0747;PA4208;PA4211;PA2553;PA3417;PA1902;PA4130;PA2248;PA2446;PA3416;PA2570;PA1092;PA0175;PA3366;PA4209;PA1087;PA4217;PA2008;PA0132;PA1930;PA0872;PA2003;PA2009;PA5354;PA3361;PA1904;PA2445;PA2012;PA2007;PA3418;PA1135;PA4207;PA3478;PA2011;PA3570;PA2247;PA5353;PA3724;PA2014;PA2249;PA2250;PA0865;PA4205;PA3479;PA2015;PA1901;PA2566;PA2013;PA4206;PA2000;PA4133;PA1903;PA1905;PA3569;PA5355	PA4121;PA4771;PA0196
71	PA0222;PA4376;PA1726;PA0749	PA4741;PA4276;PA4268;PA3745;PA4406;PA4053;PA4433;PA1581;PA4432;PA2970;PA3807;PA5570;PA4748;PA5337;PA4239;PA4751;PA4243;PA3159;PA4417;PA4244;PA2965;PA4273;PA3814;PA5110;PA3162;PA3770;PA4670;PA4240;PA3645;PA1010;PA1794;PA4241
72	PA1667;PA0997;PA2592;PA1661;PA4211;PA0998;PA1902;PA4130;PA2195;PA1662;PA1002;PA1657;PA2193;PA4502;PA1904;PA4068;PA5230;PA0996;PA3478;PA3686;PA3724;PA1000;PA1656;PA1320;PA3333;PA3479;PA0999;PA1669;PA3476;PA2194;PA1659;PA1658;PA1668;PA1319;PA1001;PA4133;PA1905;PA1660	PA1698;PA5415;PA2813;PA2811;PA4228;PA2444
73	PA5260;PA4316;PA5173;PA2408;PA4064;PA2409;PA4750;PA5501;PA4954	PA4613;PA1701;PA0223;PA3954;PA4206;PA4205;PA0323;PA4122;PA1024;PA0281;PA4207;PA1696;PA0182;PA0683;PA0680;PA3521
74	PA4038;PA4089;PA2340;PA0326;PA3874;PA0325;PA2513;PA0685;PA3875;PA2922;PA4865;PA4810;PA4811;PA3872	PA2008;PA2981;PA3148;PA3315;PA2009;PA1725;PA3506;PA3513;PA0679;PA2007;PA0130;PA3498;PA4442
75	PA3584;PA1277;PA2906;PA5176;PA3579;PA2903;PA4960;PA3582	PA3553;PA3600;PA2446;PA5539;PA5538;PA3559;PA2008;PA3552;PA1514;PA2009;PA3364;PA2445;PA1923;PA2007;PA3556;PA3877;PA4773;PA4777;PA3554;PA3671;PA1501;PA4064;PA2444;PA0879;PA3558;PA3601;PA5541;PA5415
76	PA3151;PA3159;PA3156;PA3148;PA2105;PA3152;PA4503;PA0958;PA3155;PA2104;PA3158	
77	PA3476;PA1432;PA2058;PA2105	PA3719;PA2413;PA3600;PA4759;PA2408;PA1092;PA5172;PA3559;PA1087;PA1095;PA3552;PA0523;PA4774;PA3877;PA4773;PA4121;PA2011;PA3554;PA5171;PA1094;PA0227;PA2412;PA3337;PA4064;PA0898;PA5420;PA3601;PA5541;PA5173;PA4065;PA1086
78	PA0156;PA3417;PA1470;PA4901;PA4786;PA5106	PA4741;PA1583;PA5316;PA4740;PA5560;PA3832;PA2744;PA3637;PA4217;PA1581;PA4433;PA4257;PA2970;PA4256;PA5570;PA1580;PA4272;PA1552;PA4748;PA3822;PA1584;PA4274;PA0609;PA4254;PA5013;PA4242;PA3636;PA4239;PA0546;PA4245;PA4243;PA0024;PA3686;PA0432;PA0579;PA5051;PA5557;PA0968;PA4241;PA1582;PA4696;PA4255;PA4244;PA5239;PA3480;PA4273;PA5568;PA0963;PA4568;PA4671;PA1156;PA4252;PA4670;PA4430;PA4240;PA3645;PA5554;PA4429;PA5555;PA3569;PA5215;PA5076
