feature	positive_signature	negative_signature
79	PA5368;PA0844;PA0685;PA0678;PA3382;PA5297;PA2022;PA0347;PA2105;PA0677;PA4209;PA3378;PA3375;PA3584;PA3377;PA3319;PA0681;PA4351;PA3296;PA0684;PA3379;PA2352;PA3384;PA5367;PA3374;PA0686;PA5369;PA0680;PA3910;PA0679;PA3383;PA0682;PA3380;PA0683	PA1317;PA2014;PA4868;PA1092;PA5471;PA2512;PA3400;PA3214
80	PA4910;PA2367;PA0106;PA4912;PA4911;PA0105;PA0107;PA2369;PA2366;PA2371;PA4909;PA4913;PA0195;PA2370;PA0085;PA1927;PA4908;PA0083;PA2862;PA3568;PA2368;PA5421;PA0263;PA1668;PA2365;PA1337;PA0108;PA2550	PA3671;PA3187;PA4130;PA3364;PA2446;PA0051;PA2000;PA1904;PA2445;PA1320;PA3478;PA2444;PA1999;PA1318;PA0439;PA3366;PA2321;PA3479;PA4207
81	PA0997;PA0998;PA1694;PA3236;PA2981;PA1690;PA1697;PA1725;PA1696;PA0996;PA5417;PA1693;PA1719;PA1695;PA1000;PA1723;PA5419;PA2508;PA5416;PA1703;PA0999;PA1691;PA1722;PA1698;PA5420;PA5421;PA5415;PA1001;PA1716;PA5418	PA1874;PA2584;PA3584;PA2550;PA4771;PA1421;PA3187;PA3540;PA5355;PA1658;PA4504;PA3541;PA3582;PA4064;PA3551;PA5501;PA0494;PA3547;PA0275;PA4110
82	PA0997;PA1871;PA2592;PA5163;PA4211;PA0998;PA1902;PA4130;PA2195;PA1217;PA1249;PA5172;PA0175;PA4209;PA4217;PA1002;PA1657;PA2193;PA3477;PA3361;PA1904;PA2587;PA3418;PA3478;PA0996;PA3724;PA1000;PA0179;PA3104;PA3333;PA1247;PA3479;PA0999;PA3476;PA0177;PA2194;PA1130;PA1901;PA1001;PA4133;PA5173;PA1903;PA1905;PA0143	PA1602;PA1070;PA1856
83	PA3171;PA3167;PA3803;PA4402;PA3650;PA3165;PA3111;PA3802;PA2408;PA5504;PA2968;PA4006;PA3166;PA3646;PA3820;PA3821;PA5217;PA4217	PA2507;PA4918;PA3607;PA4613;PA0747;PA2014;PA2513;PA2509;PA2514;PA3713;PA4152;PA2512;PA3569;PA3570
84	PA2652;PA1002;PA1657;PA2592;PA0997;PA0796;PA0999;PA2193;PA3476;PA0998;PA1000;PA1658;PA1001;PA0430;PA0996;PA2587;PA0143;PA1003;PA1432	PA1778;PA3557;PA2020;PA1317;PA2018;PA0196;PA1024;PA0879;PA1319;PA3556;PA1318;PA0195;PA1320;PA2019;PA4121;PA1321
85	PA2367;PA0782;PA2232;PA2105;PA2369;PA1930;PA2003;PA2366;PA2371;PA5100;PA2370;PA1135;PA2104;PA2920;PA2373;PA5103;PA3333;PA2360;PA2862;PA2368;PA2365;PA2573	PA4208;PA4771;PA2020;PA4206;PA0480;PA4207;PA0439;PA4205
86	PA3187;PA3195;PA4749;PA0872;PA2008;PA3584;PA2604;PA0870;PA2009;PA2007;PA5338;PA3182;PA4262;PA3478;PA2323;PA4932;PA2624;PA0865;PA2321;PA2261;PA3183;PA3181;PA3194;PA3193	PA4910;PA2947;PA0997;PA4912;PA2904;PA4911;PA3516;PA5137;PA3366;PA4909;PA3513;PA4226;PA3570;PA1701;PA1976;PA1000;PA1927;PA1982;PA2948;PA1421;PA3568;PA5420;PA5421;PA4307
87	PA0999;PA0510;PA0024;PA3870;PA0523;PA5353;PA1691;PA0524;PA3392;PA0998;PA3874;PA1000;PA2691;PA1001;PA0518;PA3875;PA3814;PA0494;PA0519;PA3872;PA1693	PA2513;PA5415;PA2682;PA3337;PA2444;PA2514;PA5098
88	PA2160;PA2153;PA2151;PA2147;PA1421;PA2144;PA2163;PA1932;PA2108;PA3352;PA2152;PA1984;PA3361;PA2164;PA4812;PA1931;PA4172;PA2162;PA2155;PA5538	PA2008;PA4414;PA4771;PA2000;PA2446;PA4412;PA1999;PA4415;PA2444;PA4411
89	PA1871;PA0106;PA3416;PA2570;PA0105;PA1092;PA2232;PA0175;PA0113;PA1087;PA0107;PA5213;PA1095;PA1930;PA0178;PA4309;PA3361;PA3418;PA1135;PA0176;PA2247;PA1094;PA0179;PA3348;PA0177;PA2566;PA2573;PA0108	PA4443;PA2204;PA2685;PA2948;PA3446;PA0283;PA0281;PA3444;PA3938;PA4442
90	PA2592;PA1871;PA4211;PA5427;PA3417;PA4236;PA1902;PA4130;PA2570;PA1249;PA1562;PA0105;PA1092;PA5172;PA1342;PA0175;PA3366;PA4217;PA1087;PA0132;PA1095;PA1930;PA0178;PA1174;PA2193;PA1905;PA3361;PA1904;PA3418;PA0195;PA3478;PA0176;PA5171;PA3724;PA1094;PA0179;PA3333;PA1337;PA3479;PA0177;PA1901;PA4133;PA5173;PA1903;PA2195;PA2573	PA0091;PA1856;PA3446;PA5420;PA0088;PA2018;PA1927;PA2691;PA1072;PA3437;PA3236;PA0089;PA5416
91	PA0018;PA3713;PA3607;PA3610	PA2553;PA1249;PA2815;PA3582;PA5172;PA0175;PA2008;PA1174;PA4880;PA2007;PA3418;PA1173;PA2011;PA3724;PA0179;PA0766;PA0865;PA3333;PA3479;PA0177;PA5173;PA1562;PA2573
92	PA2584;PA2634;PA0796;PA3568;PA1976;PA1580;PA3120;PA2446;PA0887;PA2445;PA1984;PA4290;PA2444;PA1982;PA5445;PA5355	PA0999;PA0997;PA3517;PA1525;PA0998;PA1000;PA1001;PA2813;PA2811;PA3523;PA0996;PA1310
93	PA1257;PA2473;PA4208;PA1487;PA0202;PA3745	PA0652;PA4733;PA4740;PA3832;PA2193;PA5422;PA1432;PA2011;PA4588;PA3138;PA3977;PA3088;PA0084;PA5349;PA1102;PA4482;PA5523;PA3751;PA5192;PA1813;PA1683;PA4316;PA5312;PA2812;PA3896
94	PA3486;PA2015;PA1287;PA3590;PA3252;PA3498	PA4283;PA0157;PA1277;PA3495;PA1272;PA4663;PA2904;PA3217;PA5349;PA0901;PA3725;PA4687;PA4937;PA5203;PA5394
95	PA3320;PA4973;PA5096;PA2809;PA3005;PA4646;PA2104;PA3516;PA4228;PA5100;PA2035;PA1342;PA2232;PA2105;PA5098	PA0132;PA3584;PA1130;PA1421;PA3579;PA3601;PA5541;PA3600;PA0896;PA4065;PA0130;PA1923;PA3582;PA2012;PA5539;PA4064;PA0897;PA5538;PA2011;PA5508
96	PA3584;PA3452;PA2413;PA2412;PA1658;PA0263;PA2408;PA3582;PA2407;PA2389;PA2409;PA2290	PA3553;PA3446;PA3931;PA4452;PA3938;PA4442;PA3559;PA1179;PA3552;PA4774;PA3557;PA1525;PA3443;PA0281;PA3556;PA4456;PA3937;PA4773;PA1180;PA4777;PA3554;PA3555;PA0283;PA4776;PA3444;PA3121;PA0282;PA3558;PA4455;PA4454;PA0230;PA4211
97	PA4375;PA0685;PA3187	PA3151;PA2981;PA2891;PA1783;PA3148;PA3152;PA3506;PA3929;PA3236;PA1279;PA1384
98	PA3914;PA1920;PA1856;PA5316;PA1637;PA4276;PA0662;PA2011	PA3607;PA4500;PA5429;PA5369;PA5106;PA2776
99	PA2008;PA0087;PA0098;PA5436;PA0088;PA2009;PA5435;PA2104;PA2007;PA1984;PA0865;PA2105;PA2103	PA0606;PA2512;PA3552
100	PA4910;PA5498;PA3600;PA4911;PA5388;PA5539;PA5501;PA5538;PA1843;PA1923;PA2912;PA5499;PA4980;PA2913;PA4947;PA1976;PA5500;PA1927;PA4064;PA2948;PA1518;PA3601;PA5541;PA4065	PA1661;PA3187;PA0228;PA0685;PA1217;PA3366;PA0872;PA2008;PA3378;PA3182;PA3478;PA4777;PA1000;PA2250;PA2444;PA0865;PA3183;PA3181;PA2555;PA3131;PA3194;PA2000;PA3383;PA1001;PA3193
101	PA3442;PA3874;PA4351;PA1999;PA1984;PA3444;PA0958;PA3875;PA3872	PA3553;PA0228;PA2413;PA2682;PA2408;PA1092;PA2512;PA3559;PA3552;PA4774;PA3557;PA2513;PA2509;PA2390;PA3556;PA2389;PA4773;PA4707;PA0439;PA4777;PA3554;PA2507;PA3555;PA0227;PA4122;PA2412;PA2508;PA4776;PA2514;PA4470;PA2321;PA3558;PA2407;PA2409
102	PA3584;PA2144;PA2513;PA2165;PA0896;PA3437;PA2164;PA3582;PA3372;PA2155;PA5524;PA2153;PA4980	PA4588;PA2944;PA3671;PA4192;PA3443;PA1319;PA3444;PA5137;PA4442;PA1321
103	PA1274;PA3651;PA4741;PA3187;PA0975;PA3193;PA0357;PA1638;PA2969	PA5094;PA5421;PA3250;PA0606;PA3551;PA4829;PA5100;PA0603;PA5103;PA3254;PA4110;PA0792;PA5098
104	PA0510;PA0025;PA0024;PA0523;PA0524;PA3392;PA3874;PA5354;PA0887;PA0518;PA3875;PA1092;PA3582;PA4812;PA4290;PA3876;PA0519;PA3872	PA0999;PA0997;PA1317;PA0228;PA0998;PA0227;PA2513;PA1000;PA2514;PA2682;PA5429;PA1319;PA1320;PA2444;PA2512;PA0996;PA2019
105	PA1874;PA1871;PA4208;PA0106;PA2144;PA3416;PA2570;PA0105;PA3195;PA0113;PA0107;PA5213;PA1930;PA2151;PA3478;PA2153;PA1079;PA2160;PA2165;PA0179;PA3346;PA4205;PA3479;PA0112;PA2566;PA4206;PA0108	PA1274;PA2944;PA1276;PA1281;PA3392;PA1280;PA1279;PA5075;PA4688
106	PA5559;PA4937;PA4246;PA4259;PA4251;PA4944;PA4941;PA3352;PA4268;PA1457;PA1092;PA3103;PA4433;PA4257;PA3807;PA4272;PA4274;PA4242;PA3001;PA4267;PA4751;PA4264;PA4232;PA5558;PA4239;PA0579;PA5067;PA3351;PA4271;PA3102;PA3213;PA4273;PA5556;PA4247;PA4248;PA4385;PA1588;PA4568;PA3162;PA0336;PA4258;PA1587;PA5068;PA5066;PA4249;PA4240;PA4261;PA2976;PA4241;PA5119;PA4935	PA0954;PA1303
107	PA3013;PA3608;PA2446;PA0872;PA2008;PA1225;PA0870;PA1317;PA2009;PA2007;PA2445;PA2442;PA4839;PA1321;PA1320;PA2444;PA0865;PA4973;PA5415;PA1319;PA1318;PA3569	PA1667;PA4225;PA0082;PA0095;PA0077;PA0088;PA0079;PA4125;PA2408;PA0078;PA3582;PA0080;PA5174;PA5538;PA5508;PA3584;PA4128;PA4226;PA4123;PA0090;PA4228;PA4773;PA4121;PA0075;PA0091;PA0089;PA4122;PA0084;PA0072;PA0085;PA0074;PA0087;PA0083;PA4374;PA2685;PA4230;PA2536;PA4224;PA5541;PA2407;PA4124;PA0081
108	PA0482;PA3601;PA5541;PA1927;PA0263;PA3374;PA5499;PA5538	PA2512;PA0749;PA2513;PA2509;PA2811;PA2508;PA2444;PA2514;PA3183
109	PA1554;PA2639;PA2604;PA1810;PA5560;PA4429;PA2637;PA4415;PA5516;PA4006;PA1049;PA2645;PA1794;PA2647;PA3636;PA5332;PA2969	PA4687;PA2711;PA3975;PA4733;PA4956;PA0428;PA2976;PA1464;PA1799
110	PA3651;PA4741;PA2944;PA3642;PA4276;PA4250;PA3745;PA3646;PA3820;PA2969;PA4110;PA4432;PA2970;PA1317;PA4748;PA4264;PA4700;PA0579;PA4563;PA0968;PA0593;PA0944;PA1927;PA4003;PA4244;PA4932;PA4006;PA5568;PA2584;PA4568;PA4455;PA3742;PA4670;PA3821;PA3803;PA5049	PA3445;PA3442;PA3446;PA5025;PA4236;PA3250;PA3931;PA3444;PA0193;PA4217
111	PA3584;PA1260;PA3540;PA3542;PA3600;PA2943;PA5429;PA3541;PA5388;PA3582;PA2815;PA4065;PA4172;PA3551;PA3547;PA5538;PA3545	PA4307;PA4225;PA4230;PA4774;PA3557;PA4224;PA3558;PA4226;PA4228;PA5100;PA4776;PA4231;PA4777;PA4773;PA4687;PA3526
112	PA2438;PA5500;PA3601;PA5541;PA3600;PA1927;PA4065;PA1923;PA1092;PA2912;PA5539;PA5499;PA5501;PA4064;PA5538;PA2913	PA0999;PA3562;PA0997;PA4225;PA3187;PA1946;PA0998;PA1000;PA2323;PA1001;PA0996
113	PA1257;PA1078;PA3320;PA1260;PA3514;PA0838;PA3601;PA1254;PA3426;PA3498	PA2368;PA2446;PA1686;PA3169;PA3659;PA1905;PA2514;PA4044;PA4411
114	PA5378;PA5379;PA5416;PA2339;PA0098;PA3083;PA5421;PA3600;PA5422;PA5419;PA3236;PA5417;PA5376;PA5538;PA2856;PA5418	PA2584;PA2473;PA5096;PA0403;PA3364;PA3217;PA1553;PA0421;PA5516;PA2442;PA0602;PA3618;PA0148;PA3366;PA5106
115	PA5559;PA5331;PA4246;PA1583;PA5316;PA4944;PA5560;PA4464;PA4268;PA4250;PA1092;PA2742;PA3637;PA4433;PA4257;PA2638;PA5570;PA5260;PA3656;PA2007;PA4242;PA4751;PA4262;PA5558;PA0579;PA4563;PA3348;PA4244;PA2623;PA4942;PA4273;PA4247;PA3814;PA4248;PA1455;PA2634;PA3162;PA4258;PA4671;PA4249;PA1010;PA4241;PA2741	PA2711;PA4351
116	PA5142;PA3642;PA0668;PA4568;PA5046;PA2019;PA3162;PA2629;PA4276;PA4272;PA2018;PA1552;PA3656;PA1553;PA1927;PA3822;PA3821;PA3820;PA4810;PA3861;PA2969	PA1871;PA4211;PA3333;PA0106;PA1174;PA1905;PA0704;PA1658;PA0108;PA5354;PA2365;PA1249;PA1904;PA0105;PA1903;PA5172;PA3478;PA3479;PA4217
117	PA1274;PA3609;PA3607;PA4973;PA3608;PA2536;PA1094;PA0196;PA4430;PA1092;PA1757	PA3687;PA1421;PA5499;PA2015;PA3540;PA0164;PA3601;PA3600;PA4065;PA4064;PA3582;PA3551;PA1905;PA2569;PA3542;PA3874;PA3545;PA5508
118	PA2317;PA4502;PA0263;PA0480;PA4316;PA4506;PA4773	PA3151;PA5445;PA3159;PA3514;PA3187;PA3148;PA3512;PA0206;PA3505;PA3506;PA3152;PA0205;PA3513;PA0202;PA2232;PA0203;PA3155;PA3504;PA3498;PA1393;PA5508
119	PA4225;PA4706;PA2413;PA2408;PA4209;PA3406;PA4226;PA2390;PA4228;PA2389;PA1003;PA3405;PA2531;PA2412;PA4158;PA4708;PA4470;PA4231;PA4230;PA4224;PA2407;PA2409	PA0132;PA4613;PA0523;PA0524;PA1946;PA1174;PA3531;PA3392;PA4205;PA4236;PA4880;PA4811;PA4206;PA0518;PA2826;PA1173;PA4812;PA2444;PA4810;PA0519;PA4207
120	PA4443;PA2203;PA2599;PA4193;PA1756;PA3442;PA3446;PA2446;PA3935;PA2329;PA3931;PA2594;PA3447;PA2310;PA3938;PA4442;PA0399;PA2328;PA2596;PA2513;PA3443;PA2309;PA2445;PA0281;PA2442;PA2600;PA2086;PA2083;PA3937;PA2062;PA2308;PA4192;PA2327;PA1493;PA5025;PA1838;PA0280;PA0283;PA3444;PA2444;PA2598;PA3936;PA0193;PA3448;PA4195;PA5103;PA4194;PA0186;PA2084;PA0282;PA2204;PA3445;PA2015;PA2202;PA3449;PA0184;PA2296	PA4351;PA3187
121	PA0997;PA3452;PA2446;PA1694;PA1717;PA5172;PA1310;PA1256;PA1690;PA1697;PA2840;PA1725;PA4123;PA1696;PA4121;PA0996;PA1693;PA1719;PA1701;PA5171;PA1695;PA1000;PA4122;PA1723;PA2444;PA1703;PA1691;PA1722;PA1698;PA1724;PA5173;PA5415;PA1716;PA4124;PA1692	PA5436;PA3187;PA3558;PA4206;PA4205;PA4375;PA4207;PA5445;PA5435;PA4777;PA3025
122	PA4230;PA4224;PA3187;PA4226;PA4158;PA4750;PA4470;PA4231	PA4918;PA3377;PA2446;PA5415;PA2445;PA3337;PA3313;PA2444;PA0440;PA2856;PA5508
123	PA4217;PA2009;PA4973;PA1984;PA5172	PA3553;PA2329;PA3582;PA4810;PA3559;PA1179;PA3552;PA4774;PA3584;PA3557;PA3556;PA4456;PA4773;PA4811;PA5445;PA1556;PA1180;PA4777;PA3554;PA3555;PA4640;PA2327;PA1561;PA3337;PA2991;PA2253;PA4776;PA3558;PA4455;PA0887;PA4812;PA4290;PA1692
124	PA1101;PA3437;PA1984;PA3195;PA5435;PA1078;PA1100;PA1084;PA1080;PA4309;PA2826;PA3350;PA4811;PA1079;PA1976;PA1103;PA4633;PA3232;PA1102;PA1982;PA1082;PA4520;PA3568;PA2654;PA0887;PA4812;PA4290;PA1081	PA0997;PA5051;PA3187;PA0998;PA2009;PA2000;PA2446;PA2570;PA0202;PA2445;PA1999;PA3014;PA2444
125	PA1646;PA3628;PA5377;PA0844;PA4911;PA3236;PA0582;PA0583;PA5372;PA5378;PA4909;PA5373;PA5422;PA1252;PA5417;PA5379;PA3629;PA5419;PA5416;PA4908;PA5420;PA5421;PA5415;PA5376;PA5418	PA0895;PA0896;PA1432
126	PA3579;PA3584;PA0851	PA0997;PA4211;PA3187;PA0998;PA1902;PA4130;PA2195;PA1694;PA1717;PA4217;PA1002;PA1657;PA2193;PA1690;PA1697;PA2009;PA1725;PA1904;PA4123;PA1696;PA4121;PA5445;PA3478;PA0996;PA1693;PA1719;PA1701;PA1695;PA1000;PA4122;PA1723;PA2081;PA1716;PA3333;PA3479;PA1703;PA0999;PA3476;PA1691;PA1722;PA2194;PA1698;PA1901;PA1724;PA0887;PA1001;PA4133;PA1903;PA1905;PA4124;PA1692
127	PA3818;PA4443;PA3181;PA4193;PA4854;PA1838;PA0654;PA3656;PA0283;PA0108;PA0281;PA2321;PA3182;PA5103;PA3195;PA1432;PA4442;PA3183	PA0747;PA3870;PA2553;PA2001;PA2248;PA2446;PA2815;PA4810;PA3366;PA0872;PA0132;PA2008;PA2003;PA1946;PA3557;PA0870;PA2009;PA5304;PA3877;PA2012;PA4435;PA4811;PA3874;PA2011;PA0447;PA3570;PA3914;PA2247;PA2014;PA2250;PA2249;PA0130;PA2514;PA0865;PA3876;PA3875;PA3872;PA2015;PA2555;PA3558;PA2013;PA2000;PA4133;PA1999;PA4812;PA1562;PA3569
128	PA2438;PA5498;PA1514;PA5500;PA3601;PA5541;PA3600;PA1927;PA2914;PA4065;PA1923;PA2912;PA4064;PA5539;PA5499;PA5501;PA5538;PA2913	PA2019;PA1217;PA1902;PA2018;PA0897
129	PA0482;PA3552;PA2317;PA0098;PA2634;PA0196;PA1024;PA4812;PA0195;PA4776;PA4290;PA3001;PA4810;PA5445	PA0999;PA3476;PA1179;PA0997;PA4973;PA0998;PA1000;PA1430;PA1001;PA0996;PA1432;PA0254;PA1003;PA5435
130	PA3628;PA0782;PA2570;PA2682;PA2512;PA3377;PA0265;PA4502;PA2513;PA2509;PA2813;PA5100;PA4506;PA5413;PA2507;PA3629;PA3724;PA2508;PA2444;PA2514;PA2368;PA0266	PA4418;PA0523;PA4771;PA0524;PA0604;PA3120;PA4430;PA0887;PA4417;PA2991;PA4290;PA3121;PA5445;PA3333
131	PA5443;PA4456;PA3584;PA4996;PA3751	PA2008;PA1437;PA4973;PA0523;PA0524;PA1514;PA1557;PA2015;PA2009;PA3600;PA1073;PA2007;PA3877;PA3832;PA1320;PA1318;PA2648;PA0865;PA3569;PA4688
132	PA5559;PA1554;PA4443;PA5560;PA0896;PA4442;PA2639;PA3097;PA0196;PA1552;PA0888;PA0958;PA1340;PA1770;PA4947;PA1553;PA4829;PA4385;PA4201;PA2566;PA4454;PA4430;PA0887;PA1999;PA4211;PA1337;PA4429	PA3405;PA1637;PA3721;PA3406;PA4158;PA5100;PA2105;PA5098
133	PA1552;PA1384;PA3514;PA2217	PA2652;PA0083;PA2948;PA4593;PA3608;PA0363;PA3751;PA0373;PA2858;PA5012;PA0749;PA1448;PA3004;PA5516;PA0350;PA3212;PA5223;PA4676
134	PA5368;PA5522;PA0844;PA0685;PA0678;PA3382;PA5297;PA2022;PA0347;PA0677;PA3378;PA3375;PA3377;PA5366;PA3319;PA0681;PA4351;PA3296;PA0684;PA3379;PA3384;PA5367;PA3374;PA0686;PA5369;PA0680;PA3910;PA0679;PA3383;PA0682;PA3380;PA0683	PA2512;PA2513;PA0887;PA4290;PA1081;PA2514;PA2321
135	PA4225;PA0747;PA2944;PA2248;PA3416;PA2815;PA3541;PA0872;PA2151;PA1317;PA4880;PA4226;PA2007;PA3929;PA4228;PA3570;PA3930;PA2249;PA2250;PA1320;PA4172;PA0865;PA4231;PA4230;PA3459;PA4224;PA3568;PA0156;PA2000;PA1319;PA1999;PA1318;PA1562;PA3569	PA1657;PA0510;PA5445;PA3333;PA0523;PA3872;PA3517;PA1555;PA0524;PA3392;PA3874;PA5139;PA0084;PA3361;PA0518;PA3875;PA0074;PA1556;PA0519;PA4209;PA4217
136	PA2339;PA0098;PA1856;PA2104;PA2105;PA2103	PA1130;PA0363;PA3725;PA3643;PA5095;PA5422;PA4068;PA2644
137	PA1002;PA5213;PA3476;PA0747;PA2573;PA3514;PA0998;PA3477;PA1000;PA1001;PA0996;PA1135;PA1757;PA5508	PA4640;PA1659;PA1666;PA3047;PA1317;PA2014;PA0849;PA4206;PA1668;PA3193;PA1656;PA2444;PA0766
138	PA4443;PA4225;PA3553;PA3442;PA3446;PA3187;PA0782;PA3935;PA3931;PA4759;PA4848;PA5174;PA3938;PA4442;PA3559;PA0399;PA1179;PA3552;PA4774;PA4761;PA3443;PA4226;PA0281;PA4228;PA2600;PA3556;PA2083;PA3937;PA4773;PA1180;PA3554;PA3555;PA5025;PA1838;PA0280;PA3004;PA0283;PA0400;PA5429;PA3444;PA3936;PA4231;PA0282;PA2204;PA4230;PA4385;PA3445;PA4224;PA3558;PA1326	PA3910;PA3319;PA0441;PA0175;PA0444;PA0174;PA4517
139	PA4588;PA5498;PA3159;PA4172;PA5500;PA3601;PA5541;PA3600;PA4911;PA1927;PA4065;PA1923;PA2912;PA4064;PA5539;PA5499;PA5501;PA2105;PA5538;PA2913	PA5302;PA1946;PA0849;PA4130;PA0782;PA2250;PA4812;PA2444;PA5304;PA5106
140	PA5242;PA3834;PA3171;PA3103;PA3227;PA5164;PA5260;PA0660;PA2612;PA3482;PA3214;PA1585;PA3987;PA4947;PA3999;PA4042;PA3213;PA2709;PA0766;PA5063;PA0482;PA1787;PA4758;PA3627;PA5068;PA2640;PA4646;PA4411	PA1637
141	PA5559;PA4443;PA4741;PA4246;PA1583;PA4259;PA4740;PA5316;PA4251;PA4276;PA4268;PA4250;PA4238;PA3745;PA4269;PA2742;PA4260;PA4433;PA1581;PA4432;PA4257;PA2970;PA4256;PA4761;PA2840;PA5570;PA4272;PA3656;PA4748;PA4274;PA4254;PA4242;PA4267;PA4239;PA4262;PA4264;PA4245;PA4934;PA0579;PA4563;PA3537;PA4253;PA4255;PA4271;PA4244;PA5239;PA4932;PA4273;PA5046;PA4247;PA5568;PA4248;PA4385;PA4568;PA4431;PA4258;PA4671;PA4252;PA3742;PA4249;PA4670;PA4430;PA4240;PA4133;PA4261;PA4263;PA4429;PA4241;PA4935	PA1874;PA0895;PA3629;PA2160;PA2151;PA0898;PA2144;PA5420;PA5421;PA3600;PA5415;PA0896;PA5419;PA2164;PA3236;PA5376;PA0897;PA4470;PA0899;PA5417;PA5418
142	PA4913;PA3524	PA4225;PA4230;PA0524;PA4224;PA3446;PA4226;PA1319;PA3929;PA4228;PA1320;PA3444;PA1318;PA2514;PA4470;PA4205;PA5417;PA4231
143	PA4973;PA0223;PA1061;PA0108;PA1320;PA0958;PA5137;PA3478;PA3479	PA0895;PA2555;PA2553;PA1555;PA1557;PA2413;PA0899;PA2013;PA0085;PA0896;PA2682;PA2445;PA2813;PA5100;PA2442;PA2444;PA2443;PA1556;PA2011
144	PA0082;PA0095;PA0077;PA0088;PA0079;PA0080;PA0078;PA3582;PA4810;PA1179;PA3584;PA3579;PA0090;PA4121;PA4811;PA0075;PA1180;PA3159;PA0091;PA0089;PA0084;PA0072;PA0085;PA0074;PA0087;PA0083;PA2685;PA1421;PA2536;PA1658;PA4812;PA0081	PA4973;PA1319;PA1318;PA1320;PA2272;PA2321
145	PA0510;PA0024;PA0025;PA0524;PA0523;PA1856;PA3392;PA0519;PA2412;PA2691;PA0518;PA3875;PA3874;PA3872;PA3814	
146	PA1586;PA4385;PA1589;PA4761;PA1587;PA4272;PA0782;PA4389;PA4749	PA1874;PA1871;PA4208;PA1902;PA3600;PA2570;PA3477;PA3361;PA3478;PA5058;PA3724;PA2412;PA4205;PA3479;PA3476;PA1130;PA1659;PA2566;PA4206;PA4133;PA4290;PA4211;PA4207
147	PA5302;PA1946;PA1553;PA5304;PA4812;PA0266;PA5445;PA5435	PA2512;PA0098;PA4470;PA2413;PA4205;PA2566;PA2513;PA1927;PA2412;PA2514;PA2104;PA2408;PA3372;PA2083;PA2389;PA2409;PA1384;PA2105;PA2103
148	PA3476;PA0945;PA2592;PA4310;PA3187;PA1856;PA1432;PA3480;PA5435;PA3526	PA3554;PA0895;PA3687;PA1179;PA3552;PA3553;PA4774;PA3557;PA4773;PA3555;PA0898;PA3558;PA3601;PA2018;PA3556;PA0897;PA4777;PA2019;PA3559;PA2550
149	PA0999;PA2008;PA0997;PA3608;PA3452;PA0998;PA2009;PA3600;PA1000;PA1001;PA3236;PA4839;PA3105;PA0996	PA3554;PA3555;PA1179;PA3552;PA3553;PA4774;PA3557;PA1557;PA4973;PA2536;PA3558;PA0084;PA2541;PA0518;PA3556;PA4776;PA4777;PA4773;PA1556;PA0519;PA3559
150	PA3151;PA3159;PA1375;PA1013;PA3350;PA3156;PA3148;PA3152;PA3155;PA2232;PA4969;PA3158	PA5010;PA1095;PA3187;PA1637;PA0480;PA4773;PA4777
151	PA5281;PA0098;PA0174;PA0205	PA5051;PA1317;PA3742;PA1580;PA5560;PA1155;PA0430;PA5429;PA2444;PA5553;PA4429;PA5049;PA3569;PA1556
152	PA1719;PA0091;PA1179;PA3651;PA4771;PA3333;PA4230;PA4973;PA2536;PA0077;PA0280;PA0089;PA0085;PA0281;PA0080;PA3444;PA1081;PA0087;PA4865;PA1180;PA1808	PA4910;PA5096;PA1646;PA0228;PA0226;PA4125;PA2570;PA0242;PA3236;PA2569;PA3545;PA5106;PA4092;PA0153;PA3540;PA4909;PA4913;PA4123;PA5100;PA4121;PA5417;PA5098;PA5379;PA4091;PA0227;PA4122;PA5095;PA5419;PA5416;PA5094;PA3568;PA5420;PA5421;PA4207;PA3547;PA5418
153	PA4808;PA5429;PA4812;PA4811;PA5304;PA5147;PA5508	PA2592;PA2553;PA1902;PA2446;PA2570;PA0519;PA4209;PA4217;PA0132;PA1657;PA1930;PA0523;PA2366;PA3392;PA1905;PA3364;PA3361;PA1904;PA2445;PA2442;PA2443;PA3478;PA3710;PA3570;PA3724;PA2920;PA0130;PA2444;PA3333;PA3875;PA3479;PA0524;PA1901;PA3568;PA4133;PA2365;PA1903;PA4211;PA3569
154	PA1581;PA3531;PA2638;PA1583;PA1174;PA2649;PA2647;PA4236;PA4880;PA1582;PA4430;PA1584;PA4812;PA2645;PA1562;PA2644;PA2648;PA4810;PA5445;PA4811	PA4706;PA4225;PA2413;PA2408;PA1856;PA4226;PA4228;PA2389;PA4707;PA3405;PA2531;PA2412;PA4158;PA4708;PA4470;PA5217;PA4231;PA4230;PA4513;PA4224;PA2407;PA2409
155	PA4225;PA4230;PA4224;PA2413;PA2407;PA1902;PA1905;PA2412;PA4226;PA2408;PA1904;PA4228;PA4211;PA4708;PA2409;PA4470;PA5217;PA4209;PA4231;PA4217	PA3914;PA3531;PA1421;PA1602;PA0530;PA3877;PA3876
156	PA4867;PA3392;PA4454;PA4375;PA1611;PA4205	PA3151;PA3382;PA2890;PA2903;PA3719
