feature	positive_signature	negative_signature
75	PA5372;PA3584;PA3310;PA3628;PA5177;PA5176;PA0206;PA4351;PA5373;PA1984;PA5172;PA5435	PA4804;PA1823;PA0363;PA3211;PA3970;PA1140;PA4006;PA0266;PA1432;PA1124
76	PA1095;PA3584;PA2685;PA1421;PA0082;PA3579;PA4205;PA0084;PA1602;PA0078;PA3582;PA2253;PA4207;PA0266;PA4264;PA3212;PA5508	PA2008;PA4505;PA2948;PA4973;PA5106;PA3187;PA2323;PA2009;PA2000;PA2007;PA3541;PA2321;PA1999;PA2263;PA0036;PA1073;PA0865;PA5098
77	PA3151;PA0579;PA1856;PA1946;PA0441;PA5103;PA4276;PA0679;PA0530;PA0011;PA2442;PA2444;PA3155	PA2009;PA2018;PA3294;PA1501;PA2365;PA5317;PA2645;PA5471;PA2644;PA5554;PA4919
78	PA0083;PA3181;PA3187;PA4519;PA3194;PA2323;PA2009;PA0084;PA0085;PA2446;PA1984;PA0958;PA3183;PA3182;PA3193;PA3195;PA2321;PA5452	PA3554;PA3555;PA3552;PA3553;PA4774;PA1421;PA3558;PA1417;PA3601;PA2011;PA3600;PA3556;PA4064;PA2012;PA0897;PA4777;PA4773;PA0899;PA5538;PA3559;PA4110
79	PA4385;PA0157;PA2247;PA4163;PA4918;PA5302;PA1809;PA0336;PA5555;PA4919;PA5558;PA4249;PA4272;PA4254;PA5554;PA5556;PA0494;PA5304;PA3356;PA5147;PA5508	PA2592;PA1871;PA1902;PA3600;PA1670;PA2329;PA2570;PA1249;PA5172;PA4217;PA1657;PA2328;PA3364;PA3361;PA1904;PA3929;PA3478;PA3930;PA5171;PA3724;PA3250;PA1927;PA1656;PA3333;PA4205;PA3479;PA3476;PA1659;PA1658;PA0263;PA4133;PA2365;PA4211;PA1660
80	PA0132;PA0130;PA4375;PA0685	PA3151;PA5084;PA2981;PA2891;PA3148;PA3152;PA0602;PA1384
81	PA1719;PA1722;PA1701;PA4310;PA1081;PA1723;PA1724;PA1656;PA1716;PA1077;PA1717;PA1696;PA3526;PA1079	PA4225;PA5377;PA3236;PA2815;PA2569;PA4110;PA5372;PA5378;PA1317;PA2513;PA4880;PA4226;PA4228;PA5417;PA1321;PA5379;PA5419;PA1320;PA0854;PA2514;PA5416;PA4230;PA5420;PA5421;PA1319;PA0230;PA1562;PA5376;PA5418
82	PA5559;PA4804;PA1438;PA3512;PA0204;PA4415;PA3832;PA4159;PA3636	PA4931;PA4645;PA0407;PA5184;PA0330;PA1464;PA1726;PA1004
83	PA1326;PA2570;PA4193;PA4192	PA4225;PA3553;PA1694;PA1249;PA3582;PA1717;PA3195;PA3559;PA5508;PA3584;PA1179;PA3552;PA5302;PA3557;PA1690;PA1697;PA1725;PA4226;PA2813;PA4228;PA1696;PA4811;PA5445;PA1180;PA1693;PA3554;PA1719;PA1701;PA1695;PA1723;PA4231;PA1703;PA1698;PA1722;PA4230;PA4224;PA0504;PA1724;PA0887;PA4812;PA4290;PA1716;PA5304;PA1692
84	PA0098;PA2217;PA1529;PA2105;PA1224;PA4055;PA0686;PA4748;PA1384;PA2104;PA1393;PA2103	PA2948;PA4973;PA1278;PA2810;PA4397;PA5304;PA5270
85	PA0510;PA3870;PA4193;PA0518;PA5172;PA4810;PA0519;PA4442;PA0523;PA1856;PA3392;PA0281;PA3877;PA4811;PA3874;PA3914;PA0025;PA0283;PA3876;PA4194;PA3875;PA3872;PA2204;PA0524;PA4812	PA3719;PA0849;PA2446;PA2445;PA2444;PA5217
86	PA4910;PA0106;PA4912;PA4911;PA1984;PA3236;PA2512;PA0107;PA5378;PA1179;PA4909;PA2513;PA4376;PA4913;PA5417;PA5379;PA3629;PA2507;PA2616;PA1260;PA5419;PA2338;PA2508;PA2514;PA1982;PA5416;PA4496;PA5420;PA5421;PA5376;PA0108;PA5418	PA1661;PA5096;PA3187;PA1666;PA2446;PA0051;PA2570;PA1657;PA1317;PA2445;PA2442;PA2011;PA5098;PA2014;PA1656;PA1320;PA2444;PA2015;PA1659;PA2013;PA1658;PA2000;PA3383;PA1319;PA1318;PA1999;PA1660;PA5106
87	PA1719;PA1691;PA1722;PA1701;PA3568;PA1690;PA4912;PA0325;PA3232;PA1723;PA0749;PA0887;PA4375;PA1716;PA4290;PA1717;PA1696;PA1692;PA5445;PA1693;PA1703	PA0282;PA2890;PA2981;PA0223;PA3446;PA3156;PA3005;PA3373;PA4442
88	PA3818;PA3609;PA3607;PA4771;PA3608;PA5118;PA4645;PA2906;PA3610;PA4272;PA3713;PA0582;PA2905;PA1275;PA0996;PA2352	PA4918;PA3030;PA2015;PA4502;PA0179;PA4500;PA3337;PA3418;PA3582;PA4776;PA1905;PA1135;PA4506;PA1247;PA2550
89	PA2015;PA2649;PA1946;PA4202;PA4375;PA2648	PA2413;PA2531;PA2513;PA2412;PA0920;PA2390;PA2514;PA2408;PA2409;PA2407;PA2389;PA2512;PA4470
90	PA1258;PA1581;PA1257;PA2203;PA1446;PA2970;PA5570;PA4415;PA1320;PA4159;PA3636	PA1798;PA3426;PA4812;PA5103;PA5210;PA0176
91	PA0482;PA1686;PA1552;PA2212;PA2470	PA3138;PA2890;PA3100;PA3131;PA5322;PA3361;PA5349;PA3313;PA0609;PA5111;PA3356
92	PA1719;PA1691;PA1698;PA1701;PA1722;PA1695;PA1690;PA1697;PA1725;PA1723;PA1724;PA1694;PA1984;PA1716;PA1692;PA1717;PA1696;PA1693;PA1703	PA3181;PA0085;PA3183;PA3182
93	PA1871;PA2367;PA3415;PA3417;PA3416;PA2570;PA1092;PA2232;PA3526;PA5213;PA1095;PA1930;PA2369;PA2003;PA2366;PA2371;PA1100;PA3418;PA3316;PA2370;PA1135;PA1094;PA2920;PA2373;PA4205;PA2360;PA2368;PA4206;PA2363;PA2365;PA2573;PA1086	PA2507;PA3181;PA5302;PA3187;PA2015;PA2555;PA0228;PA0227;PA3751;PA2513;PA2509;PA2514;PA3193;PA2682;PA2508;PA2512;PA3195;PA3356
94	PA1287;PA0323;PA0324;PA3310;PA0710	PA4260;PA3719;PA3088;PA4988;PA1280;PA3763;PA1463;PA0230;PA2979;PA1799;PA4406
95	PA4443;PA0997;PA2599;PA4193;PA3446;PA3935;PA3931;PA1694;PA2594;PA1717;PA3938;PA4442;PA0523;PA1690;PA1697;PA1725;PA3443;PA0281;PA1696;PA3937;PA4121;PA0996;PA1432;PA1693;PA2062;PA1719;PA1701;PA4192;PA1695;PA1838;PA0280;PA4122;PA1723;PA0283;PA3444;PA5103;PA4195;PA1703;PA1691;PA1722;PA2204;PA1698;PA3445;PA3120;PA1724;PA1716;PA1692	PA3568;PA0227;PA1902;PA1903;PA3333;PA4217
96	PA5171;PA0836;PA1555;PA1557;PA5427;PA1049;PA4351;PA1561;PA0295;PA5173;PA0518;PA3877;PA3337;PA5172;PA1556;PA0519;PA5230	PA1871;PA4225;PA4208;PA2008;PA4613;PA1856;PA4761;PA2513;PA4226;PA3929;PA4228;PA3478;PA3930;PA3724;PA0849;PA1927;PA2514;PA4470;PA0865;PA4205;PA3479;PA4231;PA4230;PA0524;PA4206;PA1319;PA1318;PA4211;PA4207
97	PA3151;PA3159;PA3156;PA3148;PA2105;PA3152;PA0958;PA3155;PA4280;PA2104;PA3158	PA4230;PA2858;PA2513;PA2514;PA4228;PA2512
98		PA1667;PA0997;PA2592;PA1661;PA4211;PA0998;PA1902;PA4130;PA2195;PA1217;PA1984;PA1662;PA2232;PA4209;PA4217;PA1002;PA1657;PA2193;PA2513;PA3361;PA1904;PA3478;PA0996;PA3724;PA1000;PA1656;PA2514;PA3333;PA3479;PA0999;PA3476;PA1130;PA2194;PA1901;PA1659;PA1658;PA1001;PA1903;PA1905;PA1660
99	PA3929;PA3930	PA0510;PA5427;PA4235;PA4236;PA0518;PA5172;PA0519;PA1657;PA0523;PA2193;PA1557;PA1555;PA3392;PA4351;PA3877;PA5230;PA1556;PA3874;PA5171;PA1561;PA3337;PA3876;PA5497;PA3875;PA3872;PA2194;PA0524;PA0836;PA0295;PA5173;PA4812;PA2195
100	PA1581;PA1809;PA3401;PA5453;PA1534;PA1584;PA3314;PA2969	PA4211;PA4208;PA3446;PA1902;PA3600;PA4130;PA2446;PA3931;PA5172;PA3938;PA4209;PA4217;PA5106;PA4613;PA2513;PA3361;PA1904;PA2445;PA2600;PA5100;PA1556;PA5171;PA0849;PA0283;PA3444;PA2444;PA3333;PA4205;PA1901;PA4206;PA5415;PA4133;PA5173;PA1903;PA1905;PA4207
101	PA2711;PA4401;PA4548;PA1927;PA4911;PA1984;PA4908;PA1272	PA3562;PA3584;PA3181;PA3187;PA4904;PA2144;PA3194;PA2323;PA2165;PA2164;PA3582;PA3183;PA3182;PA4290;PA3193;PA0357;PA3195;PA2321;PA4777
102	PA0091;PA2592;PA1661;PA1668;PA0080;PA0087;PA2105	PA0747;PA3446;PA2553;PA2413;PA2446;PA2408;PA2310;PA4073;PA2445;PA2442;PA5100;PA2389;PA3937;PA2443;PA2247;PA2412;PA2249;PA3444;PA2444;PA4708;PA2514;PA4195;PA4470;PA3568;PA2013;PA3569;PA5415;PA2407;PA2409;PA5304;PA5106
103	PA5357;PA2059;PA3404;PA3232;PA5371;PA3163;PA4748;PA2806;PA1456;PA1375;PA5508	PA0768;PA1655;PA0945;PA3629;PA5163;PA5277;PA1292;PA0342;PA4399;PA2009;PA4988;PA3217;PA3361;PA0011;PA5199;PA3831;PA3480;PA5162;PA4314;PA4280;PA2643
104	PA1257;PA3589;PA4097;PA1868;PA1487;PA2518	PA0652;PA0895;PA1586;PA3629;PA5163;PA1588;PA5164;PA0432;PA0336;PA1587;PA4251;PA4255;PA4464;PA1584;PA5161;PA0958;PA2796
105	PA3361;PA1813;PA2517	PA4246;PA3745;PA2644;PA4442;PA1581;PA2008;PA4257;PA4256;PA5570;PA0480;PA1584;PA4262;PA4245;PA0579;PA1582;PA5429;PA4244;PA4247;PA4205;PA0524;PA4258;PA0920;PA4430;PA4261;PA5554;PA1794
106	PA2160;PA2147;PA2151;PA0106;PA2144;PA2163;PA3319;PA3477;PA2165;PA0112;PA0108;PA2152;PA2164;PA2155;PA1931;PA0958;PA2162;PA4810;PA0113;PA2153;PA0107	PA4588;PA4225;PA3445;PA3446;PA4224;PA3443;PA2000;PA3935;PA4226;PA1662;PA3937;PA3938
107	PA4225;PA4706;PA2413;PA3600;PA2408;PA3582;PA2105;PA3584;PA4771;PA4226;PA2390;PA4228;PA2389;PA4707;PA2531;PA2412;PA4708;PA4470;PA4231;PA4230;PA4224;PA2407;PA2409	PA0524;PA2638;PA1174;PA1902;PA2446;PA5415;PA2445;PA4812;PA1173;PA2444;PA4811;PA4217
108	PA4225;PA2592;PA0997;PA1871;PA4310;PA0998;PA4130;PA0080;PA2193;PA1557;PA1555;PA1317;PA3477;PA4226;PA4504;PA4228;PA2587;PA1003;PA1432;PA0996;PA1556;PA3724;PA1000;PA1320;PA3333;PA3479;PA0999;PA3476;PA4230;PA4133;PA1319;PA1318;PA0143	PA3554;PA3584;PA3552;PA3557;PA3568;PA3558;PA2018;PA3556;PA2019;PA0494;PA3559
109	PA4385;PA3686;PA5243;PA3531;PA4761;PA5242;PA1254;PA0102;PA4750;PA1256	PA1874;PA2947;PA1871;PA0997;PA4208;PA4211;PA0998;PA1902;PA2329;PA2570;PA1217;PA5471;PA4217;PA1904;PA2912;PA0996;PA5084;PA2345;PA3724;PA1000;PA1927;PA4205;PA0999;PA1421;PA1901;PA4206;PA1001;PA1903;PA1905;PA4207
110	PA2232;PA5304;PA2904	PA3151;PA3159;PA1095;PA1179;PA3486;PA3476;PA2193;PA3724;PA1094;PA4130;PA3364;PA1003;PA4504;PA1092;PA0203;PA3155;PA1086;PA3498;PA3158;PA1087
111	PA2317;PA2018;PA4316;PA5471;PA2019;PA4777;PA4110	PA3187;PA3540;PA1687;PA5192;PA1338;PA3542;PA3547;PA3545;PA3541;PA1092;PA3551;PA1337;PA1341;PA1339;PA1340;PA3526
112	PA1719;PA1701;PA4310;PA5171;PA1317;PA5427;PA0402;PA0295;PA3713;PA1319;PA1318;PA1320;PA5172;PA4969;PA4307	PA0510;PA4208;PA3446;PA0228;PA0088;PA4130;PA2446;PA3931;PA2408;PA2512;PA3938;PA3559;PA0132;PA3552;PA0523;PA4774;PA3392;PA2513;PA2445;PA0090;PA4773;PA2019;PA3874;PA3555;PA0227;PA1000;PA0084;PA0283;PA0130;PA2444;PA2514;PA4205;PA3872;PA0083;PA2204;PA2685;PA3445;PA0524;PA3558;PA4206;PA4133;PA4207;PA0089
113	PA1095;PA3445;PA4193;PA3442;PA5508;PA1094;PA5541;PA3600;PA1927;PA3935;PA1092;PA3444;PA5539;PA1086;PA5538;PA1087	PA4225;PA3187;PA3195;PA3552;PA4771;PA4226;PA4228;PA3182;PA4707;PA1260;PA4500;PA0130;PA4470;PA2321;PA4231;PA3183;PA4230;PA3181;PA0524;PA4224;PA3194;PA0920;PA2263;PA3193;PA5304
114	PA1874;PA1871;PA4208;PA5163;PA4211;PA0106;PA3417;PA1902;PA4130;PA2446;PA3416;PA2570;PA1217;PA0105;PA1092;PA0175;PA0113;PA4209;PA4217;PA0107;PA1930;PA3477;PA3361;PA1904;PA2445;PA5100;PA2443;PA3478;PA3570;PA3724;PA0179;PA2444;PA3346;PA0865;PA4205;PA3479;PA1130;PA1901;PA2566;PA4206;PA4133;PA1903;PA1905;PA3569;PA0108;PA4207	PA2948;PA5508
115	PA2948;PA3361;PA5388;PA3645;PA4886;PA0357;PA1432;PA2969	PA4047;PA4053;PA1179;PA4733;PA3807;PA3918;PA1752;PA4412;PA4848;PA0949;PA5499;PA4110
116	PA4130;PA2248;PA2446;PA4613;PA1317;PA2009;PA1552;PA2445;PA2442;PA0958;PA2443;PA1321;PA1927;PA2249;PA1609;PA1320;PA2444;PA0865;PA2000;PA5415;PA4133;PA1319;PA1318;PA1999;PA5119	PA4225;PA3553;PA3559;PA1179;PA3552;PA4774;PA3557;PA4226;PA3556;PA4228;PA4773;PA4707;PA1003;PA1180;PA4777;PA3554;PA3555;PA2412;PA4776;PA2514;PA4470;PA1982;PA4231;PA4230;PA4224;PA3558
117	PA0441;PA0844;PA0685;PA0678;PA3382;PA2022;PA0347;PA1757;PA0677;PA3378;PA3375;PA3584;PA3377;PA5366;PA3319;PA0681;PA4351;PA0687;PA3296;PA3379;PA2352;PA3384;PA5367;PA4500;PA3374;PA0686;PA3373;PA5369;PA0680;PA3910;PA0679;PA3383;PA3380	PA2512;PA3211;PA2061;PA5471;PA2979
118	PA0997;PA2592;PA4225;PA3187;PA0998;PA2446;PA5435;PA4217;PA1225;PA1657;PA1078;PA2193;PA2009;PA4226;PA4504;PA2445;PA4228;PA3877;PA3155;PA4429;PA1340;PA3478;PA0996;PA3874;PA3159;PA3724;PA1000;PA3004;PA1656;PA2444;PA1341;PA0865;PA3875;PA5505;PA3479;PA0999;PA3476;PA1658;PA1337;PA1660	PA3584;PA0089;PA2020;PA0441;PA0323;PA2018;PA3582;PA2019;PA0494;PA0112
119	PA4031;PA3609;PA3607;PA4307;PA3310;PA1687;PA4645;PA1317;PA1838;PA0654;PA0976;PA1319;PA1318;PA1757;PA3610	PA0747;PA2553;PA2248;PA3541;PA3366;PA2008;PA3687;PA0134;PA1946;PA3540;PA2009;PA3364;PA3929;PA3570;PA2014;PA2015;PA4224;PA3568;PA2555;PA2013;PA2000;PA4344;PA1999;PA3569
120	PA3914;PA4973;PA2862;PA2444;PA3187;PA1338;PA2009;PA4130;PA4024;PA2446;PA5415;PA1072;PA0927;PA2445;PA1984;PA2007;PA2442;PA3877;PA4133;PA1073;PA2443	PA5372;PA0083;PA0091;PA3584;PA1701;PA3476;PA1421;PA4307;PA3579;PA1317;PA0079;PA0685;PA0085;PA1723;PA1602;PA3582;PA1320;PA4121;PA5445;PA0087;PA5508
121	PA3151;PA3159;PA4918;PA4310;PA3156;PA3148;PA2105;PA4503;PA3152;PA3155;PA2104;PA3158;PA4307	PA4973
122	PA3151;PA0524;PA2232;PA3155;PA0523	PA5010;PA3187;PA1094;PA4502;PA4500;PA4504;PA1072;PA4065;PA4506;PA1073
123	PA1871;PA2553;PA3415;PA3417;PA1902;PA4130;PA2248;PA2446;PA3416;PA2570;PA1249;PA1092;PA0175;PA2232;PA3366;PA4217;PA0132;PA0180;PA1930;PA2003;PA0523;PA0178;PA4309;PA5304;PA3361;PA1904;PA2445;PA2012;PA3418;PA3478;PA0176;PA2247;PA5058;PA3724;PA0179;PA2249;PA2250;PA2444;PA3479;PA1130;PA0524;PA1901;PA2566;PA4133;PA1903;PA4211;PA2573;PA3569;PA0704	PA4588;PA2948;PA4973;PA5192;PA4909;PA4912;PA0242;PA4442
124	PA1874;PA1871;PA4211;PA0106;PA1902;PA4130;PA2248;PA2570;PA1217;PA1249;PA2815;PA0105;PA1092;PA1562;PA0175;PA4217;PA0107;PA0180;PA1930;PA0178;PA1174;PA3100;PA2193;PA1905;PA3477;PA1904;PA3418;PA1173;PA3478;PA0176;PA3570;PA2247;PA5058;PA3724;PA0179;PA2250;PA0174;PA3333;PA3479;PA0177;PA2194;PA1901;PA2566;PA4133;PA1903;PA2195;PA2573;PA3569;PA0704	PA5372;PA5416;PA4973;PA3872;PA3446;PA3601;PA0088;PA3600;PA1927;PA2691;PA1072;PA4065;PA0281;PA3236;PA4068;PA4470;PA3874;PA5538;PA5508
125	PA1667;PA0997;PA2592;PA1661;PA4211;PA1666;PA0077;PA0998;PA1902;PA2195;PA1662;PA1717;PA2232;PA4209;PA4217;PA1002;PA1657;PA3151;PA2193;PA3361;PA1904;PA3155;PA1003;PA1432;PA0996;PA1719;PA3159;PA3724;PA1000;PA0085;PA1723;PA1656;PA1716;PA3158;PA0999;PA3476;PA2194;PA1901;PA1659;PA3152;PA1658;PA1668;PA1001;PA1903;PA1905;PA1660	PA0482;PA2008;PA2003;PA1317;PA1094;PA2009;PA1318;PA1320;PA3569;PA1087
126	PA0098;PA0441;PA0749;PA0078;PA3155;PA4811;PA3214	PA1581;PA3639;PA4973;PA2217;PA1292;PA0954;PA3194;PA3315;PA0263;PA5429;PA5321;PA4482;PA2644;PA0009;PA3183;PA2969
127	PA0091;PA3584;PA2685;PA0523;PA0524;PA1421;PA3579;PA3392;PA0604;PA0084;PA0085;PA0080;PA1092;PA3582;PA0090;PA4812;PA0266;PA4810;PA5445;PA4811	PA2008;PA4193;PA4192;PA3446;PA2553;PA3724;PA2555;PA4205;PA2009;PA2014;PA3364;PA2000;PA0896;PA2007;PA1999;PA2012;PA0958;PA4195;PA4194;PA3366;PA2011
128	PA0510;PA3446;PA4125;PA4180;PA0518;PA2644;PA0519;PA3545;PA2639;PA0523;PA3540;PA3392;PA4128;PA4123;PA4121;PA4163;PA4122;PA3004;PA2648;PA4127;PA0524;PA5436;PA4133;PA4124	PA3555;PA4225;PA4189;PA4230;PA3557;PA4224;PA4073;PA3406;PA4226;PA1668;PA3454;PA4228;PA2442;PA4188;PA2444;PA4231;PA5098
129	PA0999;PA2592;PA0997;PA4193;PA3547;PA3540;PA0998;PA1000;PA1001;PA1432;PA3541;PA3551;PA2232;PA1003;PA0996;PA3542	PA3554;PA3159;PA1095;PA4208;PA4774;PA2536;PA1094;PA4202;PA3558;PA2566;PA4206;PA1024;PA4207;PA3556;PA1092;PA0958;PA4773;PA1086;PA4205;PA4777;PA1087
130	PA1946	PA4211;PA4208;PA0082;PA0095;PA0077;PA0088;PA0079;PA1902;PA4759;PA1217;PA0080;PA0078;PA3582;PA0494;PA4217;PA1657;PA3584;PA4774;PA1904;PA4375;PA0090;PA4121;PA0075;PA0091;PA0089;PA0084;PA4122;PA0072;PA0085;PA0073;PA0074;PA4205;PA0087;PA0083;PA2685;PA2536;PA1901;PA4206;PA1658;PA1903;PA1905;PA0081;PA4207
131	PA1002;PA1871;PA1179;PA2247;PA0106;PA2368;PA2566;PA1902;PA0704;PA3416;PA1904;PA1092;PA1135;PA4687;PA3333;PA1180	PA4443;PA3584;PA2948;PA3531;PA5035;PA3579;PA0228;PA2840;PA2904;PA0227;PA1278;PA4812;PA3582;PA2514;PA0494;PA4810;PA4811;PA3183;PA5508
132		PA1586;PA3666;PA5163;PA4259;PA5316;PA4944;PA4251;PA4464;PA3352;PA4268;PA4250;PA1457;PA3745;PA4238;PA4237;PA2742;PA4406;PA4260;PA4433;PA1581;PA0098;PA2638;PA1589;PA1580;PA4272;PA3656;PA5337;PA4274;PA4254;PA4242;PA4267;PA4751;PA4262;PA4264;PA4245;PA0579;PA4563;PA3351;PA3349;PA3348;PA1609;PA2623;PA4273;PA0865;PA4247;PA3814;PA1588;PA4568;PA3162;PA4258;PA1587;PA3742;PA4252;PA4249;PA4263;PA4241;PA2741
133	PA1667;PA0997;PA2592;PA1661;PA1871;PA4211;PA1666;PA0998;PA1902;PA4130;PA2195;PA1662;PA5172;PA4209;PA4217;PA1002;PA1657;PA2193;PA1555;PA3477;PA3361;PA1904;PA3478;PA0996;PA5171;PA3724;PA1000;PA1656;PA3333;PA3479;PA0999;PA3476;PA1130;PA2194;PA1901;PA1659;PA1658;PA1668;PA1001;PA4133;PA5173;PA1903;PA1905;PA1660	PA4125;PA4121;PA2813;PA2811;PA4122
134	PA0997;PA1661;PA0082;PA3187;PA1666;PA0077;PA0998;PA0079;PA0088;PA0080;PA0078;PA1662;PA2105;PA1657;PA2193;PA1555;PA3364;PA3294;PA0090;PA2012;PA0075;PA0996;PA2011;PA0091;PA0089;PA0954;PA1000;PA0084;PA2014;PA0085;PA1024;PA0074;PA4205;PA0083;PA0999;PA2685;PA1511;PA2536;PA2015;PA4206;PA1658;PA0263;PA1668;PA2195;PA0087;PA4207	PA4613;PA1421;PA0106;PA5508;PA4909;PA4912;PA0112;PA0108;PA1092;PA2514;PA0494;PA3547;PA0113;PA0107
135	PA0523;PA0524;PA3452;PA1856;PA1317;PA5176;PA3392;PA5373;PA5415;PA1319;PA0518;PA1217;PA1249;PA1320;PA2444;PA1318;PA0519;PA3814;PA1321	PA1657;PA1555;PA1501;PA5173;PA1049;PA3876;PA1556;PA3875;PA4442
136	PA2685	PA1719;PA1691;PA1722;PA1701;PA1698;PA1695;PA1690;PA1697;PA1725;PA1723;PA0295;PA1724;PA1694;PA1716;PA1320;PA1717;PA1696;PA1693;PA1692;PA1703
137	PA1001;PA4771	PA3156;PA1092;PA3504;PA3498;PA2105;PA1087;PA3151;PA1095;PA3514;PA3513;PA3155;PA2104;PA3159;PA3148;PA3512;PA1094;PA4503;PA3158;PA4918;PA0206;PA3505;PA3152;PA2739;PA0203;PA1086;PA4919
138	PA1667;PA0997;PA2592;PA1661;PA4211;PA1666;PA0998;PA1902;PA4130;PA2195;PA1249;PA1662;PA4217;PA1002;PA1657;PA2193;PA1555;PA3477;PA3361;PA1904;PA1432;PA3478;PA0996;PA3724;PA1000;PA1656;PA0603;PA1246;PA3333;PA1247;PA3479;PA0999;PA3476;PA2194;PA1901;PA1659;PA1658;PA1668;PA1001;PA4133;PA1903;PA3475;PA1905;PA1660	PA5372;PA0523;PA0524;PA1856;PA3392;PA3182;PA4470
139	PA1095;PA1382;PA3316;PA1100;PA1997;PA4901;PA2920;PA0387;PA1092;PA4786;PA2573;PA5106;PA3526;PA1087	PA4031;PA5316;PA4740;PA5560;PA5128;PA0927;PA3166;PA3646;PA1581;PA4433;PA4559;PA4432;PA4257;PA5080;PA2970;PA5570;PA1584;PA2811;PA4245;PA5051;PA4563;PA5557;PA1582;PA4696;PA4932;PA3480;PA4273;PA5568;PA4568;PA4567;PA4258;PA4671;PA4670;PA3822
140	PA0510;PA0024;PA0025;PA4193;PA0523;PA1856;PA0524;PA3392;PA4235;PA0519;PA2412;PA2691;PA0518;PA3875;PA4470;PA3874;PA3872;PA3814	PA3558;PA3337
141	PA5070;PA4846;PA3438;PA2321;PA2666	PA2514;PA2516;PA4152;PA4911
142	PA0997;PA2592;PA1871;PA0998;PA4778;PA1249;PA4217;PA0399;PA1002;PA4771;PA2193;PA1905;PA3477;PA2587;PA1003;PA1432;PA0996;PA3478;PA4588;PA3724;PA1000;PA3104;PA1246;PA3876;PA3333;PA1247;PA3479;PA0999;PA3476;PA2194;PA1001;PA1903;PA4211;PA0143	PA4307;PA1701;PA4613;PA5171;PA1557;PA0849;PA1024;PA5173;PA3337;PA5172;PA3570
143	PA3181;PA4771;PA2649;PA3194;PA3004;PA3182;PA3193;PA5445;PA3183	PA4038;PA4225;PA5096;PA5098;PA4189;PA5353;PA4230;PA0524;PA4224;PA5355;PA4226;PA5354;PA4228;PA5100;PA4188;PA0074;PA0112;PA4231;PA0107
144	PA1095;PA1421;PA1165;PA1094;PA0204;PA4109;PA2905;PA3725;PA5549;PA4418;PA1087	PA3030;PA0773;PA4399;PA5338;PA3480;PA4068;PA4411
145	PA2438;PA5498;PA5500;PA3601;PA5541;PA3600;PA1927;PA4065;PA1923;PA2912;PA4064;PA5539;PA5499;PA5501;PA2105;PA5538;PA2913	PA1856
146	PA4225;PA0082;PA0095;PA0077;PA0088;PA0079;PA0080;PA0078;PA0098;PA5302;PA4226;PA2541;PA4228;PA0090;PA0075;PA0081;PA0091;PA0084;PA0072;PA0085;PA1024;PA0073;PA0074;PA4231;PA0087;PA0083;PA2685;PA4230;PA2536;PA4224;PA0749;PA0089	PA4708;PA5173;PA4707;PA2409;PA5172
147	PA2438;PA5498;PA3600;PA1092;PA5539;PA5501;PA5538;PA1087;PA1095;PA1923;PA2912;PA5499;PA2913;PA1094;PA5500;PA1927;PA2914;PA4064;PA3601;PA5541;PA4065;PA1086	PA0872;PA0895;PA0132;PA4208;PA5302;PA0228;PA4206;PA2513;PA0293;PA2514;PA0896;PA3523;PA5100;PA0897;PA2512;PA0865;PA5304;PA4205;PA5106;PA4207
148	PA2639;PA5316;PA3477;PA4429;PA2637;PA2914;PA4415;PA2645;PA4006;PA1049;PA4159;PA1794;PA3636;PA5332;PA2969	PA0380;PA4727;PA2711;PA3975;PA5436;PA4733;PA4956;PA2976;PA4284;PA4687;PA1799;PA4865
149	PA1586;PA0077;PA0079;PA0085;PA4270;PA5554;PA1609;PA3646;PA3820	PA1874;PA2160;PA1871;PA2151;PA2147;PA3724;PA2144;PA2163;PA3477;PA2513;PA3364;PA2165;PA2570;PA2164;PA3570;PA4152;PA2514;PA3569;PA3366;PA3710;PA2011
150	PA3320;PA3459;PA3377;PA4861;PA2942;PA1598;PA5106	PA0851;PA3977;PA3088;PA1610;PA4988;PA2212;PA0242;PA0130;PA5174;PA1104;PA4044;PA1375;PA4749;PA4110
151	PA0510;PA0024;PA0025;PA0524;PA0523;PA1856;PA3392;PA0519;PA2691;PA0518;PA3875;PA4812;PA3874;PA3872;PA3814	PA2514;PA2512;PA4613;PA2513
152	PA3555;PA4771;PA3608;PA0293;PA5429;PA0080;PA3610	PA0747;PA2553;PA0106;PA1984;PA0105;PA2815;PA0107;PA1930;PA0178;PA1174;PA4913;PA1904;PA3929;PA5100;PA3418;PA3570;PA2014;PA0174;PA0177;PA2015;PA2555;PA3568;PA2013;PA2000;PA2573;PA3569;PA0108;PA2550
153	PA0872;PA3584;PA0865;PA2009;PA3582;PA4942;PA0494;PA4209;PA3479	PA3554;PA3552;PA4774;PA2329;PA2813;PA2811;PA4773;PA4687;PA2812;PA2321
154	PA2652;PA3479;PA1095;PA4279;PA1421;PA2629;PA3477;PA0896;PA2570;PA2585;PA1092;PA1081;PA4854;PA3478;PA3861;PA3526	PA0999;PA0997;PA0134;PA3540;PA3542;PA0998;PA4073;PA4122;PA4123;PA3541;PA5082;PA3551;PA4121;PA3547;PA3545;PA4110
