feature	positive_signature	negative_signature
10	PA0232;PA2203;PA4193;PA3442;PA3446;PA2599;PA0228;PA0226;PA3935;PA3931;PA2682;PA2594;PA2512;PA3447;PA2310;PA3938;PA0185;PA2295;PA2513;PA3443;PA2309;PA2509;PA2600;PA5100;PA2086;PA2083;PA3937;PA2507;PA2308;PA4192;PA0227;PA0283;PA2307;PA2508;PA3444;PA2598;PA2514;PA0193;PA3448;PA3936;PA4195;PA5103;PA4194;PA0186;PA2084;PA2204;PA0282;PA3445;PA2202;PA3449;PA0184;PA2296;PA2357;PA5106	PA5445;PA1179;PA0997;PA3552;PA3517;PA0998;PA1000;PA3522;PA0597;PA1001;PA3516;PA3523;PA3195;PA1180
11	PA2947;PA3584;PA4401;PA5281;PA3315;PA2810;PA1810;PA3382;PA4971	PA0482;PA4931;PA0650;PA3250;PA5045;PA1105;PA4500;PA4953;PA0263;PA2612;PA4425;PA3213;PA4776;PA3170;PA3227;PA1726;PA5153;PA1272
12	PA3337;PA0295	PA3914;PA0510;PA0024;PA0025;PA3870;PA0523;PA1856;PA0524;PA3872;PA3392;PA2009;PA0519;PA2000;PA2691;PA0518;PA3875;PA3876;PA3874;PA0865
13	PA3151;PA3159;PA1095;PA4918;PA3156;PA3148;PA1094;PA3152;PA2105;PA1092;PA2739;PA3155;PA1086;PA4919;PA2104;PA3158;PA1087	PA0254;PA4771
14	PA2634;PA3814	PA0997;PA2592;PA1661;PA4211;PA0998;PA4130;PA2195;PA4217;PA1002;PA1657;PA2193;PA2587;PA5230;PA1003;PA1432;PA0996;PA3724;PA1000;PA3333;PA0999;PA3476;PA2194;PA1659;PA1658;PA1001;PA4133;PA1905
15	PA4443;PA4246;PA5316;PA4251;PA4276;PA4268;PA3646;PA2742;PA4260;PA4433;PA4272;PA3656;PA4254;PA4242;PA4274;PA4239;PA4267;PA4264;PA4865;PA0579;PA4563;PA4273;PA5046;PA4248;PA4568;PA3162;PA4258;PA4252;PA4249;PA4240;PA4263;PA4241	PA2553;PA5522;PA2248;PA3236;PA2264;PA3366;PA3364;PA2012;PA5417;PA1393;PA3570;PA2160;PA0849;PA2014;PA2249;PA5419;PA2250;PA1384;PA5416;PA3568;PA5421;PA2263;PA3569;PA5418
16	PA3629;PA5236;PA5140;PA1072;PA1984;PA4810;PA1073	PA1667;PA1871;PA4211;PA3721;PA1902;PA4130;PA2446;PA2570;PA4209;PA4217;PA1856;PA2193;PA3361;PA1904;PA3478;PA3930;PA3159;PA3724;PA1927;PA3333;PA4205;PA3479;PA1130;PA2194;PA1901;PA2566;PA4206;PA4133;PA1903;PA1905;PA4207
17	PA3584;PA3552;PA3553;PA2444;PA2446;PA5415;PA2445;PA3172;PA3582;PA1092;PA1326	PA0999;PA0510;PA1661;PA0997;PA3870;PA0523;PA1856;PA1555;PA0524;PA3392;PA0998;PA3874;PA1000;PA1668;PA0996;PA0518;PA3875;PA1001;PA3876;PA0519;PA3872
18	PA3870;PA2553;PA3917;PA3417;PA3416;PA0175;PA3366;PA0523;PA3514;PA0178;PA3364;PA3877;PA2012;PA0173;PA3874;PA0176;PA3570;PA5098;PA3914;PA5353;PA4503;PA0179;PA0174;PA3876;PA3875;PA3872;PA0177;PA0524;PA2555;PA3916;PA3568;PA3918;PA4290;PA2573;PA3569	PA2507;PA4443;PA4973;PA1317;PA0228;PA0227;PA2513;PA2514;PA5429;PA0281;PA2083;PA1320;PA2508;PA2512;PA0750;PA4442
19	PA2339;PA2634;PA0098;PA2059;PA4097;PA3310;PA3083;PA0219;PA2104;PA2035;PA2105;PA2103	PA1274;PA2536;PA2858;PA5390;PA3361;PA5516;PA4144;PA3113;PA3725;PA4930
20	PA2008;PA3601;PA2009;PA3600;PA2104;PA2007;PA4389;PA2105;PA0865;PA0081	PA2652;PA0997;PA4310;PA0228;PA0998;PA4125;PA2682;PA1694;PA1092;PA1717;PA2512;PA1095;PA1179;PA1697;PA2513;PA4309;PA4123;PA1696;PA4121;PA1432;PA1693;PA2507;PA1719;PA1701;PA1695;PA0227;PA1561;PA4122;PA1723;PA2508;PA2514;PA1703;PA0999;PA4127;PA1691;PA1722;PA1698;PA0524;PA4307;PA1724;PA1001;PA1716;PA4124;PA1692
21	PA0747;PA2553;PA2001;PA2248;PA1984;PA2512;PA2105;PA5538;PA0872;PA2008;PA0795;PA0098;PA5302;PA2080;PA0870;PA2009;PA2513;PA4502;PA2445;PA2007;PA2012;PA5100;PA2104;PA0447;PA2011;PA3570;PA0794;PA2247;PA0796;PA2014;PA4500;PA2081;PA2249;PA2250;PA2508;PA2444;PA2514;PA0865;PA4973;PA2015;PA2555;PA2013;PA0793;PA2000;PA1999;PA3569;PA5106	PA3553;PA3452;PA3236;PA3582;PA3523;PA3559;PA5372;PA3584;PA3552;PA4774;PA3557;PA3556;PA4773;PA5445;PA5417;PA4777;PA3554;PA3555;PA2253;PA4776;PA3121;PA3875;PA3183;PA3517;PA0524;PA1421;PA5420;PA3558;PA3120;PA4307;PA5418
22	PA4385;PA2204;PA4163;PA1588;PA4771;PA1589;PA4310;PA2444;PA4761;PA2649;PA1587;PA2446;PA1552;PA0400;PA5415;PA2445;PA4307;PA0958;PA3155;PA2232;PA3526	PA5368;PA0685;PA0678;PA3382;PA2022;PA3541;PA2569;PA0347;PA0677;PA3545;PA3378;PA3375;PA3377;PA3540;PA5366;PA3319;PA0681;PA4351;PA3296;PA3379;PA3384;PA5367;PA2018;PA5369;PA0680;PA3542;PA3910;PA0679;PA3383;PA0683;PA3547
23	PA3554;PA3555;PA4189;PA3552;PA3553;PA4774;PA2317;PA3557;PA3558;PA4073;PA3600;PA0293;PA3559;PA1024;PA3556;PA4776;PA4188;PA4777;PA4773;PA4811;PA5452	PA4130;PA4125;PA4180;PA1092;PA4138;PA3514;PA4128;PA4123;PA1696;PA4121;PA1693;PA1719;PA4163;PA4122;PA4158;PA4127;PA0206;PA4153;PA4133;PA0203;PA4124;PA4307
24	PA2652;PA1095;PA4310;PA1094;PA2446;PA4528;PA1092;PA1081;PA1086;PA3526	PA1874;PA3300;PA2862;PA3181;PA3187;PA0106;PA3540;PA5206;PA4880;PA2018;PA2815;PA4228;PA3551;PA4290;PA2019;PA3547;PA0108;PA3183;PA4110
25	PA3531;PA1583;PA4880;PA4812;PA4810;PA5445;PA4811	PA4225;PA4706;PA4230;PA4513;PA4224;PA4470;PA2413;PA4708;PA2531;PA3600;PA2412;PA4226;PA2390;PA2408;PA4228;PA2407;PA2389;PA2409;PA4707;PA4231
26	PA2944;PA3814;PA1946	PA0399;PA5204;PA2444;PA2413;PA2013;PA3165;PA2407;PA3364;PA2446;PA2390;PA0660;PA2104;PA2408;PA2445;PA2442;PA2012;PA2412;PA2389;PA5415;PA2409;PA2105
27	PA3151;PA3159;PA0232;PA3156;PA1317;PA0935;PA2513;PA3152;PA3929;PA4486;PA3930	PA0997;PA5427;PA0998;PA3600;PA2446;PA0518;PA1984;PA5172;PA0519;PA5538;PA1657;PA0523;PA4771;PA1557;PA1555;PA1697;PA2009;PA2445;PA2007;PA3877;PA1696;PA1556;PA0996;PA1701;PA5171;PA1695;PA1000;PA1927;PA3337;PA0865;PA3601;PA5541;PA0295;PA5415;PA0887;PA1001;PA5173
28	PA5010;PA1095;PA1094;PA1249;PA1092;PA1087	PA3151;PA3159;PA4051;PA4193;PA4192;PA4969;PA3156;PA1224;PA3148;PA3361;PA2232;PA3155;PA4195;PA4194;PA3158
29	PA2947;PA1588;PA4973;PA1589;PA2649;PA1555;PA1587;PA2644;PA4430;PA5429;PA1584;PA0958;PA1556;PA3333	PA4225;PA4230;PA3181;PA1946;PA4224;PA0604;PA1602;PA4226;PA0605;PA4228;PA4231;PA0603;PA3182;PA4750;PA3183;PA5508
30	PA1258;PA5523;PA0177;PA1130;PA0178;PA2566;PA5570;PA5522;PA3384;PA2363;PA3364;PA3382;PA2570;PA3380;PA3877;PA1931;PA0174;PA0683;PA1252;PA0677	PA0083;PA3558;PA4206;PA2014;PA0281;PA4207;PA5549;PA5075
31	PA3404;PA1868;PA1736;PA3374;PA4901;PA0219;PA5435;PA5106	PA2862;PA4447;PA0662;PA2644;PA4939;PA1375;PA4676
32	PA1258;PA2340;PA1257;PA2473;PA3512;PA5038;PA4944;PA0204;PA0011;PA0357;PA5549	PA4694;PA1455;PA5163;PA3495;PA2740;PA5436;PA4272;PA0084;PA4646;PA3618;PA4666;PA1905;PA4687;PA1726;PA0176;PA1272
33	PA3554;PA1655;PA3555;PA0482;PA3552;PA3553;PA2634;PA3557;PA3558;PA0196;PA1024;PA0195;PA4776;PA4773;PA4777	PA3151;PA3476;PA4163;PA4973;PA3187;PA0604;PA1430;PA0605;PA1249;PA0603;PA1003;PA1432
34	PA4329;PA4727;PA3834;PA4687;PA3103;PA3861;PA4433;PA5080;PA4956;PA2612;PA3482;PA1770;PA5489;PA4947;PA2709;PA4942;PA5063;PA4758;PA4201;PA3627;PA4069;PA1821;PA5304;PA4937	PA1637
35	PA3584;PA2536;PA3392;PA3929;PA4307;PA5355	PA0997;PA1871;PA4211;PA0998;PA1902;PA4130;PA2195;PA2408;PA5471;PA4209;PA4217;PA1002;PA2193;PA4226;PA1904;PA5445;PA0996;PA3478;PA3724;PA1000;PA2412;PA3333;PA4205;PA3479;PA0999;PA4230;PA2194;PA1901;PA0887;PA1001;PA4133;PA1903;PA4290;PA1905;PA4207
36	PA3320;PA1438;PA3310;PA1628;PA0324;PA4376;PA4158;PA2516;PA3816;PA1452	PA2473;PA0363;PA3030;PA4931;PA0143;PA3970;PA0430;PA3437;PA3777;PA4839;PA3316;PA1410;PA4730;PA3028;PA0107
37	PA4230;PA4226;PA2813;PA2811;PA4228;PA2492;PA2812	PA1701;PA2444;PA1317;PA1319;PA2445;PA1318;PA1320;PA0958;PA3547;PA3478
38	PA5173;PA4517;PA4771;PA0089	PA4443;PA3553;PA4193;PA3442;PA3446;PA3600;PA3935;PA3931;PA4011;PA3938;PA4442;PA3559;PA1179;PA3552;PA4774;PA3557;PA3443;PA3364;PA0281;PA3556;PA4456;PA3937;PA4773;PA1180;PA4777;PA3554;PA3555;PA4192;PA4010;PA0280;PA0283;PA4776;PA2444;PA3444;PA3936;PA4195;PA4453;PA0282;PA3445;PA3558;PA4455;PA4454
39	PA4211;PA3553;PA2217;PA0228;PA1902;PA4130;PA2512;PA3559;PA4217;PA3552;PA4774;PA3557;PA2513;PA3361;PA1904;PA4899;PA3556;PA4773;PA4777;PA3554;PA3555;PA0227;PA2514;PA3333;PA3479;PA1130;PA4201;PA1901;PA3558;PA1001;PA4133;PA1903;PA1905;PA5119	PA4208;PA4206;PA4122;PA1602;PA4125;PA3516;PA4123;PA4207;PA4121;PA4205
40	PA3553;PA1092;PA2512;PA2105;PA3559;PA1179;PA3552;PA4774;PA3557;PA2513;PA3556;PA4456;PA4773;PA4435;PA4811;PA1180;PA4777;PA3554;PA3159;PA2507;PA3555;PA4010;PA1094;PA4776;PA2514;PA3558;PA4455;PA4454;PA1086	PA0849;PA4771;PA4290;PA2446
41	PA5559;PA4246;PA1583;PA4944;PA4941;PA4464;PA4268;PA4433;PA4257;PA4761;PA3656;PA5337;PA4242;PA5013;PA3001;PA4267;PA4751;PA4262;PA5558;PA0546;PA4232;PA4694;PA0579;PA1582;PA4450;PA2623;PA1684;PA4273;PA5556;PA4247;PA3814;PA4248;PA1787;PA0482;PA4385;PA1588;PA2634;PA3162;PA4568;PA4258;PA4671;PA5068;PA0650;PA4249;PA1821;PA4240;PA4241;PA4935	
42	PA0399;PA0872;PA1317;PA1319;PA5429;PA1318;PA1320;PA4207	PA0510;PA0025;PA0024;PA0523;PA0524;PA1856;PA3392;PA3874;PA0518;PA3875;PA1092;PA0519;PA3872;PA5355
43	PA4973;PA3181;PA3187;PA1317;PA3194;PA1319;PA3454;PA1318;PA3182;PA1320;PA0958;PA2263;PA3193;PA0036;PA3195;PA2321;PA3183;PA2907	PA0997;PA3553;PA5522;PA0998;PA3582;PA2569;PA4810;PA3559;PA5508;PA1179;PA3552;PA4774;PA3584;PA1946;PA2193;PA3557;PA3556;PA4773;PA4811;PA5445;PA0996;PA1180;PA4777;PA3554;PA3555;PA1000;PA1140;PA2253;PA4776;PA0999;PA1421;PA3558;PA1001;PA4812;PA4211
44	PA4225;PA4230;PA3181;PA4226;PA4228;PA4231;PA3182;PA3195;PA2321;PA3183	PA3553;PA2408;PA1092;PA3366;PA3559;PA1095;PA1179;PA3552;PA4774;PA3557;PA3364;PA3556;PA4773;PA4811;PA1180;PA4777;PA3554;PA3555;PA1094;PA0604;PA1927;PA2253;PA4776;PA2862;PA3558;PA4455;PA4454;PA0920;PA2409
45	PA4211;PA2553;PA5427;PA3417;PA4236;PA4130;PA2248;PA2446;PA1249;PA2815;PA1562;PA5172;PA0175;PA4217;PA0178;PA1174;PA2193;PA1905;PA1904;PA2445;PA2442;PA2012;PA3877;PA1173;PA1556;PA4865;PA2443;PA0176;PA2247;PA5171;PA2014;PA0179;PA2250;PA2444;PA3876;PA0177;PA2194;PA1901;PA5173;PA2195	PA3554;PA3609;PA3552;PA1277;PA3553;PA3452;PA4774;PA3557;PA1317;PA3558;PA0604;PA2018;PA1319;PA3556;PA1318;PA1320;PA4777;PA4773;PA5445;PA3559;PA1321
46	PA4260;PA4640;PA5046;PA3742;PA2629;PA4251;PA1553;PA3656;PA4528;PA1584;PA5504;PA3820;PA5568	PA1874;PA1871;PA4208;PA4211;PA3721;PA0051;PA2570;PA3236;PA2151;PA2163;PA4909;PA2152;PA1904;PA2164;PA2153;PA0447;PA2160;PA2147;PA3724;PA2444;PA4172;PA4205;PA4206;PA1933;PA5415;PA1903;PA1905;PA4207
47	PA4695;PA1661;PA1602;PA2264;PA3151;PA3584;PA1317;PA4351;PA3877;PA4773;PA4264;PA3478;PA1321;PA3914;PA4694;PA2323;PA1320;PA3333;PA2321;PA3479;PA2261;PA2265;PA1779;PA1319;PA1318;PA2263	PA2893;PA2001;PA3600;PA2248;PA5471;PA5539;PA5538;PA0872;PA2008;PA0870;PA2009;PA2007;PA1696;PA0447;PA1719;PA1701;PA4064;PA5082;PA0865;PA1722;PA3601;PA5541;PA2000;PA5415;PA0887;PA4065;PA1999;PA1716
48	PA4443;PA2413;PA2531;PA2412;PA0283;PA2570;PA2408;PA2407;PA2389;PA2409;PA4470;PA3478;PA3479	PA0872;PA2008;PA0997;PA0870;PA2009;PA2000;PA5415;PA2007;PA5369;PA1999;PA2444;PA0865
49	PA0872;PA2008;PA2444;PA0870;PA2009;PA2014;PA5415;PA5429;PA2445;PA2007;PA2442;PA0958;PA0865;PA2011	PA4225;PA4230;PA4771;PA3446;PA4224;PA1317;PA4128;PA4122;PA4226;PA4125;PA1319;PA2811;PA4228;PA3444;PA2019;PA4121;PA3333;PA2321;PA4231
50	PA5559;PA4403;PA4402;PA0430;PA3471;PA0904;PA3313;PA3820;PA0401;PA3861;PA5080;PA4693;PA4429;PA3636;PA1585;PA3686;PA0796;PA5557;PA4449;PA5556;PA5505;PA2649;PA4430;PA1010;PA5554;PA3822;PA5555;PA5076	PA3713
51		PA3151;PA3159;PA3514;PA3156;PA3148;PA2105;PA4503;PA3152;PA0958;PA3155;PA3498;PA2104;PA3158
52	PA0652;PA1586;PA5559;PA4007;PA1583;PA4246;PA4259;PA4740;PA5316;PA4251;PA5560;PA4270;PA4268;PA4238;PA1092;PA3745;PA4269;PA2744;PA2742;PA3637;PA4260;PA4433;PA1581;PA4257;PA1589;PA4256;PA4761;PA3807;PA1580;PA5570;PA4272;PA1584;PA4263;PA4274;PA4254;PA5013;PA4267;PA3001;PA4262;PA4264;PA5558;PA4242;PA4245;PA1585;PA4239;PA0432;PA4934;PA0579;PA4563;PA5557;PA1582;PA4253;PA4255;PA4450;PA4271;PA4425;PA4244;PA2623;PA4273;PA5556;PA4247;PA5568;PA4248;PA4385;PA5555;PA1588;PA3525;PA3162;PA4568;PA4258;PA4671;PA1587;PA4252;PA4431;PA4249;PA3770;PA4670;PA4240;PA1010;PA4261;PA2976;PA5554;PA3822;PA4241;PA4935	PA1303
53	PA3609;PA1277;PA3607;PA5118;PA3608;PA4645;PA1278;PA0072;PA1280;PA0503	PA3479;PA0177;PA0747;PA5058;PA5171;PA2015;PA1174;PA4211;PA2009;PA4236;PA3477;PA0179;PA4500;PA2365;PA1249;PA3418;PA5172;PA2573;PA1247;PA3570;PA2550
54	PA3187;PA5427;PA5172;PA3195;PA5435;PA1256;PA5106;PA1557;PA5354;PA4913;PA5100;PA3182;PA3570;PA5098;PA4588;PA1260;PA5171;PA1982;PA2321;PA3183;PA1787;PA5093;PA2862;PA3181;PA3568;PA3194;PA5173;PA2739;PA3193;PA5355	PA1002;PA0999;PA0997;PA4230;PA0524;PA1946;PA0998;PA1000;PA4130;PA2000;PA1001;PA4133;PA1811;PA4064;PA4750;PA1341;PA1340;PA0996;PA5508
55	PA1274;PA3651;PA3642;PA3608;PA1281;PA0920;PA1534;PA3820;PA1638;PA2969	PA0107;PA5058;PA1174;PA3250;PA4915;PA3418;PA1905;PA0108;PA5106;PA2550
56	PA3607;PA3610	PA2008;PA3333;PA1562;PA2573;PA1174;PA2950;PA4880;PA5173;PA1249;PA2815;PA0105;PA2007;PA5172;PA2569;PA3418;PA0102;PA3551;PA3478;PA0865;PA3479
57	PA4867;PA4931;PA4915;PA0685;PA3004;PA0782;PA4375;PA4242	PA3151;PA5093;PA3148;PA0604;PA1668;PA0602;PA1104;PA2019
58	PA4443;PA2685;PA2444;PA5140;PA3600;PA5415;PA0896;PA2445;PA4375;PA2442;PA1717;PA3820	PA0510;PA2592;PA1871;PA3187;PA0105;PA1092;PA3504;PA2232;PA3498;PA3151;PA1657;PA0203;PA3514;PA1174;PA3392;PA3506;PA4504;PA3361;PA3478;PA3159;PA3724;PA0202;PA2514;PA3158;PA3476;PA0206;PA3505;PA3152;PA0263;PA4133;PA4211
59	PA4433;PA4432;PA4208;PA4246;PA0579;PA5316;PA1966;PA4563;PA4206;PA4249;PA3656;PA4207;PA3745;PA5315;PA5049;PA4264;PA4205;PA4248	PA3151;PA2295;PA4771;PA3514;PA2649;PA3148;PA5025;PA0403;PA3152;PA0295;PA5173;PA1249;PA3877;PA0835;PA2444;PA1384;PA0401
60	PA0997;PA1871;PA0998;PA4130;PA2248;PA4217;PA0872;PA1002;PA4771;PA2080;PA1946;PA0870;PA2193;PA5302;PA2445;PA2587;PA5445;PA0996;PA1432;PA2011;PA2247;PA1000;PA2081;PA2444;PA0865;PA0999;PA3476;PA4230;PA2000;PA5415;PA1001;PA4133;PA1999;PA2645;PA4211;PA5304	PA3553;PA3600;PA5539;PA5538;PA3559;PA3552;PA4774;PA3557;PA5020;PA3556;PA1923;PA0195;PA4773;PA4777;PA3554;PA4588;PA1927;PA4064;PA4776;PA4758;PA2536;PA3558;PA3601;PA5541;PA4065;PA1326;PA5035
61	PA5372;PA4414;PA4351;PA4880;PA4412;PA2813;PA4415;PA4417;PA4418	PA4910;PA2947;PA3442;PA3446;PA4912;PA3935;PA3931;PA5172;PA2512;PA3938;PA1317;PA2513;PA3443;PA0958;PA3937;PA0227;PA1927;PA3444;PA4708;PA3936;PA2514;PA4470;PA5497;PA4973;PA3445;PA5173;PA2550
62	PA2360;PA2362;PA0838;PA1252;PA0156;PA1997;PA4901;PA1931;PA0174;PA0173;PA0275;PA2361	PA4740;PA3832;PA2744;PA3366;PA1581;PA3139;PA4257;PA4256;PA1580;PA4748;PA0609;PA2011;PA3639;PA2740;PA0302;PA5557;PA1582;PA0084;PA4244;PA1156;PA0887;PA3569
63	PA1874;PA2144;PA2570;PA1249;PA2162;PA2151;PA2163;PA3477;PA4880;PA2416;PA2152;PA2164;PA2153;PA2160;PA2147;PA1932;PA2165;PA3346;PA5111;PA4172;PA4205;PA3459;PA1933;PA2155;PA1931;PA4207	PA3870
64	PA2015;PA1281;PA1867;PA2553;PA2013;PA2105;PA2061;PA2014;PA1927;PA4158;PA1984;PA1279;PA1384;PA2058;PA2104;PA2011	PA5445;PA4771
65	PA3446;PA2446;PA1092;PA1342;PA1095;PA0196;PA2445;PA2912;PA0195;PA1339;PA1340;PA1094;PA1838;PA1338;PA0283;PA2444;PA1341;PA4973;PA2809;PA2365;PA1337;PA1086;PA3569	PA4225;PA1146;PA0998;PA4130;PA3582;PA3195;PA1256;PA3378;PA3584;PA4771;PA4226;PA4228;PA3182;PA2019;PA5445;PA3478;PA1124;PA1260;PA1000;PA2018;PA4470;PA1253;PA3183;PA4231;PA4230;PA3181;PA3910;PA3560;PA3194;PA4153;PA1001;PA4133
66	PA0510;PA5427;PA4235;PA4236;PA0518;PA1049;PA5172;PA0519;PA0523;PA2193;PA1557;PA1555;PA3877;PA5230;PA1556;PA5171;PA1561;PA3337;PA0835;PA5497;PA2194;PA0524;PA0836;PA0295;PA5173;PA2195;PA5304	PA3929;PA3930
67	PA4973;PA4613;PA2944;PA0316;PA1317;PA0604;PA2513;PA1927;PA2514;PA0605;PA0606;PA1319;PA1318;PA1320;PA0603;PA3475;PA2512;PA3333;PA3479;PA1321	PA0510;PA5427;PA1254;PA0518;PA5172;PA3498;PA3514;PA1555;PA1557;PA3392;PA2813;PA2811;PA1556;PA5417;PA5098;PA1260;PA2412;PA3872;PA4431;PA5420;PA4430;PA5415;PA5173
68	PA4225;PA4706;PA2413;PA3600;PA2408;PA4226;PA2390;PA4228;PA2389;PA4707;PA0968;PA2531;PA2412;PA4158;PA4708;PA4470;PA5217;PA4231;PA4230;PA4513;PA4224;PA3601;PA2407;PA2409	PA2507;PA2512;PA1179;PA3531;PA2513;PA4880;PA4812;PA2514
69	PA4230;PA2858;PA4548;PA4351;PA0174;PA2446;PA4226;PA4908;PA5415;PA2445;PA4228;PA2442;PA2444;PA2443;PA4231	PA3553;PA0228;PA3600;PA4144;PA3582;PA5539;PA5538;PA3559;PA1095;PA3584;PA3552;PA4774;PA3557;PA1904;PA1923;PA3556;PA4773;PA4777;PA1585;PA3554;PA3555;PA1094;PA5500;PA1024;PA4064;PA1320;PA4776;PA3558;PA3601;PA5541;PA3194;PA4065
70	PA1946;PA5415;PA4812;PA1173;PA2444;PA4810;PA4811	PA4706;PA4225;PA2413;PA2408;PA2512;PA4688;PA3151;PA2513;PA4226;PA4228;PA4707;PA4091;PA3148;PA2412;PA4158;PA4708;PA2514;PA4470;PA5217;PA4231;PA4230;PA4513;PA2407;PA2409
71	PA4224;PA3568;PA1976;PA0838;PA3232;PA0887;PA1984;PA4290;PA1982;PA5445;PA3814	PA0872;PA4307;PA3187;PA5221;PA0006;PA2009;PA1927;PA5161;PA0143;PA4517;PA3874;PA0865;PA0316
72	PA2948;PA2944;PA3517;PA1338;PA5429;PA3516;PA1341;PA0195;PA1337;PA1342;PA4470;PA1340	PA3187;PA3195;PA2264;PA0132;PA3584;PA4613;PA0523;PA3182;PA4811;PA5445;PA1252;PA2323;PA0849;PA0130;PA4205;PA2321;PA3183;PA2261;PA2265;PA3181;PA0524;PA3194;PA4206;PA0887;PA4812;PA4290;PA4207;PA2263;PA3193
73	PA4872;PA3373;PA1319;PA4201;PA1320	PA2438;PA2367;PA2413;PA2446;PA2329;PA2473;PA2366;PA2445;PA2811;PA2442;PA2813;PA2389;PA2492;PA2443;PA2345;PA2412;PA2641;PA2444;PA2649;PA2368;PA2515;PA4234;PA2365
74	PA5415;PA2513;PA2444	PA0510;PA0997;PA4225;PA4706;PA3600;PA4130;PA0518;PA0519;PA5538;PA0523;PA1856;PA3392;PA1905;PA4226;PA2691;PA2811;PA4228;PA3874;PA3478;PA3914;PA0024;PA0025;PA1000;PA1246;PA4708;PA4470;PA3333;PA3875;PA3872;PA1247;PA0999;PA3476;PA3479;PA4230;PA4231;PA0524;PA4224;PA1001;PA4133;PA4211
