feature	positive_signature	negative_signature
154	PA3151;PA4912;PA0263;PA2446;PA3713;PA5429;PA2444	PA4225;PA0997;PA2592;PA3553;PA0082;PA4211;PA0998;PA1902;PA2195;PA5435;PA3559;PA4217;PA1002;PA3552;PA4774;PA2193;PA3557;PA4226;PA1904;PA4228;PA3556;PA2019;PA4773;PA3478;PA1432;PA0996;PA3554;PA3555;PA3724;PA1000;PA2018;PA3333;PA1247;PA3479;PA4231;PA0999;PA3476;PA4230;PA2194;PA4224;PA3558;PA0887;PA1001;PA4133;PA0230;PA1903;PA1905
155	PA3554;PA3555;PA1179;PA3552;PA3553;PA4774;PA1946;PA3557;PA4761;PA3558;PA3556;PA4776;PA4777;PA4773;PA2264;PA1180;PA3559;PA5508	PA4443;PA3187;PA0782;PA2446;PA3931;PA4024;PA1984;PA3236;PA5471;PA0872;PA2008;PA5302;PA0870;PA2009;PA2445;PA0281;PA2007;PA5154;PA1810;PA2444;PA0865;PA4205;PA4206;PA5155;PA2000;PA5415;PA1999;PA4207;PA5304
156	PA4973;PA2105	PA1095;PA1179;PA2891;PA3486;PA3553;PA3552;PA1094;PA2566;PA0196;PA1024;PA3556;PA1092;PA4776;PA4773;PA1086;PA5445;PA4777;PA1087
157	PA1874;PA1871;PA4208;PA2144;PA3417;PA3416;PA2162;PA0180;PA1930;PA2151;PA1179;PA4880;PA2416;PA2152;PA2164;PA2153;PA3570;PA2160;PA2147;PA3724;PA2165;PA4205;PA3568;PA4206;PA1931;PA4207;PA3569;PA0108	PA0518;PA0519;PA5471;PA0958
158	PA4211;PA4208;PA3553;PA3600;PA2446;PA3559;PA4217;PA3552;PA4774;PA3557;PA5366;PA1904;PA3556;PA3877;PA4773;PA1556;PA3874;PA4777;PA0965;PA3554;PA3555;PA5367;PA5429;PA4064;PA5369;PA4776;PA2444;PA3876;PA3875;PA4205;PA3558;PA1903;PA1905;PA5555;PA4207	PA5353;PA4733;PA0106;PA3568;PA5421;PA2513;PA5155;PA2514;PA5354;PA0887;PA1249;PA2370;PA2512;PA5137;PA5435
159	PA2008;PA2550;PA5098;PA1421;PA4128;PA5522;PA2009;PA4122;PA5313;PA4123;PA5100;PA4121;PA2105;PA0865;PA5106	PA0510;PA3187;PA2413;PA0518;PA2408;PA3195;PA5204;PA0523;PA2366;PA3392;PA3364;PA4504;PA2390;PA3182;PA2389;PA5445;PA2340;PA2531;PA3232;PA2412;PA2272;PA3872;PA0524;PA3568;PA4206;PA0887;PA4290;PA2407;PA2409
160	PA0999;PA0997;PA2020;PA2513;PA2514;PA2682;PA2512;PA1693	PA3151;PA3181;PA3187;PA0106;PA5500;PA3601;PA5541;PA3152;PA3600;PA3364;PA2412;PA4913;PA4065;PA4064;PA0105;PA3182;PA5539;PA0108;PA5538;PA3183;PA0107
161	PA4909;PA5522;PA4351;PA5415;PA0927;PA2813;PA2811;PA4913;PA2812	PA4225;PA3187;PA1317;PA3406;PA4226;PA4228;PA3182;PA4773;PA3405;PA3478;PA1321;PA1723;PA4158;PA1320;PA3444;PA4470;PA4205;PA3183;PA4230;PA3181;PA4206;PA1319;PA1318;PA4207
162	PA0851;PA3561;PA2570;PA3361;PA4376;PA1092	PA4443;PA3013;PA1583;PA4740;PA5560;PA4276;PA3582;PA4749;PA1581;PA3584;PA5570;PA4748;PA1584;PA4954;PA1585;PA5557;PA0968;PA1582;PA4417;PA1320;PA2634;PA1319;PA3645;PA5554
163	PA0997;PA1871;PA2592;PA1661;PA0998;PA4778;PA2195;PA1249;PA0158;PA5508;PA0399;PA1002;PA1657;PA4771;PA2193;PA3477;PA2587;PA1003;PA0996;PA1432;PA3478;PA3724;PA1000;PA2412;PA3333;PA3479;PA0999;PA3476;PA2194;PA5313;PA1668;PA1001;PA5161;PA4211;PA0143;PA0266	PA2008;PA4613;PA2862;PA3445;PA3446;PA3187;PA0504;PA2009;PA0849;PA1024;PA3931;PA1566;PA1984;PA2007;PA3444
164	PA1657;PA2643;PA3181;PA2649;PA1555;PA3194;PA2647;PA4236;PA1658;PA4133;PA1656;PA3183;PA2645;PA2644;PA2648;PA1660;PA5376;PA3195;PA2857;PA1556;PA4217	PA4225;PA2413;PA2408;PA2512;PA2003;PA2513;PA3406;PA4351;PA4226;PA2390;PA4228;PA2389;PA3405;PA3404;PA2412;PA2508;PA2514;PA4470;PA4230;PA4224;PA0920;PA2407;PA2409
165	PA1179;PA1180	PA0510;PA0024;PA0025;PA0523;PA4230;PA1856;PA0524;PA1317;PA3392;PA0519;PA1927;PA1319;PA0518;PA4228;PA1320;PA3875;PA1318;PA3874;PA3872
166	PA1225;PA2940;PA2059;PA1690;PA1224;PA0080;PA0602;PA1384;PA4971	PA2643;PA0157;PA1179;PA2944;PA3486;PA2649;PA5514;PA5541;PA3600;PA4868;PA3294;PA4412;PA3361;PA0810;PA4417;PA1092;PA4470;PA5445;PA1180;PA5508
167	PA0999;PA5523;PA3375;PA1004;PA0870;PA5522;PA0844;PA1000;PA3364;PA0678;PA3382;PA3416;PA3374;PA1997;PA4812;PA2579;PA0865;PA0996;PA3379;PA3479	PA5372;PA4208;PA4740;PA0849;PA4868;PA5373;PA3163;PA1217;PA2445;PA2444;PA5553;PA3820;PA1337;PA0424;PA2011;PA4207
168	PA2061;PA1095;PA4418;PA1382;PA3404	PA2584;PA0098;PA2105;PA1966;PA2579;PA0552;PA4932;PA4687;PA2104;PA5568;PA2103
169	PA3187;PA5128;PA5174;PA3105;PA3820;PA5435;PA3861;PA4442;PA1657;PA2445;PA5558;PA3111;PA4417;PA5556;PA5046;PA5568;PA2584;PA2649;PA4234;PA4430;PA2968;PA3821;PA5554;PA3822	PA1976;PA3713;PA1982;PA1505
170	PA2058;PA2015;PA4944;PA0530;PA0102;PA5471;PA5549;PA0222;PA2857;PA3814	PA3098;PA3097;PA1823;PA5049;PA4594;PA5221;PA3211;PA0749;PA0503;PA0609;PA3736;PA0158;PA4442
171	PA3378;PA0851;PA3917;PA3524;PA3382;PA2444;PA5524;PA2361	PA1787;PA5556;PA1589;PA4257;PA5322;PA4256;PA5171;PA4206;PA4729;PA2513;PA2514;PA4430;PA5429;PA5173;PA5554;PA5172;PA4269;PA2512;PA1384;PA2105;PA4688
172	PA3601;PA5304;PA2009;PA5302	PA1667;PA2592;PA0997;PA1661;PA2367;PA0082;PA1666;PA0077;PA0998;PA0088;PA0079;PA0078;PA0080;PA1662;PA4217;PA1657;PA4774;PA2193;PA0090;PA2019;PA4773;PA5445;PA0075;PA0996;PA0091;PA0089;PA0084;PA0085;PA1656;PA0074;PA3333;PA0083;PA1669;PA0999;PA2685;PA2194;PA2536;PA1659;PA1658;PA1668;PA2365;PA1001;PA1660;PA0087
173	PA2947;PA2944;PA0228;PA0226;PA2682;PA1249;PA2512;PA3366;PA2513;PA2509;PA2340;PA2507;PA2711;PA3724;PA1976;PA0227;PA3102;PA2508;PA2514;PA1982;PA1950;PA0920	PA0997;PA0998;PA1602;PA5471;PA3195;PA4217;PA1002;PA2008;PA4613;PA0870;PA2009;PA3182;PA0996;PA4483;PA0849;PA1000;PA3183;PA0999;PA4973;PA3181;PA3194;PA5237;PA1001;PA3193
174	PA0510;PA4193;PA3442;PA3446;PA3935;PA0518;PA1092;PA3938;PA0519;PA1087;PA1095;PA0523;PA1856;PA3392;PA3443;PA2691;PA3929;PA5100;PA3937;PA3930;PA5098;PA3444;PA3936;PA3814;PA3445;PA0524;PA1086;PA5106	PA5171;PA1555;PA1557;PA5427;PA2407;PA5173;PA5429;PA2408;PA3337;PA5172;PA1340;PA1556
175	PA1946;PA0373;PA4202;PA1317;PA3579;PA1319;PA1320;PA2263;PA2261;PA1321	PA1667;PA0997;PA4211;PA1666;PA0998;PA4130;PA2195;PA1662;PA3498;PA4217;PA1657;PA2193;PA3506;PA0205;PA0996;PA1393;PA3724;PA1000;PA0865;PA3333;PA0999;PA3476;PA2194;PA1659;PA1658;PA0263;PA1001;PA4133;PA1905;PA1660
176	PA1871;PA2367;PA2553;PA3417;PA2248;PA3416;PA2570;PA1092;PA0175;PA3526;PA1087;PA0872;PA0132;PA1095;PA1930;PA2369;PA0523;PA2003;PA2366;PA2371;PA2009;PA1080;PA4309;PA3361;PA3418;PA2370;PA1135;PA1464;PA3570;PA2247;PA3724;PA3351;PA4633;PA0179;PA2249;PA2920;PA2250;PA0130;PA0524;PA2566;PA2000;PA2365;PA4290;PA2573;PA3569;PA5355	PA5035;PA1927
177	PA0082;PA0095;PA0077;PA0088;PA0079;PA0080;PA0078;PA3582;PA5508;PA3562;PA3584;PA3561;PA3579;PA0090;PA5445;PA0075;PA0091;PA0089;PA0084;PA0085;PA0087;PA0083;PA2685;PA4230;PA1421;PA3560;PA0081	PA3554;PA1071;PA4773;PA5154;PA4973;PA3187;PA1338;PA3443;PA0196;PA1927;PA5155;PA1072;PA1073;PA2594;PA1070;PA1984;PA1341;PA5137;PA1340
178	PA0228;PA0226;PA2682;PA1092;PA2512;PA3526;PA1087;PA1095;PA2513;PA2509;PA2011;PA3570;PA2507;PA2247;PA1094;PA0227;PA4500;PA2249;PA2250;PA2508;PA2514;PA3476;PA2000;PA1999;PA1086;PA3569	PA3151;PA1657;PA3914;PA0997;PA0091;PA0999;PA0089;PA1698;PA0998;PA1000;PA0597;PA0996;PA1668;PA1001;PA1696;PA3155;PA2232;PA2105;PA0087
179	PA3151;PA3159;PA4307;PA4973;PA3181;PA4771;PA3187;PA3158;PA3156;PA3148;PA3152;PA3193;PA0035;PA3182;PA3155;PA0036;PA3195;PA2382;PA2321;PA3183	PA3584;PA1179;PA1421;PA2018;PA4435;PA3337;PA3582;PA4812;PA5216;PA2019;PA0494;PA4811;PA5508
180	PA0098;PA5176;PA4158;PA2060;PA1393;PA2103;PA5508	PA2902;PA4235;PA5069;PA0944;PA1444;PA1101;PA5337;PA5063
181	PA1317;PA5429;PA1319;PA3541;PA1320;PA1318;PA0609;PA0266;PA3547;PA4688	PA2592;PA1871;PA4211;PA1902;PA4130;PA2195;PA4144;PA5538;PA4209;PA4217;PA1657;PA2193;PA3361;PA1904;PA5100;PA1556;PA3478;PA5098;PA3724;PA5103;PA3333;PA3479;PA5093;PA2194;PA1901;PA5541;PA5415;PA4133;PA1903;PA1905
182	PA0945;PA3609;PA3607;PA3608;PA4645;PA3713;PA0975;PA4839;PA4939;PA2058;PA1638;PA3610	PA4027;PA3250;PA4502;PA4500;PA3337;PA3551;PA3582;PA4776;PA4777;PA2550
183	PA4385;PA3742;PA5367;PA4272;PA2018;PA3656;PA3582;PA5471;PA4932;PA2019;PA4935	PA1874;PA1871;PA4208;PA4211;PA2329;PA2446;PA2570;PA1217;PA1249;PA3105;PA2151;PA2328;PA2163;PA3477;PA2152;PA2445;PA3361;PA2164;PA3478;PA2153;PA2160;PA2147;PA3724;PA1246;PA2444;PA4205;PA3479;PA1130;PA2566;PA4206;PA1658;PA1668;PA1903;PA1905;PA4207
184	PA5559;PA1586;PA4246;PA1583;PA4251;PA3313;PA5172;PA1155;PA3637;PA4260;PA1581;PA0795;PA1589;PA4257;PA4256;PA1584;PA4274;PA4239;PA4267;PA4865;PA5558;PA1585;PA5171;PA4241;PA5557;PA1582;PA4253;PA3999;PA4425;PA2648;PA2623;PA4273;PA5556;PA2796;PA1337;PA4247;PA4248;PA1787;PA4385;PA5555;PA1588;PA1587;PA4430;PA4240;PA5173;PA4261;PA5554;PA4389	PA3522;PA3316
185	PA0430;PA4209;PA3438;PA5505;PA3004	PA4038;PA4089;PA4901;PA3382;PA2922;PA0494
186	PA1686;PA0424;PA4456;PA1460;PA5508	PA0768;PA1655;PA4733;PA5206;PA0403;PA4234;PA0749;PA4316;PA2541;PA4068;PA4114;PA2641;PA3820;PA0009;PA3099
187	PA5379;PA4910;PA3629;PA2507;PA5416;PA1260;PA3628;PA1976;PA4909;PA5420;PA0844;PA4912;PA5421;PA5415;PA5419;PA3437;PA3236;PA1982;PA5417;PA5418	PA0872;PA3914;PA0510;PA5368;PA3187;PA0870;PA1094;PA1659;PA3364;PA0920;PA4504;PA2570;PA4133;PA3875;PA1092;PA1696;PA3874;PA3872;PA1692
188	PA5379;PA5420;PA5500;PA5538;PA3601;PA5541;PA3600;PA5421;PA0678;PA5429;PA4065;PA1923;PA4064;PA5539;PA4172;PA5417	PA3013;PA2553;PA3187;PA2446;PA3151;PA2008;PA1856;PA2009;PA4502;PA4504;PA2445;PA3877;PA2012;PA2442;PA2443;PA2247;PA3148;PA2014;PA4503;PA2250;PA2444;PA2321;PA4505;PA4973;PA2013
189	PA3181;PA2015;PA3187;PA1384;PA2566;PA2323;PA2014;PA3194;PA2412;PA4206;PA2570;PA1904;PA3182;PA2569;PA3193;PA0865;PA3195;PA4205;PA2321;PA3183	PA1179;PA0193;PA3936;PA3442;PA3446;PA3445;PA5427;PA3443;PA5260;PA2446;PA3935;PA1927;PA5415;PA3337;PA2594;PA3444;PA2444;PA3937;PA3938;PA1180;PA5418
190	PA4264;PA3100;PA2105;PA4276;PA4351;PA4250;PA4006;PA4043;PA5445;PA4418	PA4443;PA2599;PA3442;PA3446;PA1756;PA4497;PA3935;PA2329;PA3931;PA2594;PA1092;PA3447;PA2310;PA3938;PA4442;PA4217;PA1095;PA2596;PA3443;PA2309;PA0281;PA2086;PA2600;PA2083;PA3937;PA2308;PA4192;PA1493;PA5025;PA1838;PA0280;PA0283;PA2307;PA3444;PA2598;PA0193;PA3448;PA3936;PA5103;PA2084;PA4496;PA0282;PA2204;PA3445;PA3449
191	PA4225;PA2555;PA4224;PA4202;PA4161;PA4159;PA4470	PA2438;PA2367;PA2413;PA2446;PA2329;PA2408;PA2317;PA2328;PA2344;PA2366;PA2371;PA2390;PA2445;PA2442;PA2370;PA2389;PA2492;PA2443;PA2290;PA2352;PA2340;PA2345;PA2327;PA2294;PA2323;PA2470;PA2253;PA2444;PA2272;PA2373;PA2265;PA2360;PA2362;PA2368;PA2363;PA2365;PA2407;PA2409;PA2361
192	PA3554;PA3555;PA1179;PA3552;PA3553;PA4774;PA3584;PA3557;PA4773;PA3558;PA2513;PA4880;PA1280;PA2514;PA3556;PA4776;PA4290;PA4777;PA2512;PA1180;PA3559	PA0997;PA0106;PA0998;PA1902;PA3600;PA5435;PA4209;PA4217;PA1002;PA1905;PA3361;PA1904;PA1696;PA0996;PA1701;PA1000;PA0112;PA0999;PA4127;PA1901;PA3601;PA1001;PA1903;PA4211;PA4307
193	PA1871;PA0997;PA4208;PA5163;PA2553;PA4211;PA0998;PA1902;PA3417;PA2248;PA4130;PA3416;PA2570;PA2195;PA1092;PA4209;PA4217;PA0872;PA0132;PA5164;PA2009;PA3361;PA1904;PA3418;PA1135;PA3478;PA2247;PA3724;PA1000;PA2249;PA2250;PA0130;PA0865;PA3333;PA4205;PA3479;PA0999;PA1901;PA2566;PA4206;PA1001;PA4133;PA1903;PA1905;PA2573;PA4207	PA2584;PA0024;PA4443;PA1927;PA3217;PA2811;PA2812
194	PA3459;PA3552;PA0134;PA1000;PA4880;PA1249;PA2815;PA1562;PA2569;PA0854	PA1095;PA0524;PA0523;PA3608;PA0887;PA1081;PA5445
195	PA3476;PA3320;PA3512;PA3505;PA1959;PA2942;PA0204;PA0202;PA0011;PA2922;PA3242;PA0203	PA0872;PA1586;PA2616;PA2606;PA4771;PA2444;PA5322;PA1082;PA1081;PA5045;PA4412;PA5429;PA4417;PA5174;PA1543;PA0865;PA4538;PA2105;PA4110
196	PA0872;PA2160;PA4230;PA2151;PA3459;PA3724;PA0156;PA4778;PA4880;PA2165;PA4226;PA2164;PA3541;PA2815;PA1562;PA4172	PA4374;PA0510;PA5154;PA2366;PA2536;PA2368;PA3392;PA3874;PA0084;PA0085;PA3875;PA0080;PA4375;PA3877;PA3876;PA0519;PA3872;PA4217
197	PA3554;PA3555;PA1095;PA0482;PA3552;PA4774;PA3553;PA3557;PA2317;PA2634;PA3558;PA4073;PA1683;PA0196;PA1024;PA3556;PA0195;PA4776;PA4773;PA5445;PA4777	PA3476;PA4973;PA5171;PA2105;PA0604;PA1430;PA1432;PA4228;PA0603;PA5172;PA1275;PA2104;PA3158
198	PA4973;PA3187;PA5453;PA3516;PA0035;PA3182;PA0036	PA1661;PA3553;PA3628;PA3236;PA3582;PA0494;PA2232;PA4810;PA3559;PA5508;PA0872;PA3562;PA1179;PA3552;PA4774;PA3584;PA1946;PA3557;PA3561;PA3556;PA4773;PA4811;PA5445;PA1180;PA3554;PA3555;PA2253;PA1421;PA3560;PA3558;PA4812;PA1660;PA4307
199	PA4260;PA4588;PA2947;PA5010;PA2944;PA1867;PA4594;PA4259;PA1557;PA1637;PA2675;PA3315;PA3004;PA2822;PA2058;PA3028	PA3607;PA3975;PA5072;PA3475;PA2407;PA3170;PA1799
200	PA4283;PA2308;PA4613;PA3517;PA3442;PA5171;PA5281;PA3459;PA5427;PA3449;PA3443;PA3522;PA5422;PA3516;PA3523;PA5100;PA0102;PA3444;PA5106	PA2940;PA4918;PA4230;PA1946;PA1535;PA4729;PA2000;PA4646;PA3361;PA4228;PA1140;PA4676;PA3366;PA2321;PA2261;PA5355
201	PA1581;PA1257;PA3651;PA2970;PA5570;PA3918;PA4748;PA4159	PA1798;PA1455;PA5436;PA4235;PA4633;PA4646;PA4812;PA1726;PA3099
202	PA3916;PA3917;PA2858;PA1525;PA3976;PA5421;PA3918;PA2446;PA5415;PA1686;PA0203	PA5096;PA2060;PA1553;PA3759;PA2164;PA2811;PA5100;PA4269;PA1247;PA2153;PA3183;PA5098
203	PA3378;PA1382;PA1224;PA1933;PA2155;PA1598;PA1384;PA1124;PA1393;PA0564	PA5504;PA4202;PA5349;PA0275
204	PA1310;PA0098;PA0773;PA4497;PA2105;PA0219;PA4158;PA1279;PA1384;PA2104;PA2103	PA1095;PA1130;PA0425;PA4425;PA1092;PA4284;PA4930;PA1087
205	PA2507;PA0999;PA1691;PA0997;PA1698;PA2202;PA1695;PA0998;PA1000;PA2513;PA1868;PA2514;PA1001;PA0108;PA1249;PA2512;PA0996	PA3187;PA1555;PA3601;PA5541;PA3600;PA4351;PA3364;PA4065;PA4064;PA3582;PA5082;PA5501;PA1556;PA5538
206	PA0263;PA3187	PA3553;PA3156;PA2022;PA3559;PA3151;PA1179;PA3552;PA4774;PA3557;PA4351;PA3556;PA3929;PA3155;PA4773;PA1180;PA4777;PA3554;PA3555;PA4010;PA3148;PA4064;PA4776;PA1384;PA3558;PA4455;PA3152;PA4065
207	PA4433;PA3300;PA2639;PA2247;PA0796;PA5436;PA0326;PA1580;PA2513;PA4500;PA1584;PA1984;PA2508;PA2512;PA0750;PA1256	PA3151;PA0999;PA2981;PA0997;PA4202;PA0998;PA1000;PA1001;PA0996
208	PA5297;PA2675;PA0263;PA0564	PA3666;PA4741;PA3013;PA1583;PA4756;PA4740;PA4276;PA1049;PA5435;PA1581;PA1179;PA2970;PA5570;PA3108;PA4748;PA0546;PA4243;PA1493;PA3104;PA4417;PA5239;PA2965;PA4273;PA4044;PA3814;PA2974;PA4758;PA3627;PA1156;PA5192;PA3645;PA1073
209	PA1874;PA0106;PA2144;PA2162;PA3101;PA0107;PA2151;PA3100;PA2163;PA3477;PA2416;PA2152;PA2164;PA2153;PA2160;PA2147;PA1932;PA2165;PA0130;PA4172;PA5111;PA3346;PA0156;PA1933;PA1931	PA1326;PA5508
210	PA4310;PA1901;PA4520;PA3601;PA1905;PA1902;PA5453;PA2408;PA1904;PA1903;PA4211;PA0494;PA4209;PA3526	PA1781;PA0088;PA3541;PA0080;PA2815;PA4110;PA2151;PA3540;PA1317;PA4880;PA2416;PA2153;PA0091;PA2147;PA0089;PA0084;PA1320;PA0087;PA0083;PA1319;PA1318;PA3551;PA0081;PA3547
211	PA2360;PA2362;PA0275;PA1287;PA5522;PA2579;PA4901;PA0174;PA0173;PA1252;PA2361	PA3013;PA4868;PA1984;PA2644;PA5172;PA1581;PA3584;PA4256;PA1580;PA2826;PA4274;PA2011;PA3639;PA0432;PA5557;PA1810;PA1582;PA5429;PA2634;PA3568;PA2000;PA0887;PA3569
212	PA2673;PA0072;PA0030;PA2677;PA5281	PA0768;PA3438;PA5163;PA0296;PA4740;PA0301;PA0430;PA1457;PA3227;PA5164;PA3083;PA1317;PA3482;PA0432;PA1493;PA4500;PA0835;PA4425;PA1013;PA0650;PA3645;PA4429;PA1459;PA5153
213	PA4031;PA0902;PA4569;PA3310;PA0363;PA0654;PA5184;PA4730;PA5304;PA2321	PA2008;PA4211;PA5355;PA0524;PA3514;PA4192;PA3148;PA3417;PA3600;PA1927;PA1984;PA3418;PA1173;PA5172;PA1081;PA5103;PA1384;PA4194;PA3025
214	PA2008;PA2616;PA2890;PA1515;PA2888;PA2891;PA1535;PA2009;PA3232;PA3361;PA2889;PA4290;PA4211;PA0865;PA5445;PA3479	PA0232;PA2947;PA4310;PA0390;PA1666;PA0228;PA0226;PA4848;PA5174;PA5172;PA3552;PA0523;PA1317;PA4309;PA2509;PA2507;PA0227;PA3348;PA5429;PA2508;PA2514;PA2321;PA0524;PA0230;PA2968;PA5554
215	PA1657;PA1095;PA5025;PA1094;PA0403;PA0196;PA5453;PA0295;PA5415;PA0927;PA3337;PA1092;PA2444;PA4217	PA3609;PA4771;PA3608;PA1856;PA3452;PA1317;PA2020;PA1319;PA1318;PA0254;PA1320;PA4773;PA3610;PA1321
216	PA3554;PA3555;PA1179;PA3553;PA5176;PA1959;PA2446;PA5415;PA2445;PA2968;PA0102;PA2444;PA3820;PA1180;PA2019	PA4211;PA4208;PA5355;PA0998;PA1902;PA1602;PA2570;PA1217;PA4144;PA0175;PA4209;PA4217;PA1657;PA5354;PA3361;PA1904;PA1173;PA0173;PA3478;PA1000;PA0174;PA4205;PA1901;PA4206;PA1001;PA4133;PA1903;PA1905;PA4207
217	PA1087;PA1095;PA4613;PA1094;PA1092;PA1086;PA4307;PA5508	PA4443;PA2592;PA0997;PA3446;PA0998;PA1902;PA2570;PA1717;PA3356;PA4209;PA4217;PA1002;PA1657;PA4771;PA1946;PA2193;PA1905;PA1725;PA1904;PA4228;PA2813;PA2019;PA0996;PA1432;PA2776;PA1000;PA2018;PA1723;PA3333;PA3479;PA0999;PA3476;PA2194;PA1901;PA1001;PA1903;PA4211;PA1692
218	PA5445;PA4307;PA1179;PA4163;PA4310;PA3181;PA4761;PA1080;PA2104;PA3582;PA0958;PA3182;PA1081;PA1079;PA0494;PA3195;PA2105;PA2103;PA5508	PA1661;PA2550;PA2317;PA3724;PA0968;PA4073;PA3601;PA3364;PA2570;PA3361;PA1249;PA4064;PA5100;PA2569;PA3569;PA3366;PA5538;PA3570;PA5098
219	PA2008;PA2009;PA2018;PA3361;PA2007;PA4207;PA0865	PA0510;PA3870;PA1920;PA4235;PA3600;PA1602;PA0518;PA5539;PA5501;PA0519;PA5538;PA0523;PA3392;PA2811;PA1923;PA3877;PA5499;PA4773;PA3874;PA2913;PA3914;PA0024;PA5500;PA1927;PA4064;PA3876;PA3875;PA3872;PA0524;PA3601;PA5541;PA4065
220	PA1581;PA2584;PA1557;PA4455;PA0280;PA4276;PA0085;PA2446;PA2445;PA0281;PA2444;PA2647;PA3479	PA4910;PA0997;PA4733;PA0106;PA5522;PA0998;PA4912;PA4911;PA0154;PA1217;PA0105;PA5137;PA0113;PA3366;PA0107;PA4110;PA0153;PA4909;PA3364;PA4913;PA0439;PA3710;PA3570;PA2776;PA0604;PA0603;PA4470;PA0112;PA4496;PA5523;PA2862;PA4520;PA3568;PA5421;PA5313;PA0605;PA0606;PA1001;PA3569;PA0108
221	PA0510;PA0997;PA1661;PA4310;PA0998;PA0494;PA3526;PA4771;PA2193;PA1080;PA4309;PA0996;PA1079;PA1000;PA1561;PA1656;PA3875;PA5203;PA0999;PA2194;PA1001;PA1077;PA1081;PA4307	PA1874;PA3553;PA3541;PA2815;PA2569;PA3559;PA4110;PA3552;PA4774;PA2317;PA2366;PA3540;PA3557;PA3556;PA4773;PA3554;PA3555;PA4776;PA3459;PA3558;PA3551;PA4207;PA1326;PA3547
222	PA0232;PA0231;PA0228;PA0226;PA2570;PA2682;PA2408;PA0242;PA2512;PA0244;PA3584;PA1317;PA2513;PA2509;PA4899;PA5417;PA2507;PA0245;PA0227;PA2508;PA2514;PA5420;PA5421;PA0230	PA3761;PA2858;PA3759;PA0130;PA4209;PA4217
223	PA1095;PA4443;PA5094;PA2444;PA0849;PA3134;PA4729;PA2446;PA5095;PA5415;PA4133;PA2445;PA0904;PA1092;PA3582;PA5100;PA0958;PA0766;PA2443	PA3320;PA4225;PA3870;PA4771;PA4230;PA1511;PA4224;PA3601;PA1000;PA3600;PA4226;PA4412;PA0879;PA4517;PA0865;PA3875;PA3872
224	PA0232;PA0231;PA0228;PA0226;PA2248;PA2682;PA0247;PA2512;PA3366;PA1946;PA1317;PA1287;PA2513;PA2509;PA4899;PA4435;PA0447;PA2507;PA2711;PA0227;PA1927;PA2508;PA1320;PA2514;PA2515;PA5313;PA1319;PA1318;PA1326;PA0266;PA5106	PA2008;PA5445;PA4640;PA3181;PA1555;PA2009;PA0896;PA0887;PA2007;PA1984;PA0897;PA4776;PA4290;PA4773;PA3876;PA3195;PA3874;PA5538;PA1556
225	PA4910;PA0228;PA4912;PA4911;PA3236;PA2512;PA5452;PA0934;PA4909;PA2513;PA4913;PA3877;PA0609;PA2104;PA0227;PA1338;PA2514;PA5416;PA4908;PA3568;PA5421;PA0108	PA1661;PA4202;PA3935;PA4125;PA1092;PA3938;PA3366;PA0872;PA1268;PA3443;PA1686;PA0281;PA4773;PA3937;PA1003;PA4121;PA1719;PA1656;PA3444;PA3936;PA5103;PA2321;PA3445;PA1659;PA1658;PA0263;PA1724;PA1660;PA2857
226	PA5316;PA5560;PA4276;PA4268;PA4433;PA4272;PA0195;PA4267;PA4264;PA0579;PA4563;PA2629;PA1553;PA5095;PA4482;PA4854;PA4248;PA5093;PA2584;PA3525;PA4431;PA3162;PA3742;PA4249;PA4261;PA4263;PA0380	PA1902;PA4130;PA2570;PA3582;PA4217;PA0872;PA0132;PA3584;PA1905;PA2009;PA3361;PA1566;PA1904;PA3478;PA3724;PA0130;PA0865;PA3333;PA4205;PA3479;PA2555;PA1901;PA4206;PA0887;PA4133;PA1903;PA4290;PA4211;PA4207
227	PA2940;PA1930;PA1260;PA3417;PA2920;PA1984;PA5388;PA4812;PA1931;PA4810;PA4811	PA2008;PA2011;PA3506;PA0204;PA2446;PA3364;PA0205;PA0679;PA3152;PA3236;PA2012;PA2444;PA3569;PA3366;PA3570
228	PA5379;PA4042;PA5184	PA3553;PA2553;PA4202;PA4011;PA3366;PA3559;PA0132;PA0303;PA1179;PA3552;PA4774;PA3557;PA1557;PA3364;PA1566;PA3556;PA2012;PA4456;PA4773;PA1340;PA1180;PA4777;PA3554;PA3555;PA1810;PA2014;PA0130;PA4776;PA1669;PA2536;PA2555;PA1659;PA3558;PA2013;PA1658;PA1668;PA1660;PA1073
229	PA4443;PA4225;PA3600;PA2446;PA1092;PA2512;PA3195;PA2105;PA4442;PA3559;PA1087;PA1095;PA5302;PA1856;PA2513;PA3443;PA4226;PA2445;PA2811;PA2442;PA5100;PA3182;PA4228;PA0281;PA2813;PA3155;PA1838;PA1094;PA0280;PA0283;PA3444;PA2444;PA2514;PA0865;PA3814;PA4231;PA2204;PA4230;PA4224;PA3601	PA1602;PA4969;PA3584;PA2018;PA3582
230	PA2652;PA0083;PA0087;PA4163;PA2685;PA0089;PA0082;PA0088;PA0079;PA0084;PA0085;PA0080;PA0078;PA0090;PA0074;PA0081;PA5072;PA0447	PA4038;PA5372;PA3914;PA3320;PA3870;PA0524;PA0685;PA3875;PA3541;PA5388;PA3877;PA3876;PA3874;PA3872
