feature	positive_signature	negative_signature
154	PA3554;PA3555;PA1179;PA3552;PA4774;PA3553;PA3557;PA4010;PA3558;PA2857;PA2541;PA3556;PA4776;PA4777;PA4773;PA3366;PA1180;PA3559	PA4613;PA3540;PA2413;PA5541;PA0849;PA2412;PA2446;PA2445;PA1092;PA2444
155	PA3609;PA3607;PA3608;PA0293;PA3713;PA0018;PA3610	PA3479;PA2573;PA0796;PA2366;PA0106;PA1174;PA3724;PA4236;PA4880;PA0179;PA1249;PA2815;PA0105;PA3418;PA5172;PA1135;PA3551;PA1562;PA1247;PA3570
156	PA1317;PA2413;PA5192;PA2531;PA4351;PA2412;PA2446;PA2407;PA3569;PA1319;PA2408;PA2445;PA2442;PA1320;PA2444;PA2409;PA2443;PA1321	PA0997;PA3553;PA3187;PA0998;PA3559;PA0132;PA3552;PA1946;PA3557;PA3556;PA4773;PA4121;PA4777;PA3554;PA3555;PA1000;PA1460;PA0130;PA4776;PA4418;PA0999;PA3558;PA1001
157		PA3156;PA1092;PA3504;PA3498;PA2105;PA1087;PA3151;PA1095;PA3514;PA3506;PA0205;PA0958;PA3155;PA2104;PA3159;PA3148;PA1094;PA4503;PA3158;PA3505;PA3152;PA2739;PA0203;PA1086;PA4919
158	PA2008;PA2862;PA2555;PA3187;PA5522;PA2009;PA2007;PA0897;PA3193;PA0865;PA2776	PA2652;PA4443;PA2203;PA2599;PA4193;PA3442;PA3446;PA3935;PA3931;PA2594;PA2512;PA3447;PA2310;PA3938;PA4442;PA0878;PA2596;PA2513;PA3443;PA2309;PA0281;PA2600;PA2086;PA2083;PA3937;PA2308;PA4192;PA1838;PA0280;PA0283;PA3444;PA2598;PA2514;PA0193;PA3448;PA3936;PA4195;PA5103;PA0879;PA4194;PA0186;PA2204;PA0282;PA3445;PA2202;PA3449;PA0184
159	PA0747;PA2553;PA0106;PA3417;PA2001;PA2248;PA3416;PA2232;PA3366;PA0872;PA2008;PA0180;PA1930;PA1179;PA2003;PA1946;PA0870;PA2009;PA2007;PA3418;PA2012;PA2011;PA3570;PA3629;PA2247;PA0796;PA2014;PA3349;PA2249;PA2250;PA0865;PA0524;PA2015;PA0336;PA3568;PA2555;PA2013;PA2000;PA1999;PA4290;PA3569	PA4973;PA2891;PA2888;PA5302;PA3517;PA3522;PA2412;PA2889;PA3523;PA2887
160	PA0768;PA1274;PA3651;PA1277;PA2944;PA3642;PA1281;PA3187;PA1276;PA5570;PA1637;PA2903;PA3643;PA1534;PA2645;PA1275;PA2019;PA2647;PA2969	PA5106;PA3392;PA3250;PA5173;PA3875;PA4829;PA5100;PA5103;PA3874;PA3872;PA5355
161	PA1737;PA5436;PA5242;PA5435;PA1683;PA0687;PA2470;PA3814;PA0361;PA1180;PA1124	PA3098;PA1071;PA2584;PA0363;PA4563;PA4234;PA1813;PA0749;PA3111;PA5345;PA0896;PA4952;PA4786;PA1104;PA3350;PA0668;PA0275
162	PA2360;PA4505;PA0265;PA2371;PA5522;PA2368;PA4502;PA1813;PA0263;PA3361;PA4506;PA5100;PA2370;PA2263;PA0173;PA1087	PA4443;PA4741;PA4208;PA3446;PA0106;PA3187;PA3721;PA4276;PA1902;PA4528;PA5435;PA4406;PA4209;PA4217;PA1581;PA3584;PA3364;PA4748;PA1180;PA2011;PA5557;PA1582;PA5429;PA4205;PA4455
163	PA0872;PA3584;PA4208;PA4206;PA2018;PA4500;PA5429;PA3582;PA4211;PA0865;PA5304;PA4205;PA3814;PA4207	PA2438;PA5498;PA3600;PA3236;PA5539;PA5501;PA3366;PA5538;PA3364;PA1923;PA2912;PA5499;PA3874;PA2913;PA5379;PA5500;PA4064;PA3875;PA5420;PA3601;PA5541;PA5415;PA4065;PA5418
164	PA5568;PA2672;PA0084;PA2674;PA4693	PA4433;PA0427;PA3100;PA2020;PA4761;PA3742;PA1445;PA3211;PA3600;PA3970;PA1487;PA3745;PA4776;PA4418;PA4406
165	PA0510;PA0997;PA5281;PA0518;PA2828;PA2105;PA0523;PA1555;PA3392;PA4226;PA4228;PA5100;PA1696;PA1556;PA0996;PA2711;PA1000;PA4776;PA0865;PA4230;PA0524;PA5106	PA3562;PA0882;PA3584;PA3452;PA3560;PA2413;PA2531;PA4693;PA2412;PA1254;PA3382;PA0678;PA2408;PA3582;PA1003;PA4217
166	PA2507;PA0228;PA0226;PA0227;PA2513;PA4960;PA2509;PA2514;PA1959;PA2007;PA1984;PA2508;PA0230;PA0958;PA2512;PA2232	PA3554;PA3584;PA3377;PA3552;PA4867;PA1421;PA2813;PA2811;PA4773;PA0683;PA2812;PA3366;PA4777
167	PA0232;PA0231;PA0228;PA5522;PA0226;PA2682;PA2512;PA3687;PA1179;PA3584;PA2513;PA2509;PA4899;PA2153;PA4980;PA2507;PA3629;PA2711;PA0227;PA2508;PA2514;PA3568;PA0230	PA0895;PA4774;PA3187;PA4415;PA4777;PA2261
168	PA4127;PA4163;PA4128;PA1813;PA4138;PA4122;PA4125;PA4180;PA4123;PA4158;PA4133;PA4124;PA4121;PA2105	PA3555;PA0510;PA4189;PA0427;PA3553;PA0524;PA3557;PA3392;PA0293;PA3522;PA1024;PA3929;PA4188;PA0609;PA5230;PA5452
169	PA0997;PA0998;PA1694;PA1717;PA1690;PA1697;PA1725;PA1696;PA4121;PA0996;PA1693;PA1719;PA1701;PA1695;PA1000;PA4122;PA1723;PA2412;PA2514;PA1703;PA0999;PA1691;PA1722;PA1698;PA1724;PA1001;PA1716;PA1692	PA4443;PA5355;PA0523;PA0524;PA3560;PA3392;PA0704;PA1061;PA4226;PA4064;PA3527;PA3366;PA1256
170	PA5171;PA5221;PA1557;PA2371;PA5427;PA4912;PA1561;PA5155;PA3337;PA5230;PA1326;PA1556;PA5153	PA4225;PA1249;PA3437;PA2512;PA2008;PA0523;PA1856;PA1317;PA3392;PA2009;PA2513;PA4226;PA2691;PA4228;PA2508;PA1320;PA2514;PA4470;PA0865;PA4231;PA4230;PA0524;PA4224;PA1319;PA1318
171	PA4773;PA5304;PA3552	PA1694;PA4125;PA1717;PA1690;PA1697;PA1725;PA4123;PA1696;PA4121;PA1693;PA1719;PA1701;PA1695;PA4122;PA1723;PA1703;PA1691;PA1722;PA1698;PA0524;PA1724;PA1716;PA4124;PA1692
172	PA3554;PA3555;PA4773;PA3552;PA4774;PA3553;PA3557;PA0609;PA3975;PA4189;PA3751;PA3558;PA1927;PA3556;PA4064;PA3444;PA0958;PA4777;PA3937;PA3938;PA3559	PA0997;PA2413;PA0998;PA4125;PA2408;PA3541;PA3195;PA4138;PA3545;PA5508;PA4128;PA4148;PA4123;PA4152;PA1696;PA4121;PA5445;PA0996;PA1693;PA4163;PA1000;PA4122;PA2412;PA0865;PA4470;PA0999;PA4127;PA0524;PA4153;PA4124;PA2409;PA3547
173	PA3607;PA0363;PA3310;PA5140;PA3603;PA2950;PA0654;PA0504;PA3111;PA0378;PA3645;PA2968;PA1611;PA5174;PA4517;PA4194;PA2969	PA2008;PA4505;PA0997;PA3531;PA5171;PA0178;PA3417;PA3477;PA4503;PA2248;PA2446;PA4504;PA0179;PA5173;PA1249;PA5172;PA0865;PA3479
174	PA3584;PA3181;PA1317;PA2840;PA3194;PA1959;PA0330;PA3182;PA3193;PA3195;PA2321;PA3183	PA3151;PA3159;PA0203;PA3514;PA3156;PA5427;PA3148;PA5025;PA0206;PA3152;PA0295;PA5173;PA0518;PA5230;PA3155;PA1384;PA1556
175	PA4593;PA2674;PA3751;PA0326;PA3315;PA2060	PA0963;PA3792;PA4741;PA3438;PA2634;PA4458;PA2970;PA3742;PA1580;PA4696;PA1552;PA1811;PA3814;PA3480;PA4006;PA1318;PA1794;PA0081;PA1073;PA3482;PA3637
176	PA3609;PA1277;PA3651;PA3608;PA3607;PA4645;PA5140;PA5038;PA3713;PA3610	PA0747;PA2573;PA2015;PA3250;PA4502;PA0179;PA4500;PA3337;PA3418;PA1135;PA3570;PA2550
177	PA4443;PA3553;PA4193;PA3446;PA1756;PA3931;PA3938;PA4442;PA3559;PA3552;PA1856;PA3443;PA0281;PA3182;PA0958;PA4773;PA3937;PA3554;PA4192;PA1838;PA0280;PA0283;PA3444;PA3936;PA0282;PA2204	PA0782;PA3541;PA3582;PA0494;PA5508;PA0872;PA0132;PA1657;PA3584;PA4217;PA4771;PA3540;PA3361;PA4123;PA4121;PA2382;PA1321;PA0084;PA0085;PA1320;PA0865;PA0083;PA1421;PA1658;PA1319;PA1318;PA3551;PA5106
178	PA4447;PA2446;PA1432;PA2445;PA2811;PA2442;PA2444;PA2828	PA4910;PA4225;PA4912;PA2248;PA4125;PA2682;PA2512;PA2513;PA2509;PA4226;PA5354;PA4123;PA4228;PA4121;PA3710;PA3570;PA2507;PA4091;PA2247;PA4158;PA2508;PA2514;PA4470;PA4231;PA4230;PA2948;PA2862;PA4224;PA3569;PA5355
179	PA5559;PA4246;PA1583;PA4259;PA5316;PA4251;PA4944;PA4464;PA4268;PA4250;PA4238;PA3745;PA1092;PA2742;PA4260;PA4433;PA0872;PA2604;PA4257;PA2638;PA4256;PA4761;PA3807;PA5570;PA2009;PA3477;PA4272;PA3656;PA5337;PA4274;PA4254;PA3001;PA4267;PA4751;PA4264;PA4262;PA5558;PA4242;PA4239;PA4245;PA4934;PA0579;PA4563;PA3351;PA1582;PA4253;PA4271;PA3348;PA4244;PA2623;PA4942;PA4273;PA0865;PA4247;PA3814;PA4248;PA4385;PA1588;PA2634;PA3162;PA4568;PA4258;PA4431;PA4671;PA4249;PA4240;PA1010;PA4261;PA4263;PA4241;PA2741	
180		PA0997;PA2592;PA4211;PA3187;PA0998;PA1902;PA4778;PA4130;PA2195;PA0143;PA2570;PA1249;PA5172;PA0494;PA4217;PA1002;PA1657;PA2193;PA3477;PA3361;PA1904;PA2587;PA5445;PA3478;PA1003;PA0996;PA1432;PA5058;PA3724;PA1000;PA0179;PA3104;PA1656;PA3333;PA1247;PA3479;PA0999;PA3476;PA0177;PA2194;PA1130;PA1659;PA1658;PA0887;PA1001;PA4133;PA1903;PA1905;PA2573
181	PA4443;PA4402;PA4276;PA5128;PA2408;PA4250;PA5435;PA0934;PA5164;PA2970;PA5570;PA4228;PA4563;PA0968;PA4854;PA5568;PA2584;PA1823;PA4230;PA4234;PA4670;PA5162	PA5372;PA2144;PA2566;PA2826;PA5388;PA1982;PA4517
182	PA0510;PA0025;PA3870;PA0523;PA0024;PA1856;PA0524;PA3392;PA4235;PA3874;PA0518;PA3877;PA1092;PA3875;PA0519;PA3872	PA4230;PA3181;PA3187;PA1317;PA0849;PA4226;PA1319;PA4228;PA3182
183	PA0851;PA2020;PA4778;PA4153;PA2570;PA0927;PA3361;PA4376;PA4006;PA3316;PA0684;PA1375	PA3476;PA0303;PA0794;PA2015;PA2013;PA2011;PA0604;PA0084;PA0205;PA2014;PA0793;PA5155;PA0281;PA3570;PA2012;PA0603;PA2000;PA0605;PA3569;PA0792;PA4688
184	PA3236;PA4236	PA1667;PA0997;PA0998;PA4778;PA1662;PA3541;PA1002;PA1657;PA2193;PA1905;PA2587;PA1003;PA1432;PA0996;PA3724;PA1000;PA1656;PA1246;PA1247;PA0999;PA3476;PA1511;PA1659;PA1658;PA1001;PA4211;PA1660;PA0089
185	PA1179;PA4225;PA3553;PA4230;PA4224;PA3601;PA3600;PA4351;PA4226;PA0387;PA4228;PA4776;PA3028;PA1180;PA4231	PA2204;PA2308;PA2202;PA3937;PA5420;PA2412;PA2446;PA3931;PA0887;PA2445;PA3236;PA0130;PA2444;PA2310;PA5445;PA0186
186	PA1657;PA1661;PA1179;PA4880;PA0263;PA2570;PA3361;PA0996;PA1656;PA5100;PA0262;PA2232;PA5435;PA5106;PA5098	PA0523;PA0524;PA1421;PA1094;PA1417;PA3392;PA3600;PA1927;PA1024;PA1319;PA0518;PA0281;PA3582;PA4065;PA5497;PA0519;PA5508
187	PA5445;PA3686;PA4431;PA3187;PA1555;PA3194;PA3820;PA0263;PA4430;PA3193;PA3182;PA2644;PA1660;PA1556;PA3183	PA2507;PA0232;PA1179;PA4230;PA0231;PA0228;PA0227;PA2513;PA1927;PA2509;PA4226;PA2514;PA2682;PA4228;PA2508;PA2407;PA2512;PA4470;PA1180;PA3814
188	PA4051;PA4193;PA4192;PA4195;PA1224;PA2232;PA4194	PA3151;PA3159;PA1095;PA3476;PA3486;PA3148;PA1094;PA4503;PA0604;PA3364;PA3152;PA4504;PA0605;PA1092;PA0603;PA3155;PA1086;PA3158;PA1087
189	PA3929;PA4207	PA0510;PA4125;PA0518;PA0494;PA0519;PA0523;PA1555;PA1557;PA1697;PA3392;PA4128;PA4123;PA1696;PA4121;PA1556;PA1693;PA1701;PA1695;PA4122;PA1723;PA1703;PA4127;PA1698;PA0524;PA4124;PA1692
190	PA0082;PA0095;PA0077;PA0088;PA0079;PA0782;PA2446;PA0080;PA0078;PA3582;PA0494;PA3584;PA0098;PA2541;PA2445;PA0090;PA0075;PA0091;PA0089;PA0084;PA0072;PA0085;PA2444;PA0074;PA0087;PA0083;PA2204;PA2685;PA2536;PA0081	PA2507;PA5379;PA5416;PA2317;PA3724;PA3568;PA5420;PA4073;PA5421;PA2513;PA3569;PA5419;PA0887;PA3236;PA2569;PA2514;PA4777;PA5417;PA3570;PA5418
191	PA4443;PA3181;PA0579;PA3187;PA2902;PA4450;PA4207;PA3816;PA4211;PA3193;PA3050	PA3554;PA4774;PA2015;PA0836;PA1557;PA3558;PA5427;PA2013;PA2014;PA4351;PA0403;PA0295;PA5304;PA3337;PA5230;PA5497;PA2550
192	PA1586;PA0077;PA0782;PA4270;PA4250;PA4238;PA2742;PA4260;PA4257;PA4256;PA4272;PA3656;PA0281;PA4254;PA0085;PA0084;PA4273;PA3333;PA0083;PA2204;PA2584;PA4258;PA1587;PA4241	PA1874;PA2553;PA0106;PA3628;PA0228;PA1646;PA3721;PA0844;PA2682;PA3236;PA2512;PA0113;PA0107;PA5378;PA0795;PA2009;PA2513;PA3364;PA5417;PA2011;PA0447;PA5379;PA3710;PA3629;PA3570;PA0796;PA3724;PA0227;PA3232;PA5419;PA2508;PA2514;PA5416;PA4520;PA3568;PA5420;PA5421;PA0793;PA2000;PA5415;PA5376;PA3569;PA5418
193	PA1698;PA1701;PA4771;PA1722;PA1695;PA1637;PA0196;PA4885;PA1320;PA1692;PA1716;PA1696;PA1693;PA3526	PA3151;PA3159;PA2685;PA3514;PA4192;PA3156;PA3148;PA3512;PA2566;PA3506;PA0204;PA3513;PA3505;PA0206;PA0202;PA3152;PA0203;PA3155;PA3504;PA3498;PA3158
194	PA4804;PA5549;PA3506;PA0204;PA1281	PA4694;PA3792;PA4567;PA4563;PA5192;PA3742;PA2629;PA4249;PA5493;PA4238;PA5338;PA4254;PA4242;PA4429;PA2742;PA4245
195	PA2652;PA1871;PA2592;PA4225;PA0997;PA0998;PA1002;PA0872;PA2193;PA1317;PA3477;PA4226;PA4228;PA4811;PA1003;PA0996;PA1432;PA3478;PA3724;PA1000;PA1656;PA1320;PA0865;PA3479;PA4231;PA0999;PA3476;PA4230;PA1659;PA3770;PA4224;PA1001;PA1319;PA1318;PA0143;PA0266	PA3936;PA3517;PA3442;PA3445;PA3443;PA0196;PA3935;PA3444;PA3937;PA4195;PA1073
196	PA4031;PA3607;PA2944;PA4771;PA3608;PA0363;PA2906;PA1966;PA2904;PA0102	PA3151;PA3159;PA4496;PA3476;PA5171;PA1946;PA3446;PA1557;PA5427;PA3477;PA4130;PA1927;PA4500;PA0295;PA3337;PA3877;PA0958;PA1556;PA0519;PA5497
197	PA3584;PA4771;PA5171;PA3540;PA3560;PA2413;PA2382;PA2412;PA1254;PA5173;PA2104;PA2408;PA3541;PA3582;PA3551;PA5172;PA2389;PA3547;PA2105;PA3545;PA4110	PA0232;PA4443;PA3553;PA4193;PA3446;PA3442;PA0228;PA3935;PA3931;PA1694;PA2594;PA3447;PA2512;PA3938;PA4442;PA3559;PA1179;PA3552;PA4774;PA3557;PA2513;PA3443;PA3556;PA2600;PA1696;PA4773;PA3937;PA1180;PA4777;PA1693;PA3554;PA1719;PA3555;PA1701;PA0227;PA0280;PA1927;PA1723;PA0283;PA2508;PA3444;PA2514;PA3936;PA3448;PA1691;PA2204;PA1698;PA3445;PA1722;PA4224;PA3558;PA3449;PA1716;PA1692
198	PA0504	PA4038;PA3187;PA0685;PA0518;PA3582;PA4037;PA0519;PA3366;PA0523;PA1856;PA3392;PA4351;PA3364;PA4375;PA3877;PA3874;PA5379;PA2340;PA3876;PA3875;PA3872;PA0524;PA0323
199	PA5436;PA2548;PA5242;PA4201;PA2015	PA3300;PA4593;PA3719;PA2858;PA0932;PA3721;PA2904;PA5453;PA2343;PA5516;PA3659;PA3777;PA0901;PA0275;PA3861
200	PA3151;PA3159;PA4973;PA3156;PA3148;PA3601;PA3152;PA3600;PA2007;PA3155;PA2105;PA3158	PA5096;PA3553;PA2446;PA2408;PA1092;PA2232;PA4810;PA3559;PA5508;PA4217;PA1179;PA3552;PA4774;PA3557;PA5354;PA1904;PA2445;PA2442;PA5100;PA3556;PA2019;PA4811;PA4773;PA2443;PA1180;PA3554;PA3555;PA2407;PA2412;PA5095;PA2444;PA3333;PA0524;PA3558;PA5415;PA4812;PA4211;PA2409;PA5106
201	PA3628;PA0228;PA5377;PA0844;PA0226;PA2682;PA3236;PA2512;PA3514;PA2513;PA3506;PA2509;PA2813;PA5417;PA5379;PA3629;PA2507;PA0227;PA5419;PA2508;PA2514;PA5416;PA5420;PA2515;PA5421;PA5415;PA5376;PA5418	PA0523;PA0524;PA2193;PA0597;PA1668;PA1904;PA2321;PA5230;PA2624;PA3333;PA5538;PA4307
202	PA2008;PA4973;PA3187;PA2009;PA2000;PA5453;PA2445;PA2007;PA1999;PA2444	PA3553;PA3446;PA3600;PA5539;PA5501;PA0494;PA5538;PA3559;PA5508;PA1179;PA3552;PA4774;PA3557;PA3556;PA1923;PA2912;PA5499;PA4773;PA0439;PA1180;PA3554;PA5500;PA1927;PA4064;PA3558;PA3601;PA5541;PA4065
203	PA3181;PA1260;PA3617;PA0761;PA1074;PA1931;PA4290;PA0148;PA0108;PA1256	PA2944;PA3721;PA4415;PA3366;PA4688;PA4257;PA4226;PA2019;PA2011;PA4588;PA4192;PA3315;PA2014;PA2018;PA1320;PA2444;PA2514;PA2536;PA2013;PA0920;PA2000;PA1999;PA5304
204	PA3459;PA3540;PA5322;PA3542;PA1959;PA5323;PA5422;PA3541;PA3551;PA0102;PA0854;PA0865;PA3547;PA3545	PA1657;PA1692;PA4307;PA3214
205	PA4588;PA4973;PA1317;PA0504;PA1318;PA1320;PA2105	PA1095;PA1179;PA3552;PA3553;PA3486;PA1094;PA3558;PA1024;PA1602;PA1092;PA2253;PA1086;PA4773;PA4810;PA1180;PA1087
206	PA3555;PA4189;PA3568;PA0293;PA1024;PA2007;PA2445;PA4188;PA2444;PA3569	PA0782;PA2570;PA4125;PA4180;PA4138;PA4128;PA4148;PA4123;PA4161;PA1696;PA2019;PA4121;PA1693;PA4091;PA1701;PA4163;PA4122;PA4158;PA0879;PA4127;PA2536;PA4153;PA4133;PA4124
207	PA3555;PA1274;PA3651;PA1277;PA2203;PA3553;PA1281;PA4774;PA5302;PA2913;PA4230;PA2904;PA1278;PA2914;PA4065;PA3556;PA3877;PA5508	PA3719;PA4202;PA4125;PA0242;PA3236;PA0105;PA1092;PA4209;PA0107;PA0132;PA1095;PA3364;PA3361;PA5100;PA4121;PA5098;PA3159;PA1094;PA3250;PA0130;PA1140;PA0112;PA4133;PA5173;PA0108
208	PA4443;PA2599;PA4193;PA3446;PA3541;PA3447;PA2310;PA3938;PA4442;PA3545;PA2295;PA3540;PA3443;PA2600;PA2086;PA2083;PA2062;PA1838;PA0280;PA0283;PA3444;PA2598;PA1384;PA3448;PA2084;PA0282;PA3445;PA3449;PA4290	PA5096;PA3377;PA0523;PA5098;PA3721;PA2018;PA5092;PA3294;PA3383;PA3380;PA3236;PA5100;PA2019;PA4676;PA2969
209	PA3570	PA0510;PA4443;PA3442;PA3446;PA3935;PA3931;PA0518;PA3582;PA4810;PA3195;PA0519;PA4442;PA5508;PA3584;PA0523;PA1856;PA3392;PA3443;PA2691;PA0281;PA3182;PA4811;PA0280;PA0283;PA3444;PA2598;PA5103;PA3183;PA0282;PA2204;PA0524;PA3194;PA4812;PA1081
210	PA5084;PA3584;PA3579;PA5373;PA0196;PA1927;PA3582;PA2913	PA4225;PA0997;PA4193;PA3553;PA0998;PA4130;PA0782;PA3559;PA1002;PA1179;PA3552;PA0523;PA4774;PA1856;PA3557;PA1317;PA3392;PA4226;PA3361;PA3556;PA3929;PA4228;PA4773;PA0996;PA1180;PA3930;PA4777;PA3554;PA3555;PA4192;PA1000;PA1320;PA4776;PA4194;PA4231;PA0999;PA4230;PA0524;PA4224;PA3558;PA1001;PA1319;PA1318;PA1326
211	PA2553;PA2248;PA1984;PA3366;PA0872;PA2008;PA0870;PA2009;PA2007;PA5100;PA3570;PA2011;PA3159;PA2247;PA0954;PA3148;PA2014;PA2444;PA0865;PA3158;PA2015;PA2555;PA3568;PA2013;PA0263;PA2000;PA1668;PA1999;PA3569	PA3584;PA0997;PA3377;PA3382;PA3361;PA1052;PA3582;PA4114;PA5304;PA3379;PA4217
212	PA4443;PA4225;PA1646;PA4202;PA0844;PA3600;PA1249;PA2105;PA4442;PA4774;PA4351;PA0196;PA4226;PA1566;PA3556;PA0195;PA4228;PA4773;PA4158;PA4231;PA4230;PA4224;PA5420;PA5035	PA2340;PA0895;PA2369;PA2366;PA2371;PA2413;PA2407;PA2513;PA2412;PA2446;PA2390;PA5429;PA2408;PA2445;PA2442;PA1318;PA2444;PA2389;PA2514;PA2443;PA2361
213	PA4310;PA3553;PA2553;PA1070;PA3559;PA0795;PA1071;PA1179;PA3552;PA4774;PA1552;PA4504;PA1072;PA3556;PA2012;PA0958;PA4773;PA2011;PA3554;PA3555;PA0302;PA2014;PA1024;PA0400;PA4496;PA2015;PA2555;PA3558;PA2013;PA2968;PA1073;PA1326;PA5304	PA3253;PA0106;PA3540;PA0494;PA4517;PA0107
214	PA3476;PA1281;PA3512;PA2810;PA0920;PA0011	PA1667;PA4974;PA4565;PA1105;PA1092;PA1532;PA2105;PA4110;PA1095;PA0393;PA5164;PA4254;PA0176;PA1180;PA2616;PA4500;PA4425;PA1726;PA4931;PA0336;PA5436;PA5192;PA4429;PA5210;PA5153
215	PA4038;PA4089;PA2340;PA0524;PA0106;PA0326;PA5541;PA0323;PA0324;PA0325;PA0685;PA4351;PA0174;PA0112;PA0108;PA3872;PA0107	PA3629;PA1437;PA2981;PA1518;PA1417;PA3506;PA1487;PA1602;PA1140
216	PA5445;PA4771;PA4774;PA0793;PA1723;PA1602;PA5270;PA4812;PA3582;PA4776;PA3182;PA3193;PA4810;PA3195;PA3183;PA5508	PA2592;PA4193;PA2446;PA2512;PA2232;PA3938;PA5435;PA2295;PA1317;PA2513;PA3361;PA2445;PA2811;PA3937;PA5098;PA4192;PA1061;PA1320;PA3444;PA3936;PA4195;PA2514;PA4973;PA2296;PA1319;PA1318;PA4389
217	PA0838;PA0222;PA1421;PA5355	PA1576;PA1274;PA1179;PA3013;PA2584;PA1823;PA3100;PA3603;PA4234;PA2626;PA5228;PA4839;PA1049;PA2648;PA1890
218	PA4225;PA0747;PA4208;PA3187;PA2553;PA0998;PA2446;PA1984;PA5435;PA0872;PA2008;PA0870;PA2009;PA4226;PA2007;PA2445;PA4228;PA5100;PA3710;PA3570;PA1000;PA2014;PA2444;PA0865;PA4205;PA1004;PA0999;PA2685;PA4230;PA2555;PA4224;PA4206;PA2000;PA3569;PA5415;PA4133;PA1999;PA5304	PA3553;PA1326;PA3600;PA5539;PA5538;PA3552;PA4774;PA3557;PA0196;PA4123;PA3556;PA3877;PA4773;PA5445;PA3554;PA3914;PA4122;PA1927;PA1024;PA4064;PA3876;PA3121;PA0482;PA4127;PA2634;PA3558;PA3601;PA5541;PA3120;PA4065;PA4124
219	PA1257;PA2473;PA5140;PA0011;PA5388;PA4144;PA0357	PA4053;PA1586;PA1179;PA3486;PA0336;PA1587;PA4252;PA5422;PA4412;PA4464;PA0203;PA5312;PA4751;PA5215
220	PA3584;PA4773;PA2446;PA4415;PA2019;PA3872	PA4225;PA3236;PA4687;PA4688;PA0523;PA1317;PA2009;PA4226;PA3361;PA4228;PA5417;PA0954;PA1000;PA1024;PA2249;PA1320;PA5416;PA4231;PA4230;PA0524;PA4224;PA5420;PA2961;PA5421
221	PA3628;PA0228;PA5377;PA0844;PA3600;PA0226;PA3236;PA0582;PA5539;PA3151;PA5372;PA5378;PA4909;PA5417;PA5379;PA3629;PA0227;PA5419;PA4064;PA5416;PA4908;PA4230;PA5420;PA3601;PA5421;PA5415;PA5376;PA5418	PA5304;PA2321;PA0603;PA5172
222	PA3479;PA2261;PA2413;PA2531;PA3600;PA3406;PA1061;PA2412;PA3183;PA1246;PA3182;PA2263;PA4470;PA3478;PA0792;PA1247	PA5416;PA5436;PA4513;PA1174;PA0227;PA4206;PA5421;PA4880;PA1602;PA4812;PA1173;PA4207;PA4517;PA4811;PA4810;PA1556;PA2637
223	PA2438;PA5498;PA5500;PA3601;PA5541;PA3600;PA1927;PA4065;PA1923;PA2912;PA4064;PA5539;PA5499;PA5501;PA5538;PA2913	PA0998
224	PA2813;PA2811;PA2812	PA3187;PA1602;PA1101;PA1694;PA1717;PA1317;PA1697;PA1725;PA3182;PA0958;PA1696;PA1693;PA1719;PA1701;PA1695;PA1723;PA1320;PA3183;PA1703;PA1722;PA1698;PA3181;PA1724;PA1319;PA1716;PA1692
225	PA2652;PA4310;PA1421;PA4931;PA3627;PA0654;PA3004;PA0976;PA5072;PA3526;PA5508	PA3151;PA1920;PA4771;PA0851;PA4192;PA1843;PA3148;PA2536;PA4201;PA0849;PA1061;PA1927;PA1254;PA4866;PA0530;PA0089;PA1249;PA3877;PA3337;PA3448;PA4865
226	PA4201;PA0851;PA0275;PA2362;PA3512;PA1931;PA1252;PA2361;PA5508	PA3639;PA4443;PA0024;PA2634;PA0432;PA4740;PA5557;PA1156;PA5560;PA1582;PA2014;PA1683;PA4430;PA5429;PA1984;PA2444;PA3569;PA5568;PA2011;PA4217
227	PA2947;PA2944;PA3553;PA2858;PA0998;PA1984;PA2105;PA4774;PA3556;PA4773;PA0996;PA4777;PA3554;PA3555;PA2014;PA3333;PA4973;PA2891;PA3558;PA2889;PA1326;PA1073	PA3914;PA3584;PA2003;PA0523;PA1701;PA0524;PA1690;PA5427;PA1694;PA1692;PA1717;PA2514;PA1693
228	PA2008;PA2555;PA3187;PA2009;PA0679;PA3374;PA0678	PA2812;PA5541;PA3601;PA3600;PA1927;PA5429;PA1249;PA2811;PA4375;PA4064;PA5539;PA4065;PA0266;PA1556;PA5538
229	PA0510;PA0997;PA2592;PA1871;PA4211;PA5427;PA0998;PA4236;PA1902;PA4130;PA2195;PA1249;PA0518;PA1092;PA5172;PA0519;PA4217;PA1657;PA2193;PA1174;PA1555;PA2009;PA3477;PA3361;PA1904;PA2587;PA1173;PA3418;PA0958;PA5230;PA1556;PA3478;PA0996;PA1432;PA0447;PA0176;PA5171;PA3724;PA1094;PA1000;PA0179;PA3333;PA3479;PA0999;PA3476;PA2194;PA1901;PA1001;PA4133;PA5173;PA1903;PA1905;PA0143	PA3452;PA3540;PA5420;PA0604;PA1602;PA0606;PA5418
