feature	positive_signature	negative_signature
77	PA1217;PA3582;PA0113;PA2008;PA3300;PA3584;PA2009;PA2011;PA2507;PA3629;PA2247;PA1838;PA2014;PA2249;PA0865;PA4205;PA5505;PA2555;PA2013;PA2000;PA1999;PA3569;PA5153	PA4038;PA5541;PA3600;PA4226;PA1779;PA4228;PA4064;PA5538;PA0564
78	PA2003;PA5522;PA1813;PA3361;PA1984;PA1092;PA1087	PA4443;PA5560;PA3721;PA4276;PA3745;PA2644;PA1581;PA4433;PA3584;PA4257;PA2970;PA5570;PA1584;PA3113;PA4456;PA4239;PA4245;PA4243;PA0968;PA1582;PA5429;PA4244;PA4205;PA4455;PA2566;PA0920;PA5554
79	PA3642;PA4246;PA5316;PA5560;PA4276;PA4268;PA4250;PA3745;PA5315;PA3820;PA4433;PA4432;PA2970;PA3656;PA4748;PA3001;PA4264;PA0579;PA4563;PA2629;PA0944;PA1927;PA2023;PA5046;PA0316;PA4248;PA2948;PA4568;PA4567;PA4569;PA3742;PA4249;PA4670;PA4261;PA4263;PA5049	PA5377;PA1902;PA4236;PA0844;PA3721;PA3236;PA3195;PA4217;PA5378;PA1174;PA1905;PA1904;PA5417;PA5379;PA3629;PA5419;PA5416;PA1901;PA5420;PA5421;PA4133;PA1903;PA4211;PA5376;PA5418
80	PA3151;PA3159;PA1095;PA4918;PA1130;PA3156;PA3148;PA1094;PA3152;PA3294;PA2104;PA1092;PA2739;PA3155;PA1086;PA4919;PA2105;PA3158;PA1087	PA0254;PA2018;PA4771
81	PA2507;PA3517;PA2059;PA5281;PA4130;PA2513;PA3522;PA2509;PA1686;PA2682;PA3516;PA3929;PA2508;PA2514;PA5313;PA5312;PA2512;PA4517;PA3930;PA5508	PA5353;PA5051;PA1687;PA2444;PA1666;PA4234;PA4351;PA3364;PA3382;PA5354;PA0518;PA1662;PA5230;PA0494;PA5355
82	PA1874;PA3584;PA0523;PA3601;PA5541;PA2009;PA3600;PA4351;PA2570;PA2007;PA3877;PA5100;PA3569;PA0519	PA1002;PA0999;PA3476;PA0997;PA3333;PA0504;PA0998;PA1000;PA1001;PA0996;PA3236;PA4211;PA1003;PA1432;PA4217
83	PA3151;PA3156;PA3148;PA3152;PA2977;PA4885;PA3877;PA3155	PA0997;PA5522;PA0998;PA0293;PA1254;PA3523;PA0244;PA4985;PA3522;PA0480;PA5100;PA5098;PA1260;PA0130;PA0999;PA5523;PA3517;PA0530;PA5313;PA0266;PA5304;PA2550
84	PA1382;PA1856;PA1224;PA4276;PA1393;PA4042;PA4482;PA1384;PA2574;PA1757;PA1375;PA1087	PA2962;PA3294
85	PA0768;PA0945;PA3651;PA3642;PA3187;PA3112;PA3820;PA2969;PA1792;PA3139;PA3807;PA2019;PA0668;PA0944;PA2018;PA1674;PA5046;PA3310;PA1959;PA3643;PA2968;PA3821;PA4307	PA5355;PA5096;PA0106;PA1174;PA1173;PA5230;PA0112;PA0108;PA0107
86	PA0083;PA1095;PA1078;PA0091;PA4310;PA4771;PA4307;PA0089;PA0084;PA1080;PA0085;PA0080;PA1092;PA0090;PA1077;PA1081;PA1079;PA1086;PA0087;PA1087	PA1871;PA2553;PA0228;PA1902;PA4130;PA2570;PA1217;PA3541;PA2569;PA3366;PA4209;PA3545;PA4217;PA1946;PA3540;PA2193;PA1905;PA4880;PA3364;PA3361;PA1904;PA2012;PA3710;PA2011;PA3570;PA3724;PA0227;PA2014;PA1000;PA2250;PA2249;PA2514;PA2555;PA1901;PA3568;PA2013;PA2000;PA3569;PA4133;PA1999;PA1903;PA3551;PA4211;PA3542;PA3547;PA5106
87	PA4910;PA1257;PA0844;PA4911;PA1254;PA3582;PA0494;PA1256;PA3584;PA5354;PA1252;PA3379;PA5353;PA1260;PA0596;PA0680;PA1253;PA3183;PA4908;PA2409;PA5376;PA5355	PA0510;PA3870;PA0228;PA0998;PA0226;PA2682;PA2512;PA4810;PA1179;PA2003;PA1317;PA3392;PA2513;PA2509;PA3877;PA3874;PA1180;PA2507;PA3914;PA0227;PA1000;PA4500;PA2508;PA2514;PA3876;PA3875;PA3872;PA3476;PA2000;PA1319;PA1318;PA4812
88	PA3159;PA3514;PA4224;PA3512;PA3505;PA2903;PA0179;PA3352;PA1092;PA2573;PA0175	PA0132;PA4432;PA4208;PA4206;PA0849;PA2014;PA1927;PA5415;PA1217;PA1984;PA2444;PA4205;PA5568;PA0316;PA4207
89	PA4861;PA1827;PA4985;PA0749	PA0895;PA3013;PA1583;PA1445;PA3151;PA1505;PA2638;PA5570;PA1552;PA3656;PA1584;PA5337;PA3159;PA3629;PA2616;PA4947;PA4417;PA2796;PA1543;PA5039;PA0482;PA4758;PA2634;PA5161
90	PA1871;PA4733;PA0106;PA3415;PA3417;PA2248;PA3416;PA2570;PA0105;PA1092;PA1342;PA2232;PA0113;PA3526;PA0107;PA0872;PA5213;PA1930;PA1179;PA2366;PA0178;PA1080;PA4309;PA3361;PA3418;PA1135;PA0176;PA2247;PA4633;PA0179;PA5056;PA1082;PA2566;PA2573;PA0108	PA2948;PA5508;PA1317;PA2514;PA4517;PA2969
91	PA4443;PA2203;PA2599;PA4193;PA3446;PA3442;PA3935;PA2329;PA3931;PA1984;PA2594;PA2310;PA3447;PA3938;PA4442;PA2295;PA2328;PA3392;PA3443;PA4351;PA2309;PA0281;PA3929;PA2600;PA2086;PA2083;PA3937;PA2062;PA2308;PA4192;PA2327;PA1838;PA0280;PA0283;PA3444;PA2598;PA0193;PA3448;PA3936;PA4195;PA4194;PA0186;PA2084;PA0282;PA2204;PA3445;PA3449;PA2296	PA4761;PA4153;PA0851;PA0882;PA2913
92	PA1581;PA3651;PA4401;PA2970;PA3636;PA5570;PA3512;PA2950;PA4748;PA4750;PA3028;PA4159	PA1798;PA4285;PA5436;PA4563;PA3426;PA4646;PA1423;PA4812;PA1806;PA5210;PA1726;PA0176
93	PA1002;PA4804;PA0870;PA3512;PA0204;PA2914;PA4415;PA4159;PA3636;PA0244	PA1095;PA3495;PA0296;PA4733;PA4645;PA0336;PA3351;PA0330;PA4646;PA4812;PA1905;PA1342;PA1464;PA1432;PA0176
94	PA4246;PA4259;PA4251;PA3352;PA4238;PA1092;PA1342;PA2742;PA4260;PA4433;PA4257;PA1589;PA4256;PA3807;PA5320;PA4272;PA0205;PA4274;PA4254;PA4267;PA4751;PA4264;PA4262;PA4865;PA1464;PA4934;PA3351;PA4273;PA4248;PA4385;PA1588;PA4568;PA0336;PA4258;PA0206;PA4249;PA4240;PA4261;PA2976;PA4263	PA0954;PA5497;PA3028;PA1303
95	PA5372;PA4937;PA0089;PA3561;PA0164;PA0077;PA3392;PA3874;PA5373;PA0072;PA4500;PA3875;PA3877;PA3876;PA5304;PA0519;PA3872;PA5508	PA3151;PA1930;PA4973;PA3417;PA3416;PA3541;PA2815;PA3551;PA2444;PA3155;PA3547
96	PA2471;PA4930;PA0245;PA0323	PA5331;PA3097;PA0363;PA3100;PA4548;PA3088;PA4234;PA4988;PA4316;PA0934
97	PA3651;PA3553;PA3156;PA4528;PA3559;PA3151;PA1179;PA3552;PA4774;PA3557;PA2513;PA3556;PA2811;PA3155;PA1432;PA1180;PA3554;PA3159;PA3148;PA3158;PA3558;PA3152;PA2812	PA2008;PA4771;PA1260;PA3601;PA5541;PA2009;PA3600;PA1927;PA4065;PA2408;PA1923;PA4064;PA5539;PA0494;PA5538;PA4110
98	PA2981;PA1871;PA0579;PA5429;PA2408;PA4250;PA4429	PA0441;PA1694;PA3195;PA3545;PA0878;PA3552;PA1317;PA2009;PA3182;PA1696;PA4121;PA1693;PA1719;PA1701;PA1695;PA1723;PA3183;PA1722;PA3181;PA1318;PA3547;PA1692;PA5106
99	PA1095;PA0353;PA4519;PA1094;PA5427;PA1838;PA2566;PA3120;PA1602;PA5429;PA1092;PA3121;PA1087	PA4706;PA2682;PA3236;PA1984;PA2512;PA5538;PA0870;PA4073;PA2513;PA2509;PA2007;PA4707;PA5417;PA2507;PA2250;PA2508;PA4708;PA2514;PA5416;PA1511;PA4513;PA1073
100	PA1002;PA0999;PA0997;PA3584;PA0998;PA1000;PA1001;PA4133;PA1584;PA0996	PA4225;PA1249;PA2512;PA2003;PA2513;PA4226;PA5354;PA4228;PA3710;PA3570;PA2011;PA5353;PA2014;PA3444;PA2514;PA4205;PA4231;PA4230;PA2015;PA4224;PA3568;PA2013;PA2000;PA1999;PA3569;PA5355
101	PA1871;PA0747;PA2553;PA2001;PA4130;PA2248;PA2512;PA3366;PA0872;PA2008;PA0132;PA1179;PA2003;PA0870;PA2009;PA2513;PA3364;PA2007;PA2012;PA5100;PA3570;PA2011;PA2507;PA2247;PA3724;PA2014;PA4500;PA2249;PA2250;PA2508;PA2514;PA0865;PA0524;PA2015;PA2555;PA2013;PA2000;PA4133;PA1999;PA3569;PA5106	PA4973;PA5538;PA5541;PA1927;PA4064;PA2321;PA3183
102	PA2160;PA3459;PA2151;PA3415;PA2144;PA2163;PA3417;PA3349;PA2165;PA3364;PA2108;PA3416;PA2152;PA2164;PA2155;PA5111;PA1931;PA4172;PA2162;PA2153	PA1326;PA5199;PA4144;PA5568;PA2444
103	PA3554;PA3555;PA1179;PA3552;PA2944;PA3553;PA4774;PA3557;PA3558;PA4130;PA2513;PA3930;PA5429;PA3556;PA3929;PA4776;PA4773;PA1180;PA3559	PA3584;PA5302;PA2812;PA3601;PA5541;PA3600;PA4065;PA2813;PA2811;PA4064;PA0494;PA5304;PA5538
104	PA0872;PA3452;PA3540;PA3232;PA2000;PA1999;PA3551;PA0865;PA1310	PA4443;PA3553;PA3446;PA3938;PA4442;PA3559;PA1179;PA3552;PA4774;PA1856;PA3557;PA4504;PA0281;PA2811;PA4456;PA3556;PA1104;PA4773;PA2019;PA1180;PA4777;PA3554;PA4588;PA3555;PA0227;PA0283;PA4776;PA3444;PA3558;PA3601;PA4455;PA4454;PA0920
105	PA4443;PA4193;PA3442;PA3446;PA3935;PA3931;PA1049;PA2310;PA3938;PA4217;PA3443;PA1904;PA0281;PA3937;PA4192;PA0283;PA3337;PA3444;PA3936;PA4517;PA3121;PA0282;PA2204;PA3445;PA3531;PA0504	PA2003;PA3366;PA0523;PA0524;PA3392;PA2009;PA0519;PA3364;PA1927;PA2000;PA4133;PA4839;PA4687;PA1757;PA0865;PA4676
106	PA3476;PA1179;PA3584;PA3628;PA3579;PA2412;PA2408;PA3582;PA3478;PA3479;PA0934	PA4225;PA4230;PA3187;PA4224;PA4226;PA2813;PA2811;PA4228;PA3527;PA2019;PA4517;PA2812;PA4231
107	PA4225;PA2003;PA4230;PA4224;PA4130;PA4226;PA1249;PA2811;PA2813;PA4228;PA2812;PA4231;PA5508	PA5415;PA2008;PA1701;PA0958
108	PA1667;PA1657;PA1661;PA3584;PA4201;PA2513;PA3364;PA3232;PA1927;PA1686;PA4500;PA2514;PA1658;PA4290;PA3182;PA1326;PA2512;PA3158;PA3183	PA0999;PA2639;PA0997;PA5522;PA0998;PA5373;PA1000;PA1001;PA3523;PA2641;PA4211;PA1432;PA4307;PA4217
109	PA3584;PA1421;PA1317;PA3361;PA0426;PA1320;PA3366;PA1310	PA0997;PA0228;PA1694;PA1717;PA3559;PA1179;PA1690;PA1697;PA1725;PA1696;PA0996;PA1180;PA1693;PA1719;PA1701;PA1695;PA1000;PA4500;PA1723;PA1703;PA1691;PA1722;PA1698;PA1724;PA1001;PA1716;PA1692
110	PA4403;PA4402;PA4740;PA4756;PA3471;PA3834;PA3313;PA2744;PA0401;PA3861;PA0934;PA4956;PA4693;PA3822;PA3527;PA3482;PA1585;PA3977;PA4042;PA4271;PA4449;PA4450;PA5239;PA2709;PA5568;PA4385;PA1588;PA2649;PA0887;PA3831;PA1806;PA1010;PA2648;PA1794;PA4389	PA2888;PA2887
111	PA3167;PA2639;PA1446;PA5316;PA4429;PA4415;PA5516;PA1320;PA1049;PA2645;PA1794;PA2647;PA3636;PA5332;PA2969	PA4727;PA2711;PA4956;PA0428
112	PA3476;PA4443;PA0178;PA1555;PA1838;PA2013;PA4130;PA3443;PA4133;PA0927;PA2012;PA3444;PA0175;PA3333;PA4442	PA3609;PA3452;PA0228;PA0293;PA1602;PA0444;PA3582;PA5508;PA3584;PA4771;PA1856;PA1946;PA1317;PA3713;PA0439;PA2382;PA1321;PA1320;PA0524;PA1421;PA1319;PA1318;PA3547
113	PA5322;PA3541;PA2815;PA3545;PA2151;PA3540;PA4880;PA2416;PA2152;PA2164;PA2160;PA2147;PA3724;PA2165;PA0854;PA4172;PA3479;PA2261;PA3459;PA3551;PA2263;PA3542;PA3547;PA5106	PA4774;PA2536;PA3514;PA4776;PA4773;PA2011;PA5355
114	PA2438;PA5498;PA5500;PA3601;PA5541;PA3600;PA2914;PA4065;PA1923;PA2912;PA4064;PA5539;PA5499;PA5501;PA5538;PA2913	PA3187
115	PA3476;PA1179;PA3719;PA5436;PA3724;PA4010;PA0441;PA3600;PA2513;PA2514;PA4316;PA3361;PA1984;PA0444;PA3478;PA5524;PA2512;PA0439;PA5435;PA0865;PA3479	PA2204;PA2649;PA1666;PA1317;PA3650;PA0085;PA0196;PA5415;PA1319;PA0281;PA2445;PA1320;PA1318;PA2444;PA5075;PA1321
116	PA4443;PA3936;PA3446;PA3443;PA0283;PA4456;PA3113;PA5337;PA3444;PA3937;PA3938	PA0997;PA3187;PA2413;PA0998;PA4125;PA2408;PA0182;PA0494;PA4217;PA1002;PA0523;PA1690;PA4123;PA4121;PA0996;PA1719;PA0157;PA1000;PA4122;PA1723;PA1716;PA1808;PA0999;PA1722;PA4206;PA1724;PA1001;PA2407;PA4124;PA4207
117	PA1274;PA2947;PA1179;PA2948;PA3517;PA2862;PA0106;PA1976;PA3232;PA4911;PA2446;PA3217;PA0283;PA4913;PA3516;PA1984;PA5429;PA2905;PA1982;PA0113;PA0107	PA0872;PA2008;PA0997;PA0870;PA2020;PA3194;PA0998;PA2009;PA5373;PA2000;PA1501;PA2007;PA0130;PA3183;PA1999;PA5162;PA0494;PA3478;PA0865;PA3479
118	PA1871;PA2553;PA5427;PA5242;PA4236;PA4130;PA2446;PA0518;PA1092;PA5172;PA3171;PA0175;PA2232;PA0519;PA2003;PA1557;PA1555;PA2513;PA2445;PA3418;PA2442;PA1556;PA5243;PA5171;PA1094;PA2250;PA3337;PA0835;PA2444;PA0836;PA0403;PA5173;PA1562	PA3554;PA1179;PA3552;PA4774;PA3553;PA3557;PA3452;PA3540;PA3558;PA4500;PA3556;PA4773;PA1180;PA4777
119	PA4385;PA5010;PA0393;PA4761;PA0402;PA4941;PA2624;PA4971	PA1874;PA1871;PA0747;PA4208;PA2144;PA0228;PA2570;PA2682;PA1217;PA1249;PA2512;PA2162;PA3366;PA2151;PA2163;PA3477;PA2513;PA2152;PA3361;PA2164;PA3710;PA2153;PA3570;PA2160;PA2147;PA3724;PA2165;PA4858;PA2514;PA4205;PA3479;PA1901;PA3568;PA4206;PA4153;PA3475;PA4211;PA3569;PA4207
120	PA4910;PA3417;PA4912;PA4911;PA3582;PA5137;PA4687;PA3584;PA1946;PA4909;PA4309;PA4913;PA0090;PA3418;PA2711;PA1260;PA3337;PA1609;PA1982;PA4908;PA1950;PA2862;PA1608;PA3568;PA1806	PA0895;PA0480;PA0896;PA4133;PA4316;PA4172;PA0494;PA3212;PA0865;PA2776
121	PA0997;PA2592;PA1871;PA4310;PA3187;PA4211;PA0998;PA1902;PA4130;PA2195;PA1249;PA4217;PA1002;PA1657;PA0178;PA2193;PA3477;PA1080;PA3361;PA1904;PA2587;PA3478;PA0996;PA0176;PA3724;PA1000;PA0179;PA3333;PA3479;PA0999;PA3476;PA0177;PA2194;PA4230;PA1130;PA1901;PA1001;PA4133;PA1903;PA1905;PA0143	PA3540;PA3547;PA3541;PA5100;PA0293
122	PA0510;PA0025;PA3870;PA0523;PA0024;PA5171;PA0524;PA3392;PA4235;PA3874;PA4351;PA4811;PA0518;PA3877;PA3875;PA4812;PA5172;PA4810;PA0519;PA3872;PA5508	PA2008;PA2981;PA2553;PA2009;PA2014;PA2000;PA2007;PA3929;PA2012;PA0130;PA0865;PA2105;PA2550
123	PA1874;PA2160;PA2147;PA2151;PA2144;PA2163;PA2165;PA1927;PA0112;PA2152;PA2164;PA2607;PA3252;PA3857;PA2162;PA0113;PA2153;PA0107	PA5508;PA3523;PA3442;PA3725
124	PA2340;PA1257;PA2473;PA1827;PA3589;PA2212;PA1311;PA1811	PA1586;PA0895;PA5163;PA4251;PA4464;PA2742;PA4053;PA4433;PA3139;PA5164;PA4272;PA1552;PA3656;PA4274;PA4267;PA4751;PA3159;PA1588;PA3162;PA0336;PA1587;PA4252;PA5173;PA5215
125	PA3914;PA3584;PA3925;PA4202;PA1525;PA0679;PA5373;PA5516;PA3582;PA1275;PA0112	PA1792;PA4310;PA1564;PA1317;PA2513;PA4309;PA2514;PA3361;PA1319;PA1662;PA2811;PA1320;PA1318;PA2512;PA4687;PA5272
126	PA4225;PA4706;PA4230;PA4513;PA4224;PA4470;PA2413;PA4708;PA2531;PA2412;PA4226;PA4158;PA2408;PA4228;PA4231;PA2407;PA2389;PA2409;PA4707;PA4688	PA3531;PA4236;PA5415;PA2445;PA3877;PA2444
127	PA3476;PA4202;PA2513;PA3656;PA5100;PA3478;PA2512;PA3333;PA3479	PA3151;PA2812;PA3148;PA4073;PA3152;PA3232;PA1024;PA2813;PA2811;PA1326;PA1341;PA1340
128	PA0747;PA3187;PA1694;PA0602;PA1717;PA3195;PA1690;PA1697;PA3182;PA1696;PA4435;PA1693;PA1719;PA1701;PA1695;PA1723;PA2321;PA2261;PA3183;PA1703;PA1691;PA1722;PA1698;PA3181;PA3194;PA2654;PA1724;PA1716;PA2263;PA3193;PA1692	PA4211;PA3719;PA4909;PA0504;PA3600;PA1501;PA5429;PA5174;PA5417;PA4110
129	PA2569;PA3181	PA2446;PA1694;PA4125;PA0518;PA1984;PA1092;PA1717;PA0872;PA2008;PA1095;PA0870;PA1690;PA1697;PA2009;PA1725;PA2445;PA2007;PA2442;PA5100;PA4123;PA1696;PA4121;PA2443;PA1693;PA1719;PA1701;PA1695;PA1094;PA4122;PA1723;PA3337;PA2444;PA0865;PA1703;PA1691;PA1722;PA1698;PA2000;PA1724;PA5415;PA1716;PA1692
130	PA3584;PA3181;PA3719;PA0836;PA3601;PA3618;PA1668;PA3337;PA4812;PA3182;PA3195;PA3028	PA4193;PA4867;PA1856;PA3531;PA0357;PA5298;PA4669;PA0685;PA4880;PA2446;PA5415;PA1249;PA4375;PA2444;PA0193;PA0865;PA5417;PA1256
131	PA3151;PA3159;PA2265;PA3452;PA3187;PA5172;PA3193;PA3569;PA3158;PA3570	PA0997;PA3553;PA3446;PA0998;PA0518;PA0494;PA0519;PA3559;PA1002;PA1179;PA0523;PA4774;PA1856;PA3392;PA2691;PA4773;PA0996;PA1180;PA4777;PA3555;PA1000;PA3814;PA0999;PA2204;PA2685;PA0524;PA3558;PA1001;PA5304
132	PA0098;PA1382;PA2105;PA0378;PA2905;PA1384;PA2104;PA2103	PA5422;PA5173;PA2445;PA2444;PA1543;PA2443;PA5215;PA5270
133	PA0890;PA4069;PA3643;PA1534;PA1609;PA3541;PA2569;PA1638;PA4688	PA4217;PA4910;PA5096;PA2367;PA1524;PA1905;PA3250;PA0530;PA2365;PA1566;PA1982;PA5100;PA4211;PA5103;PA1556;PA3333;PA5106;PA0107
134	PA0747;PA3187;PA0226;PA3600;PA2512;PA3195;PA0523;PA2513;PA4885;PA3556;PA0958;PA3182;PA2011;PA3159;PA5171;PA2250;PA2514;PA2321;PA3183;PA3181;PA0524;PA2015;PA2555;PA3194;PA3601;PA0749;PA3193	PA1657;PA2204;PA0504;PA0782;PA1602;PA0130;PA2968;PA5497;PA4442;PA4217
135	PA4973;PA3194;PA0035;PA0105;PA3182;PA0036;PA5075;PA4307	PA0164;PA2446;PA2512;PA4810;PA3366;PA5508;PA0872;PA5106;PA1179;PA3552;PA5302;PA1946;PA0870;PA1555;PA2513;PA3364;PA2445;PA2442;PA5100;PA4773;PA2443;PA1556;PA1180;PA4777;PA5098;PA2711;PA2014;PA3337;PA2444;PA2514;PA3875;PA1421;PA2015;PA3558;PA2000;PA0295;PA5415;PA4812;PA5304;PA5355
136	PA5559;PA1586;PA1809;PA4740;PA4251;PA4270;PA4528;PA4250;PA4238;PA4269;PA3646;PA3820;PA5435;PA4260;PA4257;PA4256;PA1555;PA4272;PA1584;PA4254;PA1556;PA5558;PA4255;PA4271;PA4417;PA5556;PA5568;PA0083;PA4385;PA2649;PA1659;PA4252;PA4261;PA5554;PA1660;PA5555;PA5106	PA0228;PA2513;PA2412;PA2514;PA2682;PA2508;PA2512;PA4470
137	PA1027;PA1529;PA2368;PA4548;PA2843;PA3212;PA0934	PA3584;PA3446;PA3540;PA5500;PA5298;PA3600;PA1904;PA4064;PA1903;PA3444;PA4846;PA0357;PA4217
138	PA2652;PA4310;PA1694;PA1092;PA1717;PA5435;PA3526;PA0872;PA1657;PA1078;PA1690;PA1100;PA1725;PA1080;PA1696;PA1693;PA1079;PA1719;PA1701;PA1695;PA1000;PA1723;PA2444;PA1691;PA1722;PA1698;PA4307;PA5436;PA1724;PA5415;PA1077;PA1716;PA1081;PA1692	PA3687;PA3459;PA3540;PA3541;PA3551;PA0102;PA0854;PA2569;PA4776;PA3542;PA3547;PA3545;PA4110
139	PA0872;PA2008;PA4225;PA4230;PA4973;PA4224;PA0954;PA2009;PA0782;PA4226;PA3361;PA2007;PA4228;PA5172;PA0865;PA2105;PA4231	PA3553;PA1092;PA3582;PA5539;PA5538;PA3559;PA1095;PA3584;PA1179;PA3552;PA4774;PA3557;PA3579;PA5354;PA3556;PA4456;PA4773;PA4811;PA5445;PA1180;PA4777;PA3554;PA3555;PA4010;PA1094;PA1656;PA2253;PA3558;PA5541;PA4455;PA4454;PA0887;PA4290;PA1326;PA1086;PA5355
140	PA0202;PA5549;PA3506;PA0204	PA4264;PA3666;PA4432;PA5142;PA4694;PA2740;PA4567;PA4563;PA3088;PA3742;PA4429;PA4272;PA0888;PA5493;PA4250;PA4238;PA5338;PA5315;PA4237;PA2742
141	PA0082;PA0095;PA0077;PA0088;PA0079;PA0080;PA0078;PA0098;PA0090;PA4121;PA0075;PA0081;PA0091;PA0089;PA0084;PA0072;PA0085;PA0262;PA0074;PA0083;PA2685;PA2536;PA4124;PA0087	PA3554;PA3914;PA2890;PA2444;PA3187;PA3877;PA1984;PA1320;PA1246;PA3876;PA3875;PA4307
142	PA0095;PA0323;PA4375;PA2824	PA0997;PA3446;PA1666;PA0998;PA1670;PA4130;PA2408;PA5539;PA3559;PA1002;PA1657;PA1179;PA3552;PA4774;PA3557;PA3513;PA3556;PA4773;PA0996;PA3555;PA2890;PA1000;PA1656;PA0999;PA1669;PA2891;PA1659;PA1658;PA1668;PA4065;PA1001;PA4133;PA1660
143	PA5378;PA3438;PA4867;PA4403;PA2608;PA3088;PA5298;PA4750	PA3568;PA4153;PA4152;PA2444;PA0494;PA5098
144	PA2507;PA1787;PA2638;PA1583;PA2649;PA2513;PA4333;PA2514;PA2682;PA4812;PA2645;PA2512;PA4810;PA5445;PA4811	PA4706;PA4225;PA4193;PA3442;PA3446;PA2413;PA3935;PA3931;PA2408;PA3938;PA4217;PA3443;PA4226;PA2389;PA3937;PA4707;PA4192;PA2531;PA1000;PA2412;PA4158;PA3444;PA4708;PA3936;PA4470;PA2204;PA4230;PA3445;PA4513;PA4224;PA3449;PA1001;PA2407;PA2409
145	PA0872;PA1274;PA1179;PA4225;PA2003;PA4230;PA4224;PA2009;PA1280;PA4226;PA3418;PA4228;PA1279;PA1999;PA0865;PA3366;PA1180;PA4231	PA4771;PA1781;PA1658;PA4123;PA0130;PA1140;PA4211;PA3252;PA5445;PA5076;PA4217
146	PA1966;PA4236;PA0662;PA2003	PA4443;PA2203;PA4193;PA3446;PA3452;PA2413;PA2446;PA3931;PA0896;PA2408;PA3938;PA0519;PA4442;PA5508;PA1657;PA4771;PA0523;PA1856;PA3392;PA2445;PA0281;PA2389;PA1719;PA0280;PA2412;PA0283;PA3444;PA2444;PA4470;PA4195;PA0282;PA2204;PA0524;PA1658;PA0263;PA5415;PA2407;PA2409
147	PA0399;PA3629;PA2160;PA4230;PA2151;PA3459;PA5171;PA1317;PA4880;PA2165;PA4226;PA1319;PA1562;PA2815;PA3929;PA4829;PA5172;PA1320;PA4172;PA1318	PA0510;PA3187;PA4130;PA0518;PA1092;PA3498;PA0519;PA4209;PA4217;PA1657;PA0523;PA3514;PA1555;PA3513;PA3361;PA5445;PA1556;PA0084;PA0085;PA2862;PA0524;PA3194;PA0887;PA4133;PA4290
148	PA3378;PA3375;PA5523;PA3910;PA5368;PA3917;PA5366;PA3319;PA5522;PA3384;PA4351;PA5367;PA3918;PA3382;PA0679;PA3383;PA3380;PA5369;PA0347;PA2105;PA3379	PA1095;PA3517;PA2015;PA1317;PA1976;PA1094;PA2014;PA1561;PA2013;PA1959;PA0887;PA1217;PA1092;PA2512;PA0750;PA4919;PA2011
149	PA3442;PA4202;PA3443;PA2570;PA3444;PA5039	PA2413;PA2446;PA0518;PA2408;PA0519;PA0523;PA1555;PA3392;PA2390;PA2445;PA2442;PA2389;PA2443;PA2531;PA2412;PA1140;PA2444;PA4470;PA0524;PA5415;PA2407;PA2409
150	PA4188	PA3666;PA5163;PA5176;PA4944;PA4251;PA4464;PA3352;PA4250;PA4238;PA1457;PA4237;PA2742;PA1589;PA1580;PA3656;PA4274;PA4242;PA4254;PA4267;PA4751;PA4245;PA3351;PA3348;PA1609;PA2623;PA4273;PA3814;PA3792;PA1588;PA4568;PA3162;PA0336;PA4258;PA4252;PA1610;PA4249;PA4241;PA2741
151	PA0685;PA0678;PA3382;PA5297;PA0430;PA2022;PA0347;PA3498;PA0677;PA3378;PA3375;PA3584;PA3377;PA5366;PA3319;PA4351;PA0687;PA3296;PA0684;PA3379;PA2352;PA3384;PA3574;PA0686;PA5369;PA0102;PA0680;PA3479;PA3910;PA0679;PA3383;PA3380	PA0350;PA1317;PA4069;PA3118;PA1081;PA4687;PA5270
152	PA5368;PA0844;PA0685;PA0678;PA3382;PA5297;PA2022;PA4144;PA0347;PA2105;PA0677;PA3378;PA3375;PA3377;PA5366;PA3319;PA2009;PA4351;PA1080;PA3296;PA3182;PA2104;PA3379;PA2352;PA3384;PA5367;PA3374;PA5369;PA2023;PA0186;PA3479;PA3910;PA2555;PA0679;PA0184;PA3383;PA2296;PA3380	PA4257;PA4259;PA5570;PA1061;PA4932;PA4969
153	PA1719;PA1691;PA1722;PA1698;PA1701;PA1695;PA1690;PA1697;PA0954;PA5139;PA1725;PA1723;PA1717;PA1724;PA1694;PA1716;PA1696;PA1693;PA1692;PA1703	
154	PA3193;PA3195;PA3182;PA5155;PA3187	PA3553;PA3559;PA1657;PA1179;PA3552;PA4774;PA3584;PA3557;PA3556;PA4773;PA2019;PA1180;PA4777;PA3554;PA1719;PA3555;PA1701;PA4776;PA2634;PA1659;PA3558;PA1658
155	PA3151;PA3159;PA0999;PA0997;PA3476;PA4973;PA0998;PA1000;PA3152;PA2412;PA0996;PA2445;PA2444;PA0143;PA3155;PA1432	PA3584;PA3552;PA2555;PA1602;PA0887;PA2943;PA2541;PA3582;PA4290;PA4773;PA5445;PA3366;PA2019
