feature	positive_signature	negative_signature
10	PA2413;PA2531;PA2513;PA2412;PA2390;PA2408;PA2407;PA2389;PA2409;PA4470	PA0083;PA0091;PA1179;PA0089;PA0082;PA0095;PA4202;PA1902;PA0084;PA0078;PA0080;PA4211;PA0074;PA0081;PA0865;PA0087;PA4217
11	PA0510;PA0025;PA3870;PA4193;PA0523;PA1856;PA0024;PA4761;PA3392;PA0524;PA0519;PA2691;PA0518;PA3875;PA5175;PA3874;PA3872;PA3814	
12	PA4189;PA2052;PA2018;PA3590;PA1534;PA2470;PA4158;PA1052;PA5228;PA5439;PA1598	PA4283;PA5010;PA4975;PA0363;PA0944;PA5317;PA1458;PA3659;PA4662;PA3475;PA3028;PA5147
13	PA3151;PA5034;PA3159;PA3651;PA0025;PA4771;PA3148;PA1927;PA2446;PA0607;PA0920;PA3877;PA2444;PA5443;PA3155;PA3876	PA4910;PA4211;PA0106;PA4125;PA3236;PA0105;PA4217;PA0107;PA4092;PA1174;PA4128;PA2009;PA1904;PA4123;PA5100;PA1173;PA4121;PA5445;PA5417;PA4122;PA5419;PA0174;PA0112;PA4127;PA1905;PA4124;PA0108;PA5106
14	PA3151;PA3159;PA3156;PA1287;PA3148;PA3152;PA2513;PA2570;PA0011;PA2445;PA2444;PA3155;PA3158	PA0997;PA4225;PA0082;PA5427;PA0998;PA2408;PA0080;PA0078;PA4226;PA1904;PA4228;PA0996;PA1000;PA0084;PA0072;PA4231;PA0087;PA0999;PA4230;PA2891;PA4224;PA1001;PA0081
15	PA1694;PA1717;PA1690;PA1697;PA1725;PA4123;PA1696;PA4121;PA1693;PA1719;PA1701;PA1695;PA4122;PA1723;PA1703;PA1691;PA1698;PA1722;PA1724;PA1716;PA4124;PA1692;PA5106	PA5538;PA2685;PA0524;PA5539
16	PA0997;PA1661;PA2592;PA4208;PA4211;PA1666;PA0998;PA1902;PA2195;PA0080;PA1662;PA4217;PA1002;PA1657;PA2193;PA1904;PA1003;PA0996;PA3930;PA3724;PA1000;PA0084;PA1656;PA3333;PA4205;PA3479;PA0083;PA0999;PA3476;PA2194;PA1901;PA1659;PA4206;PA1658;PA1001;PA4133;PA1903;PA1905;PA1660;PA4207	PA3187;PA2248;PA2446;PA1984;PA5452;PA3151;PA2009;PA4504;PA1072;PA2007;PA2445;PA2442;PA2443;PA3570;PA5098;PA2247;PA5154;PA3148;PA4503;PA2250;PA5082;PA2444;PA0865;PA3568;PA3152;PA2000;PA5415;PA1073;PA3569;PA5355
17	PA5559;PA4937;PA4246;PA4007;PA1583;PA4259;PA5069;PA5242;PA4941;PA4268;PA4433;PA4257;PA4761;PA3807;PA3656;PA5337;PA4274;PA4242;PA3001;PA4267;PA4751;PA4262;PA4264;PA5489;PA5558;PA4232;PA4239;PA4694;PA0579;PA4483;PA1582;PA0555;PA4253;PA4271;PA2623;PA1684;PA4273;PA5556;PA4247;PA3814;PA4248;PA1787;PA4385;PA1588;PA4568;PA3162;PA0336;PA4258;PA1587;PA5068;PA4249;PA4240;PA4261;PA2976;PA5119;PA4935	PA2711;PA3719
18	PA5523;PA5570;PA5522;PA2363;PA3382;PA0927;PA1931;PA4429;PA4811;PA4810;PA4209	PA1317;PA5075;PA5119
19	PA2652;PA3531;PA4192;PA1317;PA2906;PA2446;PA2445;PA2442;PA4839;PA2444;PA1082	PA4225;PA3553;PA3187;PA2893;PA3721;PA4125;PA3582;PA3195;PA3366;PA3559;PA5508;PA1179;PA3552;PA4774;PA3364;PA4226;PA3556;PA4228;PA3182;PA4773;PA1180;PA4777;PA3554;PA2323;PA4776;PA2321;PA3183;PA4231;PA4230;PA3181;PA4224;PA3558;PA3194;PA0793;PA4124;PA3193
20		PA3156;PA1092;PA3504;PA3498;PA2105;PA1087;PA3151;PA1095;PA3514;PA3513;PA0958;PA3155;PA2104;PA3159;PA3148;PA1094;PA4503;PA3158;PA4918;PA1130;PA0206;PA3505;PA3152;PA2739;PA0203;PA1086;PA4919
21	PA3554;PA1856;PA1317;PA3558;PA3156;PA4500;PA0958;PA2105;PA4207	PA0999;PA0997;PA0998;PA1000;PA4125;PA2813;PA2811;PA4123;PA4124;PA2812;PA0996
22	PA3914;PA3579;PA2371;PA2413;PA2531;PA2368;PA2412;PA2407;PA2390;PA0660;PA2408;PA3877;PA3582;PA5172;PA2389;PA2409;PA3876;PA4307	PA4613;PA4201;PA4192;PA3446;PA4202;PA2009;PA0849;PA2000;PA0976;PA0887;PA1999;PA3444;PA5174;PA4290;PA4195;PA5445;PA3366;PA4442;PA3814
23	PA3929;PA3930	PA0510;PA5427;PA4235;PA4236;PA0518;PA1049;PA5172;PA0519;PA1657;PA0523;PA2193;PA1557;PA1555;PA4351;PA3877;PA5230;PA1556;PA0024;PA5171;PA1561;PA3337;PA0835;PA3876;PA5497;PA2194;PA0524;PA0836;PA0295;PA5173;PA2195
24	PA2947;PA1867;PA5281;PA3315;PA1280;PA2516;PA4971;PA2637	PA0482;PA1317;PA0650;PA3976;PA5045;PA5429;PA4776;PA0036;PA4865;PA0546;PA3170
25	PA3348;PA4973	PA0997;PA2592;PA1871;PA4211;PA0998;PA1902;PA4130;PA2195;PA2570;PA1217;PA2408;PA3582;PA4209;PA4217;PA1002;PA1657;PA3584;PA2193;PA3477;PA3361;PA1904;PA2019;PA3478;PA0996;PA3724;PA1000;PA2412;PA0130;PA1656;PA4517;PA3333;PA3479;PA0999;PA3476;PA1130;PA2194;PA1901;PA1658;PA1001;PA4133;PA1903;PA1905;PA4207
26	PA1375;PA4031;PA4569;PA0342;PA3627;PA4333;PA0421;PA4042;PA1982;PA1674;PA2828;PA1796;PA0380;PA3861	PA2599;PA3449;PA2014;PA0324;PA0480;PA0444;PA2600;PA2011
27	PA0510;PA5427;PA4235;PA4236;PA0518;PA1049;PA5172;PA0519;PA0523;PA2193;PA1557;PA1555;PA3877;PA5230;PA1556;PA5171;PA1561;PA5429;PA3337;PA0835;PA5497;PA2194;PA0836;PA0295;PA5173;PA5304	PA3929;PA3930
28	PA4443;PA4193;PA3446;PA3628;PA0228;PA0226;PA3931;PA2682;PA2594;PA2512;PA3938;PA2105;PA5435;PA4442;PA3584;PA2513;PA3443;PA2509;PA2083;PA3937;PA5417;PA2507;PA4192;PA0227;PA0283;PA2508;PA3444;PA2514;PA3936;PA4195;PA4194;PA3476;PA0282;PA2204;PA1081	PA1087;PA4230;PA3181;PA0523;PA1260;PA3187;PA1557;PA3910;PA3194;PA1254;PA4226;PA1501;PA2022;PA4228;PA2321;PA4231;PA3182;PA3195;PA5538;PA3183;PA1256
29	PA0399;PA3554;PA2611;PA1179;PA3552;PA3553;PA1770;PA3187;PA0302;PA3558;PA3364;PA3004;PA1319;PA1070;PA1320;PA4773;PA2232;PA3028;PA5223	PA3378;PA3375;PA3377;PA3910;PA3379;PA3319;PA0681;PA3384;PA0685;PA0678;PA3382;PA0686;PA2022;PA0684;PA0683;PA0680;PA0677;PA0112
30	PA0232;PA0231;PA0228;PA5176;PA5377;PA2893;PA0844;PA0226;PA3236;PA3541;PA2569;PA3545;PA5106;PA5378;PA3375;PA3540;PA5323;PA5454;PA5417;PA0447;PA5379;PA0227;PA5419;PA0865;PA5416;PA3542;PA5094;PA5420;PA5421;PA1959;PA5415;PA3551;PA5376;PA3547;PA5418	PA4774;PA3350;PA1081;PA1780;PA0074;PA4773
31	PA2514;PA2512;PA2513	PA0510;PA3870;PA0518;PA5172;PA0519;PA0523;PA1856;PA1555;PA3392;PA3522;PA2691;PA3877;PA1556;PA3874;PA0025;PA0024;PA5171;PA3876;PA3875;PA3872;PA3183;PA0524;PA5173
32	PA5093;PA5498;PA3540;PA5500;PA3601;PA5541;PA3600;PA1927;PA4065;PA1923;PA2912;PA4064;PA5539;PA5499;PA5501;PA5538;PA2913	PA2445;PA3187;PA1856;PA2444
33	PA0945;PA1274;PA3609;PA1277;PA3651;PA3608;PA1281;PA4645;PA5140;PA3607;PA2903;PA1534;PA3713;PA4939;PA1638;PA3610	PA3687;PA2015;PA4027;PA3250;PA4502;PA3551;PA4786;PA2550
34	PA0747;PA3187;PA2553;PA4733;PA2001;PA2248;PA2446;PA4024;PA1984;PA1070;PA0602;PA5137;PA3356;PA5452;PA2008;PA1071;PA0870;PA2009;PA1072;PA2445;PA2007;PA2442;PA2012;PA0958;PA2011;PA3570;PA4189;PA2247;PA1338;PA2014;PA2249;PA2250;PA2444;PA0865;PA4496;PA2862;PA2555;PA3568;PA2013;PA5155;PA5453;PA2000;PA5415;PA1999;PA4188;PA1073;PA3569;PA5153	PA2592;PA0997;PA0998;PA4125;PA5508;PA1002;PA3584;PA4128;PA4123;PA4121;PA5445;PA0996;PA1003;PA1432;PA1701;PA1000;PA4122;PA0262;PA0999;PA3476;PA4127;PA1001;PA4124
35	PA1667;PA0997;PA2592;PA1661;PA1871;PA4211;PA0998;PA1902;PA4130;PA2195;PA2570;PA2408;PA1249;PA1662;PA1092;PA5172;PA4209;PA4217;PA1002;PA1657;PA0872;PA2193;PA3477;PA3361;PA1904;PA3478;PA0996;PA3724;PA1000;PA1656;PA3333;PA3479;PA0999;PA3476;PA1130;PA2194;PA1901;PA1659;PA1658;PA1668;PA5173;PA1001;PA4133;PA1903;PA1905;PA1660;PA4207	PA4125;PA4121;PA4973;PA2811;PA4122
36	PA3187;PA0077;PA0088;PA0079;PA0078;PA0080;PA2232;PA3195;PA3151;PA2008;PA5372;PA4771;PA2009;PA5373;PA2007;PA0090;PA3182;PA3155;PA0091;PA0084;PA0085;PA0074;PA0865;PA3333;PA3183;PA0087;PA0083;PA3181;PA2536;PA3194;PA1562;PA3193;PA0089	PA5096;PA0228;PA2682;PA2408;PA1092;PA2512;PA0494;PA5508;PA4774;PA2513;PA2509;PA3556;PA5100;PA4121;PA4777;PA5098;PA2507;PA2412;PA5429;PA2508;PA2514;PA2409
37	PA0482;PA1655;PA1438;PA3552;PA2317;PA2634;PA1317;PA4122;PA0196;PA1024;PA0195;PA1320;PA4776;PA4773;PA5445;PA4777	PA3151;PA3159;PA3476;PA4973;PA0604;PA3152;PA1430;PA0605;PA0606;PA0603;PA3155;PA1003;PA1432
38	PA1646;PA3628;PA5377;PA0844;PA3236;PA0582;PA0583;PA5372;PA5378;PA4909;PA5422;PA5417;PA5379;PA3629;PA5419;PA5416;PA4908;PA5420;PA5421;PA5415;PA5376;PA5418	
39	PA5498;PA3553;PA3600;PA2408;PA5539;PA5501;PA5538;PA3559;PA1179;PA3552;PA4774;PA3557;PA3556;PA1923;PA4456;PA5499;PA4773;PA1180;PA4777;PA3554;PA3555;PA4010;PA5500;PA2412;PA4064;PA4776;PA4470;PA3558;PA5541;PA3601;PA4455;PA4454;PA4065	PA2008;PA4973;PA4771;PA2904;PA0085;PA2903;PA2000;PA2445;PA1999;PA2442;PA2444;PA5445
40	PA4385;PA5555;PA3651;PA1809;PA2019;PA1278;PA3742;PA2018;PA4412;PA0896;PA5554;PA3820;PA4810;PA1073;PA4418;PA5147;PA5508	PA1874;PA1871;PA2367;PA2329;PA2570;PA0105;PA4217;PA0180;PA2366;PA1174;PA3477;PA3361;PA1173;PA3478;PA0176;PA5058;PA3724;PA3250;PA4205;PA3479;PA3476;PA2368;PA4206;PA4133;PA2365;PA4211;PA4207
41	PA3553;PA3446;PA1249;PA1092;PA3559;PA1179;PA3552;PA4774;PA5302;PA3557;PA2812;PA2813;PA2811;PA3556;PA4773;PA1180;PA4777;PA3554;PA3555;PA4010;PA5429;PA4776;PA4230;PA3558;PA4455;PA0920;PA5304	PA2008;PA2685;PA3181;PA3187;PA3194;PA0088;PA2009;PA0080;PA3182;PA5172;PA0087;PA3195;PA3183;PA5106
42	PA3181;PA1421;PA1317;PA1602;PA3182;PA3193;PA3195;PA2321;PA3183	PA0510;PA2592;PA1871;PA4211;PA1902;PA4130;PA2195;PA1249;PA4209;PA5452;PA4217;PA1657;PA2193;PA3361;PA1904;PA3478;PA3724;PA1338;PA1927;PA3333;PA3875;PA3479;PA3476;PA1130;PA2194;PA2948;PA1901;PA1659;PA1658;PA4133;PA1903;PA1905;PA1660
43	PA1927;PA1976;PA2217;PA4934;PA5106	PA2438;PA1823;PA0350;PA3751;PA2906;PA4565;PA5237;PA2343;PA0750;PA3212
44		PA4088;PA4038;PA4089;PA3914;PA1146;PA3589;PA4862;PA3449;PA5541;PA0844;PA0325;PA0324;PA4859;PA3590;PA3877;PA5539;PA4994;PA0222;PA3379;PA4908
45	PA0082;PA0504;PA0088;PA0079;PA0782;PA0072;PA0078;PA0080;PA0503;PA2968;PA0074;PA0081;PA0087	PA0747;PA4024;PA1249;PA0105;PA1342;PA3195;PA0107;PA5378;PA2008;PA1174;PA3477;PA4502;PA2009;PA2007;PA3418;PA1135;PA4506;PA3570;PA3724;PA0179;PA4500;PA0865;PA1247;PA3479;PA2015;PA4211;PA2573;PA1073;PA0108;PA2550
46		PA4741;PA5163;PA4740;PA4235;PA4251;PA4944;PA4464;PA4250;PA5164;PA1580;PA1584;PA4456;PA4254;PA4242;PA4274;PA1770;PA5243;PA0432;PA4255;PA4252;PA3601;PA5161;PA4429;PA4241;PA5153
47	PA3361;PA4854;PA0579;PA3745;PA1905	PA3553;PA2446;PA3366;PA3559;PA1179;PA3552;PA4774;PA3557;PA1555;PA3364;PA5354;PA2445;PA3556;PA2442;PA4456;PA4773;PA2019;PA4811;PA1180;PA2011;PA4777;PA3554;PA3555;PA5353;PA2018;PA3337;PA4776;PA2444;PA3558;PA0920;PA5415;PA4812;PA5355
48	PA3151;PA3159;PA4918;PA4310;PA3156;PA3148;PA4503;PA3152;PA0958;PA3155;PA2104;PA3158	PA1000
49	PA2360;PA5523;PA2362;PA0156;PA5522;PA1997;PA4901;PA2541;PA3361;PA1931;PA0174;PA0173;PA0175;PA0275;PA2361	PA3639;PA4443;PA3584;PA0609;PA0432;PA5171;PA2444;PA5557;PA1582;PA4351;PA5373;PA0424;PA5429;PA1984;PA3582;PA5172;PA1982;PA4865;PA1155;PA2011
50	PA1874;PA3719;PA3187;PA3417;PA3721;PA3416;PA2570;PA1092;PA3366;PA3526;PA0180;PA1930;PA1179;PA3584;PA4351;PA4309;PA3364;PA3361;PA1464;PA3914;PA2160;PA3351;PA2920;PA1463;PA1077;PA2573	PA4442
51	PA4443;PA2203;PA2599;PA4193;PA3446;PA3442;PA3935;PA2329;PA3931;PA1984;PA2594;PA3447;PA2310;PA3938;PA4442;PA2596;PA3443;PA2309;PA0281;PA2600;PA2086;PA2083;PA3937;PA2062;PA2308;PA4192;PA2327;PA1493;PA5025;PA1838;PA0280;PA0283;PA3444;PA2598;PA0193;PA3448;PA3936;PA4195;PA5103;PA2084;PA0282;PA2204;PA3445;PA2202;PA3449;PA0184	PA0132;PA3910;PA3187;PA3319;PA3384;PA0844;PA4351;PA0678;PA0051;PA4430;PA2022;PA3337;PA5100;PA3182;PA0347;PA0677;PA5106
52	PA1225;PA0680;PA3373;PA4776;PA5501;PA5549;PA0030;PA1124	PA0420;PA0749;PA3777;PA4068;PA5471;PA1532;PA3872;PA1692
53	PA3777;PA4973;PA2446;PA0865;PA3187	PA0997;PA5096;PA3553;PA1646;PA5377;PA0998;PA0844;PA4911;PA1602;PA0080;PA3582;PA3236;PA5539;PA3559;PA5508;PA5372;PA1657;PA5378;PA1179;PA3552;PA3584;PA4909;PA3556;PA0090;PA5445;PA0996;PA1180;PA5417;PA3554;PA5379;PA3629;PA1000;PA0084;PA0085;PA5419;PA2253;PA3333;PA5416;PA0087;PA0083;PA0999;PA2685;PA1421;PA5420;PA3558;PA5421;PA1001;PA5376;PA5418
54	PA1798;PA2361;PA1930;PA3910;PA0095;PA5522;PA0441;PA1103;PA1430;PA0678;PA4500;PA2570;PA3361;PA4812;PA5524;PA2352	PA5559;PA1581;PA4433;PA3013;PA0524;PA4257;PA4761;PA5570;PA4729;PA5429;PA3832;PA3745;PA0609;PA1320;PA4244;PA4261;PA4262;PA3242;PA4688
55	PA0510;PA0997;PA3870;PA0998;PA0518;PA0519;PA0523;PA1856;PA3392;PA2691;PA3877;PA3874;PA0996;PA3914;PA0025;PA0024;PA1000;PA3876;PA3875;PA3872;PA0999;PA0524;PA1001	PA3569;PA4613
56	PA4236;PA4130;PA3361;PA4812;PA2644;PA0865;PA5445	PA3405;PA2413;PA2412;PA3406;PA2390;PA2408;PA2407;PA2389;PA2409;PA4470;PA2105
57	PA3320;PA3584;PA4594;PA5310;PA2675;PA3506;PA0480;PA4655;PA4812;PA4068;PA3498;PA4418;PA0662;PA0934	PA0482;PA4031;PA4741;PA5163;PA4567;PA5570;PA1103;PA4670;PA5131;PA0011;PA1070;PA5072;PA4486;PA5568;PA4688
58	PA2947;PA2944;PA1281;PA3217;PA3028;PA4971	PA4694;PA5221;PA4645;PA0650;PA4565;PA4055;PA2407;PA1080;PA1105;PA4500;PA0330;PA4376;PA1726;PA0424;PA5153;PA4211;PA4731;PA1799;PA1082;PA1375
59	PA3609;PA1277;PA3607;PA3608;PA5118;PA4645;PA0654;PA3713;PA3610	PA0177;PA0747;PA2366;PA0178;PA1174;PA5171;PA2015;PA4236;PA3477;PA0179;PA2365;PA1249;PA2815;PA3418;PA1562;PA5172;PA2573;PA1247;PA3570
60	PA3554;PA3555;PA1179;PA3552;PA4774;PA3553;PA3557;PA1174;PA5353;PA4010;PA3558;PA3556;PA4776;PA4290;PA4777;PA4773;PA4811;PA5445;PA1180;PA3559;PA5355	PA5522;PA1927
61	PA2059;PA4594;PA0749;PA2920;PA4064;PA2806;PA0158;PA5272;PA0222;PA1375	PA5163;PA0966;PA0342;PA4399;PA0504;PA5162;PA3618;PA3361;PA0548;PA4375;PA2035;PA5338;PA4662;PA3820;PA0036;PA2641
62	PA4252;PA0750;PA4375;PA1092;PA4867	PA3151;PA5093;PA2981;PA3148;PA0679;PA3152;PA0602;PA2105;PA3158
63	PA4640;PA4569;PA1580;PA5131;PA2811;PA4812;PA4043;PA3182;PA4969;PA5445	PA1667;PA1871;PA4208;PA5355;PA4211;PA1666;PA1902;PA1670;PA4130;PA2195;PA0051;PA2570;PA1217;PA1662;PA4144;PA4209;PA4217;PA1657;PA2193;PA1555;PA5354;PA3361;PA1904;PA4207;PA1556;PA3478;PA3724;PA1927;PA1656;PA3333;PA4205;PA3479;PA1130;PA2194;PA1901;PA1659;PA4206;PA1658;PA1668;PA4133;PA1903;PA1905;PA1660;PA5106
64	PA1827;PA3187;PA0228;PA5377;PA0844;PA3236;PA5471;PA2512;PA3498;PA0878;PA3514;PA4956;PA2513;PA3506;PA2509;PA5417;PA5379;PA0227;PA3232;PA5419;PA2508;PA2514;PA5416;PA3320;PA5420;PA3505;PA5421;PA5376;PA5418	PA3719;PA1421;PA1317;PA0593;PA1319;PA1318;PA4839;PA4855
65	PA4443;PA4246;PA3446;PA4276;PA3931;PA3745;PA2742;PA4442;PA4433;PA4272;PA4748;PA0281;PA4274;PA4264;PA1838;PA4563;PA0283;PA5239;PA3444;PA5504;PA4247;PA2204;PA2584;PA3445;PA4568;PA3742;PA4249;PA4263	PA1874;PA2160;PA2147;PA2151;PA4172;PA2144;PA2163;PA5421;PA4912;PA4880;PA2165;PA5418;PA5415;PA2152;PA2164;PA1982;PA2155;PA2514;PA2162;PA2153;PA0112
66	PA2685;PA1146;PA3514;PA1224;PA1683;PA3374;PA2470;PA1124	PA2008;PA5080;PA3942;PA4234;PA2009;PA1959;PA3111;PA0749;PA1487;PA5453;PA2007;PA5516;PA0552;PA2648;PA3861;PA2550
67	PA4443;PA3442;PA1694;PA4442;PA3477;PA1725;PA0196;PA0195;PA1696;PA3937;PA1432;PA1693;PA1719;PA4694;PA1701;PA1695;PA1723;PA3444;PA3121;PA1703;PA3792;PA1716;PA1692	PA0895;PA4225;PA0747;PA2553;PA2001;PA2248;PA2446;PA0896;PA1984;PA3541;PA3366;PA3545;PA0872;PA2008;PA0795;PA4771;PA0523;PA5302;PA3540;PA0870;PA2009;PA5304;PA4226;PA2007;PA2445;PA2012;PA4228;PA0899;PA2382;PA0447;PA2011;PA3570;PA0794;PA2247;PA0796;PA2014;PA2250;PA2249;PA0897;PA2444;PA0865;PA4231;PA4230;PA0524;PA2015;PA2555;PA4224;PA2013;PA0793;PA2000;PA3569;PA5415;PA1999;PA3551;PA3547
68	PA3531;PA2444	PA2652;PA4225;PA2512;PA4687;PA4688;PA3526;PA1179;PA3552;PA2513;PA4226;PA4228;PA5100;PA4773;PA1180;PA2507;PA2508;PA2514;PA4231;PA4127;PA4230;PA4224;PA4307
69	PA1274;PA3607;PA4771;PA3608;PA5202;PA4244;PA2444;PA2969	PA1930;PA1871;PA0177;PA0178;PA0106;PA1174;PA0105;PA0112;PA0108;PA0107
70	PA0530;PA2445;PA2444	PA0997;PA1871;PA2592;PA1661;PA4211;PA1666;PA0998;PA1902;PA4130;PA2195;PA2570;PA1249;PA4217;PA1002;PA1657;PA2193;PA3361;PA1904;PA1696;PA5445;PA0996;PA3478;PA3724;PA1000;PA1656;PA1246;PA0865;PA3333;PA1247;PA3479;PA0999;PA3476;PA1691;PA2194;PA1901;PA1659;PA1001;PA4133;PA1903;PA1905;PA1660;PA1692
71	PA4225;PA0082;PA0095;PA0998;PA0079;PA0077;PA0088;PA0080;PA0078;PA1657;PA0098;PA4226;PA2541;PA4228;PA0090;PA0075;PA0081;PA0091;PA0084;PA0072;PA0085;PA0073;PA0074;PA5217;PA0087;PA0083;PA2685;PA4230;PA2536;PA4224;PA2683;PA1658;PA0089	PA3541;PA5452;PA2272;PA3187
72	PA4443;PA4973;PA3445;PA3442;PA3446;PA5281;PA3601;PA5541;PA0593;PA3600;PA3443;PA3935;PA3931;PA0283;PA4065;PA0035;PA4064;PA3444;PA5539;PA3938;PA5538	PA4225;PA1871;PA0782;PA2446;PA1602;PA3582;PA2828;PA4810;PA5508;PA0872;PA3584;PA3552;PA4761;PA4226;PA4228;PA4811;PA5445;PA1701;PA1320;PA2253;PA0865;PA4231;PA4230;PA4224;PA1319;PA4812;PA1318;PA5106
73	PA3151;PA3159;PA3531;PA3156;PA3148;PA3152;PA3120;PA3155;PA3158	PA4225;PA1701;PA4230;PA4224;PA5508;PA4470;PA4513;PA3601;PA3600;PA2412;PA4226;PA4228;PA4708;PA4687;PA5217;PA4231;PA4110
74	PA5445;PA2642;PA2638;PA5171;PA1555;PA2444;PA2649;PA2446;PA5415;PA5173;PA2445;PA1999;PA4812;PA5172;PA4811;PA1556;PA3875	PA4706;PA4230;PA4513;PA4470;PA2413;PA4708;PA2513;PA2412;PA2509;PA4226;PA2514;PA2682;PA2408;PA4228;PA2508;PA2409;PA2407;PA2389;PA2512;PA4707;PA4231
75	PA1095;PA1094;PA1553;PA1552;PA1584;PA1092;PA2444;PA1086;PA1087	PA0997;PA4211;PA3187;PA0998;PA1902;PA4130;PA4125;PA1694;PA3541;PA1717;PA4217;PA1002;PA1946;PA3540;PA2193;PA1697;PA4128;PA1905;PA1725;PA3361;PA4123;PA1904;PA1696;PA4121;PA0996;PA1693;PA1719;PA1701;PA1695;PA1000;PA4122;PA1723;PA1716;PA0865;PA3333;PA1703;PA0999;PA3476;PA1691;PA1698;PA2194;PA1722;PA1901;PA1724;PA1001;PA4133;PA1903;PA2195;PA4124;PA3547;PA1692
76	PA0156;PA1311;PA3417;PA0387;PA1931	PA2947;PA4740;PA4276;PA3832;PA2744;PA3366;PA1155;PA1581;PA4433;PA3139;PA3584;PA4257;PA3635;PA2970;PA4256;PA1580;PA4272;PA3364;PA5422;PA4748;PA1584;PA4274;PA4262;PA3769;PA2011;PA2740;PA0579;PA4563;PA5557;PA1582;PA0084;PA4255;PA5429;PA4244;PA2444;PA4247;PA5568;PA1156;PA4252;PA4261;PA5554;PA3569
