feature	positive_signature	negative_signature
82	PA4225;PA0747;PA0854;PA4230;PA3459;PA4224;PA0156;PA4880;PA0555;PA4226;PA4344;PA2815;PA4228;PA4231;PA1562;PA2569;PA3551;PA3569;PA3570	PA1095;PA1000;PA0782;PA4133;PA1092;PA4211;PA0494;PA4217
83	PA4230;PA4973;PA1317;PA4226;PA1319;PA0035;PA4228;PA4231	PA0510;PA3553;PA0518;PA3582;PA4810;PA3559;PA5508;PA3562;PA1179;PA3552;PA4774;PA0523;PA3584;PA3557;PA3392;PA3556;PA4456;PA4773;PA4435;PA4811;PA3874;PA1180;PA3554;PA3914;PA3555;PA4010;PA3876;PA3875;PA3872;PA4205;PA2685;PA0524;PA3560;PA3558;PA4455;PA4812;PA1660
84	PA0510;PA5171;PA2444;PA3392;PA3364;PA5173;PA2445;PA0195;PA5172;PA1337;PA1341;PA1340;PA3366	PA2592;PA0997;PA1661;PA0082;PA0095;PA0998;PA0088;PA1902;PA0079;PA0077;PA0078;PA0080;PA4217;PA1002;PA2193;PA1905;PA1904;PA0090;PA4773;PA2019;PA0996;PA0075;PA3478;PA0091;PA0089;PA3724;PA2020;PA1000;PA2018;PA0084;PA0072;PA0085;PA0074;PA3333;PA0087;PA0083;PA0999;PA3476;PA2685;PA2536;PA1901;PA3558;PA1001;PA1903;PA4211;PA0081;PA2357
85	PA5559;PA1809;PA4251;PA4415;PA5174;PA3820;PA5435;PA4260;PA4256;PA4272;PA5373;PA3656;PA4412;PA4254;PA4274;PA2019;PA0668;PA4253;PA4418;PA5568;PA4252;PA3742;PA4261;PA4389	PA1874;PA4910;PA0997;PA1871;PA4733;PA0998;PA3721;PA4912;PA4911;PA3236;PA4909;PA1905;PA2513;PA0996;PA5417;PA3570;PA5379;PA2160;PA3724;PA1000;PA3232;PA5419;PA5416;PA0999;PA2862;PA3568;PA5420;PA2566;PA5421;PA5313;PA5415;PA4211;PA0266;PA3569;PA5418
86	PA1874;PA1871;PA2367;PA0106;PA3417;PA4130;PA0782;PA3416;PA2570;PA0105;PA1092;PA0175;PA2232;PA0113;PA0107;PA1087;PA5213;PA0180;PA1930;PA2366;PA0178;PA1080;PA4309;PA3361;PA3418;PA2370;PA1135;PA3478;PA0176;PA2247;PA5058;PA1094;PA0179;PA0174;PA3333;PA3479;PA0177;PA1130;PA2566;PA0108;PA4133;PA2573;PA0704	PA4517;PA2948;PA1856
87	PA2340;PA2473;PA3589;PA1224;PA2212;PA1811;PA5388;PA0357	PA4047;PA1586;PA0895;PA4053;PA1179;PA3486;PA3139;PA3159;PA2740;PA5436;PA1587;PA3103;PA4646;PA4412;PA4687;PA4110
88	PA3584;PA1317;PA1319;PA1318;PA1320;PA2105;PA1321	PA3151;PA3159;PA1095;PA3486;PA1094;PA2566;PA1024;PA0887;PA2408;PA1341;PA1092;PA3155;PA1086;PA5445;PA3158;PA1087
89	PA3609;PA1277;PA4771;PA3608;PA1281;PA1276;PA3607;PA3713	PA2573;PA2015;PA1174;PA1905;PA3250;PA4502;PA4500;PA0179;PA5415;PA5153;PA3337;PA3418;PA3236;PA4211;PA1135;PA4506;PA3195;PA1247;PA3570;PA2550
90	PA2438;PA1257;PA3512;PA0204;PA1002	PA0652;PA4694;PA1588;PA5163;PA5063;PA5164;PA4733;PA0336;PA3807;PA5192;PA4565;PA5422;PA1102;PA4254;PA1905;PA3001;PA1342;PA4687;PA1432;PA0176;PA0935
91	PA0872;PA3584;PA5302;PA5171;PA1555;PA1557;PA5427;PA0836;PA4351;PA1561;PA0295;PA5304;PA5429;PA0518;PA3337;PA5172;PA1556;PA0519;PA5230	PA4588;PA2948;PA3181;PA4774;PA3194;PA4909;PA3120;PA4773;PA3121;PA2321
92	PA2151;PA2144;PA3918;PA2165;PA3364;PA2152;PA2155;PA1931;PA4452;PA4810;PA2153	PA5119;PA2009;PA3523;PA5436
93	PA1874;PA4208;PA0106;PA1902;PA4130;PA2570;PA1217;PA0105;PA0113;PA0107;PA1904;PA5100;PA3570;PA0157;PA1927;PA4205;PA0112;PA1901;PA2566;PA4206;PA1903;PA1905;PA3569;PA0108;PA4207	PA3547
94	PA2413;PA2407;PA2531;PA2412;PA0263;PA2390;PA2408;PA2442;PA2444;PA2389;PA2409;PA4470;PA1337	PA3554;PA2507;PA3555;PA1179;PA3552;PA3553;PA4774;PA3557;PA4773;PA3558;PA2513;PA2514;PA3556;PA2508;PA4776;PA4777;PA2512;PA1180;PA3559
95	PA3554;PA3555;PA1179;PA3552;PA3553;PA4773;PA3557;PA2103;PA5051;PA4010;PA4973;PA3558;PA2104;PA2444;PA2019;PA2105;PA1180;PA3559	PA0895;PA1095;PA1130;PA1094;PA3601;PA5541;PA3600;PA1933;PA1923;PA1092;PA1086;PA0494;PA5445;PA5538;PA1087
96	PA3333;PA4230;PA3310;PA4224;PA1555;PA1557;PA3603;PA4351;PA4226;PA4228;PA2105;PA4231	PA2008;PA1719;PA4208;PA0523;PA0524;PA3187;PA3194;PA4206;PA4205;PA2009;PA1072;PA0958;PA3725;PA1696;PA0865;PA3195;PA3366;PA3183;PA4207
97	PA1027;PA2412;PA1280;PA1602;PA2445;PA2444;PA2443;PA4217	PA4973;PA2020;PA2018;PA0810;PA5349;PA2019
98	PA1317;PA0283;PA1319;PA0810;PA5429;PA1320;PA3569	PA3914;PA0132;PA3870;PA0524;PA3187;PA3194;PA3874;PA2541;PA0130;PA3877;PA3876;PA3875;PA3872;PA3183
99	PA2473;PA2858;PA5045;PA4376;PA3252;PA0589	PA1586;PA5214;PA1165;PA4251;PA3352;PA1092;PA4688;PA4053;PA4260;PA1095;PA3151;PA5570;PA3656;PA5337;PA4263;PA3155;PA1339;PA3159;PA2967;PA0579;PA1094;PA3349;PA4244;PA4971;PA3162;PA3770;PA4252;PA3505;PA3152;PA5554;PA5049;PA4935
100	PA2360;PA0180;PA0106;PA0838;PA2566;PA0650;PA1460;PA4812;PA0108;PA5508	PA4031;PA4432;PA3686;PA3719;PA3100;PA2970;PA4740;PA5570;PA1976;PA4563;PA4276;PA4868;PA2014;PA3770;PA4748;PA2444;PA5443;PA5049;PA4262;PA3769;PA2011
101	PA1002;PA1719;PA0999;PA0997;PA1701;PA3476;PA1722;PA2193;PA1946;PA0095;PA0998;PA3477;PA1000;PA1001;PA1432;PA2587;PA1003;PA0996;PA1692	PA5416;PA3378;PA4225;PA5420;PA5421;PA5155;PA4226;PA5419;PA5415;PA5417;PA3379;PA5106
102	PA4403;PA4740;PA4756;PA3471;PA0548;PA3834;PA3105;PA2744;PA0401;PA3861;PA0399;PA2639;PA4693;PA3527;PA3482;PA0796;PA3977;PA4042;PA4425;PA2991;PA1140;PA2709;PA0482;PA1787;PA5555;PA1588;PA4758;PA2649;PA3751;PA4430;PA0887;PA3831;PA2645;PA0300;PA3822;PA4389	PA0157;PA2888;PA1535;PA3415;PA1628;PA1927;PA2889;PA2887
103	PA4517;PA2009;PA3187	PA0510;PA4208;PA2413;PA1902;PA2446;PA4759;PA2408;PA0518;PA3516;PA0519;PA3545;PA4217;PA4613;PA0523;PA1856;PA4761;PA3392;PA2691;PA1904;PA2445;PA3877;PA3874;PA0024;PA0025;PA0849;PA1927;PA1320;PA2444;PA3876;PA5497;PA3875;PA3872;PA3814;PA0524;PA4206;PA4207
104	PA0768;PA4640;PA3651;PA2584;PA3642;PA4774;PA3452;PA0890;PA1317;PA2019;PA3643;PA2018;PA0976;PA1319;PA1318;PA1320;PA3820;PA4517;PA2969	PA1657;PA0510;PA1174;PA1555;PA3874;PA5025;PA4236;PA4130;PA4205;PA4866;PA5173;PA0242;PA3877;PA2600;PA3875;PA5230;PA3876;PA1556;PA4865;PA3872
105	PA3554;PA3552;PA4774;PA0523;PA3553;PA3557;PA4192;PA3558;PA3556;PA4773;PA2232;PA5310;PA3559	PA2008;PA0851;PA3187;PA2566;PA2009;PA5155;PA2007;PA1999;PA0865
106	PA4230;PA5171;PA4867;PA0685;PA4375;PA4242	PA3151;PA2981;PA3148;PA3156;PA3152;PA0602;PA3158
107	PA1646;PA3584;PA0130;PA1024	PA4038;PA4089;PA2340;PA3320;PA1260;PA1867;PA1856;PA0524;PA0323;PA4912;PA0685;PA0263;PA3875;PA2922;PA3877;PA0193;PA3876;PA4037;PA0030;PA3872;PA0564
108	PA3167;PA4973;PA4402;PA4519;PA3165;PA4960	PA0510;PA3870;PA0518;PA4810;PA5508;PA0872;PA2008;PA3584;PA0878;PA0523;PA0870;PA3392;PA2009;PA4880;PA1566;PA3877;PA4811;PA3874;PA3914;PA2014;PA0072;PA0879;PA3876;PA3875;PA3872;PA0524;PA2013;PA0530;PA4812;PA3547
109	PA2153;PA2151;PA2193;PA3917;PA2144;PA2163;PA3349;PA4276;PA4500;PA1984;PA2155;PA1931;PA5175;PA5524;PA5538;PA2666	PA0747;PA2862;PA1810;PA2014;PA2000;PA5415;PA2445;PA4415;PA4417;PA1999;PA2444;PA0879;PA2011
110	PA4910;PA2947;PA4912;PA4911;PA1984;PA3584;PA1946;PA4909;PA2509;PA2905;PA2507;PA2711;PA3030;PA1976;PA3232;PA2508;PA1982;PA4908;PA1950;PA2862;PA4290;PA1081	PA0872;PA2008;PA0523;PA0524;PA3540;PA5202;PA0870;PA1317;PA3392;PA2009;PA1959;PA0678;PA2000;PA1319;PA2007;PA3541;PA1320;PA1318;PA3551;PA0865;PA3547
111	PA2438;PA5498;PA5500;PA3601;PA5541;PA3600;PA1927;PA4065;PA1923;PA2912;PA4064;PA5539;PA5499;PA5501;PA5538;PA2913	PA3383;PA0080;PA3187
112	PA5435	PA1667;PA0997;PA4208;PA1661;PA4211;PA1666;PA0998;PA1902;PA1670;PA4130;PA2195;PA2570;PA1217;PA1662;PA4209;PA4217;PA1002;PA1657;PA2193;PA3361;PA1904;PA5230;PA3478;PA0996;PA2011;PA3554;PA1000;PA3337;PA1656;PA3333;PA4205;PA3479;PA0999;PA2194;PA1901;PA1659;PA4206;PA1658;PA2000;PA1668;PA1001;PA4133;PA1903;PA1905;PA1660;PA4207
113	PA2438;PA4804;PA1438;PA0098;PA0870;PA3512;PA0204;PA4415;PA4688	PA4931;PA0296;PA0336;PA0330;PA1342;PA1464;PA1004
114	PA0652;PA5559;PA4246;PA1583;PA4259;PA5316;PA4740;PA4251;PA5560;PA4941;PA4268;PA3471;PA4238;PA3745;PA1092;PA3646;PA2744;PA3637;PA0934;PA4260;PA1581;PA4257;PA4256;PA3807;PA5570;PA1580;PA4272;PA4748;PA1584;PA4274;PA4254;PA3001;PA4267;PA5013;PA4262;PA4242;PA5558;PA4239;PA1585;PA3686;PA3987;PA0432;PA0579;PA4241;PA4563;PA5557;PA1582;PA4255;PA4449;PA4271;PA4450;PA4425;PA2648;PA4942;PA4273;PA5556;PA4247;PA4248;PA4385;PA1588;PA4568;PA4258;PA4671;PA1587;PA4252;PA4249;PA4240;PA0887;PA1010;PA4261;PA5554;PA3822;PA5555	
115	PA0872;PA0083;PA3936;PA0523;PA5171;PA0524;PA0095;PA0077;PA2513;PA4880;PA0084;PA1984;PA5172;PA2512;PA3938	PA4613;PA0890;PA1902;PA3600;PA4351;PA3364;PA0849;PA3232;PA0679;PA4065;PA1923;PA2811;PA4064;PA1140;PA1384;PA3379;PA4217
116	PA5140;PA0357;PA4939;PA1905	PA3156;PA1249;PA3236;PA3498;PA2105;PA3151;PA1657;PA3514;PA3513;PA0205;PA3877;PA1393;PA3914;PA4192;PA5025;PA3148;PA4503;PA3876;PA1384;PA3875;PA0206;PA3505;PA5421;PA3152;PA5415;PA0203
117	PA4225;PA3553;PA1092;PA3559;PA1087;PA1179;PA3552;PA4774;PA3557;PA1317;PA0196;PA4226;PA3556;PA3929;PA4228;PA4773;PA1180;PA3930;PA4777;PA3554;PA3555;PA4867;PA1094;PA1024;PA1320;PA4776;PA4470;PA3814;PA4231;PA0482;PA4230;PA2634;PA4224;PA3558;PA1319;PA1318;PA1086	PA5171;PA3187;PA1557;PA1555;PA4351;PA3364;PA1254;PA2000;PA5173;PA2007;PA3877;PA1999;PA5172;PA1556
118	PA4385;PA5556;PA4410;PA5140;PA4761;PA1278;PA4272;PA4759;PA4250;PA1275;PA5554;PA3820;PA5555;PA4418;PA5147	PA1874;PA1871;PA2592;PA4208;PA4310;PA4211;PA3721;PA1902;PA2570;PA1249;PA4217;PA0132;PA1856;PA1317;PA3392;PA3477;PA3361;PA1904;PA3478;PA3724;PA3104;PA0130;PA1320;PA4205;PA3479;PA3476;PA1130;PA2566;PA4206;PA0263;PA0530;PA1319;PA2365;PA1318;PA1903;PA1905;PA4207
119	PA4259;PA4251;PA1868;PA2942;PA3352;PA1092;PA3103;PA2742;PA4260;PA4433;PA3807;PA5320;PA4272;PA0205;PA4274;PA4254;PA3001;PA4267;PA4751;PA4264;PA4232;PA5558;PA1432;PA4934;PA5067;PA3351;PA4271;PA4273;PA4248;PA4385;PA1588;PA4568;PA3162;PA0336;PA4258;PA0206;PA5066;PA4249;PA4240;PA4261;PA0203	PA0954;PA3601;PA3600;PA1303;PA4065;PA4064;PA5497;PA5538
120	PA3584;PA1867;PA3315;PA2675;PA2672;PA4188;PA4280;PA5394	PA3438;PA4741;PA3356;PA5142;PA5152;PA2020;PA0650;PA4669;PA3742;PA5045;PA2007;PA4415;PA4425;PA1342;PA2105;PA5153
121	PA5498;PA5500;PA3392;PA3601;PA5541;PA3600;PA4351;PA5175;PA3361;PA3875;PA1923;PA4064;PA4065;PA5539;PA5499;PA5501;PA3874;PA5538;PA2913	PA2507;PA2247;PA1277;PA4973;PA2014;PA2513;PA2248;PA2509;PA2018;PA2249;PA2682;PA2445;PA2250;PA2508;PA2514;PA2444;PA2512;PA2011;PA2019
122	PA0523;PA0524;PA1317;PA3392;PA1319;PA0518;PA1318;PA1320;PA5172;PA0519;PA4688;PA1321	PA0997;PA3553;PA3446;PA3187;PA0228;PA0998;PA1249;PA5471;PA0494;PA3559;PA1179;PA3552;PA4774;PA3557;PA2513;PA3556;PA4456;PA4773;PA2019;PA0996;PA1180;PA4777;PA3554;PA3555;PA2020;PA4010;PA1000;PA2018;PA4776;PA3444;PA0999;PA3445;PA3558;PA1001
123	PA0997;PA1871;PA2592;PA1661;PA0998;PA4778;PA4217;PA1002;PA1657;PA2080;PA2193;PA3477;PA2587;PA1003;PA1432;PA0996;PA3478;PA3724;PA1000;PA2081;PA1656;PA3333;PA3479;PA0999;PA3476;PA2194;PA1659;PA1658;PA1001;PA3475;PA4211;PA0143	PA2812;PA0849;PA1024;PA0196;PA2813;PA2811;PA0195;PA3569
124	PA3187;PA2512;PA3195;PA3378;PA3584;PA4774;PA2513;PA3556;PA3182;PA4773;PA2507;PA2160;PA0227;PA2323;PA4776;PA2514;PA2321;PA3183;PA2261;PA2265;PA3181;PA3194;PA3380;PA2263;PA3193	PA0999;PA0895;PA0997;PA3517;PA0524;PA4761;PA1976;PA0998;PA0849;PA1000;PA1927;PA4205;PA4206;PA2811;PA3523;PA0897;PA5304;PA0996;PA2887;PA1272
125	PA4433;PA4732;PA3525;PA1588;PA4411;PA5068;PA2640;PA1821;PA4941;PA4042;PA3001;PA4751;PA5304;PA1443;PA1770;PA5489	
126	PA4031;PA3609;PA3608;PA0782;PA0976;PA0350;PA2232;PA1757;PA4645;PA1317;PA3713;PA3182;PA5445;PA1321;PA1687;PA0865;PA4307;PA3607;PA3181;PA3310;PA0654;PA1959;PA4646;PA3610	PA3554;PA4910;PA1247;PA3553;PA2555;PA1946;PA3558;PA3443;PA1927;PA3120;PA5155;PA3444;PA3937;PA3938;PA3366;PA1180;PA5452
127	PA1614;PA2682;PA2512;PA4687;PA0519;PA0795;PA1071;PA0523;PA1557;PA2513;PA4309;PA5304;PA4504;PA4228;PA2507;PA0796;PA5425;PA2508;PA4230;PA4973;PA1073;PA3569	PA0777;PA3555;PA1179;PA5353;PA4374;PA4975;PA3557;PA1690;PA3558;PA5390;PA1725;PA5354;PA2408;PA3556;PA1693;PA2409;PA2232;PA1180;PA3559;PA5355
128	PA3584;PA3452;PA1557;PA0954;PA3582;PA5230;PA4810;PA4811;PA3170	PA2008;PA3314;PA4973;PA4307;PA4193;PA4192;PA5436;PA4761;PA1338;PA2009;PA2000;PA5304;PA4759;PA0195;PA1341;PA4195;PA4194;PA5435;PA4777
129	PA2360;PA2366;PA0323;PA3361;PA2370;PA1003	PA5559;PA4443;PA5357;PA4741;PA3187;PA5560;PA4276;PA0518;PA3745;PA0519;PA4406;PA4260;PA4433;PA1581;PA3584;PA0523;PA4257;PA2638;PA4256;PA5570;PA4272;PA4748;PA1584;PA4263;PA4262;PA2011;PA4245;PA0579;PA1582;PA0524;PA4261;PA5554;PA3822
130	PA5379;PA4443;PA2204;PA2944;PA4208;PA4206;PA4205;PA1000;PA1001;PA3236;PA1984;PA4207;PA4750;PA0996;PA4442;PA4908	PA5427;PA2682;PA3582;PA5172;PA2512;PA2232;PA5508;PA3584;PA1555;PA2513;PA4351;PA2509;PA3877;PA5230;PA4435;PA1556;PA2507;PA5171;PA2508;PA2514;PA5497;PA3875;PA0403;PA0295;PA5173;PA3569
131	PA4771	PA1667;PA0997;PA2592;PA1871;PA4211;PA0998;PA1902;PA4130;PA2195;PA2570;PA1217;PA1249;PA1662;PA4209;PA4217;PA1002;PA2008;PA1657;PA2193;PA2009;PA3361;PA1904;PA2007;PA3478;PA0996;PA3724;PA1000;PA1656;PA0865;PA3333;PA3479;PA0999;PA3476;PA1130;PA2194;PA1901;PA1659;PA1658;PA1001;PA4133;PA1903;PA1905;PA1660
132	PA2624;PA4385;PA4971;PA4761	PA1874;PA1871;PA4208;PA4211;PA1902;PA0051;PA2570;PA1217;PA5164;PA1317;PA3477;PA3361;PA1904;PA2164;PA3478;PA2160;PA3724;PA1927;PA4205;PA3479;PA1130;PA1901;PA4206;PA1319;PA1318;PA1903;PA1905;PA4207
133	PA5559;PA1583;PA5069;PA5242;PA4941;PA4687;PA0934;PA5164;PA4761;PA3807;PA5570;PA1584;PA4274;PA3001;PA4751;PA5558;PA0579;PA1103;PA0555;PA4450;PA2623;PA4273;PA2796;PA5556;PA4247;PA4248;PA4385;PA1588;PA3162;PA3770;PA5068;PA1010;PA2976;PA5554;PA1681;PA4935	PA0326
134	PA0945;PA1274;PA3609;PA3651;PA3607;PA3608;PA4645;PA5140;PA1534;PA3713;PA0975;PA4839;PA4939;PA1638;PA3610;PA2969	PA2711;PA4230;PA2015;PA4027;PA4228;PA4776;PA4777;PA2550
135	PA1871;PA0747;PA2553;PA0106;PA3415;PA3417;PA2001;PA4236;PA2248;PA1902;PA3416;PA1562;PA0105;PA1092;PA1342;PA3366;PA0107;PA0872;PA2008;PA1930;PA2003;PA1174;PA0870;PA2009;PA2513;PA2007;PA3418;PA5100;PA1173;PA1135;PA0176;PA3570;PA2247;PA3724;PA2014;PA0179;PA2249;PA2250;PA0865;PA3568;PA2566;PA2013;PA2000;PA1999;PA1905;PA2573;PA3569;PA0108	PA4443;PA2584;PA3936;PA2948;PA3442;PA3446;PA3445;PA3600;PA3443;PA3935;PA2412;PA1927;PA0283;PA0281;PA3444;PA3937;PA3938
136	PA2652;PA0999;PA0997;PA2592;PA4211;PA4867;PA2649;PA0998;PA1000;PA4130;PA1001;PA0430;PA0927;PA2645;PA3166;PA2648;PA2647;PA0996;PA5505	PA4038;PA3554;PA3555;PA3552;PA3553;PA3557;PA3558;PA3556;PA4777;PA4773;PA0494;PA3559;PA2019
137		PA3151;PA3159;PA1095;PA3514;PA3156;PA3148;PA1094;PA4503;PA3505;PA3152;PA2105;PA1092;PA2739;PA0203;PA3155;PA1086;PA3498;PA2104;PA3158
138	PA4867;PA3030;PA4206;PA4133;PA4211;PA2828;PA0750;PA1799;PA4205;PA4207	PA3151;PA5010;PA3555;PA3181;PA3156;PA3148;PA4202;PA1668;PA3182;PA2962;PA3498
139	PA3914;PA3870;PA3310;PA4524;PA3917;PA5500;PA3916;PA3601;PA3918;PA3600;PA3372;PA3877;PA3875;PA5499;PA5501;PA3876;PA3865;PA3874;PA3872	PA2652;PA5074;PA1461;PA1061;PA2979;PA1464
140	PA4910;PA0106;PA0844;PA4912;PA4911;PA3236;PA0105;PA0107;PA4909;PA4913;PA1104;PA5417;PA5379;PA1927;PA5419;PA1982;PA5416;PA4908;PA0112;PA4496;PA2862;PA5420;PA5421;PA0108;PA5418	PA4225;PA0747;PA3187;PA5302;PA1317;PA2513;PA4226;PA4228;PA5445;PA1321;PA0157;PA1320;PA2444;PA4172;PA2514;PA4470;PA3479;PA4230;PA1659;PA4224;PA2000;PA3569;PA1319;PA1999;PA1318;PA5304
141	PA1667;PA0510;PA1661;PA2553;PA4130;PA0518;PA1662;PA1092;PA0519;PA1087;PA1657;PA1095;PA1856;PA3392;PA3929;PA5230;PA2104;PA0447;PA3930;PA1094;PA1656;PA5497;PA1659;PA4206;PA1658;PA4133;PA4207;PA1660;PA5304	PA2944;PA4771;PA2638;PA3452;PA1701;PA2566;PA0605;PA2351;PA2912;PA2645;PA1982;PA2321
142	PA3628;PA0228;PA0226;PA0844;PA2682;PA3236;PA2512;PA5378;PA2003;PA2513;PA2509;PA3361;PA0195;PA5417;PA5379;PA3629;PA2507;PA2711;PA0227;PA5419;PA2508;PA2514;PA5416;PA5420;PA5421;PA5415;PA5418	PA1657;PA5084;PA0203;PA3486;PA3181;PA3514;PA5025;PA3512;PA0206;PA2566;PA3506;PA0204;PA0205;PA3513;PA3505;PA0202;PA0130;PA3182;PA3504;PA3498
143	PA4771;PA1421;PA4201;PA4202;PA2061;PA5429;PA4161;PA4159;PA1384;PA2857	PA2438;PA2367;PA2413;PA2329;PA2408;PA2317;PA2366;PA2371;PA2416;PA2390;PA2445;PA2442;PA2370;PA2389;PA2492;PA2443;PA2352;PA2327;PA2412;PA2272;PA2444;PA2471;PA2360;PA2362;PA2368;PA2363;PA5415;PA2365;PA2407;PA2409;PA2361
144	PA4774;PA1317;PA5298;PA1319;PA1318;PA1320;PA5445;PA2321;PA4777;PA1321	PA0997;PA3442;PA3187;PA2553;PA3446;PA0998;PA2001;PA4911;PA1984;PA2594;PA3541;PA0602;PA1070;PA2310;PA3938;PA3366;PA5435;PA5452;PA1002;PA2008;PA1071;PA2003;PA2009;PA4502;PA5020;PA3443;PA4504;PA1072;PA2007;PA2012;PA0958;PA3937;PA1340;PA0794;PA5154;PA4192;PA3547;PA1338;PA2014;PA1000;PA4500;PA0130;PA5082;PA3444;PA1341;PA1982;PA3936;PA0999;PA3445;PA2555;PA2013;PA5453;PA5155;PA2000;PA1001;PA1999;PA1073;PA2550
145	PA2001;PA2446;PA4415;PA3582;PA2644;PA3366;PA0872;PA2008;PA1946;PA0870;PA2009;PA3364;PA2007;PA2445;PA4811;PA5445;PA2011;PA1024;PA2444;PA0865;PA3531;PA2649;PA2000;PA1999;PA2645;PA2648;PA2647;PA5355	PA4706;PA0782;PA4125;PA2408;PA4687;PA4128;PA4226;PA4123;PA4228;PA4121;PA4707;PA3405;PA1701;PA4122;PA2412;PA4158;PA4708;PA4470;PA4231;PA4127;PA4513;PA4224;PA4124
146	PA4973;PA3601;PA5541;PA1326;PA2513;PA3600;PA1927;PA2514;PA5415;PA4065;PA1584;PA1923;PA5100;PA4064;PA5539;PA2508;PA2512;PA1982;PA5538;PA0550;PA5098	PA0997;PA3187;PA3452;PA0998;PA2570;PA3541;PA3582;PA0494;PA3195;PA5508;PA3562;PA3584;PA4771;PA3361;PA3182;PA1260;PA3547;PA2323;PA1000;PA2321;PA3183;PA0999;PA3181;PA3194;PA1001;PA3193;PA5304;PA5272
147	PA3181;PA4568;PA2444;PA4567;PA2906;PA3742;PA4276;PA4748;PA3193;PA3183;PA3182;PA2263;PA2019;PA4264;PA4865;PA4114;PA2261	PA1874;PA3446;PA4912;PA4911;PA2329;PA2351;PA1249;PA3447;PA2310;PA3938;PA0185;PA2295;PA2328;PA2371;PA4909;PA2086;PA2083;PA1003;PA2308;PA3444;PA0193;PA3448;PA4195;PA5103;PA0186;PA2084;PA0112;PA3445;PA3449;PA0184;PA0263;PA2296
148	PA2507;PA3476;PA3333;PA0106;PA2513;PA1927;PA2514;PA0108;PA3523;PA2508;PA2512;PA2105	PA2812;PA5420;PA3364;PA1553;PA1249;PA2811;PA3236;PA2813;PA5172;PA4228;PA4429;PA3569
149	PA4385;PA1277;PA5302;PA5508;PA4284;PA1278;PA4272;PA5155;PA5304;PA4808;PA0896;PA4812;PA1279;PA3989;PA5554;PA3068;PA4810;PA0899;PA5147;PA4110	PA2652;PA2592;PA1871;PA2367;PA2570;PA1092;PA1095;PA2366;PA1856;PA2840;PA3392;PA3364;PA3361;PA3478;PA3724;PA1094;PA3250;PA2920;PA0130;PA3479;PA2368;PA2365
150	PA1874;PA1871;PA4208;PA3719;PA0106;PA3415;PA3417;PA3416;PA2570;PA0105;PA1092;PA0113;PA0107;PA0872;PA5213;PA1930;PA1080;PA3361;PA3418;PA1135;PA3724;PA3351;PA0179;PA0865;PA4205;PA0112;PA2566;PA4206;PA1077;PA4207;PA1081;PA0108	PA0519;PA5508
151	PA1585;PA0895;PA1787;PA5556;PA5221;PA3627;PA1587;PA5069;PA4956;PA3999;PA1432;PA3471;PA3832;PA2709;PA5554;PA3068;PA4971;PA3356;PA5223;PA3214	PA4152;PA1180;PA2666;PA3316
152	PA4761;PA4455;PA1423;PA4376;PA4748;PA3816;PA2905;PA3498;PA4418	PA4975;PA2536;PA0342;PA4234;PA1807;PA0810;PA0548;PA3618;PA5443;PA0175;PA4486;PA5270
153	PA3554;PA3555;PA4773;PA1438;PA4774;PA3552;PA3553;PA3557;PA2634;PA2536;PA3558;PA2018;PA4316;PA2541;PA3556;PA4375;PA4776;PA4777;PA2019;PA5304;PA3559	PA2652;PA4310;PA2446;PA0494;PA2105;PA3526;PA3151;PA1078;PA1080;PA4309;PA2445;PA1441;PA2442;PA5100;PA1432;PA1079;PA2444;PA1384;PA1082;PA3476;PA5192;PA5415;PA2889;PA1077;PA1081;PA4307
154	PA1798;PA0902;PA1564;PA1382;PA3131;PA1094;PA1224;PA2566;PA2637;PA1092;PA3252;PA1384;PA1393;PA1087	PA0501;PA1179;PA3609;PA3486;PA4733;PA3896;PA5422;PA3352;PA5321;PA5063;PA1252;PA4217
155	PA1655;PA0077;PA0079;PA0088;PA0782;PA2446;PA0078;PA0080;PA1092;PA3820;PA1078;PA0281;PA0090;PA2445;PA0091;PA0089;PA1838;PA0084;PA0085;PA2444;PA3333;PA0316;PA0083;PA2204;PA5555;PA0087	PA1874;PA0106;PA5522;PA0105;PA2569;PA0113;PA3545;PA0107;PA1946;PA3540;PA5100;PA3710;PA0447;PA5098;PA2011;PA3570;PA0604;PA0603;PA1982;PA0112;PA5523;PA2862;PA3568;PA5421;PA2000;PA3569;PA5313;PA0887;PA5312;PA3542;PA3547;PA0108;PA5106
156	PA1438;PA3512;PA0204;PA1311;PA0011;PA2409;PA4280	PA1586;PA2616;PA5163;PA3088;PA4633;PA3344;PA1726;PA4464;PA1077;PA2105;PA1124
157	PA2339;PA1281;PA5070;PA0304;PA4946;PA0323;PA4944;PA5541;PA5549;PA0361	PA4973;PA0363;PA0749;PA0073;PA5172;PA4429;PA2742
158	PA2643;PA4443;PA4431;PA3531;PA2649;PA1555;PA3194;PA4236;PA0263;PA4430;PA3193;PA1584;PA3182;PA2645;PA2644;PA2648;PA1342;PA2647;PA1556;PA4442;PA3183	PA4225;PA2413;PA2408;PA2512;PA4687;PA1179;PA2003;PA2513;PA2509;PA4226;PA2390;PA4228;PA2389;PA3405;PA2340;PA2507;PA2531;PA2412;PA2508;PA2514;PA4470;PA4230;PA2407;PA2409
