feature	positive_signature	negative_signature
155	PA1179;PA4773;PA3553;PA4568;PA5316;PA0968;PA3742;PA2018;PA5128;PA5429;PA2607;PA2968;PA4006;PA4750;PA2019;PA5049;PA4954	PA4613;PA3568;PA1902;PA0849;PA3364;PA2014;PA3713;PA1217;PA1904;PA2012;PA3570;PA1903;PA3569;PA3333;PA2011;PA4217
156	PA3609;PA5503;PA1277;PA3608;PA5118;PA4645;PA3607;PA0577;PA4646;PA3713;PA3610	PA0177;PA2573;PA0796;PA2366;PA5171;PA4236;PA4880;PA0179;PA1249;PA2815;PA3418;PA2623;PA5172;PA3857;PA1562
157	PA1087;PA2616;PA0153;PA1260;PA1094;PA0441;PA5522;PA1997;PA4880;PA3352;PA3361;PA2796;PA0173;PA4418;PA5508	PA3639;PA3914;PA4443;PA4973;PA0009;PA3187;PA2014;PA3643;PA1602;PA5429;PA2365;PA3183;PA2444;PA4280;PA0750;PA2011
158	PA5415;PA1317;PA4771;PA2444	PA1667;PA0997;PA2592;PA1661;PA1871;PA3187;PA4211;PA1666;PA0998;PA1902;PA4130;PA2195;PA2570;PA1249;PA1662;PA0175;PA4209;PA4217;PA1002;PA1657;PA0178;PA2193;PA2009;PA4226;PA3361;PA1904;PA3478;PA0996;PA3724;PA1000;PA0179;PA1656;PA0865;PA3333;PA3479;PA0999;PA3476;PA0177;PA2194;PA4230;PA1130;PA1901;PA1659;PA1658;PA1668;PA1001;PA4133;PA1903;PA1905;PA2573;PA1660
159	PA1165;PA1927;PA2990;PA0682;PA4158;PA0102	PA0768;PA1756;PA4733;PA0593;PA1821;PA4808;PA0548;PA5338;PA4839;PA3618;PA1806;PA1815;PA4486;PA4411;PA3170
160	PA2366;PA2367;PA2371;PA2368;PA3601;PA3404;PA2212;PA2365;PA5388;PA2370;PA4470;PA2290	PA2008;PA3158;PA1224;PA4206;PA2009;PA4130;PA3364;PA4133;PA2007;PA0203;PA1384;PA4194;PA3366;PA0865
161	PA2507;PA2512;PA1179;PA2513;PA4500;PA0920;PA4502;PA4504;PA1319;PA4506;PA1320;PA2272;PA2508;PA2514;PA1180	PA0082;PA0095;PA0077;PA0088;PA0079;PA4125;PA0080;PA0078;PA4217;PA1657;PA1555;PA4123;PA0090;PA4121;PA0075;PA0091;PA0089;PA0084;PA0072;PA0085;PA0073;PA0074;PA0087;PA0083;PA4127;PA2685;PA2536;PA0081
162	PA3187;PA3582;PA0036;PA3195;PA3584;PA4351;PA1686;PA3182;PA3478;PA3379;PA3159;PA3030;PA2323;PA0035;PA4205;PA2321;PA3183;PA4230;PA3181;PA3194;PA4206;PA4207;PA3193	PA2446;PA1694;PA4125;PA2512;PA2371;PA1697;PA1690;PA4128;PA1725;PA2513;PA2445;PA4123;PA1696;PA4121;PA1693;PA1719;PA1701;PA1695;PA4122;PA1723;PA2412;PA2444;PA0357;PA1703;PA4127;PA1722;PA1698;PA2368;PA5415;PA1716;PA4124;PA1692
163	PA0156;PA3361;PA2473;PA0108;PA5106	PA4443;PA4741;PA1583;PA4740;PA5560;PA5128;PA3471;PA3832;PA5315;PA2744;PA4217;PA1581;PA3584;PA4257;PA2970;PA4256;PA4669;PA4272;PA4748;PA1584;PA0609;PA3527;PA4239;PA4242;PA3636;PA5013;PA4245;PA0024;PA3686;PA0432;PA5051;PA4241;PA5557;PA1582;PA4696;PA4255;PA4449;PA5239;PA3480;PA5568;PA1156;PA4252;PA4560;PA4670;PA4240;PA3645;PA4211;PA3822;PA5376;PA5215;PA5076
164	PA3151;PA3148;PA3314;PA0766;PA2105	PA1667;PA4225;PA0997;PA1661;PA2592;PA1871;PA4211;PA1666;PA0998;PA1902;PA4130;PA2195;PA2570;PA1662;PA2232;PA4209;PA4217;PA1002;PA1657;PA2193;PA3361;PA1904;PA3478;PA0996;PA3724;PA1000;PA1656;PA3333;PA3479;PA0999;PA1669;PA3476;PA2685;PA2194;PA4230;PA1130;PA1901;PA1659;PA1658;PA1001;PA4133;PA1903;PA1905;PA1660;PA5106
165	PA4092;PA4458;PA1555;PA5316;PA1809;PA1637;PA3512;PA4868;PA3574;PA3513;PA0530;PA4482;PA5549	PA0652;PA4047;PA0157;PA3975;PA5436;PA4733;PA1278;PA4412;PA0597;PA3763;PA3480;PA2979;PA4687
166	PA0747;PA3569;PA1249;PA1984;PA2811;PA2813;PA0130;PA2812	PA3476;PA1871;PA1701;PA1959;PA1927;PA3478;PA3333
167	PA3553;PA1602;PA3582;PA0494;PA4810;PA0662;PA3559;PA5508;PA1095;PA1179;PA3552;PA4774;PA3584;PA3557;PA3579;PA1417;PA0597;PA3556;PA4773;PA0668;PA4811;PA2290;PA1180;PA4777;PA5445;PA3554;PA3555;PA0604;PA2253;PA4776;PA0603;PA5504;PA1421;PA3558;PA4455;PA4812	PA3187;PA2001;PA0036;PA5435;PA2008;PA1555;PA3540;PA2009;PA4351;PA1072;PA2007;PA4228;PA3547;PA0035;PA2444;PA4230;PA4973;PA5436;PA2000;PA5415;PA1999;PA1073
168	PA1421;PA1384;PA1224;PA2570;PA4280;PA2856;PA5106	PA3666;PA4973;PA4031;PA3719;PA0773;PA0403;PA4234;PA4114;PA3861
169	PA2366;PA1317;PA2413;PA2531;PA3004;PA2412;PA2390;PA2408;PA2811;PA2407;PA2389;PA2409;PA2290;PA2321	PA4374;PA0878;PA4594;PA4202;PA4880;PA4504;PA0958;PA3366
170	PA1258;PA3479;PA1257;PA1130;PA3910;PA1260;PA3477;PA0679;PA3382;PA0927;PA3478;PA0677;PA4209;PA4217	PA2711;PA4613;PA3607;PA1628;PA2009;PA2014;PA2000;PA1602;PA5471;PA5072
171	PA3628;PA2144;PA2682;PA2815;PA2512;PA2151;PA2163;PA2513;PA4880;PA2509;PA2152;PA2153;PA2507;PA3629;PA2160;PA2147;PA0954;PA3349;PA2165;PA2508;PA4172;PA2514	PA3914;PA0510;PA0523;PA0524;PA3392;PA1927;PA0530;PA5354;PA0518;PA0897;PA0519;PA5355
172	PA4640;PA3584;PA3719;PA4548;PA2843;PA5131;PA3831;PA4482;PA0602;PA0934	PA4867;PA4403;PA5281;PA3627;PA5298;PA2513;PA3600;PA3004;PA1552;PA1024;PA5429;PA4454;PA4375;PA0865;PA1180;PA5508
173	PA0510;PA5427;PA4235;PA4236;PA0518;PA1092;PA1049;PA5172;PA0519;PA1095;PA0523;PA4774;PA1557;PA1555;PA3392;PA3877;PA5230;PA3155;PA4773;PA1556;PA5171;PA1561;PA3337;PA0835;PA5497;PA0524;PA0836;PA5495;PA0295;PA5173;PA4812	
174	PA4225;PA0997;PA0998;PA1902;PA2195;PA5471;PA4209;PA4217;PA0872;PA1002;PA1905;PA2009;PA4226;PA1904;PA4228;PA3478;PA0996;PA2247;PA1000;PA0865;PA3333;PA3479;PA4231;PA0999;PA4230;PA1421;PA1901;PA4224;PA1001;PA1903;PA4211	PA4443;PA2203;PA4193;PA3442;PA3446;PA1756;PA2329;PA3931;PA3935;PA2594;PA3447;PA2310;PA3938;PA4442;PA3443;PA2309;PA0281;PA2600;PA3937;PA4192;PA1493;PA1838;PA5025;PA0280;PA0283;PA3444;PA2598;PA3936;PA3448;PA4194;PA4195;PA5103;PA0282;PA2204;PA3445;PA2202;PA3449
175	PA1874;PA3914;PA1179;PA3552;PA0523;PA2052;PA0336;PA3918;PA3477;PA1081;PA2570;PA3361;PA1092;PA4290;PA2573;PA1180	PA1701;PA2969;PA4671;PA0323;PA4670;PA4442;PA5508
176	PA3569;PA3570	PA0997;PA2592;PA1871;PA4211;PA0998;PA4778;PA4130;PA1249;PA1002;PA1657;PA2080;PA2193;PA1905;PA3477;PA2587;PA1003;PA1432;PA0996;PA0157;PA3724;PA1000;PA1656;PA1246;PA3333;PA1247;PA3479;PA0999;PA3476;PA2194;PA1658;PA1001;PA2195;PA0143
177	PA2649;PA1557;PA4333;PA4430;PA1584;PA2645;PA4811	PA4225;PA4706;PA4230;PA4470;PA2413;PA4708;PA2531;PA2513;PA2412;PA4226;PA2390;PA2514;PA2408;PA4228;PA2409;PA2407;PA2389;PA2512;PA4707;PA4231
178	PA5368;PA0844;PA0685;PA0678;PA2446;PA5297;PA2022;PA3382;PA0347;PA0677;PA3378;PA3375;PA3377;PA2604;PA1317;PA4351;PA2445;PA0281;PA3296;PA2019;PA3379;PA2352;PA2356;PA5353;PA3384;PA1927;PA3374;PA0283;PA3373;PA0686;PA5369;PA2444;PA5103;PA0680;PA2204;PA3910;PA0679;PA0184;PA3383;PA1319;PA3380;PA0683	PA1179;PA4429;PA2513;PA3600;PA2514;PA2682;PA3523;PA2512;PA1180;PA2887
179	PA3628;PA1602;PA4415;PA3582;PA5172;PA2105;PA4688;PA5508;PA3584;PA3579;PA5230;PA2290;PA2104;PA5171;PA0604;PA4244;PA2253;PA1320;PA0603;PA2265;PA0605;PA0606;PA1319;PA5173;PA0266;PA4307	PA3187;PA2001;PA0782;PA2446;PA2248;PA4024;PA1984;PA1070;PA2008;PA5302;PA2009;PA2445;PA2007;PA2247;PA1338;PA5082;PA2444;PA0865;PA4973;PA2000;PA5415;PA1999;PA1073;PA5304
180	PA4246;PA4259;PA4861;PA4251;PA2942;PA1092;PA2742;PA4260;PA4257;PA1589;PA4256;PA3807;PA5320;PA4272;PA0254;PA4274;PA4254;PA4232;PA4267;PA4751;PA4264;PA4262;PA5558;PA1464;PA4245;PA3315;PA3351;PA4253;PA4271;PA4273;PA4248;PA4385;PA1588;PA4568;PA0336;PA4258;PA4249;PA4261;PA2976;PA4935	PA5497;PA4759;PA5522;PA1303
181	PA4706;PA3642;PA3112;PA5174;PA0005;PA2969;PA3139;PA3644;PA1534;PA4707;PA0968;PA3111;PA5429;PA1609;PA1320;PA1674;PA4517;PA4194;PA3310;PA4455;PA2950;PA3643;PA2968;PA3821;PA0975	PA2008;PA5096;PA1946;PA0106;PA1524;PA1905;PA2009;PA4502;PA4024;PA4500;PA4504;PA0108;PA1904;PA5100;PA4211;PA4506;PA0494;PA4811;PA5106;PA0107
182	PA1871;PA5163;PA1902;PA2446;PA2570;PA1256;PA2366;PA1287;PA3361;PA1904;PA2445;PA2442;PA3478;PA1124;PA3724;PA2444;PA4205;PA3479;PA1130;PA1511;PA1901;PA4206;PA5415;PA5161;PA1903;PA4207	PA0510;PA3517;PA0523;PA0524;PA2649;PA4740;PA3392;PA3877;PA2645;PA2648;PA1275;PA2514;PA2647;PA0519;PA2857
183	PA3476;PA3584;PA3568;PA3579;PA3582;PA2579	PA0510;PA4225;PA4443;PA3935;PA0518;PA0519;PA4442;PA3552;PA0523;PA3392;PA3522;PA4226;PA4228;PA3874;PA3914;PA3875;PA3872;PA2321;PA4231;PA4230;PA0524;PA4224
184	PA0510;PA4443;PA4193;PA3446;PA3600;PA3931;PA0518;PA2594;PA3938;PA0519;PA4442;PA1225;PA0523;PA1856;PA4761;PA3392;PA3443;PA2691;PA0281;PA3937;PA0025;PA1838;PA0280;PA0283;PA3444;PA2598;PA2204;PA3531;PA0524;PA3601;PA1326	PA1902;PA2446;PA4217;PA1905;PA2009;PA4226;PA3361;PA1904;PA2445;PA4228;PA3478;PA3570;PA5084;PA0865;PA5217;PA1421;PA1901;PA2000;PA5415;PA1319;PA1318;PA1903;PA4211
185	PA3438;PA4867;PA3088;PA5298;PA4316;PA4846;PA2666	PA5353;PA3568;PA4148;PA5095;PA4911;PA5354;PA2516;PA4152;PA5100;PA2444;PA0494;PA3569;PA3570;PA5098
186	PA4402;PA1049;PA2446;PA3337;PA2445;PA2444;PA4205	PA0510;PA3442;PA3446;PA3935;PA3931;PA0518;PA2594;PA4687;PA3938;PA0519;PA0523;PA1856;PA3392;PA3443;PA2600;PA3937;PA3874;PA0024;PA3444;PA2598;PA3936;PA3875;PA3872;PA3445;PA0524
187	PA4208;PA0523;PA0524;PA3392;PA1905;PA1902;PA0782;PA4133;PA4207;PA1904;PA0500;PA1611;PA4211;PA4209;PA4217	PA3582;PA0494;PA5508;PA1258;PA3584;PA1179;PA4073;PA2513;PA3443;PA3364;PA2445;PA2442;PA3937;PA1180;PA4189;PA1260;PA1024;PA3444;PA2444;PA3936;PA2514;PA4188
188	PA0997;PA4310;PA3187;PA0998;PA1101;PA5435;PA5508;PA1078;PA3579;PA1080;PA1432;PA0996;PA1079;PA1000;PA1430;PA2444;PA3333;PA1082;PA0999;PA5436;PA3194;PA1001;PA1077;PA1081	PA1874;PA3553;PA3541;PA3236;PA3545;PA3559;PA4110;PA3552;PA4774;PA3557;PA3540;PA3556;PA4773;PA2019;PA5417;PA4777;PA3554;PA3555;PA1927;PA4776;PA3558;PA3551;PA3542;PA3547
189	PA2203;PA4193;PA3442;PA3446;PA3954;PA3935;PA2351;PA0430;PA2594;PA3447;PA2310;PA3938;PA0185;PA2295;PA3443;PA2309;PA2349;PA2086;PA2083;PA3937;PA2308;PA2294;PA0283;PA2307;PA1320;PA3444;PA3936;PA0193;PA3448;PA4194;PA0186;PA2084;PA0282;PA2204;PA3445;PA2202;PA2350;PA3449;PA0184;PA2296;PA2357	PA2944;PA5074;PA0523;PA4771;PA3187;PA0593;PA4448;PA0607;PA5155;PA4133;PA3582
190	PA1871;PA2367;PA0106;PA2553;PA3417;PA1902;PA2248;PA2570;PA0105;PA1092;PA1342;PA0175;PA4687;PA0872;PA2369;PA1930;PA0523;PA2366;PA2371;PA4309;PA3361;PA3418;PA2012;PA2370;PA1135;PA1464;PA0176;PA2247;PA3351;PA2014;PA4633;PA0179;PA3349;PA2368;PA1562;PA2573	PA2584;PA4443;PA0579;PA4249;PA3938;PA4670;PA4750;PA4264
191	PA5106;PA0747;PA2059;PA3735;PA3506;PA3120;PA3043;PA5549;PA3498;PA5310;PA5508	PA3629;PA4431;PA1461;PA4399;PA4027;PA0006;PA3217;PA5493;PA5349;PA4068;PA0609;PA4429
192	PA4230;PA3601;PA1338;PA5539;PA4206;PA4226;PA1984;PA4228;PA0958;PA1337;PA1982;PA4205;PA5538	PA4124;PA3121;PA3517;PA3540;PA0228;PA2018;PA3522;PA4122;PA1024;PA4125;PA0184;PA3516;PA3541;PA3523;PA2813;PA2811;PA4123;PA3551;PA4121;PA2812;PA3545
193	PA0501;PA0427;PA0504;PA1752;PA2541;PA0503;PA5223	PA3600;PA5539;PA5501;PA5538;PA4217;PA2193;PA1905;PA5020;PA1904;PA1923;PA3478;PA5098;PA3724;PA4064;PA4172;PA3333;PA3875;PA3479;PA3601;PA5541;PA5421;PA4065;PA4211
194	PA4225;PA0747;PA2553;PA2248;PA2446;PA5297;PA1249;PA0399;PA2008;PA0872;PA0870;PA2009;PA4880;PA2445;PA2007;PA5100;PA2012;PA3570;PA2011;PA2247;PA2014;PA2249;PA2250;PA1320;PA2444;PA0865;PA3459;PA2015;PA2555;PA2013;PA2000;PA1319;PA1999;PA1562;PA3569	PA1095;PA1856;PA1094;PA4205;PA0293;PA2570;PA0887;PA3875;PA1092;PA1326;PA1086;PA5445;PA3874;PA3872;PA4980;PA4217
195	PA1274;PA2947;PA1277;PA2944;PA3582;PA3832;PA5075;PA2969;PA5508;PA3584;PA5302;PA3579;PA2905;PA3182;PA1838;PA5504;PA3183;PA2948;PA3181;PA3310;PA1278;PA3194;PA2903;PA3193;PA5241	PA5093;PA5096;PA5094;PA5092;PA5095;PA0530;PA5354;PA4228;PA5100;PA5091;PA3252;PA5106;PA5098
196	PA2553;PA2001;PA2248;PA2446;PA1249;PA1984;PA1092;PA0494;PA4810;PA0872;PA2008;PA1095;PA2003;PA0870;PA2009;PA1072;PA2445;PA2007;PA2012;PA2442;PA2443;PA2011;PA2247;PA2014;PA4500;PA2249;PA2250;PA2444;PA0865;PA2015;PA2555;PA2013;PA2000;PA5415;PA1999;PA1073	PA4443;PA2204;PA3445;PA4193;PA3366;PA3446;PA4192;PA4470;PA0280;PA4122;PA3931;PA4123;PA2594;PA4228;PA2912;PA4195;PA4194;PA4138;PA4442;PA2913
197	PA5372;PA4771;PA2649;PA4693;PA1927;PA5039;PA4290;PA1073;PA3820;PA5555;PA5445;PA3333;PA0316;PA5270	PA2160;PA1871;PA4208;PA2151;PA3724;PA2144;PA2163;PA4206;PA3477;PA2570;PA2164;PA4207;PA4205
198	PA1258;PA4910;PA2948;PA2151;PA1260;PA1856;PA2371;PA0095;PA4911;PA1254;PA2412;PA3361;PA2104;PA1982;PA2155;PA5137;PA1384;PA2574;PA2105;PA2103;PA1256	PA1095;PA1179;PA3486;PA5302;PA5541;PA2513;PA2000;PA2514;PA0202;PA1092;PA0203;PA2512;PA5304
199	PA1382;PA1280;PA0682;PA2922;PA3252;PA1384;PA3498;PA1393	PA0098;PA2105;PA3522;PA0219;PA0967;PA1275;PA0244;PA2104;PA2103
200	PA1095;PA1179;PA5353;PA3553;PA5355;PA1094;PA2513;PA2446;PA5415;PA2445;PA1092;PA2442;PA2444;PA2512;PA1086;PA1180;PA1087	PA0997;PA1871;PA0998;PA1902;PA1602;PA5471;PA5539;PA3212;PA5538;PA1002;PA3097;PA3584;PA4613;PA1946;PA2193;PA1905;PA1904;PA2811;PA2813;PA2019;PA0996;PA3030;PA1000;PA2018;PA1320;PA0999;PA3601;PA5313;PA1001;PA4065;PA1903;PA2968;PA4211;PA2812
201	PA4442;PA5302;PA1946;PA1555;PA4761;PA2647;PA5100;PA5445;PA1556;PA5353;PA0130;PA4417;PA4385;PA4414;PA2649;PA4430;PA0887;PA2645;PA4290;PA2648;PA4411;PA5106	PA1179;PA2413;PA3250;PA1927;PA2412;PA2390;PA2408;PA2407;PA2389;PA2409;PA4470;PA2290
202	PA3914;PA4127;PA4163;PA5049;PA4128;PA4122;PA3364;PA4125;PA2570;PA4180;PA4123;PA4152;PA4158;PA4124;PA4121;PA0108	PA4189;PA0427;PA5096;PA3552;PA2193;PA2685;PA2194;PA2165;PA5092;PA5429;PA2164;PA2826;PA4064;PA4188;PA2153
203	PA5559;PA4443;PA4403;PA4402;PA5560;PA4276;PA0896;PA4268;PA3646;PA3171;PA5223;PA4559;PA5164;PA3807;PA4748;PA3822;PA1584;PA3636;PA5558;PA1585;PA3639;PA4846;PA5051;PA0968;PA4449;PA5429;PA2637;PA4568;PA2645;PA5554;PA4429;PA5555	PA5379;PA1260;PA3608;PA3514;PA0441;PA5421;PA4912;PA1927;PA3236;PA1982;PA2105;PA5417;PA4908;PA1256
204	PA1258;PA5523;PA0153;PA1260;PA3514;PA5175;PA4773;PA0275;PA3526	PA0872;PA3639;PA3914;PA3584;PA4279;PA0870;PA5553;PA3522;PA2446;PA1736;PA2000;PA5429;PA2445;PA2365;PA3582;PA1279;PA2444;PA5554;PA1999;PA2011
205	PA1257;PA0098;PA2217;PA5177;PA4996;PA4211;PA4280;PA3498;PA2579	PA3975;PA2052;PA3030;PA3751;PA1105;PA0927;PA5174;PA0158;PA3356
206	PA4225;PA2413;PA3600;PA4759;PA2408;PA5539;PA5538;PA1179;PA4226;PA4228;PA5499;PA4707;PA1180;PA5500;PA2412;PA4064;PA4708;PA4470;PA5217;PA4231;PA4230;PA4513;PA3601;PA5541;PA4065;PA2407;PA2409	PA3584;PA3531;PA3187;PA4236;PA4880;PA0604;PA2164;PA5304;PA3366
207	PA1287;PA3522;PA0263;PA2570;PA3361;PA3516;PA3523	PA4208;PA3719;PA3553;PA3446;PA2329;PA3931;PA3938;PA3559;PA0132;PA1179;PA3552;PA4774;PA3557;PA4761;PA3443;PA1566;PA3556;PA4773;PA1180;PA4777;PA3554;PA3555;PA4010;PA0130;PA4776;PA3444;PA4205;PA5416;PA3183;PA3445;PA5420;PA3558;PA2566;PA3194;PA4133;PA4207
208	PA2947;PA3553;PA3857;PA4810;PA3195;PA5508;PA3552;PA4774;PA4226;PA4228;PA4773;PA4811;PA5445;PA1003;PA4777;PA3554;PA3232;PA4776;PA4646;PA0887;PA4812;PA1318;PA4290	PA3600;PA2022;PA5471;PA5539;PA5538;PA0132;PA1287;PA2009;PA0480;PA1923;PA5100;PA5499;PA3570;PA2011;PA5098;PA2014;PA3337;PA4064;PA0130;PA0897;PA2015;PA2555;PA1518;PA5541;PA3601;PA2000;PA4065;PA1999;PA3569
209	PA0482;PA1095;PA4640;PA2634;PA1421;PA1094;PA2566;PA1092;PA4290;PA4773;PA1086;PA5445;PA4777;PA1087	PA3151;PA3159;PA0134;PA3187;PA4192;PA3156;PA3148;PA3152;PA2104;PA4228;PA3183;PA3182;PA3155;PA2232;PA2105;PA3158;PA2103
210	PA2652;PA1095;PA3584;PA5203;PA4310;PA3181;PA5436;PA4307;PA1317;PA1094;PA0424;PA5015;PA3236;PA3582;PA1092;PA3182;PA3183;PA1086;PA5435;PA2321;PA3526	PA2553;PA2001;PA2248;PA2815;PA4217;PA0872;PA0132;PA4110;PA0870;PA2009;PA2012;PA5100;PA3710;PA3570;PA2014;PA2249;PA2250;PA0865;PA2685;PA2015;PA2555;PA2000;PA1999;PA3551;PA3569
211	PA2008;PA2009;PA0976;PA4226;PA2007;PA0865;PA4217	PA1602;PA1694;PA3582;PA1717;PA5508;PA3584;PA1317;PA1697;PA1690;PA1725;PA4123;PA1696;PA4121;PA5445;PA1693;PA0882;PA1719;PA1701;PA1695;PA4122;PA3232;PA1024;PA1723;PA2991;PA1320;PA0879;PA1703;PA1691;PA1722;PA1698;PA4307;PA1724;PA1319;PA1716;PA1692
212	PA1095;PA2566;PA1094;PA4502;PA4500;PA4504;PA1092;PA4506	PA3151;PA4193;PA4192;PA1224;PA3361;PA2232;PA4195;PA4194
213	PA1087;PA4163;PA5508;PA0782;PA4180;PA4125;PA4123;PA1092;PA4124;PA0934	PA2592;PA3651;PA3553;PA3187;PA2553;PA3366;PA3559;PA1179;PA3552;PA4774;PA2193;PA1557;PA3557;PA4226;PA3556;PA1904;PA4228;PA2012;PA4773;PA1180;PA2011;PA4777;PA3554;PA5098;PA3570;PA3555;PA2014;PA3232;PA3333;PA4230;PA2555;PA3568;PA3558;PA2013;PA4455;PA2000;PA4133;PA1999;PA4211;PA1660;PA3569
214	PA4443;PA0997;PA2203;PA4193;PA3442;PA2599;PA3446;PA0998;PA3935;PA2329;PA3931;PA2408;PA1984;PA2594;PA2512;PA3447;PA2310;PA3938;PA4442;PA2328;PA2513;PA3443;PA2309;PA0281;PA2086;PA2600;PA2083;PA3937;PA0996;PA3570;PA2062;PA4192;PA1493;PA1838;PA0280;PA2412;PA0283;PA3444;PA2598;PA2514;PA5103;PA3448;PA3936;PA4194;PA4195;PA0999;PA0282;PA2204;PA4230;PA3445;PA2202;PA3449;PA2013;PA2407;PA3569	PA0882;PA1421;PA3187;PA1602;PA3582;PA4811;PA5445;PA5508
215	PA2360;PA2362;PA0156;PA3417;PA2363;PA4148;PA0387;PA4812;PA1931	PA4847;PA4740;PA5560;PA3832;PA3171;PA2744;PA3366;PA1155;PA1581;PA3139;PA4257;PA4256;PA1584;PA0609;PA3570;PA2011;PA3639;PA0302;PA5557;PA0968;PA1582;PA0084;PA2444;PA1156;PA3569
216	PA3151;PA3159;PA3148;PA3152;PA3232;PA4226;PA2104;PA0011;PA2811;PA2813;PA0996;PA2812;PA2105;PA5508	PA2944;PA3600;PA2446;PA1092;PA5538;PA4209;PA4217;PA2008;PA1095;PA2009;PA1736;PA2445;PA2007;PA1701;PA1927;PA2444;PA0865;PA4973;PA3531;PA2000;PA3551;PA1086
217	PA0083;PA0091;PA4947;PA0095;PA0084;PA1927;PA2912;PA0089	PA1667;PA0997;PA3553;PA3187;PA1666;PA0998;PA3541;PA0182;PA0036;PA3559;PA0132;PA1657;PA1179;PA3552;PA4774;PA3557;PA3540;PA3556;PA3182;PA4773;PA1180;PA4777;PA3554;PA3555;PA2323;PA0130;PA4776;PA3183;PA3181;PA1659;PA3558;PA3194;PA1660
218	PA0077;PA0088;PA0079;PA3600;PA0782;PA4848;PA0080;PA0078;PA5174;PA4687;PA3139;PA3552;PA4774;PA2541;PA0090;PA4773;PA0081;PA3555;PA0091;PA2967;PA0084;PA1927;PA0085;PA1609;PA3875;PA0087;PA0083;PA2536;PA2950;PA1610;PA3601;PA2968;PA0089	PA2553;PA3541;PA3545;PA0107;PA4985;PA1946;PA3540;PA5100;PA3710;PA2011;PA5098;PA0447;PA3570;PA4205;PA3568;PA4206;PA2000;PA3569;PA1999;PA3551;PA4207;PA3547;PA5106
219	PA0997;PA0998;PA2248;PA4941;PA3725;PA0872;PA5302;PA2009;PA4226;PA4228;PA0958;PA0447;PA2247;PA4500;PA2249;PA2250;PA0865;PA4194;PA4231;PA0999;PA4230;PA2000;PA1999;PA5304	PA3553;PA3236;PA3582;PA3559;PA1256;PA1179;PA3552;PA4774;PA3584;PA3557;PA3319;PA1525;PA4351;PA2813;PA3556;PA4777;PA3025;PA3554;PA4776;PA3121;PA3558;PA3120
220	PA2512;PA3584;PA0336;PA2413;PA2513;PA2412;PA2514;PA5203	PA0997;PA4225;PA3187;PA0998;PA1902;PA1984;PA3366;PA4209;PA4217;PA1002;PA2008;PA2009;PA3364;PA4226;PA1072;PA1904;PA4228;PA2007;PA1696;PA0996;PA1693;PA1701;PA0604;PA1000;PA1723;PA2444;PA0865;PA0999;PA1691;PA2862;PA2000;PA5415;PA1001;PA1999;PA1073;PA1692
221	PA2008;PA4973;PA0523;PA0524;PA3392;PA2009;PA1927;PA2007;PA1984;PA1320;PA1999;PA0865;PA3526	PA0997;PA4211;PA3553;PA0998;PA1902;PA2195;PA2408;PA4209;PA5538;PA3559;PA1002;PA1657;PA4217;PA1179;PA3552;PA4774;PA2193;PA3557;PA1904;PA3556;PA5230;PA2019;PA4773;PA5445;PA1003;PA1180;PA4777;PA0996;PA3554;PA3555;PA3724;PA2407;PA1000;PA2018;PA2412;PA4776;PA3876;PA3333;PA3479;PA0999;PA3476;PA2685;PA2194;PA1421;PA1901;PA3558;PA1658;PA1001;PA1903;PA1905
222	PA3187;PA5541;PA3600;PA4130;PA4133;PA2813;PA4456;PA4810;PA4811;PA5538	PA4505;PA4973;PA2634;PA1856;PA1514;PA2014;PA4504;PA2691;PA2104;PA1501;PA0426;PA2012;PA1135;PA1384;PA5435
223	PA2160;PA2147;PA0747;PA0796;PA2862;PA2553;PA2015;PA2555;PA2013;PA2009;PA2165;PA2014;PA2000;PA3570;PA2012;PA5100;PA1999;PA0865;PA3569;PA3710;PA2011	PA1002;PA4588;PA0999;PA0997;PA1317;PA0998;PA1000;PA1501;PA1001;PA4123;PA2587;PA1320;PA1319;PA1318;PA4121;PA0996
224	PA3629;PA4385;PA0106;PA4761;PA0302;PA0227;PA0403;PA5422;PA0108;PA5429;PA4730;PA3356;PA5147;PA0107	PA1871;PA2944;PA2570;PA1249;PA3366;PA2105;PA0132;PA1657;PA2003;PA2840;PA3364;PA3361;PA3929;PA3570;PA3930;PA3724;PA1927;PA2412;PA4205;PA4206;PA0263;PA4133;PA4211;PA3569;PA4207
225	PA1257;PA3320;PA3514;PA1013;PA4944;PA0324;PA5241;PA4747;PA5230;PA1598;PA0357;PA1816;PA3095	PA3159;PA0245;PA3719;PA5192;PA0749;PA4412;PA4316;PA5516;PA5174;PA3861
226	PA1274;PA3609;PA3607;PA4771;PA3608;PA5140;PA1534;PA3713;PA3610	PA0747;PA2553;PA0106;PA1984;PA0105;PA0175;PA0107;PA2008;PA1930;PA0178;PA1174;PA1905;PA2009;PA4913;PA2007;PA3929;PA1904;PA3418;PA3570;PA2247;PA2014;PA0179;PA2250;PA0174;PA0865;PA3333;PA0112;PA0177;PA2015;PA2555;PA3568;PA2000;PA1999;PA1903;PA4211;PA2573;PA3569;PA0108
227	PA0275;PA0227;PA3522;PA1927;PA4646;PA2155;PA1931;PA0173;PA4810;PA2574;PA4811;PA5508	PA1655;PA3651;PA5074;PA1292;PA3746;PA4761;PA5367;PA2445;PA2991;PA4290;PA2444
