feature	positive_signature	negative_signature
84	PA1874;PA1871;PA4208;PA5163;PA2553;PA0106;PA3417;PA1902;PA4130;PA2248;PA3416;PA2570;PA0105;PA1092;PA0175;PA2232;PA3366;PA4217;PA0107;PA1087;PA0180;PA1930;PA2003;PA0872;PA0178;PA1905;PA2009;PA1080;PA3361;PA1904;PA3418;PA1135;PA3478;PA0176;PA2247;PA3724;PA1094;PA3351;PA3349;PA0179;PA2250;PA2249;PA0865;PA4205;PA3479;PA1901;PA2566;PA4206;PA4133;PA1903;PA4211;PA2573;PA5355	PA4443;PA1927
85	PA4626;PA3976;PA5184;PA5147;PA5508	PA1871;PA2367;PA3417;PA2570;PA1249;PA2815;PA2105;PA1930;PA0523;PA2366;PA3392;PA2104;PA2011;PA3724;PA3148;PA3250;PA1384;PA3253;PA0177;PA0524;PA2368;PA2365;PA5355
86	PA0844;PA3382;PA2022;PA0582;PA0175;PA0347;PA0677;PA3378;PA3377;PA4351;PA3296;PA2012;PA3379;PA2352;PA3384;PA3374;PA3373;PA3372;PA5369;PA0680;PA3910;PA0679;PA1683;PA3383;PA3380	PA1292;PA3651;PA1317;PA1320;PA3187
87	PA5281;PA4235;PA0401;PA4209;PA4217;PA0795;PA2647;PA5445;PA1770;PA0796;PA2991;PA1140;PA0865;PA5505;PA0316;PA0482;PA2649;PA4430;PA0887;PA2645;PA2195;PA2648;PA5376	PA3584;PA0193;PA4193;PA3937;PA2596;PA5139;PA5103;PA3713;PA4773;PA3938;PA0186;PA4980;PA5106
88	PA4910;PA4733;PA0106;PA3628;PA0228;PA5377;PA0844;PA0226;PA4911;PA4912;PA1984;PA0105;PA3236;PA2512;PA0113;PA0107;PA4909;PA2513;PA2509;PA4913;PA4899;PA5417;PA5379;PA3629;PA2507;PA0227;PA5419;PA2508;PA2514;PA1982;PA5416;PA4908;PA5420;PA5421;PA5376;PA0108;PA5418	PA1657;PA2008;PA2160;PA0523;PA0524;PA3392;PA2009;PA0519;PA2007;PA1092;PA5445;PA3366;PA2321
89	PA4225;PA4230;PA3181;PA3187;PA3452;PA4224;PA4226;PA4228;PA3102;PA1246;PA1003;PA1252;PA4231	PA2446;PA0518;PA4110;PA5074;PA0523;PA1174;PA4761;PA5020;PA2445;PA5100;PA0750;PA2011;PA2887;PA0157;PA5051;PA0227;PA2014;PA2444;PA1982;PA4205;PA2015;PA2013;PA4206;PA4430;PA5415;PA2889;PA4207;PA1326;PA5106
90	PA3151;PA3159;PA3187;PA3148;PA1081;PA3155	PA4225;PA4230;PA4192;PA4224;PA1976;PA5541;PA4065;PA4228;PA4064;PA5539;PA1982;PA5538;PA4231;PA2019
91	PA0510;PA3584;PA3870;PA0523;PA0025;PA1856;PA0024;PA0524;PA3392;PA4235;PA3874;PA4811;PA2412;PA2691;PA0518;PA3875;PA4812;PA4810;PA0519;PA3872;PA3814	PA2008;PA2009;PA2444
92		PA4038;PA3553;PA4912;PA0685;PA0325;PA4911;PA4037;PA1256;PA4089;PA3552;PA4774;PA2193;PA4909;PA3556;PA2922;PA4773;PA4777;PA3554;PA3159;PA1701;PA4776;PA3558;PA0323;PA3547
93	PA0098;PA3310;PA2105;PA2683;PA2035;PA1279;PA2104;PA2103	PA1787;PA2947;PA4431;PA4310;PA4503;PA3590;PA5422;PA4504;PA5429;PA4205
94	PA3531;PA3559;PA2446;PA0896;PA2444;PA3183	PA4706;PA4225;PA2413;PA2408;PA4687;PA4688;PA4226;PA4123;PA4161;PA4228;PA4707;PA1927;PA2412;PA4158;PA1320;PA4708;PA2514;PA4470;PA5217;PA4231;PA4230;PA4513;PA4224;PA1319;PA2409
95	PA1871;PA0747;PA4211;PA2553;PA0106;PA2367;PA3417;PA4236;PA1752;PA3416;PA1249;PA2815;PA0105;PA1092;PA5172;PA1562;PA1342;PA0175;PA1930;PA2366;PA0178;PA1174;PA1904;PA3418;PA1173;PA3478;PA0176;PA5171;PA0179;PA2250;PA2920;PA1337;PA1247;PA3479;PA0177;PA1901;PA5173;PA2365;PA1905;PA2573	PA3914;PA1856;PA3874;PA1927;PA3877;PA3875;PA1180
96	PA4225;PA4189;PA4230;PA4224;PA3568;PA2009;PA4351;PA2000;PA4226;PA2249;PA4228;PA5100;PA4231;PA1999;PA3569;PA3570;PA5098	PA0997;PA0998;PA4125;PA1694;PA2570;PA1002;PA1690;PA1697;PA3361;PA4123;PA4121;PA0996;PA1693;PA1719;PA2323;PA1000;PA4122;PA1723;PA4969;PA1703;PA0999;PA1691;PA1724;PA1001
97	PA0999;PA0997;PA3608;PA1094;PA3477;PA2412;PA1001;PA1092;PA5230;PA0143;PA1086;PA1003;PA1432;PA5452	PA3719;PA3446;PA3156;PA2248;PA2329;PA3151;PA1317;PA2012;PA3182;PA3155;PA2019;PA3159;PA3148;PA2018;PA2250;PA0865;PA3158;PA3183;PA3181;PA2555;PA3194;PA3152;PA2000;PA1319;PA3193
98	PA1874;PA1871;PA4208;PA3415;PA3417;PA3416;PA2570;PA1249;PA1092;PA3195;PA0107;PA5213;PA2151;PA1317;PA3477;PA2164;PA3182;PA3478;PA2153;PA2160;PA2147;PA3724;PA5429;PA4470;PA5497;PA4205;PA3479;PA3183;PA2566;PA3194;PA4206;PA1318;PA4207;PA0108	PA1667;PA0510;PA1657;PA3392;PA0518;PA1326;PA1556;PA0519;PA5355
99	PA4402;PA4740;PA5322;PA0998;PA5128;PA4250;PA0904;PA3832;PA4268;PA5172;PA4676;PA4257;PA3083;PA0660;PA4262;PA0851;PA5171;PA1000;PA4255;PA5505;PA1013;PA5173;PA5555;PA5241	PA1535;PA2889;PA1326;PA4351;PA4901
100	PA3600;PA4375;PA2513	PA5084;PA2891;PA4771;PA2413;PA3505;PA3512;PA3506;PA2412;PA3513;PA0679;PA0203;PA3498
101	PA4089;PA0326;PA2676;PA0203;PA4994;PA3896;PA4908	PA4741;PA5242;PA5560;PA4406;PA1505;PA2638;PA5570;PA1584;PA5013;PA4751;PA1770;PA3629;PA3348;PA4417;PA2796;PA3814;PA1455;PA5110;PA2634;PA5068;PA3645;PA1010;PA1073
102	PA2059;PA2555;PA5281;PA4944;PA1683;PA5371;PA3522;PA2470;PA3236;PA1984;PA2035;PA3814	PA2652;PA1521;PA0363;PA3030;PA5072;PA3603;PA4234;PA2904;PA4988;PA1470;PA5453;PA3475;PA2644;PA4730;PA4854;PA5272
103	PA3609;PA1277;PA3607;PA3608;PA3713;PA0018;PA3610	PA0747;PA2573;PA2366;PA2553;PA1174;PA2555;PA2013;PA4236;PA4880;PA0179;PA2250;PA1249;PA2815;PA0105;PA3929;PA2012;PA3418;PA3570;PA1562;PA3569;PA2011
104	PA3651;PA3642;PA1809;PA5046;PA4251;PA4272;PA2000;PA0896;PA4250;PA4812;PA3820;PA4810;PA5147;PA5508	PA1874;PA2652;PA4443;PA1871;PA4310;PA1756;PA3446;PA3931;PA2570;PA3938;PA4209;PA4217;PA3477;PA3361;PA0281;PA3937;PA3478;PA3724;PA0280;PA0283;PA3444;PA4205;PA3479;PA0530;PA2365;PA4211;PA1081
105	PA0999;PA2151;PA2566;PA2144;PA2165;PA3364;PA2152;PA2164;PA4209;PA1931;PA4172;PA2153;PA4452	PA1318
106	PA1719;PA1691;PA1722;PA1701;PA1698;PA1717;PA1690;PA1697;PA1695;PA1725;PA1723;PA1724;PA1694;PA5429;PA1716;PA1692;PA0958;PA1696;PA1693;PA1703	PA4918;PA3333;PA3181;PA3452;PA3600;PA2412;PA3361;PA2811;PA2321;PA5471;PA4211;PA1982;PA5435;PA5538;PA3183;PA4217
107	PA3187;PA2570;PA3582;PA0036;PA3195;PA0494;PA2264;PA5508;PA3584;PA1317;PA3579;PA3182;PA2323;PA1320;PA0865;PA4205;PA2321;PA3183;PA3181;PA3194;PA1318;PA3193	PA3442;PA1646;PA2329;PA2446;PA3935;PA3236;PA5539;PA2310;PA3938;PA1179;PA2328;PA3443;PA2309;PA2445;PA2442;PA2912;PA3937;PA1180;PA2018;PA1927;PA2914;PA3444;PA2444;PA3936;PA1384;PA3445;PA3601;PA5421;PA5415;PA4065;PA5418
108	PA3930;PA4517;PA3929;PA5516;PA0976	PA0510;PA3870;PA1920;PA5427;PA0518;PA5172;PA0519;PA0523;PA1856;PA1557;PA1555;PA3392;PA4351;PA3877;PA5230;PA1556;PA3874;PA3914;PA0024;PA0025;PA5171;PA3337;PA3876;PA5497;PA3875;PA3872;PA0524;PA0836;PA0295;PA5173;PA4812
109	PA5353;PA5070;PA4148;PA0011;PA0174;PA5103;PA5272	PA1156;PA3601;PA3166;PA0749;PA3600;PA0887;PA2007;PA5388;PA4415;PA0130;PA1275;PA1081;PA3646;PA2545
110	PA1095;PA3584;PA3552;PA1421;PA0265;PA3579;PA1094;PA2368;PA3558;PA1602;PA0597;PA0266;PA4812;PA1092;PA3582;PA0603;PA2253;PA4773;PA1086;PA5508	PA3187;PA4733;PA4130;PA4024;PA1070;PA1984;PA5137;PA0036;PA5435;PA4442;PA2008;PA2009;PA3364;PA1072;PA2007;PA2014;PA0865;PA2948;PA4973;PA5436;PA5155;PA2000;PA4133;PA1999;PA1073
111	PA1976;PA3601;PA3513;PA1552;PA1982;PA1393	PA2652;PA0363;PA2645;PA0350;PA1432;PA4930
112	PA1225;PA1430;PA1280;PA2212;PA0357;PA1432	PA3159;PA3486;PA3719;PA2634;PA4431;PA2020;PA1666;PA2019;PA2018;PA0205;PA4430;PA3166;PA3171;PA5270;PA5304;PA4110
113	PA1717;PA2512;PA2232;PA1317;PA1697;PA2513;PA3361;PA4121;PA1693;PA1719;PA1701;PA1695;PA1723;PA2508;PA2514;PA1703;PA1691;PA1722;PA1698;PA1724;PA1716;PA1692	PA3498;PA3364;PA3514
114	PA2811;PA1092	PA1667;PA2592;PA1871;PA4211;PA1666;PA1902;PA4130;PA2195;PA2570;PA1217;PA1662;PA4144;PA4209;PA4217;PA1657;PA2193;PA3361;PA1904;PA3478;PA3724;PA1000;PA1656;PA3333;PA3479;PA3476;PA1130;PA2194;PA1901;PA2566;PA1658;PA1668;PA4133;PA1903;PA1905;PA1660
115	PA3181;PA3531;PA2323;PA3516;PA3182;PA0958;PA3193;PA5304;PA2321;PA3183	PA5096;PA3600;PA5539;PA5501;PA5538;PA2008;PA0870;PA2009;PA2513;PA4226;PA1072;PA2007;PA1923;PA4228;PA4121;PA3570;PA2011;PA5098;PA5500;PA2014;PA4064;PA2514;PA4470;PA0865;PA2015;PA4513;PA3601;PA5541;PA2013;PA2000;PA4133;PA4065;PA1999;PA1073;PA3569
116	PA1224;PA2905;PA0363	PA0997;PA2592;PA4211;PA0106;PA0998;PA3417;PA2195;PA1249;PA1984;PA0105;PA5172;PA1342;PA3103;PA0494;PA0107;PA0399;PA1002;PA2008;PA1930;PA2366;PA2193;PA1174;PA2009;PA3477;PA2007;PA3418;PA1173;PA1003;PA3478;PA5058;PA3724;PA0179;PA1246;PA0865;PA3333;PA1247;PA3479;PA0999;PA3476;PA0177;PA2194;PA5173;PA2365;PA1905;PA2573
117	PA1719;PA1698;PA1701;PA2634;PA3120;PA1320;PA0195;PA2645;PA1696;PA1692;PA3121;PA1693	PA0997;PA0082;PA0095;PA0998;PA0079;PA0077;PA0088;PA0080;PA0078;PA0494;PA5508;PA1002;PA3561;PA0090;PA0996;PA0075;PA0091;PA0089;PA1000;PA0084;PA0072;PA0085;PA0074;PA0087;PA0083;PA0999;PA2685;PA1421;PA1001;PA0081
118	PA0997;PA4880;PA1692	PA2008;PA3584;PA5154;PA3187;PA2009;PA0604;PA3364;PA5155;PA1072;PA0605;PA1249;PA2594;PA1984;PA3582;PA2007;PA1104;PA1073;PA5435;PA4307
119	PA2652;PA2367;PA0106;PA3417;PA3416;PA1092;PA5172;PA1342;PA0175;PA0113;PA3526;PA0107;PA1087;PA5213;PA1095;PA1930;PA1179;PA1078;PA2366;PA1174;PA4309;PA1080;PA4913;PA3418;PA1173;PA4114;PA1464;PA1003;PA0176;PA1079;PA5171;PA1094;PA4027;PA3351;PA3250;PA4633;PA0179;PA5056;PA1082;PA2654;PA2365;PA1562;PA2573;PA1086;PA0704	PA5508;PA1319;PA2948;PA3875;PA3547
120	PA3181;PA5436;PA3187;PA3194;PA5435;PA3777;PA3182;PA1326;PA3193;PA3195;PA0996;PA3183	PA5427;PA2446;PA0519;PA5508;PA0872;PA0132;PA4092;PA1946;PA1557;PA1555;PA4226;PA2445;PA4228;PA1556;PA3337;PA0130;PA2444;PA4918;PA4230;PA0836;PA0295;PA5415;PA5304
121	PA2020;PA1317;PA1224;PA2018;PA1318;PA2019	PA3151;PA3159;PA1095;PA3476;PA3486;PA3514;PA3148;PA1094;PA3152;PA4500;PA4504;PA1092;PA0958;PA3155;PA1086;PA3498;PA1432;PA3158;PA1087
122	PA1966;PA1959;PA4207	PA3156;PA0228;PA5172;PA2105;PA3151;PA4771;PA3514;PA2513;PA3877;PA3155;PA3159;PA5171;PA3148;PA3337;PA2514;PA1384;PA1130;PA0836;PA3505;PA0403;PA3152;PA0295;PA5173
123	PA0678;PA3382;PA5297;PA2022;PA2570;PA0347;PA4810;PA0677;PA5508;PA1087;PA3378;PA1095;PA1930;PA3375;PA3377;PA5366;PA3319;PA4351;PA3296;PA0684;PA4811;PA3379;PA2352;PA1094;PA3384;PA3374;PA0686;PA5369;PA0680;PA3910;PA3383;PA3380;PA4812;PA1086	PA3639;PA0524;PA0134;PA4761;PA5570;PA0920;PA5429;PA4688
124	PA3568;PA5176;PA3232;PA0887;PA2408;PA5100;PA4290;PA5445;PA3366;PA5106;PA5098	PA1920;PA3870;PA3442;PA3600;PA3523;PA5539;PA2512;PA5538;PA0523;PA3540;PA2513;PA3522;PA1923;PA2912;PA3877;PA3874;PA2913;PA3914;PA0223;PA5500;PA1927;PA4064;PA3444;PA2514;PA3876;PA5497;PA3875;PA3872;PA0524;PA3601;PA5541;PA0530;PA4065;PA3551
125	PA5559;PA4246;PA1583;PA4259;PA4740;PA4251;PA5560;PA4270;PA4268;PA4238;PA1092;PA3745;PA3313;PA2744;PA3637;PA0934;PA4260;PA1581;PA4257;PA1589;PA4256;PA3807;PA5570;PA1580;PA4272;PA1584;PA4274;PA4254;PA3001;PA4267;PA5013;PA4242;PA4239;PA5558;PA1585;PA4694;PA3686;PA0432;PA0579;PA4241;PA5557;PA1582;PA4696;PA4253;PA4255;PA4449;PA4271;PA4450;PA4425;PA4273;PA2796;PA5556;PA5568;PA4248;PA1787;PA4385;PA1588;PA4258;PA4671;PA1587;PA4252;PA4670;PA4430;PA4240;PA1010;PA4261;PA5554;PA3822;PA5555	PA3416;PA2887
126	PA3607;PA3608;PA5140;PA0654;PA4688;PA3736;PA3610	PA1871;PA0177;PA5096;PA2550;PA0178;PA0106;PA3252;PA0112;PA0108;PA5106;PA3570;PA0107
127	PA3159;PA4230;PA2555;PA4224;PA3158;PA1317;PA4226;PA1319;PA4228;PA1320;PA1318;PA1905;PA4687;PA0865;PA3479;PA1321	PA3554;PA3555;PA0510;PA1179;PA3552;PA3553;PA4774;PA3557;PA5221;PA3558;PA5421;PA2412;PA1072;PA3556;PA0130;PA4776;PA4777;PA4773;PA3559;PA5508
128	PA0999;PA3476;PA4163;PA5171;PA2412;PA1001;PA5173;PA0254;PA5172;PA1003	PA3151;PA0482;PA2634;PA3148;PA3152;PA4122;PA0196;PA1024;PA0887;PA4290;PA4121;PA5445;PA1693
129	PA0083;PA3555;PA4189;PA0427;PA3553;PA3552;PA0082;PA3557;PA2685;PA0095;PA5176;PA4073;PA0084;PA0293;PA0085;PA1024;PA0078;PA4188;PA0081	PA3187;PA4125;PA4180;PA4138;PA4771;PA4128;PA4123;PA4161;PA1696;PA4121;PA1693;PA1719;PA4163;PA1701;PA1695;PA4122;PA1430;PA4158;PA5429;PA4127;PA1698;PA4133;PA4124;PA4307
130	PA3554;PA3555;PA3914;PA5353;PA4774;PA0523;PA3553;PA3557;PA0524;PA3392;PA2446;PA5354;PA2445;PA3556;PA3875;PA2444;PA4773;PA3569;PA3874;PA3570;PA5355	PA0997;PA0077;PA0998;PA0088;PA4130;PA4125;PA0080;PA0078;PA3523;PA1002;PA1657;PA2193;PA4128;PA0281;PA0090;PA4123;PA4121;PA1003;PA1432;PA0996;PA0091;PA0089;PA1000;PA0084;PA0085;PA4122;PA0083;PA0999;PA3476;PA4127;PA1001;PA4124;PA0087
131	PA0997;PA3531;PA5436;PA1557;PA0998;PA0519;PA5200;PA5373;PA4528;PA1001;PA4942;PA2232;PA5304;PA5435;PA1556;PA4217	PA4225;PA2944;PA0228;PA2682;PA2512;PA4110;PA2317;PA4073;PA2513;PA2509;PA4226;PA4228;PA2507;PA0227;PA2412;PA2508;PA2514;PA4205;PA4230;PA4224;PA3568;PA4206;PA4207;PA3569
132	PA1667;PA4230;PA2944;PA2193;PA1901;PA1905;PA4912;PA1902;PA0605;PA3361;PA1904;PA2813;PA1668;PA1903;PA4211;PA3333;PA4217	PA0872;PA2008;PA2009;PA2000;PA2007;PA1999;PA2012;PA0865;PA5445
133	PA1737;PA1564;PA1094;PA1927;PA1092;PA2253;PA4773;PA2776	PA2295;PA4193;PA4192;PA2553;PA4911;PA3364;PA0896;PA1384;PA4194;PA3366;PA3183
134	PA3659;PA1279	PA0510;PA4443;PA2203;PA4193;PA3442;PA3446;PA3600;PA3935;PA3931;PA0518;PA2594;PA3938;PA0519;PA4442;PA0523;PA1856;PA4761;PA3392;PA3443;PA2691;PA0281;PA3937;PA5445;PA3874;PA4192;PA1838;PA0280;PA2412;PA0283;PA3444;PA2598;PA3936;PA4195;PA4470;PA3875;PA3872;PA0282;PA2204;PA3445;PA0524;PA2202;PA3449;PA0887;PA4290
135	PA3584;PA1946;PA4236;PA4880;PA4130;PA0604;PA1999;PA4812;PA0603;PA0266;PA3356	PA4706;PA4225;PA3187;PA2413;PA3600;PA3931;PA0523;PA1856;PA3392;PA4226;PA2691;PA0281;PA4228;PA3182;PA4707;PA0280;PA2412;PA0283;PA4158;PA4708;PA4470;PA3183;PA3814;PA4231;PA4230;PA3181;PA0524;PA4224;PA3601;PA4307
136	PA2512;PA4208;PA1901;PA3724;PA2513;PA1904;PA4207;PA2514	PA2652;PA0510;PA5427;PA1694;PA0518;PA1717;PA5172;PA0519;PA0523;PA1557;PA1555;PA1697;PA3392;PA1725;PA4351;PA2561;PA5230;PA1696;PA1556;PA3874;PA1693;PA1719;PA0024;PA1701;PA0025;PA5171;PA1695;PA1723;PA0680;PA3875;PA3872;PA5497;PA1703;PA1691;PA1722;PA1698;PA0524;PA1724;PA5173;PA3551;PA1716;PA1692
137	PA0997;PA2592;PA1871;PA4310;PA0998;PA4130;PA2195;PA1249;PA0519;PA1002;PA1657;PA2193;PA3477;PA3364;PA4226;PA4228;PA2587;PA1003;PA0996;PA1432;PA3724;PA1000;PA1656;PA3333;PA3479;PA0999;PA3476;PA4230;PA2194;PA1001;PA4211;PA0143	PA3554;PA4773;PA3552;PA3557;PA3558;PA2018;PA1024;PA3559;PA2019;PA3547;PA4777;PA5098
138	PA3629;PA4385;PA1179;PA4973;PA0302;PA5421;PA1341;PA1806;PA1342;PA4810;PA1073;PA1180	PA1874;PA1871;PA2592;PA4208;PA4211;PA2570;PA1217;PA1249;PA1092;PA1095;PA1856;PA1317;PA3477;PA3361;PA3478;PA3159;PA3724;PA1927;PA1656;PA4205;PA3158;PA3479;PA2261;PA1130;PA1901;PA2566;PA4206;PA0263;PA1319;PA1318;PA1903;PA1905;PA4207
139	PA2060;PA0766;PA1827;PA2518;PA5394	PA3486;PA2604;PA2638;PA2634;PA3162;PA1580;PA4251;PA4868;PA3294;PA0205;PA3656;PA4425;PA5228;PA4274;PA0203;PA5499;PA4418;PA1124
140	PA1667;PA2592;PA1661;PA4310;PA1666;PA4130;PA2329;PA0080;PA1662;PA1657;PA2193;PA1317;PA3724;PA1000;PA1460;PA1656;PA1320;PA3333;PA3479;PA3476;PA1669;PA2194;PA2536;PA1659;PA1658;PA1668;PA1319;PA4133;PA1318;PA2195;PA0143;PA1660	PA3584;PA0878;PA1260;PA0106;PA5508;PA2893;PA4911;PA1254;PA0112;PA0879;PA3582;PA0494;PA0108;PA1256
141	PA3310	PA5427;PA4235;PA4236;PA0518;PA5172;PA0519;PA0523;PA1856;PA2193;PA1557;PA1555;PA3877;PA5230;PA1556;PA5171;PA1561;PA3337;PA0835;PA5497;PA3875;PA0836;PA0295;PA5173
142	PA5368;PA5522;PA0844;PA0685;PA0678;PA3382;PA5297;PA3541;PA2105;PA0677;PA3545;PA3378;PA3375;PA3377;PA3540;PA0265;PA3319;PA0681;PA5323;PA4351;PA3379;PA3384;PA5367;PA1927;PA3374;PA0686;PA5369;PA4973;PA3910;PA0679;PA3383;PA3380;PA3551;PA0266;PA3542;PA3547	PA2507;PA4773;PA3181;PA4431;PA3194;PA2513;PA2509;PA2514;PA0887;PA2682;PA2508;PA3182;PA2512;PA3195;PA3183
143	PA3151;PA3159;PA1095;PA4918;PA3156;PA3148;PA1094;PA3152;PA2104;PA3556;PA1092;PA2739;PA5162;PA3155;PA1086;PA4919;PA2105;PA3158;PA1087	PA4771;PA2858;PA1000;PA2018;PA0254;PA2019
144	PA3151;PA3159;PA3320;PA2444;PA2553;PA3156;PA3148;PA2014;PA4276;PA2248;PA3152;PA3516;PA0011;PA5100;PA5082;PA0174;PA3155;PA3569;PA3158;PA4908;PA5098	PA2512;PA4771;PA0504;PA0678;PA4065;PA2514;PA3478
145	PA3651;PA4771;PA0920;PA2446;PA2445;PA2442;PA2444;PA3820	PA1667;PA0997;PA0106;PA1524;PA0998;PA1902;PA4130;PA0105;PA4209;PA4217;PA0107;PA0178;PA1174;PA4128;PA1905;PA1904;PA1173;PA5445;PA0996;PA0176;PA5058;PA3724;PA1000;PA3250;PA0174;PA3333;PA3479;PA0999;PA0177;PA1001;PA4133;PA1903;PA4211;PA0108
146	PA0997;PA2592;PA1661;PA4211;PA0998;PA4778;PA1902;PA2195;PA1249;PA4217;PA0399;PA1002;PA1657;PA2080;PA2193;PA3477;PA1904;PA2587;PA1003;PA0996;PA1432;PA3724;PA1000;PA2081;PA1656;PA3333;PA1247;PA3479;PA0999;PA3476;PA2194;PA1901;PA1658;PA1001;PA1903;PA1905;PA0143;PA1660	PA3569;PA0849;PA1024;PA3570
147	PA3159;PA4505;PA5353;PA3148;PA4503;PA4502;PA3364;PA4500;PA4504;PA3120;PA2445;PA0130;PA2442;PA2444;PA4506;PA3366;PA5355	PA0997;PA4706;PA4225;PA2413;PA0998;PA4130;PA2408;PA3523;PA5471;PA1002;PA4226;PA4228;PA0996;PA2407;PA1000;PA0085;PA2412;PA4708;PA4470;PA4231;PA0999;PA4230;PA4224;PA1001;PA4211;PA2409
148	PA1770	PA4088;PA4038;PA4089;PA3914;PA1146;PA3589;PA5541;PA0324;PA0325;PA3590;PA4859;PA3877;PA5539;PA0222;PA3379
149	PA4750;PA3555;PA4225;PA4189;PA3553;PA4230;PA3531;PA4224;PA5176;PA1460;PA4226;PA4748;PA4228;PA4188;PA2569;PA4231	PA3187;PA0143;PA4125;PA4180;PA5174;PA0494;PA3366;PA1256;PA4771;PA4128;PA3364;PA4148;PA4123;PA4152;PA4121;PA4163;PA4122;PA0879;PA5217;PA4127;PA4153;PA4133;PA4124
150	PA0997;PA2592;PA1871;PA4211;PA0998;PA1902;PA4130;PA2195;PA4144;PA5172;PA4209;PA4217;PA2193;PA3361;PA1904;PA3478;PA5171;PA3724;PA1000;PA3333;PA3479;PA0999;PA3476;PA2194;PA1901;PA1658;PA1001;PA4133;PA1903;PA1905;PA1660	PA4918;PA4919;PA1856;PA1946;PA3217;PA2811;PA2812
151	PA1095;PA5436;PA1094;PA1487;PA1092;PA5147;PA5508	PA0997;PA2592;PA4211;PA3446;PA2553;PA3187;PA0998;PA1902;PA4130;PA2248;PA2195;PA5172;PA3366;PA4209;PA4217;PA1002;PA2008;PA2193;PA2009;PA3364;PA4226;PA1904;PA4228;PA2012;PA0996;PA2011;PA3570;PA0849;PA1000;PA2014;PA2250;PA1320;PA3333;PA0999;PA3476;PA4230;PA2194;PA2555;PA1901;PA2013;PA2000;PA1001;PA1319;PA4133;PA1999;PA1903;PA5173;PA1905;PA2409
152	PA4195;PA2947;PA4969;PA3361	PA0524;PA0523;PA2413;PA4130;PA2412;PA2446;PA2000;PA2445;PA2444;PA1341;PA3865;PA4205
153	PA4804;PA1382;PA1224;PA1103;PA0324;PA1460;PA1105;PA2470;PA3373;PA1052;PA3102;PA0102;PA1384;PA1393;PA4453;PA5106	PA4524;PA5177;PA3211;PA5237;PA0593;PA0749;PA1534;PA3294;PA0590;PA4393;PA4068;PA5443;PA3861;PA5394
154	PA0872;PA2008;PA4973;PA5171;PA1317;PA2009;PA0782;PA3522;PA5173;PA1319;PA3516;PA2007;PA3523;PA1320;PA5172;PA1318;PA0865	PA1661;PA3553;PA0228;PA3600;PA4125;PA3236;PA3582;PA5539;PA0494;PA3366;PA5538;PA5508;PA3584;PA1179;PA3579;PA1417;PA3364;PA4123;PA1923;PA4773;PA4121;PA4435;PA1180;PA2011;PA5500;PA4122;PA4064;PA4776;PA2253;PA5443;PA2685;PA1421;PA1659;PA3558;PA3601;PA5541;PA1658;PA4065;PA2409
155	PA0747;PA4733;PA0106;PA2553;PA2001;PA2248;PA4810;PA0872;PA2008;PA1174;PA2009;PA4880;PA2007;PA2012;PA4811;PA3570;PA2011;PA2247;PA2014;PA2249;PA2250;PA0865;PA2015;PA2555;PA3568;PA2013;PA2000;PA5453;PA1999;PA4812;PA3569;PA0108	PA4443;PA2203;PA4193;PA3608;PA3442;PA3446;PA0976;PA3935;PA3931;PA2594;PA3447;PA2310;PA3938;PA4442;PA3584;PA3443;PA3713;PA0281;PA2086;PA3937;PA4192;PA1838;PA0280;PA0283;PA3444;PA3936;PA4195;PA4470;PA0282;PA2204;PA4973;PA3445;PA3449
156	PA3600;PA5539;PA5501;PA5538;PA1179;PA1923;PA2012;PA2912;PA5499;PA1180;PA2011;PA2913;PA4588;PA5500;PA2014;PA1927;PA4064;PA4973;PA3601;PA5541;PA2013;PA0605;PA0606;PA4065;PA5035	PA0895;PA5445;PA3629;PA5302;PA0898;PA3874;PA0849;PA0782;PA5304;PA1602;PA0896;PA2570;PA5429;PA2991;PA4812;PA0897;PA4290;PA0899;PA3366
157	PA0872;PA5445;PA3629;PA4225;PA3584;PA4771;PA5302;PA4230;PA0870;PA1421;PA4224;PA0782;PA5304;PA1602;PA4228;PA3582;PA4812;PA0494;PA4810;PA4811;PA5508	PA4443;PA4193;PA3442;PA3187;PA3446;PA3935;PA3931;PA3516;PA2594;PA2310;PA3938;PA4442;PA1179;PA3443;PA0281;PA3937;PA1432;PA1180;PA4694;PA4192;PA0280;PA1927;PA3118;PA0283;PA3444;PA3936;PA3121;PA3333;PA3476;PA4973;PA3445;PA3449;PA3120;PA5035
158	PA1798;PA4051;PA4193;PA4192;PA2105;PA2232;PA4969;PA2104	PA1095;PA1094;PA0604;PA3364;PA4504;PA0605;PA1092;PA4773;PA1086;PA1087
159	PA4910;PA0997;PA0164;PA0998;PA4912;PA4911;PA1279;PA5137;PA2105;PA1002;PA4771;PA1946;PA4909;PA4913;PA0996;PA4980;PA2711;PA0604;PA1000;PA1982;PA4908;PA1950;PA0999;PA2862;PA1421;PA1001	PA0510;PA4130;PA4133;PA4114;PA4676;PA0424
160	PA1224;PA2212;PA2948	PA4053;PA1586;PA3151;PA3139;PA3486;PA3159;PA5436;PA1587;PA0206;PA3103;PA4251;PA0205;PA4412;PA3970;PA5259;PA1010;PA4687;PA5435;PA3861
