feature	positive_signature	negative_signature
10	PA3914;PA4201;PA0590;PA5313;PA2570;PA0202;PA1003;PA1252;PA1310	PA3554;PA0083;PA5010;PA4418;PA1946;PA1555;PA3579;PA3558;PA4205;PA4206;PA4868;PA3569;PA1982;PA3582;PA5228;PA4207;PA4773;PA5549;PA4865;PA1556;PA5355
11	PA4443;PA5503;PA2203;PA4193;PA3442;PA1756;PA3446;PA3935;PA3931;PA2594;PA2310;PA3938;PA4442;PA1856;PA4761;PA3443;PA2309;PA0281;PA3937;PA2062;PA4192;PA1493;PA1838;PA0280;PA0283;PA2338;PA3444;PA2598;PA3936;PA4195;PA4194;PA5103;PA5203;PA0282;PA2204;PA3445;PA2202;PA3449;PA5415	PA3187;PA2009;PA5155;PA5082;PA3195;PA2321;PA4688;PA4217
12	PA2008;PA2444;PA3568;PA0898;PA0504;PA1103;PA2009;PA2443;PA5415;PA2442;PA0503;PA0897;PA1081;PA1982;PA4969;PA0899;PA4290	PA1657;PA0997;PA0998;PA1927;PA3361;PA2104;PA0996;PA1140;PA3183;PA4263;PA3478;PA3545;PA5508
13	PA3609;PA1277;PA3607;PA3608;PA4645;PA3713;PA3610	PA0747;PA2553;PA0105;PA5172;PA0107;PA1174;PA3477;PA4502;PA2009;PA2007;PA3418;PA1135;PA3570;PA5058;PA5171;PA3250;PA0179;PA4500;PA3337;PA1247;PA0177;PA2015;PA2573;PA0108;PA2550
14	PA2584;PA3651;PA3642;PA5302;PA5508;PA2019;PA3643;PA0944;PA4812;PA3821;PA3820;PA3861;PA2969	PA4211;PA1555;PA1905;PA1902;PA4130;PA5354;PA5173;PA1904;PA1903;PA5172;PA1556;PA3478;PA4209;PA4217
15	PA3554;PA3555;PA4588;PA4307;PA3552;PA4774;PA3553;PA3557;PA3558;PA1460;PA3930;PA3556;PA4776;PA4777;PA4773;PA3559	PA3609;PA3608;PA3452;PA0782;PA1254;PA2446;PA4125;PA3541;PA3545;PA0872;PA2008;PA4771;PA3540;PA0870;PA1317;PA2009;PA3713;PA2445;PA2007;PA4123;PA4121;PA5445;PA1693;PA1321;PA4122;PA4158;PA1320;PA2444;PA0865;PA3607;PA1421;PA2000;PA4133;PA1319;PA1999;PA1318;PA4124;PA3547;PA2579;PA3610
16	PA2446;PA1070;PA2232;PA5372;PA1071;PA1179;PA3552;PA4771;PA1072;PA2445;PA3556;PA2012;PA1693;PA1719;PA3629;PA2444;PA1341;PA2611;PA3558;PA5415;PA1806;PA0009;PA1073;PA4307	PA3540;PA3319;PA3449;PA3541;PA2569;PA4172;PA3547;PA3545;PA4110
17	PA2446;PA1694;PA1984;PA1717;PA3526;PA1690;PA1697;PA1725;PA5100;PA1696;PA1693;PA1719;PA1701;PA1695;PA1723;PA2444;PA1703;PA1691;PA1722;PA1698;PA1724;PA1716;PA1692	PA0083;PA4051;PA0091;PA2685;PA0081;PA5541;PA0088;PA0079;PA0084;PA2018;PA0085;PA0078;PA3236;PA0080;PA5539;PA0090;PA0089;PA5538;PA0087
18	PA3553;PA3446;PA2329;PA1249;PA3559;PA1179;PA3552;PA4774;PA3557;PA3556;PA4456;PA4773;PA4811;PA1180;PA4777;PA3554;PA3555;PA2327;PA4010;PA4776;PA3558;PA4455;PA4454	PA4217
19	PA5366;PA4122;PA0084;PA4351;PA2813;PA2811;PA2812	PA1071;PA1072;PA1070;PA0958;PA1073;PA3333
20	PA1095;PA1094;PA4500;PA1249;PA1092;PA3095	PA3151;PA3159;PA4051;PA4193;PA4192;PA3156;PA1224;PA3148;PA4195;PA2018;PA3361;PA3155;PA2232;PA4194;PA3158;PA2019
21	PA5429;PA4158;PA2857;PA1319;PA2035	PA2438;PA2367;PA2413;PA2446;PA2329;PA2408;PA4687;PA2369;PA2328;PA2366;PA2371;PA2445;PA2442;PA4114;PA2370;PA2389;PA2492;PA2443;PA2352;PA2327;PA2412;PA2444;PA2321;PA2360;PA2362;PA2368;PA2363;PA5415;PA2365;PA2407;PA2409;PA5310
22	PA5559;PA4246;PA4007;PA1583;PA4259;PA5069;PA3043;PA4941;PA4268;PA4433;PA4257;PA3807;PA5570;PA5337;PA4274;PA4242;PA3001;PA4267;PA4751;PA4262;PA4264;PA5489;PA5558;PA4232;PA0956;PA0579;PA4563;PA5067;PA1582;PA4271;PA2623;PA1684;PA4273;PA2796;PA4247;PA3814;PA4248;PA4385;PA1588;PA3162;PA4258;PA5068;PA5066;PA4249;PA1821;PA4240;PA1010;PA4261;PA2976;PA4241;PA5304;PA5119;PA4935	PA2711
23	PA0999;PA4127;PA0997;PA4163;PA4128;PA0998;PA1000;PA4122;PA4125;PA4180;PA4123;PA1001;PA4124;PA4121;PA0996	PA0510;PA3870;PA2553;PA0518;PA1984;PA0519;PA0523;PA1856;PA3392;PA3874;PA2011;PA0025;PA0024;PA4189;PA2444;PA3875;PA3872;PA0524;PA2555;PA4188;PA3569;PA5355
24	PA5372;PA5420;PA1976;PA5421;PA5538;PA3361;PA4812;PA1931;PA2035;PA2232;PA5435;PA5417	PA4774;PA2566;PA4206;PA2446;PA0480;PA4776;PA4207;PA4773;PA4205
25	PA3553;PA3187;PA3366;PA3559;PA3151;PA1179;PA3552;PA4774;PA3557;PA3364;PA5354;PA3556;PA4773;PA1180;PA4777;PA3554;PA3914;PA3555;PA5353;PA4010;PA4776;PA3876;PA3875;PA4453;PA2265;PA3558;PA4455;PA4454;PA0920;PA4812;PA4307;PA5355	PA1655;PA2008;PA4973;PA0098;PA1421;PA4128;PA3601;PA2009;PA3600;PA0782;PA1024;PA1927;PA2007;PA0080;PA5471;PA0865;PA4217
26	PA1927;PA2446;PA0263;PA5415;PA2445;PA0958;PA2444;PA2389	PA0997;PA4225;PA3553;PA3187;PA0106;PA0998;PA4144;PA3195;PA3559;PA1002;PA1179;PA3552;PA4774;PA3557;PA4128;PA4226;PA1904;PA4228;PA4152;PA3556;PA3182;PA4773;PA4121;PA0996;PA1180;PA4777;PA3554;PA3914;PA3555;PA1000;PA4122;PA3875;PA3872;PA3183;PA4231;PA0999;PA4127;PA4230;PA3181;PA4224;PA3558;PA3194;PA1001;PA3193
27	PA3151;PA3159;PA1095;PA4918;PA3156;PA3148;PA1094;PA3152;PA2105;PA1092;PA3155;PA1086;PA2104;PA3158;PA1087	PA2329;PA2553
28	PA4225;PA4706;PA4230;PA4224;PA4470;PA2413;PA4708;PA2412;PA4226;PA4158;PA2408;PA4228;PA2407;PA2389;PA2409;PA4707;PA5217;PA4159;PA4231	PA3531;PA1174;PA2513;PA3364;PA2446;PA1602;PA4880;PA4811;PA2445;PA2514;PA1173;PA5415;PA2444;PA4812;PA2512;PA4810;PA5445;PA3366
29	PA4910;PA2948;PA2944;PA1843;PA4911;PA1927;PA2912;PA3523;PA1081;PA1982;PA2913	PA3378;PA3181;PA3187;PA1555;PA3194;PA1524;PA2323;PA3547;PA3364;PA2570;PA2321;PA3183;PA2648;PA3182;PA2263;PA3193;PA3195;PA3366;PA1556;PA2261
30	PA3187;PA4024;PA2446;PA1070;PA1984;PA5452;PA2008;PA3300;PA2009;PA4502;PA4504;PA1072;PA2445;PA2007;PA2442;PA5100;PA4506;PA2443;PA1338;PA2444;PA0865;PA2862;PA2000;PA5415;PA1999;PA1073	PA1719;PA3584;PA4225;PA4771;PA4192;PA3445;PA3579;PA1317;PA4470;PA1319;PA1318;PA3582;PA1320;PA1716;PA1321;PA0879;PA5508
31		PA3151;PA3514;PA3148;PA3512;PA3156;PA4503;PA3506;PA0204;PA3513;PA0205;PA0206;PA0202;PA3505;PA3152;PA1092;PA0203;PA3155;PA3504;PA3498;PA3158
32	PA4201;PA2548;PA2903;PA0686;PA1311;PA1685;PA0203;PA5435	PA4443;PA5080;PA4458;PA5221;PA0502;PA3047;PA4234;PA2644;PA3165;PA2641;PA3166;PA3820;PA2647;PA5072;PA3861;PA0550
33	PA3556;PA3559	PA3914;PA0510;PA0025;PA3870;PA0523;PA0024;PA1856;PA3872;PA0524;PA3392;PA3874;PA0519;PA3364;PA2691;PA0518;PA3877;PA3875;PA3876;PA3366;PA0865
34	PA2507;PA3914;PA0510;PA3870;PA0523;PA0524;PA3392;PA3874;PA2513;PA2514;PA2682;PA0518;PA3875;PA5172;PA2512;PA3876;PA0519;PA3872	PA1421;PA1514;PA1905;PA1902;PA2018;PA1927;PA1501;PA1904;PA1903;PA4211;PA5417;PA4217
35	PA3554;PA1655;PA0482;PA3552;PA3553;PA2317;PA2634;PA3558;PA0196;PA1024;PA3556;PA0195;PA4776;PA4773;PA5445;PA4777	PA3151;PA3159;PA3476;PA4973;PA3187;PA3148;PA0604;PA3152;PA1430;PA0603;PA3155;PA1432;PA3158
36	PA4505;PA4163;PA2862;PA4310;PA3187;PA3628;PA2323;PA0793;PA4122;PA3569;PA4504;PA5100;PA3313;PA4121;PA2264;PA3570	PA5498;PA5500;PA3601;PA5541;PA3600;PA1927;PA4065;PA1923;PA0444;PA4064;PA5539;PA5501;PA5538;PA2913
37	PA3415;PA0156;PA3417;PA4901;PA3416;PA0387;PA3418;PA3316;PA5106	PA4443;PA4741;PA5316;PA4740;PA5560;PA5128;PA1249;PA3832;PA3834;PA5315;PA3646;PA1155;PA1581;PA3139;PA4257;PA2970;PA4256;PA5570;PA1580;PA4272;PA4748;PA1584;PA0609;PA4242;PA4239;PA5013;PA3636;PA4429;PA4245;PA0024;PA3686;PA0432;PA5051;PA4241;PA5557;PA1582;PA4255;PA4244;PA3480;PA5505;PA5568;PA4671;PA1156;PA3742;PA4252;PA4670;PA4430;PA4211;PA5553;PA3822;PA5555;PA3569
38	PA1586;PA1583;PA4259;PA4740;PA5316;PA4251;PA4270;PA4250;PA4238;PA4269;PA3820;PA1581;PA4260;PA4257;PA1555;PA4256;PA4272;PA3656;PA1584;PA4254;PA4274;PA4239;PA1556;PA3874;PA4262;PA4264;PA4241;PA2018;PA4253;PA4255;PA4271;PA2624;PA5046;PA5568;PA4385;PA4258;PA4252;PA4240;PA4261;PA4263;PA4429;PA5555	PA2652;PA1874;PA1871;PA1781;PA2144;PA3236;PA3366;PA2151;PA2163;PA4909;PA3364;PA2152;PA2164;PA3478;PA2153;PA3570;PA3629;PA2160;PA2147;PA3724;PA1932;PA2165;PA4172;PA4205;PA3479;PA1933;PA3569
39	PA1930;PA0177;PA2052;PA2366;PA2367;PA2573;PA4470;PA4309;PA3361;PA2232;PA2365;PA1092;PA4290;PA1135;PA0175	PA0228;PA0227;PA0226;PA3713;PA4207;PA2514;PA4442
40	PA1586;PA3333;PA4613;PA1317;PA4027;PA5297;PA1319;PA1318;PA1092;PA3523;PA1320;PA3478;PA3479;PA1321	PA1179;PA4774;PA1946;PA3557;PA3558;PA3600;PA2513;PA2329;PA1602;PA2514;PA2813;PA2512;PA0494;PA1073;PA3366;PA1180;PA3559;PA5355
41	PA1823;PA4594;PA4548;PA1287;PA1637;PA0597;PA4068;PA3212;PA2058;PA2105	PA3914;PA3870;PA0524;PA5366;PA3392;PA5298;PA4669;PA0685;PA0430;PA3875;PA3877;PA3444;PA3876;PA3874;PA1256
42	PA0997;PA4310;PA5427;PA0998;PA4759;PA0387;PA0494;PA0401;PA5435;PA4761;PA4309;PA1556;PA1719;PA1701;PA5051;PA2323;PA1000;PA1561;PA1723;PA3337;PA4969;PA0999;PA5436;PA1001;PA2645;PA0402;PA5272	PA3553;PA2512;PA3356;PA3559;PA3552;PA4774;PA2513;PA2541;PA3556;PA5100;PA4773;PA3570;PA5098;PA3554;PA2711;PA5353;PA0604;PA2514;PA4205;PA5523;PA2536;PA3558;PA4206;PA5313;PA4207;PA0266;PA3569
43	PA2438;PA5498;PA5500;PA3601;PA5541;PA3600;PA1927;PA2914;PA4065;PA1923;PA2912;PA4064;PA5539;PA5499;PA5501;PA5538;PA2913	PA4205;PA2018;PA3187
44	PA0851;PA0098;PA2857;PA2105;PA2682;PA1052;PA2104;PA0975;PA2103	PA5422;PA0887;PA4812;PA2991;PA4452;PA4810
45		PA3151;PA3159;PA1095;PA4918;PA3514;PA3156;PA3148;PA1094;PA4503;PA3152;PA2105;PA1092;PA2739;PA0203;PA0958;PA3155;PA1086;PA3498;PA2104;PA3158
46	PA0865;PA1004	PA3553;PA3366;PA3559;PA1657;PA1179;PA3552;PA4774;PA3557;PA5020;PA3556;PA4456;PA4773;PA2019;PA1180;PA4777;PA3554;PA3555;PA4010;PA2018;PA4776;PA3558;PA1326;PA2550
47	PA4443;PA4193;PA2599;PA3446;PA3442;PA1756;PA3935;PA3931;PA2594;PA2310;PA3938;PA4442;PA3443;PA0196;PA2309;PA0281;PA2083;PA2600;PA3937;PA1180;PA2062;PA4588;PA4694;PA2711;PA4192;PA1493;PA1838;PA0280;PA3118;PA0283;PA3444;PA2598;PA3936;PA3121;PA3448;PA4194;PA4195;PA5103;PA0282;PA2204;PA3445;PA3120	PA2553;PA2248;PA2446;PA0782;PA0080;PA3582;PA0872;PA2008;PA0523;PA5302;PA0870;PA2009;PA5373;PA2007;PA2445;PA5445;PA2247;PA2014;PA2249;PA2250;PA2444;PA0865;PA2015;PA2000;PA1999;PA0089;PA5304
48	PA0997;PA0998;PA1694;PA4125;PA1717;PA1690;PA1697;PA1725;PA4123;PA1696;PA4121;PA0996;PA1693;PA1719;PA1701;PA1695;PA4122;PA1723;PA1703;PA0999;PA1691;PA1698;PA1722;PA1724;PA1716;PA4124;PA1692	
49	PA4246;PA5316;PA4276;PA4250;PA3745;PA5315;PA3820;PA0662;PA2969;PA4260;PA4433;PA4432;PA2970;PA3807;PA2840;PA4272;PA3656;PA4748;PA4274;PA3001;PA4264;PA4934;PA0579;PA4563;PA2629;PA4271;PA4244;PA4482;PA4006;PA4273;PA5046;PA4932;PA4854;PA4247;PA5568;PA0316;PA4248;PA2584;PA4568;PA3162;PA3742;PA4249;PA4670;PA1010;PA4261;PA3821;PA4263;PA3822;PA5049	PA4211;PA5171;PA1901;PA1174;PA4206;PA4236;PA1902;PA3721;PA0184;PA4207;PA1904;PA0130;PA1903;PA5172;PA0193;PA3448;PA4205;PA4217
50	PA0157;PA4973;PA0747;PA2553;PA5281;PA3187;PA1073;PA5497;PA2105	PA5445;PA1179;PA3552;PA3584;PA1421;PA3579;PA2018;PA2232;PA3556;PA3582;PA2019;PA0494;PA4810;PA4811;PA1180;PA5508
51	PA4973;PA4771;PA1317;PA1319;PA1318;PA2444	PA3553;PA3236;PA3582;PA4810;PA3559;PA5508;PA5372;PA1179;PA3552;PA4774;PA3557;PA2691;PA3556;PA1104;PA4773;PA4811;PA5417;PA4777;PA1180;PA3554;PA3555;PA4776;PA3558;PA4455;PA4454;PA4812;PA4211;PA1086;PA4307
52	PA4235;PA5069;PA4464;PA0080;PA3300;PA0958;PA3527;PA0750;PA3629;PA0956;PA0796;PA5056;PA4482;PA1684;PA5505;PA1808;PA0083;PA1156;PA2608;PA0403;PA3134;PA2607;PA0009	PA0228;PA0230;PA1946
53	PA3151;PA3159;PA4918;PA3156;PA3148;PA2105;PA4503;PA3152;PA0958;PA3155;PA2104;PA3158	
54	PA4260;PA4385;PA1179;PA2944;PA4934;PA0206;PA4249;PA4272;PA0205;PA4240;PA1092;PA4274;PA0203;PA4273;PA2742;PA4935;PA5394	PA5368;PA5522;PA0844;PA0685;PA0678;PA3382;PA2022;PA0347;PA0677;PA3378;PA3375;PA3377;PA5366;PA3319;PA0681;PA4351;PA3296;PA3379;PA2352;PA1260;PA3384;PA5367;PA0686;PA3910;PA0679;PA3383;PA3380
55	PA4613;PA0579;PA3187;PA3452;PA1317;PA1610;PA2323;PA0590;PA0605;PA1319;PA1318;PA1320;PA0603;PA2444;PA3183;PA0865;PA2321;PA4688;PA1256	PA0510;PA3446;PA4202;PA3935;PA3938;PA3028;PA4442;PA3443;PA4899;PA2083;PA0958;PA3937;PA3874;PA4865;PA4867;PA3444;PA4195;PA4194;PA3875;PA3872;PA5497;PA2204;PA3445;PA4201;PA4866;PA4430;PA5355
56	PA4351	PA4225;PA2203;PA4193;PA3446;PA0518;PA2408;PA4750;PA0519;PA0399;PA3151;PA1179;PA0523;PA1856;PA4761;PA3392;PA1317;PA4226;PA4504;PA2691;PA0281;PA4228;PA1180;PA4192;PA3148;PA1000;PA2412;PA1320;PA4470;PA4194;PA4231;PA4230;PA0524;PA4224;PA3152;PA1319;PA1318;PA2409
57	PA4225;PA4706;PA4230;PA4513;PA4470;PA2413;PA4708;PA2531;PA2412;PA4226;PA2390;PA2408;PA4228;PA2407;PA2389;PA2409;PA4707;PA4231	PA4236;PA4333;PA4430;PA4812;PA4810;PA4811
58	PA2553;PA5427;PA3417;PA4236;PA4130;PA2248;PA2446;PA2195;PA1092;PA1049;PA5172;PA0175;PA2232;PA0872;PA2008;PA2003;PA1174;PA0870;PA2009;PA2513;PA2445;PA2007;PA3418;PA5230;PA0176;PA0447;PA2247;PA5171;PA3724;PA1094;PA0179;PA2249;PA2250;PA3337;PA0835;PA2444;PA0865;PA0836;PA0403;PA2000;PA5173;PA1999;PA1562	PA3554;PA3555;PA1179;PA3552;PA4774;PA3553;PA1856;PA3557;PA1317;PA3558;PA1319;PA3556;PA1320;PA4777;PA4773;PA5445;PA1180;PA3559
59	PA0510;PA5427;PA4235;PA4236;PA0518;PA1049;PA5172;PA0519;PA2193;PA1557;PA1555;PA3877;PA5230;PA1556;PA5171;PA1561;PA3337;PA0835;PA5497;PA2194;PA0836;PA0295;PA5173;PA2195;PA5304	PA3929;PA3930
60	PA1871;PA0997;PA0427;PA4208;PA4211;PA0998;PA1902;PA4130;PA2195;PA4209;PA4217;PA1002;PA2193;PA1904;PA3929;PA0996;PA0176;PA3478;PA3930;PA3724;PA1000;PA0174;PA4205;PA3479;PA0999;PA3476;PA2194;PA1901;PA4206;PA1001;PA4133;PA1903;PA1905;PA4307;PA4207	PA4973;PA4919;PA0523;PA0524;PA1317;PA4351;PA2446;PA5415;PA1319;PA2445;PA1318;PA2442;PA1320;PA2444;PA4687;PA2443;PA0519
61	PA0838;PA4163;PA1927;PA4207	PA4225;PA3553;PA2248;PA3559;PA3552;PA4774;PA2317;PA3557;PA1317;PA4073;PA4226;PA3556;PA4228;PA4773;PA2011;PA1321;PA3554;PA3555;PA4777;PA5098;PA2249;PA2250;PA1320;PA4776;PA4231;PA4230;PA2634;PA4224;PA3558;PA1319;PA1318;PA5106
62	PA2144;PA2162;PA3195;PA2163;PA2152;PA2164;PA3182;PA2153;PA2160;PA2147;PA3165;PA2165;PA3232;PA3970;PA2321;PA3183;PA2261;PA4230;PA3181;PA2555;PA3194;PA2263;PA3193;PA5106	PA2944;PA0523;PA4569;PA1518;PA4429;PA1927;PA1553;PA2000;PA1070;PA1999;PA1341;PA0750;PA3366;PA1273
63	PA2438;PA1002;PA0098;PA0870;PA3512;PA0204;PA0202;PA3636	PA0895;PA1342;PA0336;PA4733;PA5192;PA1101;PA4776;PA1905;PA5063;PA1004
64	PA0768;PA0945;PA1274;PA3651;PA4310;PA3642;PA4279;PA3187;PA5140;PA0890;PA5570;PA3650;PA1529;PA0976;PA0430;PA4273;PA3820;PA3861;PA2969	PA3687;PA3876;PA2711;PA3552;PA3540;PA3542;PA3250;PA4122;PA1024;PA4125;PA3875;PA3541;PA3551;PA4777;PA4773;PA4121;PA3547;PA3874;PA3872;PA3545
65	PA4133;PA4158;PA2813;PA2811;PA0266;PA4708;PA2492;PA2812	PA3553;PA3446;PA1902;PA3600;PA5539;PA1717;PA2310;PA3938;PA4209;PA5538;PA3559;PA4217;PA1179;PA3552;PA4774;PA3557;PA1905;PA3443;PA3556;PA1904;PA4773;PA3937;PA3478;PA1180;PA4777;PA3554;PA1719;PA3555;PA1701;PA4192;PA1695;PA4064;PA4776;PA2444;PA3444;PA1716;PA3333;PA4205;PA3445;PA3558;PA3601;PA5541;PA4206;PA0887;PA4065;PA1001;PA1903;PA4211;PA4207
66		PA1694;PA1717;PA5137;PA1690;PA1697;PA1725;PA2691;PA3713;PA1696;PA1693;PA1719;PA1701;PA5353;PA1695;PA1723;PA4829;PA2444;PA1703;PA1691;PA1722;PA1698;PA1724;PA5415;PA1716;PA1692
67	PA4385;PA1421;PA5302;PA0265;PA5320;PA4956;PA0654;PA2513;PA1602;PA2514;PA5015;PA3831;PA2508;PA0148;PA2512;PA5304	PA3320;PA2550;PA2536;PA3187;PA4513;PA3600;PA1534;PA1249;PA1660;PA5355
68	PA1421;PA3506;PA0204;PA4342	PA5316;PA4250;PA4238;PA5315;PA2742;PA3028;PA4432;PA5142;PA4272;PA3361;PA5338;PA4242;PA4264;PA4245;PA4694;PA4934;PA4563;PA3088;PA2629;PA3792;PA4567;PA3742;PA4249;PA4429;PA4241
69	PA1874;PA5213;PA2160;PA0107;PA2151;PA0106;PA2566;PA3417;PA0108;PA3416;PA2152;PA2570;PA0105;PA0113;PA0174;PA3252;PA3346;PA0704;PA2153;PA0112	PA5508
70	PA0851;PA4861;PA2675;PA0325;PA0749;PA5297;PA1726	PA4053;PA3159;PA2974;PA4741;PA3013;PA2638;PA0890;PA5570;PA1445;PA4670;PA3348;PA2605;PA4415;PA4417;PA2796;PA3356
71	PA2059;PA3404;PA4747;PA4886;PA2105;PA2103	PA4047;PA5010;PA3097;PA2862;PA4975;PA5080;PA4548;PA4946;PA2607;PA5317;PA3659;PA3777;PA5270
72	PA3187;PA3600;PA0896;PA2570;PA1984;PA3195;PA2008;PA2009;PA2007;PA3556;PA3182;PA4980;PA2323;PA3193;PA4158;PA0865;PA2321;PA3183;PA3181;PA5436;PA4455;PA3194;PA1999;PA1660	PA1277;PA4771;PA5522;PA2329;PA5471;PA2514;PA1432;PA4442;PA4110
73	PA3560;PA3170;PA3404;PA3252	PA5142;PA4975;PA3100;PA5140;PA2053;PA3659;PA2035;PA3725;PA5443;PA1556;PA4114;PA5011
74	PA0510;PA0024;PA0025;PA0524;PA0523;PA1856;PA3392;PA0519;PA2691;PA0518;PA3874;PA3872;PA3814	PA2512;PA0228;PA2513;PA2682;PA2508;PA2514;PA2019
75		PA0510;PA3870;PA0228;PA0226;PA0518;PA2512;PA0519;PA3552;PA0523;PA1856;PA3392;PA2513;PA2691;PA3874;PA2507;PA0025;PA0024;PA4010;PA0227;PA2514;PA4470;PA3875;PA3872;PA3814;PA0524
76	PA3555;PA4189;PA0427;PA5140;PA5175;PA3600;PA0196;PA0085;PA1024;PA3113;PA4188;PA0958;PA5452	PA4127;PA4163;PA4128;PA4122;PA4148;PA4153;PA4125;PA4180;PA4123;PA4158;PA4152;PA4133;PA4124;PA4121;PA4138
77	PA5523;PA5570;PA5522;PA4901;PA1931;PA0174;PA0173;PA4811;PA2361	PA3639;PA2014;PA5429;PA5554;PA0009;PA5426;PA5075;PA0065
78	PA3584;PA3377;PA2151;PA5098;PA3384;PA2165;PA4351;PA4880;PA2416;PA2570;PA3361;PA2164;PA5100;PA2442;PA2153;PA5355	PA4226;PA4528;PA1582
79	PA0228;PA3584;PA2944;PA3582	PA0510;PA4706;PA0997;PA4225;PA4208;PA3553;PA2413;PA0998;PA0518;PA0519;PA1002;PA5372;PA1179;PA3552;PA0523;PA4774;PA1856;PA4226;PA3556;PA4228;PA4773;PA4865;PA0996;PA4777;PA3874;PA3554;PA3555;PA1000;PA2412;PA4776;PA4470;PA4969;PA4205;PA4231;PA0999;PA4230;PA0524;PA4224;PA3558;PA4206;PA0295;PA1001;PA4207
80	PA3554;PA3552;PA4774;PA1555;PA2815;PA4776;PA4777;PA4773;PA3559	PA0895;PA1719;PA1701;PA1946;PA3568;PA2906;PA4470;PA1024;PA0887;PA2968;PA4290;PA3725;PA1696;PA4687;PA5445;PA1692
81	PA0851;PA4911;PA1927;PA2813;PA2811;PA2812;PA2105	PA4208;PA3187;PA2248;PA1602;PA2570;PA2512;PA3195;PA4217;PA1317;PA2513;PA3182;PA3570;PA5353;PA2249;PA2250;PA2508;PA1320;PA2444;PA2514;PA4205;PA3183;PA3181;PA3568;PA3194;PA4206;PA2000;PA1319;PA1999;PA1318;PA4207;PA3193;PA3569;PA5106
82	PA0091;PA4771;PA2536;PA0084;PA4333;PA2446;PA1609;PA2232;PA3735;PA4307	PA5096;PA3541;PA4209;PA4217;PA5106;PA3540;PA5354;PA1904;PA3929;PA5100;PA2011;PA5353;PA3547;PA2014;PA0174;PA2015;PA2555;PA2013;PA2000;PA1999;PA1903;PA1905;PA3569;PA0704;PA5355
83	PA2008;PA2009;PA2007;PA3929;PA0865;PA3930	PA5427;PA4236;PA0518;PA5172;PA0494;PA0519;PA1657;PA2193;PA1557;PA1555;PA4351;PA3877;PA5230;PA4811;PA1556;PA5171;PA1561;PA3337;PA1656;PA5497;PA2194;PA0836;PA0295;PA5173;PA4812;PA1660
